object,day,profile_valid,profile_mean,profile_spatial_std,profile_amplitude,axis_lat,centroid_lat,spread_lat,NS_contrast,raw_profile_daily_speed
H,9,True,5800.407717141021,78.33846909626811,234.30968655143442,15.0,24.916258227869044,6.314142409453938,-131.14650304437237,0.2994897138583365
H,10,True,5800.453982418472,78.64839800972217,235.3057790459843,15.0,24.91595056731876,6.314046304795761,-131.55075348025912,0.34206810318876685
H,11,True,5800.78420303185,78.68643314480094,235.58710831882763,15.0,24.915946718577306,6.313965627536847,-131.4243157808487,0.39463474615909244
H,12,True,5801.6127971732,78.27259579061044,234.56820362917279,15.0,24.916435261356487,6.313947369987255,-130.56757819076302,0.9477717693178925
H,13,True,5802.534013583588,77.66611905452542,232.88160152663204,15.0,24.917126903005634,6.313968420651799,-129.42817685383216,1.1154669171438454
H,14,True,5803.759434250144,76.60018171341578,230.0288893113584,15.0,24.918300355062243,6.314073095087061,-127.54128198082071,1.6368091011303103
H,15,True,5805.5372444539935,75.05381843237662,225.75071271824982,15.0,24.91996235251469,6.314312541498905,-124.96879430583977,2.3599139747351523
H,16,True,5807.298483475914,73.53708094856401,221.4901779693255,15.0,24.921595572723245,6.314539993628914,-122.4170542819038,2.327125672777179
H,17,True,5808.763432989804,72.21014550677113,217.6914411037451,15.0,24.92304380006717,6.314698471162505,-120.12328376057394,1.9803470896270767
H,18,True,5810.268489665591,70.88017088987723,213.9168293971925,15.0,24.924512723523097,6.314824129132467,-117.77555609161391,2.016220563390512
H,19,True,5812.1383304085775,69.43164957598033,209.62799677448493,15.0,24.926115312819626,6.31496611531449,-115.24385078325668,2.3707344695993373
H,20,True,5814.131781403432,68.16471015166987,205.92645213976903,15.0,24.927526763395047,6.315078924737976,-113.02124457664468,2.368286615838453
H,21,True,5815.459677786414,67.5027657590841,204.12267215239353,15.0,24.928299274951385,6.315073123400073,-111.71872053274183,1.5056051414046336
H,22,True,5816.232584410236,67.13353781369669,203.0907040337088,15.0,24.928738798953223,6.315055625338054,-110.9564461740465,0.8748852183766076
H,23,True,5816.7578305950665,66.97334879344805,202.47096018382945,15.0,24.928936246759406,6.315046359882348,-110.63899183464582,0.5599413854757621
H,24,True,5817.2440742410845,66.75795301143482,201.572445951786,15.0,24.929186162863914,6.31505804407073,-110.28560946660127,0.5396723073371056
H,25,True,5818.123982466332,66.08439045571932,199.25083201610687,15.0,24.929918854560416,6.315155073357717,-109.23418177095482,1.1127327321662361
H,26,True,5819.204770378884,65.1443310653852,196.11416436101717,15.0,24.930925511892006,6.315311480011621,-107.75203385223995,1.4364751320348115
H,27,True,5820.376715912272,63.985854811528334,192.40745241437708,15.0,24.932159536495586,6.315506327034459,-105.9016157281867,1.6503431420938852
H,28,True,5821.472309890947,62.72205454079111,188.72953739374498,15.0,24.93351358021385,6.315687222246809,-103.7744387142011,1.6740629321311467
H,29,True,5822.2738907775865,61.47139448902407,184.8636721141338,15.0,24.934833670382073,6.315904200209722,-101.77720392184528,1.4881738410264984
H,30,True,5823.1816561644155,60.139260084983796,180.44198481421063,15.0,24.936229273185074,6.316167225274732,-99.76175258609965,1.6297856778498316
H,31,True,5824.146290267927,58.9317979757828,176.64019199850463,15.0,24.93752066473257,6.316351336439931,-97.81508907201078,1.5477930638250956
H,32,True,5825.016114508809,57.88322427883119,173.39659578143983,15.0,24.938669701141716,6.316456657451726,-95.997961881214,1.367364051781392
H,33,True,5825.87342459453,56.827498089014505,170.26694889432383,17.0,24.939849782031445,6.316515530744088,-94.06940120175386,1.37742599960656
H,34,True,5826.8680928285285,55.833407117385235,167.54975257626575,17.0,24.940997472976086,6.316503469994693,-92.10855467122565,1.4550427576773814
H,35,True,5828.01437302796,54.78313875996553,164.80188273996464,17.0,24.94222869018713,6.3164607976612315,-89.96515219435696,1.6279196084420464
H,36,True,5829.28833322071,53.75269334941666,162.06585087180247,17.0,24.94344783673314,6.316411726564535,-87.8530961182887,1.710848800381091
H,37,True,5830.498574189953,52.879802288993716,159.56997871908789,17.0,24.94450878851698,6.316339316729357,-86.03402530473704,1.567101148991612
H,38,True,5831.655618268315,52.095051728494646,157.46862008061817,17.0,24.945500726770508,6.316218900829963,-84.26107958431294,1.5120012686904987
H,39,True,5832.508942254949,51.62611058600757,156.3793028732689,17.0,24.946175560814822,6.316029445341803,-82.90189915416886,1.170177027123377
H,40,True,5833.03736679821,51.390546578891346,156.00628871974095,17.0,24.946585197356114,6.315837871847766,-81.95672277209542,0.8209220395033296
H,41,True,5833.238374104934,51.54068170525643,156.7160315772153,17.0,24.94655969454681,6.315630981830603,-81.73295190003864,0.5302972776517167
H,42,True,5833.453741962034,51.59507524350795,157.0430929102422,17.0,24.94658467445094,6.315512824827158,-81.49678604722158,0.37790143314971547
H,43,True,5833.63784956418,51.53140703402239,156.76674417589402,17.0,24.946683845035256,6.315484568719855,-81.24358277309602,0.2445839631568672
H,44,True,5833.598277289193,51.63149981776219,156.81709368982047,17.0,24.946568723739034,6.315485391654108,-81.4090485893903,0.165168911857995
H,45,True,5833.192185813891,51.79709980241245,156.9867031365593,17.0,24.94635101113659,6.315517088374751,-81.78793395736557,0.47996591233926295
H,46,True,5832.882239484612,51.69481250953177,156.3178255088751,17.0,24.946366482188026,6.315658975798157,-81.89550446728299,0.4560850409369683
H,47,True,5832.628283504644,51.44226341783339,155.1937719205962,17.0,24.94652345637525,6.315851242320062,-81.84046258101353,0.5187333628757074
H,48,True,5832.565616289957,50.98884525554326,153.60369554326462,17.0,24.946909506009067,6.316053143942724,-81.38990768108306,0.548134492393643
H,49,True,5833.072330933032,50.233270061678944,151.21402870242764,15.0,24.947650770101838,6.316256873951314,-80.35143346508085,0.9271400732764896
H,50,True,5834.233036824834,49.092222530854286,147.66186966333044,17.0,24.94883678350599,6.316474564021669,-78.60115347166266,1.6297234557126885
H,51,True,5835.294946375657,48.328371610038076,145.25558921363336,17.0,24.949681484920404,6.316552479854301,-77.29117560913983,1.3147360744252792
H,52,True,5835.83074303826,47.68327969051732,143.1231470321918,17.0,24.95038472005593,6.316630676474711,-76.21964759388993,0.846647520262543
H,53,True,5836.357930233683,46.8364725623333,140.38089127942658,17.0,24.95128386636523,6.316763322132142,-74.89033655552794,1.0032886041320088
H,54,True,5837.063974414586,46.160771445579094,138.18719891066667,17.0,24.95203498649404,6.31682586656526,-73.72822048976468,0.9878175842393119
