object,day,profile_valid,profile_mean,profile_spatial_std,profile_amplitude,axis_lat,centroid_lat,spread_lat,NS_contrast,raw_profile_daily_speed
H,55,True,5837.815875251873,45.75536338403223,136.96257722027804,17.0,24.952537250241924,6.316793746732181,-72.87120633650011,0.8868668847725233
H,56,True,5838.631186373598,45.29394923660118,135.68528676721508,17.0,24.953091727872824,6.316778794167712,-71.90627313884943,0.9651593165914873
H,57,True,5839.293716935781,44.83510605577277,134.3320476306617,17.0,24.95362147981048,6.3167948366976345,-71.0434821054223,0.8199471585870497
H,58,True,5839.701084075535,44.47894099254388,132.9927830327406,17.0,24.954025777669145,6.316824232528278,-70.45506603711965,0.5621036459653211
H,59,True,5839.84402555871,44.07740904019813,131.58876570510984,17.0,24.95445519464571,6.316885690376525,-69.82846510766103,0.4387109841135257
H,60,True,5839.994717604245,43.38092315309354,129.3409273049274,17.0,24.95516321743276,6.31703259524473,-68.81153578742942,0.7209111859367147
H,61,True,5840.512106399178,42.567240708888,126.82244920998255,17.0,24.956009482393082,6.317179893595304,-67.5775902660198,0.9678317780726821
H,62,True,5841.207982056565,41.79746044958736,124.66208241266668,17.0,24.95684388149965,6.317269602627085,-66.2759546492116,1.0442396262397808
H,63,True,5841.95477631658,40.97917589334501,122.36389397048242,17.0,24.957744627870913,6.317346129158147,-64.83513416333972,1.1206447850231303
H,64,True,5842.588573129217,40.20151409762808,120.17461204532628,17.0,24.958609579117805,6.317406256179692,-63.41455268136542,1.0240957429563742
H,65,True,5843.2964809574405,39.55503858605753,118.34141928279132,17.0,24.95936149772369,6.317417192539401,-62.13608981658217,0.995735328729773
H,66,True,5844.081642908001,39.05434319622461,116.88428535472758,17.0,24.959961536003462,6.317409664725805,-61.11191884384607,0.962415319397727
H,67,True,5844.750373058282,38.603553050782715,115.60698699032491,19.0,24.960494766253355,6.3174120671038745,-60.200553576725724,0.8319061028779731
H,68,True,5845.121924372996,38.347569044699775,114.89200254000025,19.0,24.960814095035854,6.317395673584887,-59.64622457277437,0.47750203163191357
H,69,True,5845.648169550486,38.181978325955704,114.39605531921188,19.0,24.961050604602658,6.317355179313038,-59.23087056712484,0.5789426888124741
H,70,True,5846.291157275639,38.06987001015847,114.25298175887383,19.0,24.96128333220049,6.31724472086623,-58.7558315089409,0.7225350116361863
H,71,True,5846.801335352434,37.93400393490528,113.95259249893297,19.0,24.961598282710614,6.317080236158922,-58.11996556772738,0.6960644438466302
H,72,True,5847.444345372268,37.44575878041972,112.64112394263066,19.0,24.96229220225194,6.316970093802806,-56.932207284998185,0.945654846364961
H,73,True,5848.331378528123,36.68131494883687,110.40612720481204,19.0,24.96327365825789,6.316918002254226,-55.29106696967574,1.276571890371005
H,74,True,5849.169809338778,35.94688877561598,108.40487357596157,19.0,24.964232229539093,6.316855802496835,-53.64365899963923,1.2342913847610166
Je,0,False,,,,,,,,
Je,1,False,,,,,,,,
Je,2,False,,,,,,,,
Je,3,False,,,,,,,,
Je,4,True,42.2939089402486,7.4921727489563965,24.103370812171608,31.0,34.216132553345425,5.901152924149115,-9.100809335507158,
Je,5,True,41.95384179291353,7.298738216755477,23.40874445882614,31.0,34.236562736754436,5.908805503600012,-8.797320290986512,0.3971922385022868
Je,6,True,41.66408971843759,7.1377910986819995,22.937420502966454,31.0,34.254624176623345,5.915275629178369,-8.563050126348998,0.3381939585793445
Je,7,True,41.47226336189393,7.0995928692170684,22.742057276203102,31.0,34.26351236176737,5.9145345825119175,-8.444260458058764,0.21226982882194673
Je,8,True,41.444024475619344,7.246653132267926,23.135365578107788,31.0,34.26170057226182,5.901009697946216,-8.457448845754335,0.20575064219502553
Je,9,True,41.46027027840391,7.341836715325806,23.41941334936496,31.0,34.26082795147092,5.892183910077064,-8.452589058654361,0.12462882563683765
Je,10,True,41.384864827876925,7.469602132615204,23.798419315698357,31.0,34.237105842997245,5.883974634451818,-8.675481108617575,0.17108974441945565
Je,11,True,41.1829550516652,7.605587694366444,24.123640701476855,31.0,34.20214977185908,5.875812888744549,-8.983411980004249,0.29085666161211576
Je,12,True,40.93339872120887,7.619364480476224,24.167978871006568,33.0,34.19141912085132,5.870696377108235,-8.98142367956688,0.26681520554473404
Je,13,True,40.59327576003494,7.598558061594547,24.13716640949245,33.0,34.18843117951339,5.866015837813878,-8.8944037122426,0.3468020076487439
Je,14,True,40.25254810862694,7.532803098912673,23.990978110292296,33.0,34.198652162653936,5.862560452138672,-8.654641567258274,0.36286291503505624
Je,15,True,39.9006996242953,7.317089400136021,23.444295599583175,33.0,34.240752182599884,5.862927399302302,-7.955316651136563,0.5100144470309155
Je,16,True,39.534711850571746,7.076103382883783,22.840462407811984,33.0,34.294633815089625,5.864598486485333,-7.16656822750582,0.5531407525922424
Je,17,True,39.15059897324831,6.871249766210435,22.269127864513734,33.0,34.34695062024648,5.864511247072032,-6.426612849174255,0.549216323596897
Je,18,True,38.762208892529976,6.711711523831912,21.808854950909243,33.0,34.39262967725513,5.863606571347968,-5.822033686940365,0.5078192086287994
Je,19,True,38.397318791457664,6.515084145912415,21.13480796538736,33.0,34.46092709050634,5.863596247144132,-4.972447802107723,0.5862622679892554
Je,20,True,38.057167190339754,6.337967488141558,20.35901953565544,33.0,34.55819226005602,5.860074141355573,-3.7775037135294625,0.7258637878826457
Je,21,True,37.718759930451256,6.279202152508116,19.83920881152247,33.0,34.6265776966381,5.853539904210801,-2.9819693095981634,0.5582331373641405
Je,22,True,37.44414890644817,6.294299134731394,19.74258978177451,33.0,34.65401151612757,5.846789564611794,-2.679962110406372,0.3388348254538568
Je,23,True,37.1973129827494,6.342406657474832,19.927279661284516,33.0,34.646588532789266,5.8403608360300625,-2.7811480703439813,0.2611135224826521
Je,24,True,36.920415501676224,6.370580780454063,20.06906070742752,33.0,34.63277394670318,5.836236761960044,-2.9778108428590997,0.30125092998273223
Je,25,True,36.55512184167704,6.300125165914941,19.898996770194383,33.0,34.61452228381046,5.8386724202627915,-3.1842649312967595,0.3962669250035208
Je,26,True,36.028548266851956,6.085151285665763,19.224929345785636,33.0,34.61664525935866,5.850613781242641,-3.1683818255351213,0.5736604295410315
Je,27,True,35.375547243822346,5.855730872914234,18.423869407299993,33.0,34.631286258302445,5.860467876026157,-2.9720349260407275,0.6943853713863308
Je,28,True,34.72030279379981,5.623443306307946,17.545256840455597,33.0,34.66504953502112,5.868454041726269,-2.55347967380073,0.715017709840063
Je,29,True,34.17929775326031,5.462487226110349,16.90005229030569,33.0,34.69403790541211,5.872960379840809,-2.231896605866069,0.582233746532359
Je,30,True,33.728220296519545,5.278986438740451,16.000488690075642,33.0,34.75401146990752,5.8791671168920026,-1.5985621586474252,0.5756899129494201
Je,31,True,33.35071317438235,5.107475760531813,14.876510899689855,33.0,34.852943013530336,5.884879995195566,-0.6049417440939635,0.6674834559616041
Je,32,True,33.01327036457177,5.161263102003861,14.542267297992606,35.0,34.94991661653589,5.874184089675406,0.41576807391978576,0.6403724895242072
Je,33,True,32.80679959753397,5.2782644910071355,15.387682666619124,35.0,35.036019442574556,5.86199919762127,1.3088106966708395,0.524269717074809
Je,34,True,32.71796070741116,5.498966338036867,16.464253710753503,35.0,35.12697838867103,5.844732562752901,2.2729830032949216,0.5333589101464872
Je,35,True,32.63563852455941,5.794865151968782,17.51049645888777,35.0,35.204696182429316,5.821177754183547,3.1429193337622365,0.5023861668683026
Je,36,True,32.54629302964642,6.053866165951548,18.430200957275503,35.0,35.29255730954955,5.8034008514986715,4.086606515795765,0.5131796943491251
Je,37,True,32.44449483911634,6.22517651140225,19.11788415173639,35.0,35.377740904627146,5.794914251074171,4.8841452152806255,0.4541786154959127
Je,38,True,32.35365507011786,6.502985759455997,19.962762413180215,37.0,35.443864706651766,5.774517935040503,5.5548358866826,0.395879655099901
Je,39,True,32.237258546705185,6.763569965131245,20.78922097975718,37.0,35.47768460084296,5.750767077467662,5.9528699302522625,0.3072980404862757
Je,40,True,32.08489829252758,7.0798198068216935,21.75330859028003,37.0,35.481415010333,5.716769981286175,6.140880070849086,0.3916602984004012
Je,41,True,31.90856513310751,7.276848381257737,22.32139136394772,37.0,35.4765229205122,5.692718893452816,6.163769848633674,0.29869111622999367
Je,42,True,31.717433985734743,7.400229355408041,22.602229474019595,37.0,35.46551510185611,5.674821338374371,6.0520641524366035,0.2737790955405356
Je,43,True,31.517798631789844,7.578957490477701,23.12572060801318,35.0,35.452652697953695,5.651155603218365,5.963013812357126,0.3209852977475767
Je,44,True,31.306879749339533,7.685058155108747,23.451990337685146,35.0,35.42118850257134,5.631944836750914,5.642484283268381,0.33695643444599704
Je,45,True,31.132069405020854,7.734893522698654,23.619957015790053,35.0,35.351434822679096,5.616380196099698,4.901638755163418,0.47803839220519
Je,46,True,30.94989724555516,7.83797629448557,23.78704566238698,35.0,35.265314762930885,5.595469229811021,4.0669533677988206,0.544357575781416
Je,47,True,30.726146490087373,7.817769176756308,23.626801040634994,35.0,35.21405840925258,5.589183528600385,3.5594875402639694,0.3617808637965623
Je,48,True,30.50142323991188,7.77505844583927,23.506273723916678,35.0,35.18966339439519,5.587202679500237,3.271265493829329,0.2782000853090813
Je,49,True,30.213567916427507,7.697811730910677,23.382317946334048,35.0,35.19023233306366,5.588399402943721,3.171621602273401,0.31304414063026587
Je,50,True,29.902584722145786,7.647689360862035,23.32318368949789,35.0,35.21390669034698,5.586552303219691,3.3442617845262994,0.3345019324351484
Je,51,True,29.577867440982004,7.708565873331102,23.582341727203264,35.0,35.23679174085812,5.572751864909572,3.571035334115347,0.34730153336778435
Je,52,True,29.230081420084918,7.7232478117352965,23.61007061531015,35.0,35.24719308222129,5.561922580321404,3.6195535321301016,0.3510705392483295
Je,53,True,28.971067301919824,7.728655416010877,23.765107891615315,35.0,35.284905511502515,5.556729816831263,3.9007362509544947,0.3080230910835427
Je,54,True,28.752452348280396,7.848965530570749,24.200481422355775,35.0,35.3471794086068,5.540975897909799,4.465456429568832,0.3730147947130827
Je,55,True,28.562546430732215,7.990045784458769,24.65439559356448,35.0,35.39656288070652,5.522916737698933,4.928334633114826,0.3165924997594688
Je,56,True,28.354247382234146,8.166375408565111,25.19237622694115,35.0,35.403853448558735,5.497266142656242,5.017051772821798,0.2761886385999532
Je,57,True,28.176542412473584,8.415022251959984,25.917713931002414,35.0,35.40416911697926,5.463812347851065,5.084280258733031,0.3198838673589952
Je,58,True,28.047512045396356,8.678047360324978,26.60830885512063,35.0,35.402011556284656,5.428732419045704,5.159558044902912,0.3078678126358189
Je,59,True,27.899005509001157,8.877463125673474,27.16875889491579,35.0,35.41761903252928,5.401220585544133,5.34024851847019,0.25407746391792146
Je,60,True,27.655408914547742,9.021076437192965,27.56302098928589,35.0,35.433004872131015,5.376277666953693,5.4852064337067326,0.28727770652961676
Je,61,True,27.345407047835494,9.013382884596806,27.658190313081406,35.0,35.458436338643196,5.367026597849855,5.619211934859997,0.3249725689811435
Je,62,True,26.986986845453245,8.908359743948157,27.415753319490705,35.0,35.488639587400705,5.367374168234569,5.75478314125542,0.39683600917696715
Je,63,True,26.667669032139337,8.86542781041894,27.428255179130996,35.0,35.52109412098772,5.362174485347567,5.9330402157879725,0.34707576384110994
Je,64,True,26.372189748462212,8.88518509348563,27.524621749976614,35.0,35.573183054675894,5.350788666786652,6.3223374906835055,0.3651971217148851
Je,65,True,26.042538567633276,8.92178732479237,27.697611833114685,35.0,35.6571238982816,5.338649900450579,6.935425573646647,0.4734288004204123
Je,66,True,25.68875049020446,8.965452723116769,27.795047855105018,35.0,35.73791191295447,5.3233331729986695,7.528150621489942,0.4827975865741517
Je,67,True,25.261714119948646,8.877791474503182,27.51211766953037,35.0,35.80154706664277,5.320466161240821,7.862846148078656,0.5090980758591679
Je,68,True,24.91139642763664,8.883747581562556,27.497313155401024,35.0,35.855229817863844,5.307107608336162,8.174215578930909,0.4013197215690397
Je,69,True,24.638361827063893,8.931980223445363,27.66226128153337,37.0,35.9175283565639,5.2922398129831905,8.543350276576557,0.34874643920290566
Je,70,True,24.388163570538644,9.128840838322164,28.341159497466023,37.0,35.98245053296794,5.256799101458174,9.020320837710155,0.3656073591994041
Je,71,True,24.150273650452384,9.466568198139438,29.405547867337773,37.0,36.04107770506128,5.19888241852792,9.517948078434955,0.4328511994962189
Je,72,True,23.8662748702658,9.755748945791087,30.270501509014988,37.0,36.102442793700185,5.143844220375769,10.00208501384186,0.4295483380769364
Je,73,True,23.546098475034064,10.0416104796914,31.20089419330034,37.0,36.1853825956857,5.086316920183408,10.631949790122349,0.4813830735897201
Je,74,True,23.212959276198518,10.265376195929878,31.907571266168304,37.0,36.294556712813346,5.03610428900351,11.340392699708971,0.5109234828219954
Jw,0,False,,,,,,,,
Jw,1,False,,,,,,,,
Jw,2,False,,,,,,,,
Jw,3,False,,,,,,,,
Jw,4,True,32.530287996831454,6.163976753399429,17.364185187339086,29.0,33.84297645423191,6.2049528864006405,-11.474034290907863,
Jw,5,True,32.59910292302522,6.141952222930362,17.311910932110788,29.0,33.8507011445062,6.212761472868953,-11.42003103505861,0.13060950633832982
Jw,6,True,32.53046669106433,6.0546193759733535,17.28561835123953,29.0,33.86013639793592,6.212333449697319,-11.211909379492152,0.165223309218219
Jw,7,True,32.36674992596463,6.023133096698832,17.404366499253907,29.0,33.854187765338615,6.2057997855789155,-11.099397062517912,0.2144303003960087
Jw,8,True,32.19079373170744,6.005070578099362,17.455404650412433,29.0,33.84777808640769,6.19993956719223,-11.035203328471631,0.19559748531638776
Jw,9,True,31.98520282259613,5.995191406622965,17.374481665779832,29.0,33.83870355206611,6.20006830767126,-10.976233703499531,0.2267049337760635
Jw,10,True,31.745324018629134,5.938185422804346,17.140744106040867,27.0,33.84090916718461,6.2102720038724435,-10.849758851934759,0.2766993117051086
Jw,11,True,31.42622260490839,5.794755739577842,16.730339519557695,27.0,33.85953436807038,6.225912216267431,-10.551516492914264,0.3831747487106224
Jw,12,True,31.06020421713048,5.579599688820719,15.90092274691371,27.0,33.896808875409576,6.247363892377297,-10.165489656273973,0.46120601526476596
Jw,13,True,30.652023879501932,5.279778788687559,14.813534285624634,27.0,33.95360022094746,6.271550054980664,-9.628791884350782,0.5453922666395455
Jw,14,True,30.302006413795834,4.954411947626126,13.664798560764027,27.0,34.018141750048414,6.288492563321055,-9.049991949361324,0.5033273534230349
Jw,15,True,30.06632016900758,4.638052663331919,12.50226529726962,29.0,34.086938044159076,6.301116062429773,-8.507930464747869,0.4355350113634745
Jw,16,True,29.863516455240298,4.250617278794617,11.344165425358227,29.0,34.171708656653834,6.314685111204426,-7.803083383489383,0.46656458265558903
Jw,17,True,29.657258097374736,3.8798831413283517,10.39346056738847,29.0,34.24736273799013,6.320689640597639,-7.111588884350571,0.4350813631470554
Jw,18,True,29.486796700463024,3.547280206041443,9.848969653946291,29.0,34.3096659521619,6.315001611063764,-6.476175806204097,0.39536349904404144
Jw,19,True,29.319538355914315,3.303269940389154,9.669970596349923,29.0,34.34852098595701,6.29779327693476,-6.017131181633033,0.36498786733093413
Jw,20,True,29.204327797051302,3.1685677180031773,9.712953619196444,29.0,34.366908895530706,6.277286218567118,-5.751648502755852,0.2939497870739259
Jw,21,True,29.099938183814285,3.1678130659291273,10.062154515251017,29.0,34.358361622883216,6.253539261849373,-5.692782077205273,0.26837528245922915
Jw,22,True,28.92553583698823,3.3033332832985667,10.588844691701013,29.0,34.320225775652204,6.230580370522351,-5.877325938683068,0.30917512530526553
Jw,23,True,28.655080943743656,3.360152688418022,10.544943359860355,29.0,34.29558066004958,6.229469622727975,-5.987259367567866,0.30115365906002534
Jw,24,True,28.391538657213236,3.259717625220283,10.109741477405528,29.0,34.309374691990506,6.24502697300377,-5.830877065309647,0.31645854074549257
Jw,25,True,28.178034664977293,3.1164093852779686,9.599124951500993,29.0,34.337635099142844,6.258450206131077,-5.581523976739451,0.27771550218231067
Jw,26,True,28.004796311461774,2.881203287911475,8.949315435053453,29.0,34.386492160149224,6.265308844125047,-5.1363838503938695,0.2949414573105643
Jw,27,True,27.84473004782356,2.630272498212219,8.117962652763001,29.0,34.44314443144472,6.274053907494958,-4.708264740889717,0.3108525723982031
Jw,28,True,27.7091252019274,2.4389337606364534,7.43485724710138,29.0,34.49495704190781,6.285545434205094,-4.384472039331403,0.288991436268468
Jw,29,True,27.560900767546375,2.227925629663384,6.751025195806228,29.0,34.55412430544408,6.296089258565075,-3.963468814090284,0.3099432843710889
Jw,30,True,27.36581566963758,2.0123464454274433,6.083558039647983,29.0,34.610359823317744,6.3016765713456815,-3.5117749587250096,0.31990323036202367
Jw,31,True,27.274888857190895,1.7521243748345035,5.47849596452572,29.0,34.6805348046851,6.2971026058192265,-2.935511368170584,0.3360925103643244
Jw,32,True,27.283599292605857,1.5370547824802077,5.132085374375897,29.0,34.74835388685797,6.275829176323386,-2.346025016392556,0.38993034158358636
Jw,33,True,27.28204400797261,1.4562095817824334,5.026296500849767,29.0,34.79101654390623,6.25227686262337,-1.918995476987277,0.31994415553588684
Jw,34,True,27.22664030376527,1.4725106050869057,5.043970058605677,29.0,34.81508130838446,6.236998370600262,-1.7042449083173778,0.1995476604152639
Jw,35,True,27.166013162676943,1.5077211960831873,5.007178900901728,29.0,34.831622590903294,6.229667286005059,-1.6102190685276305,0.13583656980480002
Jw,36,True,27.129573580179642,1.533474591674399,5.05807990182911,29.0,34.861505602783815,6.221012722397377,-1.388577305523512,0.17122667751797546
Jw,37,True,27.153719457128,1.5850587550311575,5.2866009594326755,29.0,34.913315723964566,6.197638437654735,-0.8968135836896636,0.3422272078092526
Jw,38,True,27.22905116718702,1.804711453980901,5.86793410145032,31.0,34.94915150771403,6.161957383865769,-0.5366664985877847,0.40546087562962607
Jw,39,True,27.35045053471705,2.116386144353178,6.762668268478002,31.0,34.96987233086898,6.123574321524257,-0.30861989963745984,0.4166463675129959
Jw,40,True,27.399631233525426,2.4309876322318025,7.645886873122873,31.0,34.96625460504952,6.089245871387052,-0.30549284250420783,0.35396396947618974
Jw,41,True,27.428317612662944,2.7407557650272842,8.478301013338015,31.0,34.960877965123224,6.055951743126428,-0.31402486160092025,0.3299407988028538
Jw,42,True,27.41941985435564,3.0889699211897557,9.296520296571135,31.0,34.95588986978419,6.0166820020057195,-0.2871274282988203,0.3844029778504775
Jw,43,True,27.416832463900857,3.4256311915833244,10.333697197167087,33.0,34.9688531607075,5.978687564187052,-0.09606733814136703,0.3834503962269735
Jw,44,True,27.390575094518958,3.7358238663275234,11.411756397548181,33.0,35.00606062751704,5.945068075207158,0.25407405479276335,0.37481776154684776
Jw,45,True,27.327301599832904,4.085663531132518,12.484478469175812,33.0,35.051112667518645,5.9060177539964025,0.7279552231857451,0.43447174320474996
Jw,46,True,27.250504942745547,4.393335213647049,13.601661557692886,35.0,35.09962506364256,5.871860472189033,1.2249674101592731,0.39438344158236865
Jw,47,True,27.131896838420637,4.601348990664863,14.484265246259643,35.0,35.16874883859995,5.85071703989875,1.818491999094114,0.3698829086249474
Jw,48,True,27.003798028437277,4.807446791390411,15.320253034603255,35.0,35.25819583483711,5.8315706453316265,2.5834087382494673,0.43716653360128643
Jw,49,True,26.879755100575146,5.066286979405712,16.181721018536983,35.0,35.35977672661453,5.8081682079264745,3.471848910904363,0.5014337438241868
Jw,50,True,26.6741123178008,5.3522102258410635,17.134452372979986,37.0,35.45510243079044,5.781047862435565,4.283950326099632,0.49354935675562017
Jw,51,True,26.475170041430996,5.632448156659867,18.130896949789406,37.0,35.54936134051171,5.755361599197779,5.03007591726621,0.46219437261461305
Jw,52,True,26.282128455333567,5.922681778909002,19.13283355170284,37.0,35.63485490213025,5.726622931735243,5.737274433527425,0.4372504185681708
Jw,53,True,26.120814846973616,6.223445017300846,20.08913359101966,37.0,35.70228320380289,5.693171614033535,6.357172396356834,0.40333034354173997
Jw,54,True,25.98963752294315,6.443592238347835,20.753201397726286,37.0,35.740555912148324,5.666076695249233,6.685109025000649,0.266593216945576
Jw,55,True,25.845731639365408,6.608509490665006,21.286475296330266,37.0,35.77491126723923,5.645347018584545,6.923534223576425,0.2298625799517918
Jw,56,True,25.686104011491267,6.766676532941226,21.768690992542247,37.0,35.80621248145084,5.624016443971882,7.145400760173899,0.23399361002367275
Jw,57,True,25.48610599664452,6.863221876990604,22.04795010486657,37.0,35.839234152354265,5.609467527856272,7.311488672765652,0.24244635523672237
Jw,58,True,25.259055550514816,6.92423201069357,22.25856706817536,37.0,35.87707355892159,5.599150557663065,7.501386368537112,0.2610761965946006
Jw,59,True,25.076463357513067,7.007442335783561,22.51233378720228,37.0,35.92554258014588,5.588245435959496,7.81423079442844,0.2522286659745132
Jw,60,True,24.90506464590231,7.13510355562825,22.85308263742284,37.0,35.98639181896877,5.572963110729607,8.218953815976857,0.2857941842017481
Jw,61,True,24.723896793406897,7.302173660581482,23.311337785843506,37.0,36.04738450202475,5.551180488244628,8.641618606020096,0.29375454155968583
Jw,62,True,24.527818726613056,7.476959932959996,23.82778948946362,37.0,36.104603170585676,5.526561508037775,9.023825129895648,0.28915177613260473
Jw,63,True,24.31301896413363,7.657848954349757,24.337777522964675,37.0,36.16850343748872,5.500191412707188,9.456130869839559,0.3166648492778356
Jw,64,True,24.06829800830067,7.843206635184835,24.87844689826978,37.0,36.22596403283481,5.46896172534657,9.878104334454644,0.33843313469057024
Jw,65,True,23.80409620533517,8.035018119410298,25.487610672838333,37.0,36.27590172534878,5.4334367942631125,10.26211671067718,0.3528913872948045
Jw,66,True,23.55614977649178,8.226302997413326,26.051751102454517,37.0,36.331287771205425,5.398484338380207,10.654468311058913,0.33425932936636793
Jw,67,True,23.35762793730085,8.457656882407493,26.748079058694948,37.0,36.39506116063856,5.359633956556776,11.111044175730566,0.32706316512540756
Jw,68,True,23.159762125377696,8.717996518988992,27.516751803479714,37.0,36.472125002722144,5.316903278785965,11.65895971324392,0.36003809074752263
Jw,69,True,22.917818340374886,8.966024352054566,28.292198149052787,37.0,36.55169818111247,5.2718916252330805,12.222978527142192,0.38816663529975426
Jw,70,True,22.650178869926954,9.205019288463676,29.01252989499298,37.0,36.6356388427879,5.224556321198202,12.758967754943242,0.39191891800649736
Jw,71,True,22.326364844175732,9.436907435401734,29.66074383435099,37.0,36.7260592756859,5.172837165703968,13.301327329701769,0.43206800045225013
Jw,72,True,21.981641291493492,9.667521070865583,30.256842430335332,37.0,36.83164777701391,5.118468820274994,13.882389413794456,0.46146699011229736
Jw,73,True,21.64110269913872,9.912287701240626,30.879011936942273,37.0,36.94576010298897,5.058508935305571,14.490553945737991,0.4692680845817446
Jw,74,True,21.322083745413753,10.210683118201338,31.58454895799773,37.0,37.07540594326187,4.98653890734387,15.201315018338656,0.4964067634003885
