day,detector_score,score_valid,object
0,,False,P
1,,False,P
2,,False,P
3,,False,P
4,,False,P
5,,False,P
6,,False,P
7,,False,P
8,,False,P
9,,False,P
10,0.25135439337821125,True,P
11,0.2998144977092683,True,P
12,0.35470548433019344,True,P
13,0.40623947667899263,True,P
14,0.45003544802579737,True,P
15,0.46175893466285767,True,P
16,0.46270769058433386,True,P
17,0.4619131143779778,True,P
18,0.46834400471595944,True,P
19,0.47145512528591577,True,P
20,0.46054833827412756,True,P
21,0.44811226341258176,True,P
22,0.45227959539189144,True,P
23,0.4597541450827403,True,P
24,0.47255846114619476,True,P
25,0.5015242701495347,True,P
26,0.5449314387053669,True,P
27,0.5872239234043118,True,P
28,0.624611946162706,True,P
29,0.6566096709846153,True,P
30,0.6987367491323346,True,P
31,0.7494109130380988,True,P
32,0.805050059190766,True,P
33,0.8676836567168897,True,P
34,0.9284458330499258,True,P
35,0.9818763312593101,True,P
36,1.0456876437263631,True,P
37,1.1238856919673834,True,P
38,1.2075256068498925,True,P
39,1.3039949268718425,True,P
40,1.3980007572684534,True,P
41,1.4671594697831705,True,P
42,1.5069697384438459,True,P
43,1.5223108757984367,True,P
44,1.5163449376333833,True,P
45,1.483770713266922,True,P
46,1.4057941137303962,True,P
47,1.2829985364464676,True,P
48,1.124648275475382,True,P
49,0.9408636244743424,True,P
50,0.7573180613465949,True,P
51,0.5919660454452366,True,P
52,0.44151048251513797,True,P
53,0.32683969959433523,True,P
54,0.2893444505572572,True,P
55,0.3231447584097733,True,P
56,0.38791219296667684,True,P
57,0.43276238479652257,True,P
58,0.45462596075248235,True,P
59,0.4752565407675911,True,P
60,0.5265566402404717,True,P
61,0.6173385086237018,True,P
62,0.7254576247274264,True,P
63,0.8252316575569023,True,P
64,0.9003450995579041,True,P
65,0.9380914648045919,True,P
66,0.9279536663406275,True,P
67,0.9114754556452727,True,P
68,0.9098872379438866,True,P
69,0.925590164633086,True,P
70,0.961519593850479,True,P
0,,False,V
1,,False,V
2,,False,V
3,,False,V
4,,False,V
5,,False,V
6,,False,V
7,,False,V
8,,False,V
9,,False,V
10,0.14839253220463444,True,V
11,0.18990912746291674,True,V
12,0.22176856043965015,True,V
13,0.2439643052712992,True,V
14,0.26095024660795924,True,V
15,0.2730390416688828,True,V
16,0.28086180791273235,True,V
17,0.28051136531336807,True,V
18,0.2681184280678008,True,V
19,0.24368150260633722,True,V
20,0.218676312670733,True,V
21,0.20866000293535755,True,V
22,0.21058821907705647,True,V
23,0.21757496555898706,True,V
24,0.22791044041303524,True,V
25,0.2420719929119876,True,V
26,0.2595395166614998,True,V
27,0.27835396705491167,True,V
28,0.29928172299273215,True,V
29,0.31997253007802173,True,V
30,0.33018914678267525,True,V
31,0.3199666645107521,True,V
32,0.2967041116950856,True,V
33,0.27070805821747085,True,V
34,0.251371167562235,True,V
35,0.24696884229388422,True,V
36,0.2634518859730326,True,V
37,0.2991742928982357,True,V
38,0.3501183518788128,True,V
39,0.41070524145600745,True,V
40,0.4676760887399344,True,V
41,0.5100075674943156,True,V
42,0.5406627349687105,True,V
43,0.5626806156557557,True,V
44,0.5755867993218428,True,V
45,0.5754708872038891,True,V
46,0.559906761984337,True,V
47,0.5255500780788779,True,V
48,0.47878520284471643,True,V
49,0.42786521860584836,True,V
50,0.3790685335670329,True,V
51,0.33176744760352345,True,V
52,0.2804989199310641,True,V
53,0.2285595385201953,True,V
54,0.18751183458484702,True,V
55,0.17550083152502763,True,V
56,0.19649409477792815,True,V
57,0.23010687330423066,True,V
58,0.264914455056708,True,V
59,0.3034745768698573,True,V
60,0.35749949228726285,True,V
61,0.4284405383355412,True,V
62,0.501075208942182,True,V
63,0.5649237785805378,True,V
64,0.6177379869652679,True,V
65,0.6566315561795564,True,V
