bootstrap_id,object_A,object_B,A_selected_peak_day,B_selected_peak_day,selected_peak_delta_B_minus_A
504,H,P,58.0,41.0,-17.0
504,H,V,58.0,43.0,-15.0
504,Je,Jw,46.0,42.0,-4.0
504,Je,P,46.0,41.0,-5.0
504,Je,V,46.0,43.0,-3.0
504,Jw,P,42.0,41.0,-1.0
504,Jw,V,42.0,43.0,1.0
504,P,V,41.0,43.0,2.0
505,H,Je,31.0,33.0,2.0
505,H,Jw,31.0,43.0,12.0
505,H,P,31.0,45.0,14.0
505,H,V,31.0,44.0,13.0
505,Je,Jw,33.0,43.0,10.0
505,Je,P,33.0,45.0,12.0
505,Je,V,33.0,44.0,11.0
505,Jw,P,43.0,45.0,2.0
505,Jw,V,43.0,44.0,1.0
505,P,V,45.0,44.0,-1.0
506,H,Je,31.0,32.0,1.0
506,H,Jw,31.0,37.0,6.0
506,H,P,31.0,43.0,12.0
506,H,V,31.0,42.0,11.0
506,Je,Jw,32.0,37.0,5.0
506,Je,P,32.0,43.0,11.0
506,Je,V,32.0,42.0,10.0
506,Jw,P,37.0,43.0,6.0
506,Jw,V,37.0,42.0,5.0
506,P,V,43.0,42.0,-1.0
507,H,Je,31.0,44.0,13.0
507,H,Jw,31.0,41.0,10.0
507,H,P,31.0,43.0,12.0
507,H,V,31.0,45.0,14.0
507,Je,Jw,44.0,41.0,-3.0
507,Je,P,44.0,43.0,-1.0
507,Je,V,44.0,45.0,1.0
507,Jw,P,41.0,43.0,2.0
507,Jw,V,41.0,45.0,4.0
507,P,V,43.0,45.0,2.0
508,H,Je,46.0,46.0,0.0
508,H,Jw,46.0,46.0,0.0
508,H,P,46.0,42.0,-4.0
508,H,V,46.0,45.0,-1.0
508,Je,Jw,46.0,46.0,0.0
508,Je,P,46.0,42.0,-4.0
508,Je,V,46.0,45.0,-1.0
508,Jw,P,46.0,42.0,-4.0
508,Jw,V,46.0,45.0,-1.0
508,P,V,42.0,45.0,3.0
509,H,Je,34.0,52.0,18.0
509,H,Jw,34.0,53.0,19.0
509,H,P,34.0,46.0,12.0
509,H,V,34.0,44.0,10.0
509,Je,Jw,52.0,53.0,1.0
509,Je,P,52.0,46.0,-6.0
509,Je,V,52.0,44.0,-8.0
509,Jw,P,53.0,46.0,-7.0
509,Jw,V,53.0,44.0,-9.0
509,P,V,46.0,44.0,-2.0
510,H,Je,34.0,35.0,1.0
510,H,Jw,34.0,43.0,9.0
510,H,P,34.0,45.0,11.0
510,H,V,34.0,45.0,11.0
510,Je,Jw,35.0,43.0,8.0
510,Je,P,35.0,45.0,10.0
510,Je,V,35.0,45.0,10.0
510,Jw,P,43.0,45.0,2.0
510,Jw,V,43.0,45.0,2.0
510,P,V,45.0,45.0,0.0
511,H,Je,35.0,49.0,14.0
511,H,Jw,35.0,41.0,6.0
511,H,P,35.0,40.0,5.0
511,H,V,35.0,45.0,10.0
511,Je,Jw,49.0,41.0,-8.0
511,Je,P,49.0,40.0,-9.0
511,Je,V,49.0,45.0,-4.0
511,Jw,P,41.0,40.0,-1.0
511,Jw,V,41.0,45.0,4.0
511,P,V,40.0,45.0,5.0
512,H,Je,51.0,40.0,-11.0
512,H,Jw,51.0,43.0,-8.0
512,H,P,51.0,38.0,-13.0
512,H,V,51.0,44.0,-7.0
512,Je,Jw,40.0,43.0,3.0
512,Je,P,40.0,38.0,-2.0
512,Je,V,40.0,44.0,4.0
512,Jw,P,43.0,38.0,-5.0
512,Jw,V,43.0,44.0,1.0
512,P,V,38.0,44.0,6.0
513,H,Je,53.0,46.0,-7.0
513,H,Jw,53.0,46.0,-7.0
513,H,P,53.0,44.0,-9.0
513,H,V,53.0,43.0,-10.0
513,Je,Jw,46.0,46.0,0.0
513,Je,P,46.0,44.0,-2.0
513,Je,V,46.0,43.0,-3.0
513,Jw,P,46.0,44.0,-2.0
513,Jw,V,46.0,43.0,-3.0
513,P,V,44.0,43.0,-1.0
514,H,Je,47.0,46.0,-1.0
514,H,Jw,47.0,52.0,5.0
514,H,P,47.0,46.0,-1.0
514,H,V,47.0,46.0,-1.0
514,Je,Jw,46.0,52.0,6.0
514,Je,P,46.0,46.0,0.0
514,Je,V,46.0,46.0,0.0
514,Jw,P,52.0,46.0,-6.0
514,Jw,V,52.0,46.0,-6.0
514,P,V,46.0,46.0,0.0
515,H,Je,64.0,45.0,-19.0
515,H,Jw,64.0,49.0,-15.0
515,H,P,64.0,45.0,-19.0
515,H,V,64.0,46.0,-18.0
515,Je,Jw,45.0,49.0,4.0
515,Je,P,45.0,45.0,0.0
515,Je,V,45.0,46.0,1.0
515,Jw,P,49.0,45.0,-4.0
515,Jw,V,49.0,46.0,-3.0
515,P,V,45.0,46.0,1.0
516,H,Je,44.0,52.0,8.0
516,H,Jw,44.0,43.0,-1.0
516,H,P,44.0,38.0,-6.0
516,H,V,44.0,41.0,-3.0
516,Je,Jw,52.0,43.0,-9.0
516,Je,P,52.0,38.0,-14.0
516,Je,V,52.0,41.0,-11.0
516,Jw,P,43.0,38.0,-5.0
516,Jw,V,43.0,41.0,-2.0
516,P,V,38.0,41.0,3.0
517,H,Je,52.0,43.0,-9.0
517,H,Jw,52.0,40.0,-12.0
517,H,P,52.0,41.0,-11.0
517,H,V,52.0,43.0,-9.0
517,Je,Jw,43.0,40.0,-3.0
517,Je,P,43.0,41.0,-2.0
517,Je,V,43.0,43.0,0.0
517,Jw,P,40.0,41.0,1.0
517,Jw,V,40.0,43.0,3.0
517,P,V,41.0,43.0,2.0
518,H,Je,51.0,52.0,1.0
518,H,Jw,51.0,52.0,1.0
518,H,P,51.0,40.0,-11.0
518,H,V,51.0,43.0,-8.0
518,Je,Jw,52.0,52.0,0.0
518,Je,P,52.0,40.0,-12.0
518,Je,V,52.0,43.0,-9.0
518,Jw,P,52.0,40.0,-12.0
518,Jw,V,52.0,43.0,-9.0
518,P,V,40.0,43.0,3.0
519,H,Je,36.0,62.0,26.0
519,H,Jw,36.0,51.0,15.0
519,H,P,36.0,41.0,5.0
519,H,V,36.0,45.0,9.0
519,Je,Jw,62.0,51.0,-11.0
519,Je,P,62.0,41.0,-21.0
519,Je,V,62.0,45.0,-17.0
519,Jw,P,51.0,41.0,-10.0
519,Jw,V,51.0,45.0,-6.0
519,P,V,41.0,45.0,4.0
520,H,Je,19.0,55.0,36.0
520,H,Jw,19.0,45.0,26.0
520,H,P,19.0,42.0,23.0
520,H,V,19.0,46.0,27.0
520,Je,Jw,55.0,45.0,-10.0
520,Je,P,55.0,42.0,-13.0
520,Je,V,55.0,46.0,-9.0
520,Jw,P,45.0,42.0,-3.0
520,Jw,V,45.0,46.0,1.0
520,P,V,42.0,46.0,4.0
521,H,Je,27.0,53.0,26.0
521,H,Jw,27.0,52.0,25.0
521,H,P,27.0,45.0,18.0
521,H,V,27.0,47.0,20.0
521,Je,Jw,53.0,52.0,-1.0
521,Je,P,53.0,45.0,-8.0
521,Je,V,53.0,47.0,-6.0
521,Jw,P,52.0,45.0,-7.0
521,Jw,V,52.0,47.0,-5.0
521,P,V,45.0,47.0,2.0
522,H,Je,52.0,54.0,2.0
522,H,Jw,52.0,49.0,-3.0
522,H,P,52.0,41.0,-11.0
522,H,V,52.0,41.0,-11.0
522,Je,Jw,54.0,49.0,-5.0
522,Je,P,54.0,41.0,-13.0
522,Je,V,54.0,41.0,-13.0
522,Jw,P,49.0,41.0,-8.0
522,Jw,V,49.0,41.0,-8.0
522,P,V,41.0,41.0,0.0
523,H,Je,31.0,47.0,16.0
523,H,Jw,31.0,50.0,19.0
523,H,P,31.0,41.0,10.0
523,H,V,31.0,50.0,19.0
523,Je,Jw,47.0,50.0,3.0
523,Je,P,47.0,41.0,-6.0
523,Je,V,47.0,50.0,3.0
523,Jw,P,50.0,41.0,-9.0
523,Jw,V,50.0,50.0,0.0
523,P,V,41.0,50.0,9.0
524,H,Je,32.0,46.0,14.0
524,H,Jw,32.0,47.0,15.0
524,H,P,32.0,44.0,12.0
524,H,V,32.0,45.0,13.0
524,Je,Jw,46.0,47.0,1.0
524,Je,P,46.0,44.0,-2.0
524,Je,V,46.0,45.0,-1.0
524,Jw,P,47.0,44.0,-3.0
524,Jw,V,47.0,45.0,-2.0
524,P,V,44.0,45.0,1.0
525,H,Je,30.0,27.0,-3.0
525,H,Jw,30.0,45.0,15.0
525,H,P,30.0,45.0,15.0
525,H,V,30.0,43.0,13.0
525,Je,Jw,27.0,45.0,18.0
525,Je,P,27.0,45.0,18.0
525,Je,V,27.0,43.0,16.0
525,Jw,P,45.0,45.0,0.0
525,Jw,V,45.0,43.0,-2.0
525,P,V,45.0,43.0,-2.0
526,H,Je,34.0,50.0,16.0
526,H,Jw,34.0,50.0,16.0
526,H,P,34.0,46.0,12.0
526,H,V,34.0,45.0,11.0
526,Je,Jw,50.0,50.0,0.0
526,Je,P,50.0,46.0,-4.0
526,Je,V,50.0,45.0,-5.0
526,Jw,P,50.0,46.0,-4.0
526,Jw,V,50.0,45.0,-5.0
526,P,V,46.0,45.0,-1.0
527,H,Je,52.0,45.0,-7.0
527,H,Jw,52.0,50.0,-2.0
527,H,P,52.0,45.0,-7.0
527,H,V,52.0,49.0,-3.0
527,Je,Jw,45.0,50.0,5.0
527,Je,P,45.0,45.0,0.0
527,Je,V,45.0,49.0,4.0
527,Jw,P,50.0,45.0,-5.0
527,Jw,V,50.0,49.0,-1.0
527,P,V,45.0,49.0,4.0
528,H,Je,33.0,42.0,9.0
528,H,Jw,33.0,41.0,8.0
528,H,P,33.0,39.0,6.0
528,H,V,33.0,42.0,9.0
528,Je,Jw,42.0,41.0,-1.0
528,Je,P,42.0,39.0,-3.0
528,Je,V,42.0,42.0,0.0
528,Jw,P,41.0,39.0,-2.0
528,Jw,V,41.0,42.0,1.0
528,P,V,39.0,42.0,3.0
529,H,Je,29.0,48.0,19.0
529,H,Jw,29.0,37.0,8.0
529,H,P,29.0,41.0,12.0
529,H,V,29.0,41.0,12.0
529,Je,Jw,48.0,37.0,-11.0
529,Je,P,48.0,41.0,-7.0
529,Je,V,48.0,41.0,-7.0
529,Jw,P,37.0,41.0,4.0
529,Jw,V,37.0,41.0,4.0
529,P,V,41.0,41.0,0.0
530,H,Je,33.0,46.0,13.0
530,H,Jw,33.0,47.0,14.0
530,H,P,33.0,43.0,10.0
530,H,V,33.0,45.0,12.0
530,Je,Jw,46.0,47.0,1.0
530,Je,P,46.0,43.0,-3.0
530,Je,V,46.0,45.0,-1.0
530,Jw,P,47.0,43.0,-4.0
530,Jw,V,47.0,45.0,-2.0
530,P,V,43.0,45.0,2.0
531,H,Je,31.0,34.0,3.0
531,H,Jw,31.0,51.0,20.0
531,H,P,31.0,43.0,12.0
531,H,V,31.0,43.0,12.0
531,Je,Jw,34.0,51.0,17.0
531,Je,P,34.0,43.0,9.0
531,Je,V,34.0,43.0,9.0
531,Jw,P,51.0,43.0,-8.0
531,Jw,V,51.0,43.0,-8.0
531,P,V,43.0,43.0,0.0
532,H,Je,31.0,31.0,0.0
532,H,Jw,31.0,45.0,14.0
532,H,P,31.0,40.0,9.0
532,H,V,31.0,45.0,14.0
532,Je,Jw,31.0,45.0,14.0
532,Je,P,31.0,40.0,9.0
532,Je,V,31.0,45.0,14.0
532,Jw,P,45.0,40.0,-5.0
532,Jw,V,45.0,45.0,0.0
532,P,V,40.0,45.0,5.0
533,H,Je,55.0,46.0,-9.0
533,H,Jw,55.0,44.0,-11.0
533,H,P,55.0,42.0,-13.0
533,H,V,55.0,45.0,-10.0
533,Je,Jw,46.0,44.0,-2.0
533,Je,P,46.0,42.0,-4.0
533,Je,V,46.0,45.0,-1.0
533,Jw,P,44.0,42.0,-2.0
533,Jw,V,44.0,45.0,1.0
533,P,V,42.0,45.0,3.0
534,H,Je,17.0,45.0,28.0
534,H,Jw,17.0,50.0,33.0
534,H,P,17.0,46.0,29.0
534,H,V,17.0,46.0,29.0
534,Je,Jw,45.0,50.0,5.0
534,Je,P,45.0,46.0,1.0
534,Je,V,45.0,46.0,1.0
534,Jw,P,50.0,46.0,-4.0
534,Jw,V,50.0,46.0,-4.0
534,P,V,46.0,46.0,0.0
535,H,Je,34.0,47.0,13.0
535,H,Jw,34.0,39.0,5.0
535,H,P,34.0,44.0,10.0
535,H,V,34.0,45.0,11.0
535,Je,Jw,47.0,39.0,-8.0
535,Je,P,47.0,44.0,-3.0
535,Je,V,47.0,45.0,-2.0
535,Jw,P,39.0,44.0,5.0
535,Jw,V,39.0,45.0,6.0
535,P,V,44.0,45.0,1.0
536,H,Je,33.0,45.0,12.0
536,H,Jw,33.0,52.0,19.0
536,H,P,33.0,44.0,11.0
536,H,V,33.0,44.0,11.0
536,Je,Jw,45.0,52.0,7.0
536,Je,P,45.0,44.0,-1.0
536,Je,V,45.0,44.0,-1.0
536,Jw,P,52.0,44.0,-8.0
536,Jw,V,52.0,44.0,-8.0
536,P,V,44.0,44.0,0.0
537,H,Je,33.0,34.0,1.0
537,H,Jw,33.0,50.0,17.0
537,H,P,33.0,43.0,10.0
537,H,V,33.0,44.0,11.0
537,Je,Jw,34.0,50.0,16.0
537,Je,P,34.0,43.0,9.0
537,Je,V,34.0,44.0,10.0
537,Jw,P,50.0,43.0,-7.0
537,Jw,V,50.0,44.0,-6.0
537,P,V,43.0,44.0,1.0
538,H,Je,51.0,50.0,-1.0
538,H,Jw,51.0,51.0,0.0
538,H,P,51.0,43.0,-8.0
538,H,V,51.0,41.0,-10.0
538,Je,Jw,50.0,51.0,1.0
538,Je,P,50.0,43.0,-7.0
538,Je,V,50.0,41.0,-9.0
538,Jw,P,51.0,43.0,-8.0
538,Jw,V,51.0,41.0,-10.0
538,P,V,43.0,41.0,-2.0
539,H,Je,32.0,32.0,0.0
539,H,Jw,32.0,48.0,16.0
539,H,P,32.0,42.0,10.0
539,H,V,32.0,45.0,13.0
539,Je,Jw,32.0,48.0,16.0
539,Je,P,32.0,42.0,10.0
539,Je,V,32.0,45.0,13.0
539,Jw,P,48.0,42.0,-6.0
539,Jw,V,48.0,45.0,-3.0
539,P,V,42.0,45.0,3.0
540,H,Je,36.0,50.0,14.0
540,H,Jw,36.0,48.0,12.0
540,H,P,36.0,40.0,4.0
540,H,V,36.0,44.0,8.0
540,Je,Jw,50.0,48.0,-2.0
540,Je,P,50.0,40.0,-10.0
540,Je,V,50.0,44.0,-6.0
540,Jw,P,48.0,40.0,-8.0
540,Jw,V,48.0,44.0,-4.0
540,P,V,40.0,44.0,4.0
541,H,Je,25.0,46.0,21.0
541,H,Jw,25.0,50.0,25.0
541,H,P,25.0,42.0,17.0
541,H,V,25.0,44.0,19.0
541,Je,Jw,46.0,50.0,4.0
541,Je,P,46.0,42.0,-4.0
541,Je,V,46.0,44.0,-2.0
541,Jw,P,50.0,42.0,-8.0
541,Jw,V,50.0,44.0,-6.0
541,P,V,42.0,44.0,2.0
542,H,Je,55.0,25.0,-30.0
542,H,Jw,55.0,47.0,-8.0
542,H,P,55.0,44.0,-11.0
542,H,V,55.0,47.0,-8.0
542,Je,Jw,25.0,47.0,22.0
542,Je,P,25.0,44.0,19.0
542,Je,V,25.0,47.0,22.0
542,Jw,P,47.0,44.0,-3.0
542,Jw,V,47.0,47.0,0.0
542,P,V,44.0,47.0,3.0
543,H,Je,50.0,25.0,-25.0
543,H,Jw,50.0,44.0,-6.0
543,H,P,50.0,42.0,-8.0
543,H,V,50.0,45.0,-5.0
543,Je,Jw,25.0,44.0,19.0
543,Je,P,25.0,42.0,17.0
543,Je,V,25.0,45.0,20.0
543,Jw,P,44.0,42.0,-2.0
543,Jw,V,44.0,45.0,1.0
543,P,V,42.0,45.0,3.0
544,H,Je,51.0,46.0,-5.0
544,H,Jw,51.0,50.0,-1.0
544,H,P,51.0,44.0,-7.0
544,H,V,51.0,44.0,-7.0
544,Je,Jw,46.0,50.0,4.0
544,Je,P,46.0,44.0,-2.0
544,Je,V,46.0,44.0,-2.0
544,Jw,P,50.0,44.0,-6.0
544,Jw,V,50.0,44.0,-6.0
544,P,V,44.0,44.0,0.0
545,H,Je,32.0,45.0,13.0
545,H,Jw,32.0,44.0,12.0
545,H,P,32.0,44.0,12.0
545,H,V,32.0,45.0,13.0
545,Je,Jw,45.0,44.0,-1.0
545,Je,P,45.0,44.0,-1.0
545,Je,V,45.0,45.0,0.0
545,Jw,P,44.0,44.0,0.0
545,Jw,V,44.0,45.0,1.0
545,P,V,44.0,45.0,1.0
546,H,Je,33.0,45.0,12.0
546,H,Jw,33.0,46.0,13.0
546,H,P,33.0,45.0,12.0
546,H,V,33.0,44.0,11.0
546,Je,Jw,45.0,46.0,1.0
546,Je,P,45.0,45.0,0.0
546,Je,V,45.0,44.0,-1.0
546,Jw,P,46.0,45.0,-1.0
546,Jw,V,46.0,44.0,-2.0
546,P,V,45.0,44.0,-1.0
547,H,Je,55.0,45.0,-10.0
547,H,Jw,55.0,49.0,-6.0
547,H,P,55.0,44.0,-11.0
547,H,V,55.0,44.0,-11.0
547,Je,Jw,45.0,49.0,4.0
547,Je,P,45.0,44.0,-1.0
547,Je,V,45.0,44.0,-1.0
547,Jw,P,49.0,44.0,-5.0
547,Jw,V,49.0,44.0,-5.0
547,P,V,44.0,44.0,0.0
548,H,Je,33.0,47.0,14.0
548,H,Jw,33.0,51.0,18.0
548,H,P,33.0,45.0,12.0
548,H,V,33.0,47.0,14.0
548,Je,Jw,47.0,51.0,4.0
548,Je,P,47.0,45.0,-2.0
548,Je,V,47.0,47.0,0.0
548,Jw,P,51.0,45.0,-6.0
548,Jw,V,51.0,47.0,-4.0
548,P,V,45.0,47.0,2.0
549,H,Je,51.0,45.0,-6.0
549,H,Jw,51.0,44.0,-7.0
549,H,P,51.0,43.0,-8.0
549,H,V,51.0,46.0,-5.0
549,Je,Jw,45.0,44.0,-1.0
549,Je,P,45.0,43.0,-2.0
549,Je,V,45.0,46.0,1.0
549,Jw,P,44.0,43.0,-1.0
549,Jw,V,44.0,46.0,2.0
549,P,V,43.0,46.0,3.0
550,H,Je,34.0,51.0,17.0
550,H,Jw,34.0,49.0,15.0
550,H,P,34.0,42.0,8.0
550,H,V,34.0,44.0,10.0
550,Je,Jw,51.0,49.0,-2.0
550,Je,P,51.0,42.0,-9.0
550,Je,V,51.0,44.0,-7.0
550,Jw,P,49.0,42.0,-7.0
550,Jw,V,49.0,44.0,-5.0
550,P,V,42.0,44.0,2.0
551,H,Je,33.0,48.0,15.0
551,H,Jw,33.0,48.0,15.0
551,H,P,33.0,44.0,11.0
551,H,V,33.0,45.0,12.0
551,Je,Jw,48.0,48.0,0.0
551,Je,P,48.0,44.0,-4.0
551,Je,V,48.0,45.0,-3.0
551,Jw,P,48.0,44.0,-4.0
551,Jw,V,48.0,45.0,-3.0
551,P,V,44.0,45.0,1.0
552,H,Je,33.0,52.0,19.0
552,H,Jw,33.0,49.0,16.0
552,H,P,33.0,41.0,8.0
552,H,V,33.0,44.0,11.0
552,Je,Jw,52.0,49.0,-3.0
552,Je,P,52.0,41.0,-11.0
552,Je,V,52.0,44.0,-8.0
552,Jw,P,49.0,41.0,-8.0
552,Jw,V,49.0,44.0,-5.0
552,P,V,41.0,44.0,3.0
553,H,Je,57.0,49.0,-8.0
553,H,Jw,57.0,50.0,-7.0
553,H,P,57.0,41.0,-16.0
553,H,V,57.0,41.0,-16.0
553,Je,Jw,49.0,50.0,1.0
553,Je,P,49.0,41.0,-8.0
553,Je,V,49.0,41.0,-8.0
553,Jw,P,50.0,41.0,-9.0
553,Jw,V,50.0,41.0,-9.0
553,P,V,41.0,41.0,0.0
554,H,Je,52.0,48.0,-4.0
554,H,Jw,52.0,50.0,-2.0
554,H,P,52.0,42.0,-10.0
554,H,V,52.0,42.0,-10.0
554,Je,Jw,48.0,50.0,2.0
554,Je,P,48.0,42.0,-6.0
554,Je,V,48.0,42.0,-6.0
554,Jw,P,50.0,42.0,-8.0
554,Jw,V,50.0,42.0,-8.0
554,P,V,42.0,42.0,0.0
555,H,Je,35.0,30.0,-5.0
555,H,Jw,35.0,45.0,10.0
555,H,P,35.0,43.0,8.0
555,H,V,35.0,45.0,10.0
555,Je,Jw,30.0,45.0,15.0
555,Je,P,30.0,43.0,13.0
555,Je,V,30.0,45.0,15.0
555,Jw,P,45.0,43.0,-2.0
555,Jw,V,45.0,45.0,0.0
555,P,V,43.0,45.0,2.0
556,H,Je,52.0,44.0,-8.0
556,H,Jw,52.0,39.0,-13.0
556,H,P,52.0,40.0,-12.0
556,H,V,52.0,40.0,-12.0
556,Je,Jw,44.0,39.0,-5.0
556,Je,P,44.0,40.0,-4.0
556,Je,V,44.0,40.0,-4.0
556,Jw,P,39.0,40.0,1.0
556,Jw,V,39.0,40.0,1.0
556,P,V,40.0,40.0,0.0
557,H,Je,46.0,47.0,1.0
557,H,Jw,46.0,43.0,-3.0
557,H,P,46.0,45.0,-1.0
557,H,V,46.0,46.0,0.0
557,Je,Jw,47.0,43.0,-4.0
557,Je,P,47.0,45.0,-2.0
557,Je,V,47.0,46.0,-1.0
557,Jw,P,43.0,45.0,2.0
557,Jw,V,43.0,46.0,3.0
557,P,V,45.0,46.0,1.0
558,H,Je,31.0,46.0,15.0
558,H,Jw,31.0,41.0,10.0
558,H,P,31.0,43.0,12.0
558,H,V,31.0,43.0,12.0
558,Je,Jw,46.0,41.0,-5.0
558,Je,P,46.0,43.0,-3.0
558,Je,V,46.0,43.0,-3.0
558,Jw,P,41.0,43.0,2.0
558,Jw,V,41.0,43.0,2.0
558,P,V,43.0,43.0,0.0
559,H,Je,33.0,25.0,-8.0
559,H,Jw,33.0,51.0,18.0
559,H,P,33.0,43.0,10.0
559,H,V,33.0,44.0,11.0
559,Je,Jw,25.0,51.0,26.0
559,Je,P,25.0,43.0,18.0
559,Je,V,25.0,44.0,19.0
559,Jw,P,51.0,43.0,-8.0
559,Jw,V,51.0,44.0,-7.0
559,P,V,43.0,44.0,1.0
560,H,Je,31.0,46.0,15.0
560,H,Jw,31.0,34.0,3.0
560,H,P,31.0,45.0,14.0
560,H,V,31.0,44.0,13.0
560,Je,Jw,46.0,34.0,-12.0
560,Je,P,46.0,45.0,-1.0
560,Je,V,46.0,44.0,-2.0
560,Jw,P,34.0,45.0,11.0
560,Jw,V,34.0,44.0,10.0
560,P,V,45.0,44.0,-1.0
561,H,Je,51.0,48.0,-3.0
561,H,Jw,51.0,44.0,-7.0
561,H,P,51.0,44.0,-7.0
561,H,V,51.0,44.0,-7.0
561,Je,Jw,48.0,44.0,-4.0
561,Je,P,48.0,44.0,-4.0
561,Je,V,48.0,44.0,-4.0
561,Jw,P,44.0,44.0,0.0
561,Jw,V,44.0,44.0,0.0
561,P,V,44.0,44.0,0.0
562,H,Je,31.0,46.0,15.0
562,H,Jw,31.0,38.0,7.0
562,H,P,31.0,42.0,11.0
562,H,V,31.0,41.0,10.0
562,Je,Jw,46.0,38.0,-8.0
562,Je,P,46.0,42.0,-4.0
562,Je,V,46.0,41.0,-5.0
562,Jw,P,38.0,42.0,4.0
562,Jw,V,38.0,41.0,3.0
562,P,V,42.0,41.0,-1.0
563,H,Je,59.0,49.0,-10.0
563,H,Jw,59.0,47.0,-12.0
563,H,P,59.0,44.0,-15.0
563,H,V,59.0,44.0,-15.0
563,Je,Jw,49.0,47.0,-2.0
563,Je,P,49.0,44.0,-5.0
563,Je,V,49.0,44.0,-5.0
563,Jw,P,47.0,44.0,-3.0
563,Jw,V,47.0,44.0,-3.0
563,P,V,44.0,44.0,0.0
564,H,Je,32.0,46.0,14.0
564,H,Jw,32.0,50.0,18.0
564,H,P,32.0,45.0,13.0
564,H,V,32.0,44.0,12.0
564,Je,Jw,46.0,50.0,4.0
564,Je,P,46.0,45.0,-1.0
564,Je,V,46.0,44.0,-2.0
564,Jw,P,50.0,45.0,-5.0
564,Jw,V,50.0,44.0,-6.0
564,P,V,45.0,44.0,-1.0
565,H,Je,31.0,45.0,14.0
565,H,Jw,31.0,45.0,14.0
565,H,P,31.0,43.0,12.0
565,H,V,31.0,43.0,12.0
565,Je,Jw,45.0,45.0,0.0
565,Je,P,45.0,43.0,-2.0
565,Je,V,45.0,43.0,-2.0
565,Jw,P,45.0,43.0,-2.0
565,Jw,V,45.0,43.0,-2.0
565,P,V,43.0,43.0,0.0
566,H,Je,54.0,44.0,-10.0
566,H,Jw,54.0,39.0,-15.0
566,H,P,54.0,44.0,-10.0
566,H,V,54.0,42.0,-12.0
566,Je,Jw,44.0,39.0,-5.0
566,Je,P,44.0,44.0,0.0
566,Je,V,44.0,42.0,-2.0
566,Jw,P,39.0,44.0,5.0
566,Jw,V,39.0,42.0,3.0
566,P,V,44.0,42.0,-2.0
567,H,Je,31.0,45.0,14.0
567,H,Jw,31.0,48.0,17.0
567,H,P,31.0,45.0,14.0
567,H,V,31.0,45.0,14.0
567,Je,Jw,45.0,48.0,3.0
567,Je,P,45.0,45.0,0.0
567,Je,V,45.0,45.0,0.0
567,Jw,P,48.0,45.0,-3.0
567,Jw,V,48.0,45.0,-3.0
567,P,V,45.0,45.0,0.0
568,H,Je,32.0,45.0,13.0
568,H,Jw,32.0,52.0,20.0
568,H,P,32.0,45.0,13.0
568,H,V,32.0,45.0,13.0
568,Je,Jw,45.0,52.0,7.0
568,Je,P,45.0,45.0,0.0
568,Je,V,45.0,45.0,0.0
568,Jw,P,52.0,45.0,-7.0
568,Jw,V,52.0,45.0,-7.0
568,P,V,45.0,45.0,0.0
569,H,Je,29.0,44.0,15.0
569,H,Jw,29.0,42.0,13.0
569,H,P,29.0,43.0,14.0
569,H,V,29.0,44.0,15.0
569,Je,Jw,44.0,42.0,-2.0
569,Je,P,44.0,43.0,-1.0
569,Je,V,44.0,44.0,0.0
569,Jw,P,42.0,43.0,1.0
569,Jw,V,42.0,44.0,2.0
569,P,V,43.0,44.0,1.0
570,H,Je,63.0,49.0,-14.0
570,H,Jw,63.0,51.0,-12.0
570,H,P,63.0,47.0,-16.0
570,H,V,63.0,46.0,-17.0
570,Je,Jw,49.0,51.0,2.0
570,Je,P,49.0,47.0,-2.0
570,Je,V,49.0,46.0,-3.0
570,Jw,P,51.0,47.0,-4.0
570,Jw,V,51.0,46.0,-5.0
570,P,V,47.0,46.0,-1.0
571,H,Je,31.0,31.0,0.0
571,H,Jw,31.0,39.0,8.0
571,H,P,31.0,41.0,10.0
571,H,V,31.0,43.0,12.0
571,Je,Jw,31.0,39.0,8.0
571,Je,P,31.0,41.0,10.0
571,Je,V,31.0,43.0,12.0
571,Jw,P,39.0,41.0,2.0
571,Jw,V,39.0,43.0,4.0
571,P,V,41.0,43.0,2.0
572,H,Je,33.0,49.0,16.0
572,H,Jw,33.0,37.0,4.0
572,H,P,33.0,43.0,10.0
572,H,V,33.0,43.0,10.0
572,Je,Jw,49.0,37.0,-12.0
572,Je,P,49.0,43.0,-6.0
572,Je,V,49.0,43.0,-6.0
572,Jw,P,37.0,43.0,6.0
572,Jw,V,37.0,43.0,6.0
572,P,V,43.0,43.0,0.0
573,H,Je,50.0,44.0,-6.0
573,H,Jw,50.0,49.0,-1.0
573,H,P,50.0,41.0,-9.0
573,H,V,50.0,46.0,-4.0
573,Je,Jw,44.0,49.0,5.0
573,Je,P,44.0,41.0,-3.0
573,Je,V,44.0,46.0,2.0
573,Jw,P,49.0,41.0,-8.0
573,Jw,V,49.0,46.0,-3.0
573,P,V,41.0,46.0,5.0
574,H,Je,43.0,52.0,9.0
574,H,Jw,43.0,45.0,2.0
574,H,P,43.0,36.0,-7.0
574,H,V,43.0,41.0,-2.0
574,Je,Jw,52.0,45.0,-7.0
574,Je,P,52.0,36.0,-16.0
574,Je,V,52.0,41.0,-11.0
574,Jw,P,45.0,36.0,-9.0
574,Jw,V,45.0,41.0,-4.0
574,P,V,36.0,41.0,5.0
575,H,Je,35.0,47.0,12.0
