detector_width,day,score
12,10,0.1339664619656175
12,11,0.1412836571695824
12,12,0.16557307648098962
12,13,0.19976318683553973
12,14,0.2506537059166843
12,15,0.3223475093126664
12,16,0.38687634647992475
12,17,0.4285360725972668
12,18,0.4536008023925008
12,19,0.4651454765738744
12,20,0.45003883922631893
12,21,0.3965575144882926
12,22,0.33318717434401884
12,23,0.27534326341765825
12,24,0.21785695773634403
12,25,0.17043229823681788
12,26,0.13823033778146981
12,27,0.1238477311593888
12,28,0.12161065030348393
12,29,0.12866526532642197
12,30,0.1428560417850473
12,31,0.15935974471944386
12,32,0.17915256838823584
12,33,0.20485190601198386
12,34,0.23635023239004055
12,35,0.2674662037419306
12,36,0.284961375573506
12,37,0.2816301632500594
12,38,0.2546336899054638
12,39,0.20426007055621942
12,40,0.14000486847061788
12,41,0.07964513632834128
12,42,0.03518037164123429
12,43,0.011927408673843072
12,44,0.00813469898105261
12,45,0.014708618933371252
12,46,0.018627168735842536
12,47,0.01847119911333612
12,48,0.016712970426368524
12,49,0.018422871009304377
12,50,0.03088779096380924
12,51,0.0512143557909467
12,52,0.06955256256869351
12,53,0.08527030030762206
12,54,0.09422898110012781
12,55,0.08854914655407818
12,56,0.0735035420607999
12,57,0.058721153773774896
12,58,0.04865264470476856
12,59,0.042723683581998295
12,60,0.04406503473932361
12,61,0.04903545778284989
12,62,0.05433008079357943
12,63,0.05922408424149593
12,64,0.06405467967244158
12,65,0.07341033284907454
12,66,0.08679143506970044
12,67,0.0980400210464325
12,68,0.11097788233961248
12,69,0.13095164207092325
12,70,0.15431923642267842
12,71,0.17885211037872867
12,72,0.21237651093764975
12,73,0.25201931376670905
12,74,0.28725668733984533
12,75,0.31549566553923514
12,76,0.33249690943084637
12,77,0.33449441119697176
12,78,0.317893023760909
12,79,0.28757833480153155
12,80,0.2543467641834623
12,81,0.22109100775345858
12,82,0.19173406865732434
12,83,0.16734703638768217
12,84,0.14778938743262932
12,85,0.13332238403612795
12,86,0.12078600081404449
12,87,0.110491746680512
12,88,0.10367844562262862
12,89,0.10780217856167759
12,90,0.13701618596351728
12,91,0.19976944177069683
12,92,0.2852794073088629
12,93,0.37797313666238924
12,94,0.45969272620972773
12,95,0.4870119936921294
12,96,0.4430200276612571
12,97,0.36275296037113836
12,98,0.2764882816653368
12,99,0.18704230867627705
12,100,0.10681290421429497
12,101,0.057092162620120714
12,102,0.0327853283593136
12,103,0.022245120804897156
12,104,0.021220575651982185
12,105,0.03044063041517872
12,106,0.058397800957590146
12,107,0.11153874130543891
12,108,0.1986070794125901
12,109,0.33017490970511715
12,110,0.48968143307828804
12,111,0.6462024999019229
12,112,0.7892819327653852
12,113,0.9104119549773949
12,114,0.9813955621030381
12,115,0.9653473208871532
12,116,0.8640554359187972
12,117,0.7194207526031013
12,118,0.5638333172719635
12,119,0.41175213856682913
12,120,0.27953935085436915
12,121,0.17663062045437997
12,122,0.09647673457545913
12,123,0.03946751582532265
12,124,0.019471588047168226
12,125,0.04286302251822921
12,126,0.10859816425783625
12,127,0.20370773357370972
12,128,0.2758167141404686
12,129,0.2839989964022108
12,130,0.2447307574916364
12,131,0.17975053163308388
12,132,0.100771552844435
12,133,0.04236668829499754
12,134,0.024225541165972392
12,135,0.02401730182522288
12,136,0.02387831053166574
12,137,0.0164387567328722
12,138,0.006282018488025058
12,139,0.011657188887106013
12,140,0.031096923761891458
12,141,0.051305080099214355
12,142,0.06623225200304675
12,143,0.061691821874440535
12,144,0.04088744486636874
12,145,0.024979875675853698
12,146,0.019540876003001702
12,147,0.018842668742322814
12,148,0.020218464262805415
12,149,0.028268513573309118
12,150,0.054596426567461664
12,151,0.10846670818918819
12,152,0.188251389311565
12,153,0.2843327003192811
12,154,0.3709704972064362
12,155,0.4168031168275916
12,156,0.4068017822471526
12,157,0.33519394857146334
12,158,0.22986383188791026
12,159,0.1280081211606451
12,160,0.054890432994579796
12,161,0.02301594141513133
12,162,0.029137817028322348
12,163,0.04588694411365244
12,164,0.05314097506531069
12,165,0.049994535134050465
12,166,0.044073290954560404
12,167,0.05596918955702959
12,168,0.09213114795512822
12,169,0.13436649443301246
12,170,0.16273774797295154
12,171,0.16731568061988064
12,172,0.14246053004769654
16,12,0.4482209079846139
16,13,0.5172397942708408
16,14,0.6146585640731241
16,15,0.7246542450055389
16,16,0.818185722825796
16,17,0.8853014427831909
16,18,0.9337358002819379
16,19,0.9589229989330008
16,20,0.9387034567671848
16,21,0.8590319979591897
16,22,0.7408848706656639
16,23,0.6208038304522296
16,24,0.5188864299427163
16,25,0.4377010397674601
16,26,0.3674924499432954
16,27,0.3169406779161829
16,28,0.2969566902680367
16,29,0.3094047000829444
16,30,0.3441405754728458
16,31,0.3890316971349465
16,32,0.43644169753484324
16,33,0.48124631563885173
16,34,0.5197287147499979
16,35,0.5457362807274432
16,36,0.5525283966081277
16,37,0.5308022385532418
16,38,0.47047051924014627
16,39,0.3769878747526919
16,40,0.2685854368048504
16,41,0.16682377771600343
16,42,0.08986939048319592
16,43,0.04399466246742066
16,44,0.023083924389323468
16,45,0.019043264997718565
16,46,0.022498167225775807
16,47,0.025972256749476272
16,48,0.028872913573721543
16,49,0.03821092104114312
16,50,0.05971911728059939
16,51,0.088616468403342
16,52,0.11564575742157455
16,53,0.13967914043943305
16,54,0.15905326890233892
16,55,0.16809703709758783
16,56,0.16260245136582188
16,57,0.1447081283764179
16,58,0.12692452284710226
16,59,0.11793480137117979
16,60,0.11802078755150176
16,61,0.12188143799099552
16,62,0.12688428982957248
16,63,0.13382541930319306
16,64,0.14468740099624172
16,65,0.16494251594946502
16,66,0.19518463263526772
16,67,0.23011408419264562
16,68,0.2682538132434606
16,69,0.314598838851857
16,70,0.37158782775752064
16,71,0.43326941398053953
16,72,0.4949909614523553
16,73,0.5526890213383351
16,74,0.6050115576673516
16,75,0.6564618714772705
16,76,0.6987005182394503
16,77,0.7133491397840082
16,78,0.6889172528203388
16,79,0.6357625793697658
16,80,0.5757999419665828
16,81,0.5221200915071752
16,82,0.47572629721504955
16,83,0.4259576570734147
16,84,0.36892747170776974
16,85,0.3170879455190683
16,86,0.2798317675783471
16,87,0.258113397597962
16,88,0.2557308953676534
16,89,0.2870262458820364
16,90,0.36195016052851176
16,91,0.47484135686247
16,92,0.5984704174342961
16,93,0.7086037017099267
16,94,0.8005875956291815
16,95,0.854034596616971
16,96,0.828332086321699
16,97,0.7229810269155215
16,98,0.5755312707284637
16,99,0.41745978965688707
16,100,0.2806322410837626
16,101,0.18959658256873566
16,102,0.1388419704871398
16,103,0.11438682144826715
16,104,0.113404964787645
16,105,0.1376076718301905
16,106,0.1950840692755429
16,107,0.30656632354691943
16,108,0.5025792211453232
16,109,0.7756851909566489
16,110,1.0711875618321955
16,111,1.347337413010555
16,112,1.592106258356149
16,113,1.7911744234798834
16,114,1.9210280366702386
16,115,1.933987396389258
16,116,1.7892502168325812
16,117,1.5229350755846065
16,118,1.2219117053337687
16,119,0.931235963198813
16,120,0.6524778360916514
16,121,0.3991240284312526
16,122,0.19793678955549165
16,123,0.07219859384403882
16,124,0.03284942534441526
16,125,0.07330738446996668
16,126,0.16665614095884457
16,127,0.27509719437678454
16,128,0.35611805124928203
16,129,0.38017127294212194
16,130,0.3482156275843025
16,131,0.2759487798561537
16,132,0.18484598904947613
16,133,0.10488658729663888
16,134,0.05735866232107403
16,135,0.03711509673650504
16,136,0.028164791571497108
16,137,0.021781130123803075
16,138,0.018026193390121403
16,139,0.02157616037574983
16,140,0.03609038814539353
16,141,0.058672869072645864
16,142,0.07883492476613382
16,143,0.08252699576553948
16,144,0.07335447469868925
16,145,0.06658012739165595
16,146,0.06811184956024749
16,147,0.07543881093408583
16,148,0.08890510925533243
16,149,0.11672143277440583
16,150,0.16664181241403042
16,151,0.2507948376308951
16,152,0.37848059235600223
16,153,0.5287572894164231
16,154,0.6469005748650647
16,155,0.6861017332658154
16,156,0.6393401698945343
16,157,0.5202872902133414
16,158,0.36917279771947853
16,159,0.22745144643999837
16,160,0.11710463945468852
16,161,0.047120108709011205
16,162,0.022396540489210914
16,163,0.028397343816562948
16,164,0.040407861009676804
16,165,0.04929457781206775
16,166,0.06223186271599543
16,167,0.09056391729128851
16,168,0.13417075284031116
16,169,0.18376944795362765
16,170,0.23107894995428083
20,14,1.2259858915866713
20,15,1.3326132639298676
20,16,1.4326057079680026
20,17,1.5188423704833305
20,18,1.5955303140477888
20,19,1.644002486538675
20,20,1.6152727603357562
20,21,1.4947762307257542
20,22,1.3288928616508797
20,23,1.1648528585046034
20,24,1.0126404583757815
20,25,0.8850689273625343
20,26,0.7857954756013579
20,27,0.7170528914887603
20,28,0.6775428522637298
20,29,0.6719764143498317
20,30,0.7044274496035651
20,31,0.7614686382171596
20,32,0.8233046785924885
20,33,0.8773391915734112
20,34,0.9134647906750303
20,35,0.9190171447661464
20,36,0.8878325067206253
20,37,0.8177043374492967
20,38,0.7113095094310364
20,39,0.576292476932112
20,40,0.4332613075802144
20,41,0.3070998724489381
20,42,0.20837891822189736
20,43,0.13502660347827872
20,44,0.08620661514918265
20,45,0.060987722818641815
20,46,0.05224181978556133
20,47,0.052404433953952084
20,48,0.05947839835987641
20,49,0.07713577399944184
20,50,0.10626187566590008
20,51,0.13766717140071344
20,52,0.1661616144803289
20,53,0.19714335123913884
20,54,0.23093910791330627
20,55,0.25941348435983114
20,56,0.275407178170574
20,57,0.27875502949334635
20,58,0.2714096691458345
20,59,0.2571630265409999
20,60,0.24827049716144017
20,61,0.2517164121124896
20,62,0.2649064772977917
20,63,0.2836635422641631
20,64,0.30806396515828127
20,65,0.3426730732052161
20,66,0.38915319574285223
20,67,0.4483181006930478
20,68,0.5273233938086122
20,69,0.6283105863781759
20,70,0.7316282050054156
20,71,0.826251851817072
20,72,0.91775940549886
20,73,1.0075155856328268
20,74,1.0910271127882516
20,75,1.1615794551672032
20,76,1.2102400535465219
20,77,1.2271510502887968
20,78,1.2037327329346494
20,79,1.149549303287335
20,80,1.082434637078085
20,81,1.0078567360985644
20,82,0.9220952983480061
20,83,0.8250326335992879
20,84,0.7268263382551734
20,85,0.639688854142088
20,86,0.5735302241444323
20,87,0.5364811012813808
20,88,0.5357385256568845
20,89,0.5875909018448389
20,90,0.7033633561312254
20,91,0.8619248967117064
20,92,1.0189389453321418
20,93,1.1461508040068016
20,94,1.2296023680674388
20,95,1.2533913684369586
20,96,1.2055414577243329
20,97,1.1029177139563566
20,98,0.9612591422020976
20,99,0.7908048405034015
20,100,0.6293213509578319
20,101,0.5124131225901902
20,102,0.4392796644079771
20,103,0.3955316598161924
20,104,0.38705254132543554
20,105,0.4346489468345178
20,106,0.5627647473690925
20,107,0.7805694229591379
20,108,1.0910315093191618
20,109,1.477622376050697
20,110,1.8805547995899472
20,111,2.2374037572190373
20,112,2.5554344148613666
20,113,2.854354152768825
20,114,3.0884488358142868
20,115,3.146096839637366
20,116,2.9632514074473466
20,117,2.581888599883363
20,118,2.077912521065932
20,119,1.545176696323761
20,120,1.071169115618034
20,121,0.6801706462203168
20,122,0.36365783972515753
20,123,0.14322158536467156
20,124,0.050075677646362005
20,125,0.07334308133104295
20,126,0.16712418448859823
20,127,0.28010736658583957
20,128,0.359877258700652
20,129,0.38555159044535026
20,130,0.37790709940708445
20,131,0.3472648101766645
20,132,0.28844528750032883
20,133,0.2181881478147425
20,134,0.16067776045836546
20,135,0.11721971498783279
20,136,0.08173818925168597
20,137,0.058510558749210156
20,138,0.049762190760913844
20,139,0.05182233629944061
20,140,0.05941925061805564
20,141,0.0702904284660116
20,142,0.08567453812036623
20,143,0.10070612882307077
20,144,0.11377174134099605
20,145,0.13518310489321533
20,146,0.1727496398130869
20,147,0.2198542927982926
20,148,0.2662191269922366
20,149,0.3196548618748534
20,150,0.39514449275338115
20,151,0.5016226359783919
20,152,0.6370415672663693
20,153,0.7780365718470719
20,154,0.8779720510537379
20,155,0.886077308321052
20,156,0.7942936627095833
20,157,0.6475796854917921
20,158,0.49608759099826927
20,159,0.35527724547502704
20,160,0.22838251710075586
20,161,0.12374110275668959
20,162,0.05856494951604935
20,163,0.03580046620756466
20,164,0.04152331297378453
20,165,0.0631356132059821
20,166,0.09576026743957211
20,167,0.13868129853262334
20,168,0.18976733912496624
24,16,2.333473992416411
24,17,2.398413602940627
24,18,2.446052536026536
24,19,2.4668328402725175
24,20,2.4269282357899025
24,21,2.299617278448369
24,22,2.1153833489049907
24,23,1.922803760214396
24,24,1.7444424032409347
24,25,1.6029057169315692
24,26,1.4878322387404896
24,27,1.398446716325816
24,28,1.3403248083343495
24,29,1.310857903801391
24,30,1.3069911401348044
24,31,1.3181385578978215
24,32,1.3408452924654586
24,33,1.367808331351249
24,34,1.376549229515868
24,35,1.347383405523813
24,36,1.2704500139873574
24,37,1.1474123832842364
24,38,0.9977117533643789
24,39,0.8382368286563998
24,40,0.6824420654794963
24,41,0.5371644362662006
24,42,0.4103626349630159
24,43,0.30868152239516566
24,44,0.23263405218650196
24,45,0.18124428407608206
24,46,0.15166898601967344
24,47,0.13947674249340147
24,48,0.14184338018325476
24,49,0.15745245164769658
24,50,0.18362625636106295
24,51,0.21454990832895132
24,52,0.2475633422104389
24,53,0.28598985591058784
24,54,0.32892676207653193
24,55,0.3723134148496873
24,56,0.4102706110556062
24,57,0.4362267916227946
24,58,0.45026405292755955
24,59,0.45747261442925236
24,60,0.465883296433275
24,61,0.48159983694812575
24,62,0.5054639469998848
24,63,0.540252783385374
24,64,0.5891926327653021
24,65,0.6540192709927775
24,66,0.7351252354550633
24,67,0.8289775753910167
24,68,0.9366514211515534
24,69,1.0668134390656274
24,70,1.2127125000230636
24,71,1.3669324694546718
24,72,1.5184569823001406
24,73,1.6471943416281214
24,74,1.745833425461829
24,75,1.8212872694741153
24,76,1.8753100016898325
24,77,1.901045948572841
24,78,1.8864329289537498
