scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Je_only,Je,DET_WIDTH_16,CP001,19,04-20,1,v10_3_Je_only_DET_WIDTH_16,2.398864517431174,0.11895755883886494,False,46,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP002,26,04-27,2,v10_3_Je_only_DET_WIDTH_16,3.9163646516640007,0.9645829105153423,False,46,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP003,34,05-05,3,v10_3_Je_only_DET_WIDTH_16,4.069326559082739,2.2992329510246154,False,46,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP004,46,05-17,4,v10_3_Je_only_DET_WIDTH_16,8.435658671233387,6.816108634141972,True,46,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP005,57,05-28,5,v10_3_Je_only_DET_WIDTH_16,2.100927853689174,0.27848881300637496,False,46,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP006,79,06-19,6,v10_3_Je_only_DET_WIDTH_16,3.2994625068672714,0.2964035818072932,False,111,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP007,95,07-05,7,v10_3_Je_only_DET_WIDTH_16,4.0951874644138915,0.07872919272473577,False,111,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP008,111,07-21,8,v10_3_Je_only_DET_WIDTH_16,9.51480398861494,8.015190555592252,True,111,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP009,135,08-14,9,v10_3_Je_only_DET_WIDTH_16,8.079157283360857,6.152054359935644,True,135,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP010,142,08-21,10,v10_3_Je_only_DET_WIDTH_16,6.449485134392516,0.07953411491475926,False,135,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP011,161,09-09,11,v10_3_Je_only_DET_WIDTH_16,12.222166504700207,8.191573088996506,True,161,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
