scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Je_only,Je,DET_WIDTH_16,CP001,19,04-20,17,21,19,2.398864517431174,0.11895755883886494,2.9671648963220543,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP002,26,04-27,24,28,26,3.9163646516640007,0.9645829105153423,3.4340731964063296,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP003,34,05-05,31,36,34,4.069326559082739,2.2992329510246154,2.9671648963220543,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP004,46,05-17,43,48,46,8.435658671233387,6.816108634141972,5.027604354162401,2.9671648963220543,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP005,57,05-28,55,59,57,2.100927853689174,0.27848881300637496,2.9671648963220543,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP006,79,06-19,77,81,79,3.2994625068672714,0.2964035818072932,3.151260715963625,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP007,95,07-05,93,97,95,4.0951874644138915,0.07872919272473577,4.055822868051523,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP008,111,07-21,105,117,111,9.51480398861494,8.015190555592252,5.507208710818814,2.9671648963220543,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP009,135,08-14,131,140,136,8.079157283360857,6.152054359935644,5.003130103393035,2.9671648963220543,support_floor,local_valley,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP010,142,08-21,140,144,142,6.449485134392516,0.07953411491475926,6.409718076935136,2.9671648963220543,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
Je_only,Je,DET_WIDTH_16,CP011,161,09-09,158,165,162,12.222166504700207,8.191573088996506,8.126379960201954,2.9671648963220543,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
