window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope
T3_forw17,V_strength,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9409590743874676,0.9409590743874676,0.9409590743874676,0.95,False,0.0,none,none,0.3997755809063378,1.1809499581916694,window_variable_pooled_across_years
T3_forw17,V_pos_centroid_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,-9.38855266469802e-17,0.9009454247037122,0.9009454247037122,0.9009454247037122,0.95,False,0.0,none,none,1.0957274922870242,2.525110942949191,window_variable_pooled_across_years
T3_forw17,V_NS_diff,pooled_window_variable_ar1,45,37,1665,1620,0.0,5.462430641278848e-15,0.9477770166954436,0.9477770166954436,0.9477770166954436,0.95,False,0.0,none,none,28.35411534699146,88.90284197800193,window_variable_pooled_across_years
T3_forw17,V_pos_north_edge_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,-2.219112448019532e-16,0.8153574844669453,0.8153574844669453,0.8153574844669453,0.95,False,0.0,none,none,4.533655601470838,7.830718132075643,window_variable_pooled_across_years
T3_forw17,V_pos_south_edge_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,-4.69427633234901e-17,0.7207240799147656,0.7207240799147656,0.7207240799147656,0.95,False,0.0,none,none,1.186638812725198,1.7117730531523956,window_variable_pooled_across_years
T3_forw17,V_pos_band_width,pooled_window_variable_ar1,45,37,1665,1620,0.0,7.681543089298381e-16,0.8141156618258035,0.8141156618258035,0.8141156618258035,0.95,False,0.0,none,none,4.66220905978768,8.02856370675758,window_variable_pooled_across_years
T3_forw17,V_pos_centroid_lat_recomputed,pooled_window_variable_ar1,45,37,1665,1620,0.0,5.54778112004883e-16,0.9252088153935618,0.9252088153935618,0.9252088153935618,0.95,False,0.0,none,none,1.5876281060537607,4.183932331464821,window_variable_pooled_across_years
T3_forw17,V_highlat_35_55_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,-2.98726675694937e-17,0.9278002655983528,0.9278002655983528,0.9278002655983528,0.95,False,0.0,none,none,0.33710982127169087,0.9035924374549167,window_variable_pooled_across_years
T3_forw17,V_lowlat_20_30_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,1.70700957539964e-17,0.9648587052863424,0.95,0.95,0.95,True,0.014858705286342477,upper,moderate,0.33330924200796264,1.0674438713781609,window_variable_pooled_across_years
T3_forw17,V_high_minus_low_35_55_minus_20_30,pooled_window_variable_ar1,45,37,1665,1620,0.0,8.5350478769982e-18,0.9482615281451031,0.9482615281451031,0.9482615281451031,0.95,False,0.0,none,none,0.47789412895743055,1.505224467409187,window_variable_pooled_across_years
T3_forw17,V_lowlat_weakening_proxy_20_30,pooled_window_variable_ar1,45,37,1665,1620,0.0,-1.70700957539964e-17,0.9648587052863424,0.95,0.95,0.95,True,0.014858705286342477,upper,moderate,0.33330924200796264,1.0674438713781609,window_variable_pooled_across_years
T3_forw17,P_main_band_share,pooled_window_variable_ar1,45,37,1665,1620,0.0,8.5350478769982e-18,0.9439792480354189,0.9439792480354189,0.9439792480354189,0.95,False,0.0,none,none,0.04402750047515457,0.1334147206342831,window_variable_pooled_across_years
T3_forw17,P_south_band_share_18_24,pooled_window_variable_ar1,45,37,1665,1620,0.0,1.493633378474685e-17,0.9424176763866674,0.9424176763866674,0.9424176763866674,0.95,False,0.0,none,none,0.03705558715411379,0.11079949867818291,window_variable_pooled_across_years
T3_forw17,P_main_minus_south,pooled_window_variable_ar1,45,37,1665,1620,0.0,-2.13376196924955e-18,0.9444585226658477,0.9444585226658477,0.9444585226658477,0.95,False,0.0,none,none,0.06749634652009492,0.20538664951414062,window_variable_pooled_across_years
T3_forw17,P_spread_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,1.5789838572446671e-16,0.9265782330416483,0.9265782330416483,0.9265782330416483,0.95,False,0.0,none,none,0.3883887911972229,1.0326685415543764,window_variable_pooled_across_years
T3_forw17,P_north_band_share_35_45,pooled_window_variable_ar1,45,37,1665,1620,0.0,-5.334404923123875e-18,0.9191345348421868,0.9191345348421868,0.9191345348421868,0.95,False,0.0,none,none,0.03034837680194048,0.07703732828885673,window_variable_pooled_across_years
T3_forw17,P_north_minus_main_35_45,pooled_window_variable_ar1,45,37,1665,1620,0.0,-6.134565661592457e-18,0.9252427184262291,0.9252427184262291,0.9252427184262291,0.95,False,0.0,none,none,0.05629532686294247,0.14838939017443392,window_variable_pooled_across_years
T3_forw17,P_total_centroid_lat_10_50,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9375156796931353,0.9375156796931353,0.9375156796931353,0.95,False,0.0,none,none,0.9213561743573976,2.6480087306011963,window_variable_pooled_across_years
T3_forw17,P_main_28_35_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,3.41401915079928e-17,0.9288804954976475,0.9288804954976475,0.9288804954976475,0.95,False,0.0,none,none,0.903573532636641,2.439587948212758,window_variable_pooled_across_years
T3_forw17,P_south_10_25_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9550780464340648,0.95,0.95,0.95,True,0.005078046434064842,upper,minor,1.0880708717011585,3.484615597891966,window_variable_pooled_across_years
T3_forw17,P_scs_10_20_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,2.0484114904795681e-16,0.9546966530871359,0.95,0.95,0.95,True,0.00469665308713596,upper,minor,1.3307571499343114,4.261833711638015,window_variable_pooled_across_years
T3_forw17,P_highlat_40_60_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,-1.70700957539964e-17,0.9123643783604418,0.9123643783604418,0.9123643783604418,0.95,False,0.0,none,none,0.39083198766366445,0.9546945487618896,window_variable_pooled_across_years
T3_forw17,P_highlat_35_60_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9246166192133115,0.9246166192133115,0.9246166192133115,0.95,False,0.0,none,none,0.3562687419478664,0.9353363205777819,window_variable_pooled_across_years
T3_forw17,P_highlat_minus_main,pooled_window_variable_ar1,45,37,1665,1620,0.0,-3.41401915079928e-17,0.9270781560099223,0.9270781560099223,0.9270781560099223,0.95,False,0.0,none,none,1.0399551990745652,2.774189636684131,window_variable_pooled_across_years
T3_forw17,P_south_minus_main,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9470260310635017,0.9470260310635017,0.9470260310635017,0.95,False,0.0,none,none,1.592471014130008,4.958546621091886,window_variable_pooled_across_years
T3_forw17,P_south_plus_highlat_minus_main,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9477504293828881,0.9477504293828881,0.9477504293828881,0.95,False,0.0,none,none,1.6765552344266017,5.255449274400533,window_variable_pooled_across_years
