window,source,target,D_pos_neg,D_pos_0,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0_bootstrap_mean,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,LOO_direction_retained_fraction,LOO_flip_years
S3_equal11,V_strength,P_main_band_share,0.04548474744456038,-0.010695158264407978,0.04848650686722258,-0.006922555710642216,0.1059245352264078,-0.021488159563276966,0.1197384049362835,0.927,-0.006030815049742883,-0.036370198118938574,0.03512464549233221,-0.04175935833778978,0.04658863769799691,0.304,1.0,0
S3_equal11,V_strength,P_south_band_share_18_24,0.1307755048800731,0.059316211874959196,0.14190435818244942,0.05086149435418418,0.23489969441913014,0.038673762789782656,0.2563222045725704,0.994,0.07012034825274349,0.0025845777803769512,0.14792787223482415,-0.005150202838781059,0.15968414577695425,0.959,1.0,0
S3_equal11,V_strength,P_main_minus_south,0.08227083677845015,0.01761440275704168,0.0921168215935639,0.03422505967066373,0.15770679277505184,0.021558252157709627,0.17211719717637772,0.995,0.026927261476921645,-0.009929550398615863,0.07919327899587052,-0.014240524328341459,0.09545855536789297,0.85,1.0,0
S3_equal11,V_strength,P_spread_lat,0.17573777080070546,0.11279020108576915,0.17216702306935347,0.05650588739600702,0.29583799766974705,0.028789268567990786,0.3248908927339274,0.989,0.12232317359324528,0.01866470554828102,0.23587949227868596,0.005619242902395567,0.26166879219174777,0.982,1.0,0
S3_equal11,V_strength,P_north_band_share_35_45,0.18264203456445285,0.0864943382850045,0.13530351041065547,-0.03625232795572153,0.2588327792087826,-0.08051968382450085,0.27748105948247354,0.926,0.08882597340700657,0.005759174262727004,0.18114166973176551,-0.009909619950165333,0.19673808045824928,0.959,1.0,0
S3_equal11,V_strength,P_north_minus_main_35_45,-0.03454410847351999,-0.038414585047351235,-0.020150105179964874,-0.09878082989033946,0.06585431443771653,-0.11068339693733162,0.09629654618883059,0.278,-0.010390461535430516,-0.05938066515581452,0.09438806324672656,-0.06572971609690842,0.11831081731127893,0.272,0.0,45
S3_equal11,V_strength,P_total_centroid_lat_10_50,0.1924148481067551,0.08078119542680545,0.187536067522866,0.09003141204879854,0.29227436051767397,0.056993405654892144,0.3141507201050787,0.989,0.09107739588431975,0.024590915315494698,0.18000673153933677,0.017243531499897543,0.1973894220806931,1.0,1.0,0
S3_equal11,V_strength,P_main_28_35_mean,0.03909400239410324,-0.016744474295844858,0.04198682571952052,-0.016120532858791094,0.10208967368782636,-0.025000559216624575,0.11610141327142828,0.89,-0.014594361770277425,-0.04601059560154827,0.024594222326461513,-0.05101503774269727,0.03654230999779825,0.195,1.0,0
S3_equal11,V_strength,P_south_10_25_mean,0.11590616210048438,0.029437759419336157,0.12408658282604332,0.06980913029724313,0.19109532559736048,0.06279490426078502,0.20593312810175232,0.999,0.037819557723889924,0.0036498039186231984,0.08675887361260838,-0.000355096105935531,0.09988304498019093,0.97,1.0,0
S3_equal11,V_strength,P_scs_10_20_mean,0.1024468547314985,0.01881784039066081,0.10705510196331952,0.04506045202890641,0.1836029595274553,0.03026265411880202,0.20149556352127124,0.986,0.02723408269758764,-0.010697819922211355,0.08414718905082648,-0.014637165818073882,0.09891985312490245,0.858,1.0,0
