window,source_family,target_family,n_total_pairs,n_main_yes,n_audit_stable_yes,n_tier1,n_tier2,n_tier3,n_ambiguous,n_reverse,n_same_day_only,tier1_fraction,audit_stable_fraction_among_main_yes,same_day_coupling_fraction,high_persistence_risk_fraction
S3_equal11,V,P,165,51,50,50,1,0,39,4,8,0.30303030303030304,0.9803921568627451,0.45454545454545453,0.18181818181818182
