domain_label,event_id,field_key,pre_days,post_days,domain_lon_min,domain_lon_max,domain_lat_min,domain_lat_max,n_lat_selected,n_lon_selected,field_diff_mean,field_diff_abs_mean,field_diff_rms,field_diff_max,field_diff_min,dominant_positive_lat,dominant_positive_lon,dominant_positive_value,dominant_negative_lat,dominant_negative_lon,dominant_negative_value
full_domain_context,H18,z500_smoothed,14-17,19-22,20.0,150.0,10.0,60.0,201,521,10.417202445699342,10.576595420599666,13.476754521146196,32.21442418981484,-1.6883674527391324,60.0,117.5,32.21442418981484,13.5,50.0,-1.6883674527391324
full_domain_context,H35,z500_smoothed,31-34,36-39,20.0,150.0,10.0,60.0,201,521,10.546881622376993,10.853119083812864,13.929775328568455,37.442439477237635,-2.649488811728386,60.0,79.0,37.442439477237635,15.5,124.25,-2.649488811728386
full_domain_context,H45,z500_smoothed,40-43,45-48,20.0,150.0,10.0,60.0,201,521,7.745528431060413,8.583070214941735,11.678025164392272,28.114412133487733,-9.832238618827331,48.5,123.5,28.114412133487733,55.5,66.75,-9.832238618827331
full_domain_context,H57,z500_smoothed,52-55,57-60,20.0,150.0,10.0,60.0,201,521,7.81815817050703,8.595779094657948,11.181556542912501,35.212118417245236,-6.553765793788646,60.0,119.0,35.212118417245236,16.5,63.25,-6.553765793788646
