mean_Y_high,median_Y_high,n_years_high,prob_A_earlier_high,prob_B_earlier_high,mean_Y_low,median_Y_low,n_years_low,prob_A_earlier_low,prob_B_earlier_low,high_low_Y_shift,order_probability_shift_A_earlier,cohens_d_high_low,phase_separation_flag,window_id,target_pair,target_set
6.266666666666667,6.0,15,0.8666666666666667,0.06666666666666667,-6.0,-7.0,15,0.06666666666666667,0.9333333333333333,12.266666666666666,0.8,2.3138574974907655,clear,W113,P-V,priority
6.6,6.0,15,0.8666666666666667,0.06666666666666667,-4.6,-4.0,15,0.06666666666666667,0.8666666666666667,11.2,0.8,2.148066135856788,clear,W113,P-H,exploratory_full_pair
4.666666666666667,5.0,15,0.7333333333333333,0.26666666666666666,-5.6,-6.0,15,0.13333333333333333,0.7333333333333333,10.266666666666666,0.6,1.6255294849378927,clear,W113,P-Je,exploratory_full_pair
7.533333333333333,5.0,15,0.8,0.2,-3.8,-3.0,15,0.26666666666666666,0.6666666666666666,11.333333333333332,0.5333333333333334,1.5683507246083888,clear,W113,P-Jw,exploratory_full_pair
4.733333333333333,5.0,15,0.8666666666666667,0.06666666666666667,-3.066666666666667,-2.0,15,0.3333333333333333,0.6,7.800000000000001,0.5333333333333334,1.5277484561499457,clear,W113,V-H,exploratory_full_pair
6.266666666666667,7.0,15,0.8666666666666667,0.06666666666666667,-5.733333333333333,-7.0,15,0.13333333333333333,0.8666666666666667,12.0,0.7333333333333334,2.309604754589014,clear,W113,V-Je,priority
6.266666666666667,6.0,15,0.9333333333333333,0.06666666666666667,-5.933333333333334,-6.0,15,0.06666666666666667,0.9333333333333333,12.2,0.8666666666666667,2.276915094010073,clear,W113,V-Jw,exploratory_full_pair
5.4,6.0,15,0.7333333333333333,0.13333333333333333,-7.133333333333334,-7.0,15,0.0,1.0,12.533333333333335,0.7333333333333333,2.544509891028404,clear,W113,H-Je,priority
7.666666666666667,7.0,15,0.9333333333333333,0.0,-6.0,-4.0,15,0.06666666666666667,0.7333333333333333,13.666666666666668,0.8666666666666667,2.3620799154114045,clear,W113,H-Jw,exploratory_full_pair
6.6,7.0,15,0.7333333333333333,0.26666666666666666,-3.6,-5.0,15,0.2,0.8,10.2,0.5333333333333332,1.388411540815689,clear,W113,Je-Jw,exploratory_full_pair
5.933333333333334,6.0,15,0.9333333333333333,0.06666666666666667,-6.266666666666667,-6.0,15,0.06666666666666667,0.9333333333333333,12.2,0.8666666666666667,2.276915094010073,clear,W113,Jw-V,priority
6.0,4.0,15,0.7333333333333333,0.06666666666666667,-7.666666666666667,-7.0,15,0.0,0.9333333333333333,13.666666666666668,0.7333333333333333,2.3620799154114045,clear,W113,Jw-H,priority
