window_id,target_pair,target_set,n_valid_years,n_missing_years,n_low_quality_peak_years,Y_std,Y_range,Y_iqr,n_near_zero_delta_years,y_quality_flag,corr_score_y,dominant_object,dominant_object_loading_fraction,dominant_time_half,perm_p,perm_q90,perm_q95,perm_q99,perm_pass_90,perm_pass_95,perm_pass_99,min_corr_without_year,max_abs_delta_corr,worst_left_out_year,min_loading_corr,single_year_dominated_flag,median_test_corr,frac_positive_test_corr,median_loading_corr,split_half_stability_flag,phase_separation_flag,high_low_Y_shift,cohens_d_high_low,result_usability_level,downgrade_reasons,interpretation_permission
W113,P-V,priority,45,0,45,6.868314012458762,27.0,9.0,10,warning_many_low_quality_peaks,0.770159239782043,Jw,0.26679216507638026,balanced_or_full_window,0.16167664670658682,0.7812457481567536,0.7941720570995874,0.8263921542773778,False,False,False,0.7324122518034284,0.04997588916210005,2007,0.9568633317706293,False,0.2291315397155235,0.89,0.16631665046318775,marginal,clear,12.266666666666666,2.3138574974907655,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W113,P-H,exploratory_full_pair,45,0,45,6.820942202163315,32.0,9.0,6,warning_many_low_quality_peaks,0.7282805725801216,Je,0.21143326212166044,early_half,0.4930139720558882,0.7849956017880034,0.7985598601030579,0.8243271365378428,False,False,False,0.706420695096275,0.04795905371982623,2021,0.9037659131248557,False,-0.05381114133935158,0.33,0.06391109396983496,unstable_or_unclear,clear,11.2,2.148066135856788,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W113,P-Je,exploratory_full_pair,45,0,45,7.171914921160431,35.0,10.0,8,warning_many_low_quality_peaks,0.7087832169994888,P,0.22664407566864841,balanced_or_full_window,0.6167664670658682,0.7863237908993279,0.8027813941961901,0.8189508202294009,False,False,False,0.6804847699697206,0.06507653747291642,2020,0.9224168204426649,False,-0.1290235142612633,0.24,0.09690451327457933,unstable_or_unclear,clear,10.266666666666666,1.6255294849378927,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W113,P-Jw,exploratory_full_pair,45,0,45,7.652358189380961,38.0,7.0,11,warning_many_low_quality_peaks,0.7191328501206079,Je,0.2827638328980147,late_half,0.5528942115768463,0.7829423444950121,0.8030274529715412,0.8207602730739251,False,False,False,0.698861917189971,0.030825064036167804,2007,0.9330466270732499,False,0.07245437357818418,0.67,0.09335584747799683,marginal,clear,11.333333333333332,1.5683507246083888,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W113,V-H,exploratory_full_pair,45,0,45,5.671299354084243,31.0,4.0,14,warning_many_low_quality_peaks,0.7181286699092799,Jw,0.24766547886039483,early_half,0.6127744510978044,0.7847641617425027,0.7949939929452355,0.8224447870352464,False,False,False,0.684223793154353,0.04605178128011567,2003,0.8248036185115588,False,-0.14880213288200908,0.14,0.10701648739211736,unstable_or_unclear,clear,7.800000000000001,1.5277484561499457,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W113,V-Je,priority,45,0,45,6.689732823702696,30.0,9.0,7,warning_many_low_quality_peaks,0.8236247513132656,H,0.26645230488393024,early_half,0.017964071856287425,0.782307306092407,0.7994584628845618,0.828236579040162,True,True,False,0.8038447809632373,0.050882970728080235,2003,0.9492574729873874,False,0.3450434652005303,0.99,0.20297071623339896,marginal,clear,12.0,2.309604754589014,Level_B_candidate,warning_many_low_quality_peaks;split_half_marginal,candidate_result; requires cautious interpretation
W113,V-Jw,exploratory_full_pair,45,0,45,7.228730556228075,35.0,10.0,6,warning_many_low_quality_peaks,0.7333277545114746,Je,0.26955419245647405,balanced_or_full_window,0.469061876247505,0.7884310715896317,0.802505580409147,0.8314803659359183,False,False,False,0.7056936972658887,0.03809714243155671,1998,0.888237841314712,False,-0.13973348151652043,0.21,0.09074019041552453,unstable_or_unclear,clear,12.2,2.276915094010073,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W113,H-Je,priority,45,0,45,7.056553655641648,27.0,8.0,10,warning_many_low_quality_peaks,0.7401967884495533,Je,0.2543272779403835,early_half,0.3972055888223553,0.7810095461143877,0.7979777875565724,0.8234579737805412,False,False,False,0.7182874328085697,0.044603003367955085,2020,0.932499595088017,False,0.08822820118556579,0.73,0.0896846433533307,marginal,clear,12.533333333333335,2.544509891028404,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W113,H-Jw,exploratory_full_pair,45,0,45,7.846249828015697,36.0,9.0,12,warning_many_low_quality_peaks,0.728091246186182,Je,0.31372593272789895,late_half,0.5109780439121756,0.78279401650956,0.7999086585978905,0.8252149033429464,False,False,False,0.6828149166441343,0.07497887228594136,2022,0.9011265351101853,False,-0.10720445429142594,0.23,0.08243109677649856,unstable_or_unclear,clear,13.666666666666668,2.3620799154114045,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W113,Je-Jw,exploratory_full_pair,45,0,45,8.237448364363539,38.0,12.0,6,warning_many_low_quality_peaks,0.7080408085859564,Je,0.2634178322877963,late_half,0.6467065868263473,0.7811965286955488,0.796576097129452,0.8154562871280131,False,False,False,0.6865527366384567,0.05847916540503706,2020,0.8936486451945723,False,-0.07057404315431018,0.28,0.07167819002559297,unstable_or_unclear,clear,10.2,1.388411540815689,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
