window_id,target_pair,target_set,perm_p,perm_q90,perm_q95,perm_q99,perm_pass_90,perm_pass_95,perm_pass_99
W113,P-V,priority,0.16167664670658682,0.7812457481567536,0.7941720570995874,0.8263921542773778,False,False,False
W113,P-H,exploratory_full_pair,0.4930139720558882,0.7849956017880034,0.7985598601030579,0.8243271365378428,False,False,False
W113,P-Je,exploratory_full_pair,0.6167664670658682,0.7863237908993279,0.8027813941961901,0.8189508202294009,False,False,False
W113,P-Jw,exploratory_full_pair,0.5528942115768463,0.7829423444950121,0.8030274529715412,0.8207602730739251,False,False,False
W113,V-H,exploratory_full_pair,0.6127744510978044,0.7847641617425027,0.7949939929452355,0.8224447870352464,False,False,False
W113,V-Je,priority,0.017964071856287425,0.782307306092407,0.7994584628845618,0.828236579040162,True,True,False
W113,V-Jw,exploratory_full_pair,0.469061876247505,0.7884310715896317,0.802505580409147,0.8314803659359183,False,False,False
W113,H-Je,priority,0.3972055888223553,0.7810095461143877,0.7979777875565724,0.8234579737805412,False,False,False
W113,H-Jw,exploratory_full_pair,0.5109780439121756,0.78279401650956,0.7999086585978905,0.8252149033429464,False,False,False
W113,Je-Jw,exploratory_full_pair,0.6467065868263473,0.7811965286955488,0.796576097129452,0.8154562871280131,False,False,False
W113,Jw-V,priority,0.4590818363273453,0.7865299072129619,0.8041029715785054,0.8294733206265354,False,False,False
W113,Jw-H,priority,0.48902195608782434,0.7880106100966205,0.8025941676058934,0.8288403920981849,False,False,False
