window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,variant_id,variant_role,pcmci_variable_scope,conditioning_family_rule,n_pcmci_variables,conditioning_variables,q_within_variant_window,pcmci_plus_supported,q_within_family_edge_window,pcmci_plus_supported_family_fdr,support_rule,v2a_pcmci_graph_selected,v2a_pcmci_plus_supported,v2a_val_matrix,v2a_p_matrix,v2a_q_within_window,lead_lag_label,lead_lag_group,same_day_coupling_flag,positive_peak_lag,positive_peak_abs_r,lag0_abs_r,evidence_tier,recommended_usage,pair_phi_risk,v1_lead_lag_yes
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,1,,False,0.009181903111560256,0.7209287655631159,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.8862967198298066,False,0.8010319617367955,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0037063377943626,0.8854626622747042,0.9476111882578488,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,2,0.2877861548980071,0.2748543094672191,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,moderate,False
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,2,,False,0.026842842876790167,0.2964253612151207,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6888146728343065,False,0.7251982970349145,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0240655138535656,0.3497184018280157,0.675667758055169,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,2,0.2877861548980071,0.2748543094672191,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,moderate,False
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,3,,False,0.03767834927584629,0.1413716480180939,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5717509186962617,False,0.5762177227485763,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0393066016323697,0.1250783255697893,0.5761612552511544,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,2,0.2877861548980071,0.2748543094672191,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,moderate,False
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,4,,False,0.0402825651853256,0.11537258895184577,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5717509186962617,False,0.5762177227485763,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0402825651853256,0.1153725889518457,0.5761612552511544,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,2,0.2877861548980071,0.2748543094672191,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,moderate,False
S1,H_strength,P_total_centroid_lat_10_50,H,P,False,5,,False,0.03342475580797971,0.19145557203608166,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5890352161091948,False,0.5767873300356269,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0334247558079797,0.1914555720360816,0.5858279028576608,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,2,0.2877861548980071,0.2748543094672191,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,moderate,False
S1,H_centroid_lat,P_main_minus_south,H,P,False,1,,False,0.04834251907857469,0.059107721070813725,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5717509186962617,False,0.5762177227485763,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0356145937567829,0.164777543575078,0.5833973129038382,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.3408064970876305,0.303210476458029,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S1,H_centroid_lat,P_main_minus_south,H,P,False,2,,False,0.002208009827811497,0.9313207607147608,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.9728403005775313,False,0.9313207607147608,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0195637198144738,0.4450550036045629,0.7292849532423107,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.3408064970876305,0.303210476458029,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S1,H_centroid_lat,P_main_minus_south,H,P,False,3,,False,0.029374531133379733,0.25099999811716667,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6427087845102567,False,0.6845454494104545,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0293745311333797,0.2509999981171666,0.619455123558392,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.3408064970876305,0.303210476458029,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S1,H_centroid_lat,P_main_minus_south,H,P,False,4,,False,-0.025752760873993544,0.31425259538179623,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6934241020122753,False,0.7251982970349145,False,graph_selected_and_window_BH_q_le_alpha,False,False,-0.0257527608739935,0.3142525953817962,0.6565602583486541,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.3408064970876305,0.303210476458029,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S1,H_centroid_lat,P_main_minus_south,H,P,False,5,,False,0.043034348567075074,0.09264651177151297,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5717509186962617,False,0.5762177227485763,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.043034348567075,0.0926465117715129,0.5761612552511544,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.3408064970876305,0.303210476458029,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S1,H_centroid_lat,P_spread_lat,H,P,False,1,,False,-0.0037123925380880434,0.884637564181878,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.9550258069882616,False,0.9151423077743566,False,graph_selected_and_window_BH_q_le_alpha,False,False,-0.003712392538088,0.884637564181878,0.9476111882578488,lead_lag_no_not_supported,lead_lag_no,False,4,0.020665603880865,0.0105951558425075,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S1,H_centroid_lat,P_spread_lat,H,P,False,2,,False,-0.00971178603128729,0.7042593852402668,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.8757629661018861,False,0.8010319617367955,False,graph_selected_and_window_BH_q_le_alpha,False,False,-0.0097117860312872,0.7042593852402668,0.8669539994164756,lead_lag_no_not_supported,lead_lag_no,False,4,0.020665603880865,0.0105951558425075,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S1,H_centroid_lat,P_spread_lat,H,P,False,3,,False,-0.016744112391296327,0.5128154031450157,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.7753582466497876,False,0.7773835830588454,False,graph_selected_and_window_BH_q_le_alpha,False,False,-0.0167441123912963,0.5128154031450157,0.7662500547673389,lead_lag_no_not_supported,lead_lag_no,False,4,0.020665603880865,0.0105951558425075,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S1,H_centroid_lat,P_spread_lat,H,P,False,4,,False,-0.02023443786851016,0.42899740332745767,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.737697254263641,False,0.7773835830588454,False,graph_selected_and_window_BH_q_le_alpha,False,False,-0.0202344378685101,0.4289974033274576,0.7193612531886912,lead_lag_no_not_supported,lead_lag_no,False,4,0.020665603880865,0.0105951558425075,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S1,H_centroid_lat,P_spread_lat,H,P,False,5,,False,-0.018992534457730602,0.45787115995750893,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.7489955242829196,False,0.7773835830588454,False,graph_selected_and_window_BH_q_le_alpha,False,False,-0.0189925344577306,0.4578711599575089,0.7397801343244649,lead_lag_no_not_supported,lead_lag_no,False,4,0.020665603880865,0.0105951558425075,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
S1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,1,,False,0.033386015652369254,0.19226244334520895,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5890352161091948,False,0.5767873300356269,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0333860156523692,0.1922624433452089,0.5858279028576608,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.1862955545392925,0.1788422283027348,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
S1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,2,,False,0.045537663471771364,0.07505952083852038,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5717509186962617,False,0.5762177227485763,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0455376634717713,0.0750595208385203,0.5761612552511544,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.1862955545392925,0.1788422283027348,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
S1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,3,,False,0.021294441500875092,0.40536505330388833,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.7287461632429454,False,0.7773835830588454,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.021294441500875,0.4053650533038883,0.7060433492508782,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.1862955545392925,0.1788422283027348,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
S1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,4,,False,0.011991072102722069,0.6394174699640846,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.8478463690131507,False,0.7920981862518743,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.011991072102722,0.6394174699640846,0.8333741021183901,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.1862955545392925,0.1788422283027348,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
S1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,5,,False,0.004499380355327818,0.8604560144848665,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.9461051724433274,False,0.9151423077743566,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.0044993803553278,0.8604560144848665,0.9396682315677378,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.1862955545392925,0.1788422283027348,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
T1,H_strength,P_main_minus_south,H,P,False,1,,False,0.11719712953176031,0.11924212781520128,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5564853904386577,False,0.3064104895981675,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.1171971295317603,0.1192421278152012,0.6652276008216654,lead_lag_no_not_supported,lead_lag_no,False,4,0.258131976186944,0.1324881311238967,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,P_main_minus_south,H,P,False,2,,False,0.10687660504536411,0.15562626548005098,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5976615017186533,False,0.33348485460010924,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.106876605045364,0.155626265480051,0.6652276008216654,lead_lag_no_not_supported,lead_lag_no,False,4,0.258131976186944,0.1324881311238967,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,P_main_minus_south,H,P,False,3,,False,0.11763952666317928,0.11784465573574368,lagged_direct_edge_control,source(t-tau)->target(t),c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5564853904386577,False,0.3064104895981675,False,graph_selected_and_window_BH_q_le_alpha,False,False,0.1176395266631792,0.1178446557357437,0.6652276008216654,lead_lag_no_not_supported,lead_lag_no,False,4,0.258131976186944,0.1324881311238967,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
