window_id,object,baseline_config,branch,mean_early,mean_core,mean_late,growth_center,positive_growth_area
W045,P,C0_full_stage,dist,0.24497257258633426,0.5694816085051214,0.8155173456253083,41.65078278631247,1.0107474272454957
W045,P,C0_full_stage,pattern,0.13780027792944188,0.637554310746912,1.1258366369367532,42.808049903251664,1.6988582515786657
W045,P,C1_buffered_stage,dist,0.28853896835227094,0.608616730137442,0.8395412255860306,41.37050308382274,1.0274176369593193
W045,P,C1_buffered_stage,pattern,0.16653807856548086,0.655206366112453,1.1338470172345136,42.80493341998069,1.668942298609821
W045,P,C2_immediate_pre,dist,0.17044133150477356,0.544455170298368,0.8156234798109251,41.72961578937596,0.96233138144371
W045,P,C2_immediate_pre,pattern,0.03862522023695906,0.6147788200849059,1.1507593634707076,42.72184211324533,1.8860033719508882
W045,V,C0_full_stage,dist,0.3031586594651166,0.46557267204336966,0.7003267419457077,42.00644183471678,1.084887178328651
W045,V,C0_full_stage,pattern,-0.003308318033690157,0.336605230662219,1.0368053468476541,44.79354262607491,1.6987277198518036
W045,V,C1_buffered_stage,dist,0.3371356616290565,0.5004549357502865,0.7530682482837657,42.44213692372786,1.0889199345295701
W045,V,C1_buffered_stage,pattern,-0.0010209569035354387,0.3211632995144873,0.9851012484168103,44.80847202105286,1.61061117523275
W045,V,C2_immediate_pre,dist,0.16662876173514957,0.39736038248401107,0.7180777043892248,42.34427770606166,1.0411446003890303
W045,V,C2_immediate_pre,pattern,0.011428724456164783,0.33174279700881953,0.9864002098349101,44.78775619857601,1.595189954486204
W045,H,C0_full_stage,dist,0.4872579583638615,0.6762329781898765,0.7263282184687553,39.169299506700376,0.982042736495172
W045,H,C0_full_stage,pattern,0.2174305805694045,0.832777949594063,0.6926415032262808,38.517405940610296,2.4575504608368828
W045,H,C1_buffered_stage,dist,0.5293483175257151,0.7002708745500587,0.7466272700386423,39.17477155812235,0.9843607141839109
W045,H,C1_buffered_stage,pattern,0.28210893185804,0.8979799501193755,0.7583047193767685,38.52460788965207,2.4630816655207974
W045,H,C2_immediate_pre,dist,0.27932598059121727,0.5444778804398529,0.6128345557164352,39.72572756608829,0.9877206158661348
W045,H,C2_immediate_pre,pattern,0.19631309276846914,0.880392460921137,0.7290852138285641,38.54423104702808,2.7379656902681226
W045,Je,C0_full_stage,dist,0.4519288447591935,0.6085992460844191,0.7050541198289536,39.72801974413824,0.9122336708584213
W045,Je,C0_full_stage,pattern,0.7428026724977841,1.0424666570705157,0.787914792987155,34.91750942015485,2.3727755125416694
W045,Je,C1_buffered_stage,dist,0.4968701399040779,0.6422720892265527,0.7353863562361519,39.736960151467635,0.9371675928857257
W045,Je,C1_buffered_stage,pattern,0.7922520003128655,1.0482757427609724,0.8320457759893699,34.87922496342445,2.0561783483185474
W045,Je,C2_immediate_pre,dist,0.2714661421701684,0.495877155941502,0.6133583704851749,40.15744480333189,0.8997843742453855
W045,Je,C2_immediate_pre,pattern,0.6643918124101409,1.0738834353564501,0.7273708159016314,34.97544696709392,3.1506657330361634
W045,Jw,C0_full_stage,dist,0.2907476443559335,0.4332512410114651,0.6615905082421605,43.504004709178055,0.9479433355654865
W045,Jw,C0_full_stage,pattern,0.2531326502936968,0.6799650543470089,0.8871193300091696,39.12868929436343,1.215533834691166
W045,Jw,C1_buffered_stage,dist,0.3269719559028976,0.4641241966443721,0.6838583234242587,43.45418811225619,0.9377531050068858
W045,Jw,C1_buffered_stage,pattern,0.3097629151222073,0.706998802650185,0.8945212174898582,38.98778504800998,1.1281159406290384
W045,Jw,C2_immediate_pre,dist,0.14010250125120863,0.3558985036949816,0.6211388967333922,43.429063775537585,0.9534927529992383
W045,Jw,C2_immediate_pre,pattern,0.2437102802193257,0.6684252099921834,0.8791037798746251,39.365965623879106,1.1913148239774225
