window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,sample_status,surrogate_mode,T_pos_obs,T_pos_null90,T_pos_null95,T_pos_null99,p_pos_surrogate,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,p_neg_surrogate,T_0_obs,T_0_null90,T_0_null95,T_0_null99,p_0_surrogate,S_pos,S_neg,S_0,strength_excess,strength_ratio,q_pos_global,q_pos_within_window
S1,P_main_band_share,V_strength,P,V,1,0.5955024544743034,0.5955024544743034,-1,0.6649624430657477,0.6649624430657477,0.6489222612222845,0.6489222612222845,ok,pooled_window_variable_ar1,0.5955024544743034,0.16479337047108403,0.2007194692939257,0.26151786402304106,0.000999000999000999,0.6649624430657477,0.1677220606384007,0.19838025344685323,0.24961306769751884,0.000999000999000999,0.6489222612222845,0.15562279001492046,0.1879171219522611,0.23820592047118713,0.000999000999000999,0.3947829851803777,0.46658218961889447,0.4610051392700234,0.3947829851803777,2.966839522688619,0.008291110087517274,0.004884004884004884
S1,P_main_band_share,V_pos_centroid_lat,P,V,1,0.09485602218959296,0.09485602218959296,-2,0.2635205367998351,0.2635205367998351,0.16686743689974626,0.16686743689974626,ok,pooled_window_variable_ar1,0.09485602218959296,0.1561201156929522,0.18468128282008014,0.23585459527057787,0.34965034965034963,0.2635205367998351,0.15007239745509376,0.1795313032449492,0.22220973933934074,0.004995004995004995,0.16686743689974626,0.13949631574840507,0.1658407123153271,0.22070296561318223,0.04895104895104895,-0.08982526063048718,0.08398923355488591,0.0010267245844191586,-0.08982526063048718,0.5136201175405708,0.5191380660046969,0.48951048951048953
S1,P_main_band_share,V_NS_diff,P,V,1,0.6686522088768422,0.6686522088768422,-1,0.7614957925086301,0.7614957925086301,0.734299891425876,0.734299891425876,ok,pooled_window_variable_ar1,0.6686522088768422,0.1766424410845198,0.20639809535949358,0.25539844159364067,0.000999000999000999,0.7614957925086301,0.16522829831930788,0.19657869754768556,0.23523494913580908,0.000999000999000999,0.734299891425876,0.15653400738849746,0.18914038036945782,0.23679735954837458,0.000999000999000999,0.4622541135173486,0.5649170949609446,0.5451595110564182,0.4622541135173486,3.2396239302122347,0.008291110087517274,0.004884004884004884
S1,P_main_band_share,H_strength,P,H,1,0.35350001470118386,0.35350001470118386,-2,0.4069933653570758,0.4069933653570758,0.3788109401495907,0.3788109401495907,ok,pooled_window_variable_ar1,0.35350001470118386,0.17179392682271527,0.19909033415578262,0.250839655348563,0.001998001998001998,0.4069933653570758,0.16018612130125506,0.1989040315735937,0.24372695338976752,0.000999000999000999,0.3788109401495907,0.15448635265240157,0.18453560060103563,0.24109974465281217,0.001998001998001998,0.15440968054540125,0.2080893337834821,0.19427533954855508,0.15440968054540125,1.7755759776091389,0.01347557551937114,0.008667388949079091
S1,P_main_band_share,H_centroid_lat,P,H,1,0.3281164212900689,0.3281164212900689,-2,0.34549056332823325,0.34549056332823325,0.3346502911085304,0.3346502911085304,ok,pooled_window_variable_ar1,0.3281164212900689,0.16932151354911132,0.19553694745348796,0.24681699341603136,0.002997002997002997,0.34549056332823325,0.15927574621027887,0.1848317392037252,0.23962472123134698,0.000999000999000999,0.3346502911085304,0.15465624048524554,0.17727421162438387,0.22603086262733182,0.002997002997002997,0.13257947383658095,0.16065882412450805,0.15737607948414653,0.13257947383658095,1.678027736257453,0.018258664412510568,0.011988011988011988
S1,P_main_band_share,H_west_extent_lon,P,H,1,-0.235141008294503,0.235141008294503,-1,-0.18220893767014557,0.18220893767014557,-0.2181230136174529,0.2181230136174529,ok,pooled_window_variable_ar1,0.235141008294503,0.1615135598356794,0.19034125959073836,0.24006661164656082,0.013986013986013986,0.18220893767014557,0.16055314311922564,0.18699178320831478,0.240511683993853,0.059940059940059943,0.2181230136174529,0.14968388438135916,0.17950602319346046,0.2201120658315313,0.011988011988011988,0.04479974870376463,-0.004782845538169211,0.03861699042399244,0.04479974870376463,1.235365410526812,0.056514913657770796,0.040638606676342524
S1,P_main_band_share,H_zonal_width,P,H,2,-0.08039862228757384,0.08039862228757384,-2,-0.07685936523416495,0.07685936523416495,-0.07377821609650703,0.07377821609650703,ok,pooled_window_variable_ar1,0.08039862228757384,0.1075512991964135,0.12317559752038457,0.15589398874467522,0.22677322677322678,0.07685936523416495,0.1009232661394843,0.12252685054930265,0.1453480553540473,0.22777222777222778,0.07377821609650703,0.09070036671753005,0.111376749402931,0.1374361763870647,0.1798201798201798,-0.042776975232810724,-0.0456674853151377,-0.03759853330642397,-0.042776975232810724,0.6527155045809176,0.3991208791208791,0.35818540433925056
S1,P_main_band_share,Je_strength,P,Je,1,-0.06423469383129812,0.06423469383129812,-1,-0.055187100327492904,0.055187100327492904,-0.07075088860267208,0.07075088860267208,ok,pooled_window_variable_ar1,0.06423469383129812,0.1670697159040441,0.21400559884726938,0.2672027997293393,0.5974025974025974,0.055187100327492904,0.16653750009702747,0.19984194558539797,0.25363604719481914,0.6493506493506493,0.07075088860267208,0.1549875928020511,0.19008237170137754,0.24437980237624732,0.45854145854145856,-0.14977090501597126,-0.14465484525790506,-0.11933148309870546,-0.14977090501597126,0.3001542678196044,0.7196870925684485,0.6642599277978339
S1,P_main_band_share,Je_axis_lat,P,Je,1,0.34119269634638616,0.34119269634638616,-1,0.3029457905247435,0.3029457905247435,0.327805312533094,0.327805312533094,ok,pooled_window_variable_ar1,0.34119269634638616,0.13969430032054037,0.1609387121651086,0.1997513444984776,0.000999000999000999,0.3029457905247435,0.1322100446247196,0.15511457101195228,0.19311844164604153,0.000999000999000999,0.327805312533094,0.1252943111961043,0.14584917464610167,0.1835441199087372,0.000999000999000999,0.18025398418127755,0.14783121951279124,0.1819561378869923,0.18025398418127755,2.12001632022725,0.008291110087517274,0.004884004884004884
S1,P_main_band_share,Je_meridional_width,P,Je,5,0.027540900933741497,0.027540900933741497,-1,-0.028770339624332123,0.028770339624332123,-0.02315980494759744,0.02315980494759744,ok,pooled_window_variable_ar1,0.027540900933741497,0.053179577113209836,0.06150360484384215,0.0788882647002319,0.4835164835164835,0.028770339624332123,0.04860684992052619,0.0571977392032147,0.07181844825376567,0.3996003996003996,0.02315980494759744,0.04105002891394708,0.04999598212466656,0.0693961108308418,0.35064935064935066,-0.03396270391010066,-0.028427399578882576,-0.026836177177069123,-0.03396270391010066,0.44779327981941763,0.6316247371855289,0.5956923076923077
