comparison,target_window,reference_window,sector,lat,V850_target,V850_reference,V850_delta
T3_full_minus_S3,T3_full,S3,full_easm_lon,30.0,2.923341812793843,3.416259316952031,-0.4929175041581879
T3_full_minus_S3,T3_full,S3,full_easm_lon,30.25,2.8704712125049268,3.3001977090599683,-0.4297264965550416
T3_full_minus_S3,T3_full,S3,full_easm_lon,30.5,2.824041546067932,3.187805233067025,-0.3637636869990928
T3_full_minus_S3,T3_full,S3,full_easm_lon,30.75,2.784608242375308,3.0854892963164513,-0.3008810539411435
T3_full_minus_S3,T3_full,S3,full_easm_lon,31.0,2.7664441403147397,3.0090440612384795,-0.24259992092373972
T3_full_minus_S3,T3_full,S3,full_easm_lon,31.25,2.738607525206607,2.9175311494952854,-0.17892362428867825
T3_full_minus_S3,T3_full,S3,full_easm_lon,31.5,2.6726208013636366,2.784616565788338,-0.1119957644247016
T3_full_minus_S3,T3_full,S3,full_easm_lon,31.75,2.5930760679961518,2.636783336220088,-0.043707268223936335
T3_full_minus_S3,T3_full,S3,full_easm_lon,32.0,2.5173664088567635,2.4975917168640684,0.019774691992695104
T3_full_minus_S3,T3_full,S3,full_easm_lon,32.25,2.4526471781749266,2.377276637620379,0.07537054055454773
T3_full_minus_S3,T3_full,S3,full_easm_lon,32.5,2.4134135245803208,2.2913459873332678,0.12206753724705299
T3_full_minus_S3,T3_full,S3,full_easm_lon,32.75,2.3856823597870074,2.223311351321356,0.16237100846565156
T3_full_minus_S3,T3_full,S3,full_easm_lon,33.0,2.3618851125258327,2.1616689735951655,0.20021613893066714
T3_full_minus_S3,T3_full,S3,full_easm_lon,33.25,2.3437530335669132,2.1080073396607846,0.23574569390612865
T3_full_minus_S3,T3_full,S3,full_easm_lon,33.5,2.313715405558987,2.041256610816773,0.2724587947422141
T3_full_minus_S3,T3_full,S3,full_easm_lon,33.75,2.274424559569126,1.9693312841529627,0.30509327541616327
T3_full_minus_S3,T3_full,S3,full_easm_lon,34.0,2.2596437059907006,1.9156411793467467,0.3440025266439539
T3_full_minus_S3,T3_full,S3,full_easm_lon,34.25,2.2661847552199683,1.8821145821789598,0.38407017304100854
T3_full_minus_S3,T3_full,S3,full_easm_lon,34.5,2.258755854793394,1.8492878648717643,0.4094679899216298
T3_full_minus_S3,T3_full,S3,full_easm_lon,34.75,2.247961591535784,1.812806783043214,0.43515480849257004
T3_full_minus_S3,T3_full,S3,full_easm_lon,35.0,2.2653262930994518,1.8041242558893045,0.4612020372101473
T3_full_minus_S3,T3_full,S3,full_easm_lon,35.25,2.2868009573926193,1.801927662003975,0.4848732953886443
T3_full_minus_S3,T3_full,S3,full_easm_lon,35.5,2.258079550815425,1.7527211870555144,0.5053583637599108
T3_full_minus_S3,T3_full,S3,full_easm_lon,35.75,2.2062807441168926,1.6909601304988098,0.5153206136180828
T3_full_minus_S3,T3_full,S3,full_easm_lon,36.0,2.161173171286265,1.64220099641251,0.518972174873755
T3_full_minus_S3,T3_full,S3,full_easm_lon,36.25,2.091194889132425,1.5662690132807637,0.5249258758516611
T3_full_minus_S3,T3_full,S3,full_easm_lon,36.5,1.9958395766655688,1.4626286108177637,0.533210965847805
T3_full_minus_S3,T3_full,S3,full_easm_lon,36.75,1.907340124603225,1.3715288126286225,0.5358113119746026
T3_full_minus_S3,T3_full,S3,full_easm_lon,37.0,1.8593098289448586,1.3191459074372542,0.5401639215076044
T3_full_minus_S3,T3_full,S3,full_easm_lon,37.25,1.8395665590495607,1.293970220150751,0.5455963388988097
T3_full_minus_S3,T3_full,S3,full_easm_lon,37.5,1.8324345191419025,1.283746058563376,0.5486884605785265
T3_full_minus_S3,T3_full,S3,full_easm_lon,37.75,1.8160650954810866,1.2599998087105275,0.5560652867705591
T3_full_minus_S3,T3_full,S3,full_easm_lon,38.0,1.747170584801738,1.1882727314990655,0.5588978533026725
T3_full_minus_S3,T3_full,S3,full_easm_lon,38.25,1.6663110588937367,1.111356876922491,0.5549541819712456
T3_full_minus_S3,T3_full,S3,full_easm_lon,38.5,1.6328518828161094,1.083988926828817,0.5488629559872924
T3_full_minus_S3,T3_full,S3,full_easm_lon,38.75,1.6171342971206362,1.0769472739627384,0.5401870231578978
T3_full_minus_S3,T3_full,S3,full_easm_lon,39.0,1.5797480686923533,1.05536423785059,0.5243838308417632
T3_full_minus_S3,T3_full,S3,full_easm_lon,39.25,1.536230624320788,1.031814849253278,0.50441577506751
T3_full_minus_S3,T3_full,S3,full_easm_lon,39.5,1.512050966731312,1.0245491958378548,0.48750177089345725
T3_full_minus_S3,T3_full,S3,full_easm_lon,39.75,1.5373399579577334,1.059753511448301,0.4775864465094324
T3_full_minus_S3,T3_full,S3,full_easm_lon,40.0,1.5729220182861468,1.0910415149995263,0.48188050328662047
