window,sector,p_clim_band_id,p_clim_peak_lat,p_clim_peak_value,p_clim_band_share,v_positive_peak_lat,v_positive_centroid_lat,v_positive_north_edge,v_positive_south_edge,distance_p_to_v_peak,distance_p_to_v_centroid,distance_p_to_v_north_edge,distance_p_to_v_south_edge,v_south_10,v_south_5,v_same_lat,v_north_5,v_north_10
T3_full,full_easm_lon,4,29.75,6.030814842579202,0.9887909568145341,25.75,28.098202177206975,55.0,10.0,4.0,1.651797822793025,-25.25,19.75,2.558481178226065,3.2510761606337826,2.9881986607948745,2.247961591535784,1.5373399579577334
T3_full,full_easm_lon,5,33.25,6.4558359538336845,0.78339056371767,25.75,28.098202177206975,55.0,10.0,7.5,5.151797822793025,-21.75,23.25,2.9915353333278674,3.1768687567000877,2.3437530335669132,1.6663110588937367,1.18204663302809
T3_full,full_easm_lon,6,37.0,5.053498041684161,0.9979740486860844,25.75,28.098202177206975,55.0,10.0,11.25,8.901797822793025,-18.0,27.0,3.2826392529965878,2.5173664088567635,1.8593098289448586,1.5850874293356965,0.7072866302964257
T3_full,full_easm_lon,7,44.75,3.1123376190453733,1.0,25.75,28.098202177206975,55.0,10.0,19.0,16.651797822793025,-10.25,34.75,2.247961591535784,1.5373399579577334,1.004495340829764,0.4920506302416281,0.04807649698263176
T3_full,full_easm_lon,8,51.25,4.49575971316861,1.0,25.75,28.098202177206975,55.0,10.0,25.5,23.151797822793025,-3.75,41.25,1.431760866756144,0.6834886633112932,0.34084462116303127,-0.17598392214804917,
T3_full,full_easm_lon,9,55.5,4.7178722820204095,1.0,25.75,28.098202177206975,55.0,10.0,29.75,27.401797822793025,0.5,45.5,0.823311417657475,0.40603927770989673,-0.08056213155434795,,
T3_full,mid_sector,1,12.5,11.19867355307862,0.45648002291762785,28.5,26.6177292149829,53.25,10.0,-16.0,-14.117729214982901,-40.75,2.5,,,2.354096053522402,2.743320174398567,3.115413024983318
T3_full,mid_sector,2,17.25,11.171010147482905,0.45648002291762785,28.5,26.6177292149829,53.25,10.0,-11.25,-9.367729214982901,-36.0,7.25,,2.3603501244444147,2.6920719157780373,3.107895710649643,4.174974357998244
T3_full,mid_sector,3,21.75,8.177634577176386,0.4673526667565262,28.5,26.6177292149829,53.25,10.0,-6.75,-4.8677292149829015,-31.5,11.75,2.366738801439534,2.644705897176765,3.1014277881753687,4.133074230451998,3.7949585209998973
T3_full,mid_sector,4,33.75,7.713792459216049,0.2941392036477137,28.5,26.6177292149829,53.25,10.0,5.25,7.1322707850170985,-19.5,23.75,3.3962265870319035,4.268470048832695,3.0035280402749276,1.4936388984157496,0.9642211376419108
T3_full,mid_sector,5,39.5,5.474686955244676,1.0,28.5,26.6177292149829,53.25,10.0,11.0,12.882270785017099,-13.75,29.5,4.206505997707291,2.7789626849093993,1.5091152201712503,0.7435225962450144,0.11509546118107605
T3_full,mid_sector,6,47.25,3.520209429922507,1.0,28.5,26.6177292149829,53.25,10.0,18.75,20.6322707850171,-6.0,37.25,1.992097386861434,1.6868095409766728,0.2703721998942715,0.14783533139624092,-0.36277622133573745
T3_full,mid_sector,7,51.0,4.051913592428827,1.0,28.5,26.6177292149829,53.25,10.0,22.5,24.3822707850171,-2.25,41.0,1.5325517229730823,0.48949228161418346,0.1675999329618845,-0.38261956224427385,
T3_full,mid_sector,8,56.0,5.600330686284503,1.0,28.5,26.6177292149829,53.25,10.0,27.5,29.3822707850171,2.75,46.0,0.48949228161418346,0.1675999329618845,-0.38261956224427385,,
T3_full,south_scs_ref,1,10.5,8.989140085222306,0.4692119852792031,25.75,27.875055878349087,55.25,10.0,-15.25,-17.375055878349087,-44.75,0.5,,,1.5053886750454577,2.089165781306555,2.882407281327516
T3_full,south_scs_ref,2,14.25,10.087131329331156,0.45759008708207166,25.75,27.875055878349087,55.25,10.0,-11.5,-13.625055878349087,-41.0,4.25,,,1.80712560177204,2.712753055655934,3.9337654364077945
T3_full,south_scs_ref,3,21.5,8.442249858935174,0.7664105466543361,25.75,27.875055878349087,55.25,10.0,-4.25,-6.375055878349087,-33.75,11.5,1.543591721559689,2.2291250977439674,3.2246144518128843,4.142709203554822,3.331878701385416
T3_full,south_scs_ref,4,33.5,6.7517547251449574,0.7847310612334791,25.75,27.875055878349087,55.25,10.0,7.75,5.624944121650913,-21.75,23.5,3.720487650738938,4.049515759993317,2.8334511958941695,1.8526617250287394,1.1965191149970957
T3_full,south_scs_ref,5,39.75,5.423513053026493,0.9978440109818862,25.75,27.875055878349087,55.25,10.0,14.0,11.874944121650913,-15.5,29.75,3.806742823115452,2.626009358422941,1.7179207590093197,0.9541514455823216,0.3642778157234409
T3_full,south_scs_ref,6,50.25,4.114581471076388,1.0,25.75,27.875055878349087,55.25,10.0,24.5,22.374944121650913,-5.0,40.25,1.728160403153644,0.8195315050072642,0.31874286100541005,0.04928915220097833,
T3_full,south_scs_ref,7,55.75,5.237410400646999,1.0,25.75,27.875055878349087,55.25,10.0,30.0,27.874944121650913,0.5,45.75,0.7008097951971667,0.238140668016018,-0.12156474522170947,,
T3_full,west_sector,1,10.0,8.313383812202845,0.7434119236238476,22.25,25.05018005221695,45.0,10.0,-12.25,-15.050180052216952,-35.0,0.0,,,0.8479195786093751,1.4647289318744046,2.702846914215277
T3_full,west_sector,2,14.25,6.866419037893812,0.7759649543563846,22.25,25.05018005221695,45.0,10.0,-8.0,-10.800180052216952,-30.75,4.25,,,1.2786273878659258,2.6196495997140645,3.3874385701514327
T3_full,west_sector,3,18.5,9.787792616051053,0.7351027960573441,22.25,25.05018005221695,45.0,10.0,-3.75,-6.550180052216952,-26.5,8.5,,0.9416525221953799,2.4300365037528393,3.29362217058597,2.2187505289528393
T3_full,west_sector,4,21.75,12.054567648429504,0.6201375328187254,22.25,25.05018005221695,45.0,10.0,-0.5,-3.3001800522169518,-23.25,11.75,0.9048544488908896,1.7086918790071406,3.3761967893890352,2.978747568394383,0.9119270216379707
T3_full,west_sector,5,25.0,8.475788260141222,0.7434119236238476,22.25,25.05018005221695,45.0,10.0,2.75,-0.050180052216951765,-20.0,15.0,1.4647289318744046,2.702846914215277,3.378666186161167,1.6218042304534066,0.9827929312158233
T3_full,west_sector,6,29.75,8.2636083475539,0.7434119236238476,22.25,25.05018005221695,45.0,10.0,7.5,4.699819947783048,-15.25,19.75,2.6620892632847397,3.3660125285912463,1.7492598433044797,0.8888113399029256,1.139133220325927
T3_full,west_sector,7,35.25,4.147222482967908,0.7996595386112068,22.25,25.05018005221695,45.0,10.0,13.0,10.199819947783048,-9.75,25.25,3.3707237194602047,1.5029314726118124,1.0759075982446733,1.1127769907121046,-0.026385769942467323
T3_full,west_sector,8,51.25,4.3463235238402325,0.16110178330027694,22.25,25.05018005221695,45.0,10.0,29.0,26.19981994778305,6.25,41.25,0.7453780756394018,-0.31214976438981784,-0.861676904271393,-1.1327166426593793,
T3_full,west_sector,9,55.25,3.3147320445132884,0.16841206100886202,22.25,25.05018005221695,45.0,10.0,33.0,30.19981994778305,10.25,45.25,-0.026385769942467323,-0.5195069384535624,-1.1840822081743343,,
T3_late,east_sector,1,13.0,12.518747067048524,0.39810615091490636,35.25,33.72843937015803,60.0,10.0,-22.25,-20.72843937015803,-47.0,3.0,,,1.2952562901715585,1.6386568322634074,1.9545132156587057
T3_late,east_sector,2,29.0,4.397387823806958,1.0,35.25,33.72843937015803,60.0,10.0,-6.25,-4.7284393701580285,-31.0,19.0,1.6666906345714403,2.018160813025589,2.7849104002640326,3.3639035608362855,2.1986492303890888
T3_late,east_sector,3,33.25,5.446486481958506,0.9980198505533621,35.25,33.72843937015803,60.0,10.0,-2.0,-0.4784393701580285,-26.75,23.25,1.9696378986123073,2.6638622516568757,3.328986354194182,2.448071741229848,2.1841441810187088
T3_late,east_sector,4,39.75,6.288640911802953,0.99128308111973,35.25,33.72843937015803,60.0,10.0,4.5,6.0215606298419715,-20.25,29.75,2.883242168921395,3.367171168259314,2.032444571508314,1.9966429052974948,1.5619462239152988
T3_late,east_sector,5,42.75,5.550307783753963,0.9959281857331299,35.25,33.72843937015803,60.0,10.0,7.5,9.021560629841971,-17.25,32.75,3.2389460174426157,2.5909530939749095,2.0622043525715714,1.722070336361158,1.4464454719666104
T3_late,east_sector,6,48.5,5.590319718491372,0.9959281857331299,35.25,33.72843937015803,60.0,10.0,13.25,14.771560629841971,-11.5,38.5,2.3693876262163482,2.1837487049903506,1.6917427151829374,1.4392228836593477,0.5189351872080085
T3_late,east_sector,7,51.5,5.169872165648213,0.9980198505533621,35.25,33.72843937015803,60.0,10.0,16.25,17.77156062984197,-8.5,41.5,2.0320162184698436,1.8158985784700303,1.4926345434917703,0.7420020563688946,
T3_late,east_sector,8,55.5,5.551992200382893,0.9959281857331299,35.25,33.72843937015803,60.0,10.0,20.25,21.77156062984197,-4.5,45.5,1.9240629901395914,1.5671933286505546,1.1021544090468234,,
T3_late,full_easm_lon,1,12.0,10.143973423221592,0.49451541484199335,25.75,28.583277945677455,55.25,10.0,-13.75,-16.583277945677455,-43.25,2.0,,,1.4123912142950779,1.831875900532878,2.5030399097809104
T3_late,full_easm_lon,2,16.5,9.976758571655818,0.4987290564740544,25.75,28.583277945677455,55.25,10.0,-9.25,-12.083277945677455,-38.75,6.5,,1.3659330138899557,1.817966572372896,2.461928259540376,2.809300533949135
T3_late,full_easm_lon,3,21.5,9.152264324243344,0.7356478325415948,25.75,28.583277945677455,55.25,10.0,-4.25,-7.083277945677455,-33.75,11.5,1.3659330138899557,1.817966572372896,2.461928259540376,2.809300533949135,2.5394145329276263
T3_late,full_easm_lon,4,29.5,5.796851246971329,0.9933620640452047,25.75,28.583277945677455,55.25,10.0,3.75,0.9167220543225447,-25.75,19.5,2.2253725852191364,2.693416828940997,2.7533210647147297,2.2907324849610307,1.5572771126000762
T3_late,full_easm_lon,5,33.25,5.804545431306926,0.9933620640452047,25.75,28.583277945677455,55.25,10.0,7.5,4.666722054322545,-22.0,23.25,2.5218137113510575,2.8091878522713167,2.3145888969794464,1.735982229381228,1.210141985146426
T3_late,full_easm_lon,6,37.0,5.032039442158071,1.0,25.75,28.583277945677455,55.25,10.0,11.25,8.416722054322545,-18.25,27.0,2.840978150453147,2.424627808861917,1.936071963062531,1.5935429237985104,0.7581183800507074
T3_late,full_easm_lon,7,51.25,4.5194186688185916,1.0,25.75,28.583277945677455,55.25,10.0,25.5,22.666722054322545,-4.0,41.25,1.4246157620136295,0.7352608077724176,0.33993539966899683,-0.12061933186885168,
T3_late,full_easm_lon,8,55.75,4.729829210113533,1.0,25.75,28.583277945677455,55.25,10.0,30.0,27.166722054322545,0.5,45.75,0.8102515458466261,0.3432399111647676,-0.09210061519963107,,
T3_late,mid_sector,1,12.5,11.421201585168404,0.46456647260074574,28.5,26.99581650399041,54.5,10.0,-16.0,-14.495816503990412,-42.0,2.5,,,2.249766358384585,2.3424720683110354,2.5469828808637858
T3_late,mid_sector,2,17.0,11.204749110921224,0.46456647260074574,28.5,26.99581650399041,54.5,10.0,-11.5,-9.995816503990412,-37.5,7.0,,2.300217893392421,2.28390560931587,2.5343110581190524,3.5103209185471385
T3_late,mid_sector,3,21.75,8.200996234959732,0.47210790492461063,28.5,26.99581650399041,54.5,10.0,-6.75,-5.245816503990412,-32.75,11.75,2.3216201330207773,2.2800889020484245,2.5300998394070087,3.488082775285134,3.4231190495480064
T3_late,mid_sector,4,29.5,5.403460422255277,1.0,28.5,26.99581650399041,54.5,10.0,1.0,2.5041834960095883,-25.0,19.5,2.53747198199635,3.1166951773440372,3.638616926240571,2.6180497727014886,1.4610614057969125
T3_late,mid_sector,5,34.0,6.5837947396486385,0.8440328294686401,28.5,26.99581650399041,54.5,10.0,5.5,7.004183496009588,-20.5,24.0,2.906393869839488,3.663492446406915,2.7391459754980754,1.4380245457370813,0.8946140440903336
T3_late,mid_sector,6,39.5,5.611581410374269,1.0,28.5,26.99581650399041,54.5,10.0,11.0,12.504183496009588,-15.0,29.5,3.638616926240571,2.6180497727014886,1.4610614057969125,0.7424393134798292,0.18719181310622138
T3_late,mid_sector,7,47.25,3.5881941398463617,1.0,28.5,26.99581650399041,54.5,10.0,18.75,20.25418349600959,-7.25,37.25,1.9318050924315473,1.6540682204653725,0.34693594661152727,0.22513259822954135,-0.23348334687695052
T3_late,mid_sector,8,51.25,4.009695135259431,1.0,28.5,26.99581650399041,54.5,10.0,22.75,24.25418349600959,-3.25,41.25,1.4967686086650411,0.4729261271698504,0.28041036252246676,-0.2660784370470211,
T3_late,mid_sector,9,56.0,5.576198068413126,1.0,28.5,26.99581650399041,54.5,10.0,27.5,29.00418349600959,1.5,46.0,0.5327829532621279,0.23716185290562228,-0.3165758421693411,,
T3_late,south_scs_ref,1,14.75,10.213149350268786,0.4654416141090822,28.5,28.33553535550566,55.5,10.0,-13.75,-13.585535355505659,-40.75,4.75,,,1.7466711694503196,2.3820324827240076,3.4528249268134585
T3_late,south_scs_ref,2,21.5,8.705597515367785,0.47708708578048237,28.5,28.33553535550566,55.5,10.0,-7.0,-6.835535355505659,-34.0,11.5,1.4919040617334498,1.9994816909424382,2.7707613671010614,3.578998210569253,3.1583708710547596
T3_late,south_scs_ref,3,29.5,5.3435662304354,1.0,28.5,28.33553535550566,55.5,10.0,1.0,1.1644646444943412,-26.0,19.5,2.3636240437117384,3.3880790930334763,3.5303172333219135,2.6542487348549475,1.7041675861734853
T3_late,south_scs_ref,4,33.25,5.969309580188467,0.9929804171087369,28.5,28.33553535550566,55.5,10.0,4.75,4.914464644494341,-22.25,23.25,3.105412313882146,3.6142765939171917,2.8089103617584827,1.9262559499213616,1.313831418988764
T3_late,south_scs_ref,5,38.75,5.67675432896378,0.9954578478069305,28.5,28.33553535550566,55.5,10.0,10.25,10.414464644494341,-16.75,28.75,3.6191181579327214,2.715516569460975,1.8498265099609386,1.1844411013371818,0.4950182993476534
T3_late,south_scs_ref,6,50.5,4.078593412594434,1.0,28.5,28.33553535550566,55.5,10.0,22.0,22.16446464449434,-5.0,40.5,1.6492785074147762,0.8316135312287246,0.2690957831640412,0.0037876681576508135,
T3_late,south_scs_ref,7,55.75,5.229311057303037,1.0,28.5,28.33553535550566,55.5,10.0,27.25,27.41446464449434,0.25,45.75,0.7680527307954125,0.22440360459319858,-0.09176036872589574,,
T3_late,west_sector,1,10.0,8.233193158531042,0.7513440519909454,22.25,25.795696379418594,47.25,10.0,-12.25,-15.795696379418594,-37.25,0.0,,,0.6743289405837555,1.3204279605985998,2.5547629136215906
T3_late,west_sector,2,14.25,7.027186038443293,0.7798576389750252,22.25,25.795696379418594,47.25,10.0,-8.0,-11.545696379418594,-33.0,4.25,,,1.135174970057943,2.4658776767383115,3.0191243874426963
T3_late,west_sector,3,18.5,9.811415334538628,0.7265331591844155,22.25,25.795696379418594,47.25,10.0,-3.75,-7.295696379418594,-28.75,8.5,,0.7945107993975009,2.266310683524875,2.948182279470798,2.1917457797099744
T3_late,west_sector,4,21.75,12.349686750393246,0.5956179781664741,22.25,25.795696379418594,47.25,10.0,-0.5,-4.045696379418594,-25.5,11.75,0.7215577963136279,1.5653388650197781,3.1253714297034563,2.748891030501155,1.0636777057467712
T3_late,west_sector,5,29.75,7.58694373242529,0.7625317336494019,22.25,25.795696379418594,47.25,10.0,7.5,3.954303620581406,-17.5,19.75,2.5135979058412894,2.9989663534163395,1.813992556021629,1.0024711907841048,1.1971900009406211
T3_late,west_sector,6,35.25,4.311727487380992,0.7980847549218504,22.25,25.795696379418594,47.25,10.0,13.0,9.454303620581406,-12.0,25.25,3.0096912387435566,1.5953479339737813,1.1954752651881095,1.1941111877426156,0.1762002128012116
T3_late,west_sector,7,40.0,2.0950462779465355,0.8161501764399143,22.25,25.795696379418594,47.25,10.0,17.75,14.204303620581406,-7.25,30.0,1.7028557322133053,1.099725007182636,1.2800321788771751,0.27409414890478345,-0.368531423421593
T3_late,west_sector,8,51.25,4.338179369844998,0.16674092929186676,22.25,25.795696379418594,47.25,10.0,29.0,25.454303620581406,4.0,41.25,0.751016791252077,-0.13215066899691572,-0.7633521860453597,-0.955470260014864,
T3_late,west_sector,9,55.25,3.4509697969628386,0.16848842836750377,22.25,25.795696379418594,47.25,10.0,33.0,29.454303620581406,8.0,45.25,0.1762002128012116,-0.44167617647779184,-1.012750649849872,,
