window,start_day,end_day,profile_mean_mean,profile_spatial_variance_mean,profile_spatial_std_mean,profile_amplitude_mean,profile_weighted_l2_norm_mean,axis_lat_mean,centroid_lat_mean,spread_mean,NS_contrast_mean,region2d_mean_mean,region2d_spatial_variance_mean,region2d_spatial_std_mean,region2d_amplitude_mean
early_pre_day20_29,20,29,36.41966224110763,37.249894348566784,6.0951394070223195,19.193026315170577,36.92644081928722,33.0,34.21787404351518,5.807188630839195,-2.9308452009276484,37.28234250125014,35.44290476689578,5.948520258757346,21.735534162409152
early_core_day26_33,26,33,34.15033743634275,30.15415635625974,5.481600310410194,16.612632179778018,34.58786342536719,33.5,34.35513563071506,5.828370721460679,-1.4255897704241765,34.94470117816137,29.863097055165866,5.456567184981603,20.819548332910802
low_variance_day30_34,30,34,33.12339282808376,27.738270019364307,5.264991226064025,15.454240653026147,33.5396431713026,34.2,34.52252456882618,5.835135050111715,0.35881157422883164,33.90711140820592,27.475730693386414,5.240745649277304,21.013874668939337
early_post_day35_39,35,39,32.44346800202904,39.403456548756466,6.268092710781966,19.162112992167412,33.0453671259351,35.8,34.94540975357,5.7727923000970875,4.724275376354698,33.34559934251162,37.0141527521461,6.0768438439453965,25.4698606346681
W45_day40_48,40,48,31.316123574786054,57.46355331122815,7.576290069872635,23.088301979630486,32.221532743499225,35.666666666666664,34.97554705634049,5.623045183163619,5.084617480511156,32.369047372148096,55.20210694737407,7.422039394122093,29.392590973124584
late_main_day40_52,40,52,30.82840105174728,57.99892172236928,7.612609646591754,23.207125522693822,31.75666849507237,35.46153846153846,34.933407789687905,5.601590746633225,4.574463813665043,31.888695550660866,55.5589460839227,7.448224821338153,30.109342136059276
