day,lat,Je_raw_profile_value
14,27.0,42.16033659885032
14,29.0,46.34047028151669
14,31.0,48.815062553976745
14,33.0,48.96229547844678
14,35.0,46.71393639150291
14,37.0,42.83020353443907
14,39.0,38.26293423859249
14,41.0,33.52312024485272
14,43.0,29.080604378174165
14,45.0,24.97131736815448
15,25.0,35.86585631550201
15,27.0,41.48060973113048
15,29.0,45.55646859261347
15,31.0,47.98561921840224
15,33.0,48.320758411055024
15,35.0,46.435883747284656
15,37.0,42.88698413640993
15,39.0,38.43136445757761
15,41.0,33.63066330358071
15,43.0,29.057916359299735
15,45.0,24.87646281147185
16,25.0,35.16849835092996
16,27.0,40.63124465995945
16,29.0,44.66886123308642
16,31.0,47.17517390957341
16,33.0,47.7290369606928
16,35.0,46.14775371910809
16,37.0,42.88544376766258
16,39.0,38.56370064755249
16,41.0,33.79546964797982
16,43.0,29.167026436871755
16,45.0,24.88857455288082
17,25.0,34.42395694539716
17,27.0,39.74845136216164
17,29.0,43.81650914283428
17,31.0,46.44924735901562
17,33.0,47.135134654370155
17,35.0,45.80748873506927
17,37.0,42.83030183865773
17,39.0,38.66442082078009
17,41.0,33.926593342207525
17,43.0,29.233470734918086
17,45.0,24.86600678985642
18,25.0,33.659370481174186
18,27.0,38.93377228238503
18,29.0,43.06694490034998
18,31.0,45.80780747668766
18,33.0,46.63622927383483
18,35.0,45.45030356469869
18,37.0,42.65905198646288
18,39.0,38.60249240600191
18,41.0,33.957892224510815
18,43.0,29.295632671075964
18,45.0,24.827374322925586
19,25.0,32.73677388180268
19,27.0,37.97132306618152
19,29.0,42.2214313194899
19,31.0,45.095566535927716
19,33.0,46.108397857836614
19,35.0,45.131358706529504
19,37.0,42.59216851792251
19,39.0,38.7342262605382
19,41.0,34.17781163638003
19,43.0,29.51634936702033
19,45.0,24.973589892449255
20,25.0,31.5866847064381
20,27.0,36.77198876341358
20,29.0,41.160008698671454
20,31.0,44.27981366520087
20,33.0,45.607682410391426
20,35.0,44.96562489839581
20,37.0,42.76371805525737
20,39.0,39.103241963109326
20,41.0,34.61169831363259
20,43.0,29.92944550663065
20,45.0,25.248662874735984
21,25.0,30.5405144689701
21,27.0,35.80590505348913
21,29.0,40.42672023740269
21,31.0,43.72464644006464
21,33.0,45.209660143068966
21,35.0,44.76850661417541
21,37.0,42.72733666850083
21,39.0,39.17603378971058
21,41.0,34.7745964056198
21,43.0,30.140194944452496
21,45.0,25.370451331546494
22,25.0,29.91712486453054
22,27.0,35.23074838062388
22,29.0,39.94987070225495
22,31.0,43.44581499738866
22,33.0,45.03405543451678
22,35.0,44.63488790256995
22,37.0,42.515491472798736
22,39.0,38.98360485248773
22,41.0,34.699252668412484
22,43.0,30.088662043728352
22,45.0,25.29146565274227
23,25.0,29.589303903425716
23,27.0,34.97349321044406
23,29.0,39.78400652580166
23,31.0,43.35492210572301
23,33.0,44.90520380051611
23,35.0,44.41720719907948
23,37.0,42.166974404425645
23,39.0,38.640543778623474
23,41.0,34.413011218372716
23,43.0,29.825766293295853
23,45.0,24.977924139231597
24,25.0,29.3377431836313
24,27.0,34.72306732159735
24,29.0,39.61590482376317
24,31.0,43.28069521446197
24,33.0,44.77653119395127
24,35.0,44.09622339269231
24,37.0,41.72856895584389
24,39.0,38.1980994505836
24,41.0,33.999589367405754
24,43.0,29.483913374682118
24,45.0,24.70747048652375
25,25.0,29.16694744164579
25,27.0,34.57243332165486
25,29.0,39.43542479561096
25,31.0,42.96579429957071
25,33.0,44.30043532352049
25,35.0,43.50088731952284
25,37.0,41.15537592651213
25,39.0,37.74024996675805
25,41.0,33.55256660175843
25,43.0,29.07313426274528
25,45.0,24.401438553326106
26,25.0,28.9071256607552
26,27.0,34.185201492041095
26,29.0,38.86773908239904
26,31.0,42.25440244532588
26,33.0,43.573426620602
26,35.0,42.76592739943661
26,37.0,40.38283761505966
26,39.0,37.01509310634116
26,41.0,33.02941453104206
26,43.0,28.7934134814413
26,45.0,24.348497274816364
27,25.0,28.48071343280022
27,27.0,33.52851203772512
27,29.0,38.021140329830686
27,31.0,41.34692709951416
27,33.0,42.66233833381797
27,35.0,41.922603216337535
27,37.0,39.61053328478097
27,39.0,36.352751506230184
27,41.0,32.49136085783486
27,43.0,28.399630132479917
27,45.0,24.238468926517978
28,25.0,27.895281799215304
28,27.0,32.73775094133017
28,29.0,37.04293081034923
28,31.0,40.340423465663136
28,33.0,41.695937734087735
28,35.0,41.10274418908801
28,37.0,38.970444571929335
28,39.0,35.883212539960795
28,41.0,32.112933914862055
28,43.0,28.113895548497958
28,45.0,24.15068089363214
29,25.0,27.313259149297032
29,27.0,32.073277035743644
29,29.0,36.30199019701473
29,31.0,39.55972054842713
29,33.0,40.956327615885385
29,35.0,40.420042386043676
29,37.0,38.414641993158426
29,39.0,35.472391638750544
29,41.0,31.8171781062535
29,43.0,27.87358037065926
29,45.0,24.056275325579694
30,25.0,26.638216095131895
30,27.0,31.282726969743813
30,29.0,35.479931032749
30,31.0,38.7303694127387
30,33.0,40.22488220457989
30,35.0,39.90233991205795
30,37.0,38.068491534516866
30,39.0,35.28184518626169
30,41.0,31.800087183205147
30,43.0,27.958820575501537
30,45.0,24.22439351450425
31,25.0,25.74143354954356
31,27.0,30.339169753347807
31,29.0,34.54978050984186
31,31.0,37.82469758784304
31,33.0,39.51245680820512
31,35.0,39.42349812920455
31,37.0,37.89242877895163
31,39.0,35.43160309821388
31,41.0,32.155999391239256
31,43.0,28.391920079849296
31,45.0,24.635945908515268
32,25.0,24.70697433925167
32,27.0,29.304961437996514
32,29.0,33.58852730779978
32,31.0,37.05024127525044
32,33.0,39.04202605671968
32,35.0,39.249241637244275
32,37.0,38.030693994856115
32,39.0,35.717282256990764
32,41.0,32.44386767293759
32,43.0,28.638634040519143
32,45.0,24.84616534139256
33,25.0,23.805812011100695
33,27.0,28.50598234882562
33,29.0,32.888465083276174
33,31.0,36.48718797908324
33,33.0,38.70803427870838
33,35.0,39.19349467771982
33,37.0,38.20901369989076
33,39.0,36.07981209513701
33,41.0,32.86133728243374
33,43.0,28.974257808368712
33,45.0,25.009526657667884
34,25.0,22.946083009587802
34,27.0,27.72948417119109
34,29.0,32.22939093312889
34,31.0,36.0112714489891
34,33.0,38.583425853339726
34,35.0,39.410336720341306
34,37.0,38.59692027558898
34,39.0,36.559143120642595
34,41.0,33.42308548000207
34,43.0,29.41714742206368
34,45.0,25.23085150061481
35,25.0,22.126329694884138
35,27.0,27.00371364650137
35,29.0,31.643057639986576
35,31.0,35.60724312803808
35,33.0,38.48446529492391
35,35.0,39.636826153771906
35,37.0,39.049769573100725
35,39.0,37.14758677193562
35,41.0,33.94166122102946
35,43.0,29.692227514962877
35,45.0,25.227216052973706
36,25.0,21.339639930300415
36,27.0,26.271126006541262
36,29.0,31.028617143816795
36,31.0,35.12696626176492
36,33.0,38.24926351374156
36,35.0,39.76984088757592
36,37.0,39.47416676860488
36,39.0,37.671039159812096
36,41.0,34.462081984491
36,43.0,30.129662104011544
36,45.0,25.431583617677102
37,25.0,20.61616165902916
37,27.0,25.62714600575617
37,29.0,30.510140607508003
37,31.0,34.72289990829646
37,33.0,38.023202434928066
37,35.0,39.73404581076555
37,37.0,39.583858319309535
37,39.0,37.9008359227895
37,41.0,34.92762805766366
37,43.0,30.715288208755172
37,45.0,25.842675711021776
38,25.0,19.89700537808877
38,27.0,24.96932939107685
38,29.0,30.051205378188904
38,31.0,34.49323448641208
38,33.0,37.931387673747906
38,35.0,39.851567701859835
38,37.0,39.859767791268986
38,39.0,38.21895904692123
38,41.0,35.282478321976136
38,43.0,31.00871873149166
38,45.0,25.918118495595174
39,25.0,19.33409638177991
39,27.0,24.489185721409225
39,29.0,29.679109891609855
39,31.0,34.32213783906381
39,33.0,37.90892933433983
39,35.0,39.97496203661881
39,37.0,40.12331736153709
39,39.0,38.527461948272396
39,41.0,35.40152563017172
39,43.0,30.908701611589215
39,45.0,25.661401995167523
40,25.0,18.825809557757307
40,27.0,24.035318716742438
40,29.0,29.347124667929204
40,31.0,34.20492267197367
40,33.0,38.03990769001879
40,35.0,40.359195895057454
40,37.0,40.57911814803734
40,39.0,38.69114359498044
40,41.0,35.13513128917306
40,43.0,30.362300448686984
40,45.0,25.062091014464958
41,25.0,18.422634628213586
41,27.0,23.718188690195515
41,29.0,29.115809800729124
41,31.0,34.10756056042444
41,33.0,38.12400730725384
41,35.0,40.563708443861685
41,37.0,40.744025992161305
41,39.0,38.63579014201808
41,41.0,34.792970260127845
41,43.0,29.85736743198943
41,45.0,24.574598005823493
42,25.0,18.100751614886974
42,27.0,23.425283939419362
42,29.0,28.9438811540313
42,31.0,34.085400620340266
42,33.0,38.250503405508624
42,35.0,40.662029427319005
42,37.0,40.70298108890657
42,39.0,38.35458794706723
42,41.0,34.37938906726497
42,43.0,29.416318985592234
42,45.0,24.164063279493423
43,25.0,17.73048026154066
43,27.0,23.10879870919745
43,29.0,28.703654124357534
43,31.0,34.061917222537666
43,33.0,38.4092198381392
43,35.0,40.85620086955384
43,37.0,40.77352183643565
43,39.0,38.12056147665692
43,41.0,33.90592062658387
43,43.0,28.885725053888002
43,45.0,23.65303719795148
44,25.0,17.420505934245725
44,27.0,22.92566755738816
44,29.0,28.704179115552407
44,31.0,34.19564567507963
44,33.0,38.516251515941434
44,35.0,40.87249627193087
44,37.0,40.66041637094245
44,39.0,37.76170386699478
44,41.0,33.3303522110379
44,43.0,28.263643104098
44,45.0,23.080993632455087
45,25.0,17.295064419257624
45,27.0,23.028750353598237
45,29.0,28.95757007567181
45,31.0,34.616199341403
45,33.0,38.8680958022238
45,35.0,40.91502143504768
45,37.0,40.312448507495866
45,39.0,37.12881830833923
45,41.0,32.524088326850425
45,43.0,27.46224738491511
45,45.0,22.38602455891753
46,25.0,17.234347067651072
46,27.0,23.177136150051677
46,29.0,29.27625926908575
46,31.0,35.017029132868025
46,33.0,39.25265358695511
46,35.0,41.02139273003805
46,37.0,40.038981841704974
46,39.0,36.52155059798429
46,41.0,31.617820213798748
46,43.0,26.44369797586243
46,45.0,21.50718709533842
47,25.0,17.2186980149286
47,27.0,23.270299551121415
47,29.0,29.367297247268393
47,31.0,35.03963761976088
47,33.0,39.22548276728462
47,35.0,40.84549905556359
47,37.0,39.68575076328346
47,39.0,36.03637219447365
47,41.0,30.935747058926097
47,43.0,25.759414663545023
47,45.0,21.039839746228683
48,25.0,17.11656179049978
48,27.0,23.216222397061166
48,29.0,29.329621505977986
48,31.0,34.94559883667316
48,33.0,39.127914647747865
48,35.0,40.62283551441646
48,37.0,39.3057066114447
48,39.0,35.53433186872064
48,41.0,30.464144513475983
48,43.0,25.38061133872599
48,45.0,20.803066129744135
49,25.0,16.85563080953944
49,27.0,22.99593884011955
49,29.0,29.132736290990845
49,31.0,34.73016849470361
49,33.0,38.85382409951601
49,35.0,40.23794875587349
49,37.0,38.797508460870695
49,39.0,35.039774233799314
49,41.0,30.11973365680602
49,43.0,25.20234728217388
49,45.0,20.71437546596035
50,25.0,16.50044226951357
50,27.0,22.60784355870794
50,29.0,28.763121681478054
50,31.0,34.32253494035739
50,33.0,38.39027352096116
50,35.0,39.82362595901146
50,37.0,38.47014550669826
50,39.0,34.77629154354533
50,41.0,29.95802254993226
50,43.0,25.106049082367687
50,45.0,20.63249523082457
51,25.0,16.00864714283015
51,27.0,22.143259869866988
51,29.0,28.324922858639553
51,31.0,33.91983374135606
51,33.0,37.981746947736816
51,35.0,39.590988870033414
51,37.0,38.35235367527496
51,39.0,34.6020664688722
51,41.0,29.708066966835595
51,43.0,24.822046567039703
51,45.0,20.404782129151677
52,25.0,15.583486751804967
52,27.0,21.7273421131454
52,29.0,27.98956859925672
52,31.0,33.580858118243334
52,33.0,37.63930762955922
52,35.0,39.19355736711512
52,37.0,38.008897212793315
52,39.0,34.33359533463082
52,41.0,29.407801502425396
52,43.0,24.487870195771684
52,45.0,20.110275434455858
53,25.0,15.159755369009531
53,27.0,21.305113945560596
53,29.0,27.529735549690866
53,31.0,33.170097486766835
53,33.0,37.35813580403063
53,35.0,38.924863260624846
53,37.0,37.78113612634568
53,39.0,34.152621548991974
53,41.0,29.324608777375953
53,43.0,24.50345180970975
53,45.0,20.145141768748918
54,25.0,14.583949216496716
54,27.0,20.689356733316224
54,29.0,26.965975295917072
54,31.0,32.70241532230097
54,33.0,37.05290654648141
54,35.0,38.78443063885249
54,37.0,37.85884717631736
54,39.0,34.31140310761824
54,41.0,29.480016379418014
54,43.0,24.5873588577571
54,45.0,20.164206154864644
55,25.0,14.0716646986776
55,27.0,20.162221707369195
55,29.0,26.47007641728569
55,31.0,32.33492196724176
55,33.0,36.824497258083596
55,35.0,38.72606029224208
55,37.0,37.974180825795166
55,39.0,34.451834432856714
55,41.0,29.566170781875858
55,43.0,24.59160058195101
55,45.0,20.096219342357564
56,25.0,13.619520982701866
56,27.0,19.757150735807777
56,29.0,26.181401489396052
56,31.0,32.1940374190736
56,33.0,36.83094608855482
56,35.0,38.811897209643014
56,37.0,37.98916202333664
56,39.0,34.332078722297666
56,41.0,29.32520966993242
56,43.0,24.25762762888257
56,45.0,19.68600344147939
57,25.0,13.15556904595891
57,27.0,19.331076392456815
57,29.0,25.896179978665185
57,31.0,32.1569491564727
57,33.0,36.96090836727043
