day,profile_valid,profile_n_finite,profile_mean,profile_spatial_variance,profile_spatial_std,profile_amplitude,profile_weighted_l2_norm,axis_lat,centroid_lat,spread,width_proxy,NS_contrast,skewness,raw_daily_speed,region2d_valid,region2d_n_finite,region2d_mean,region2d_spatial_variance,region2d_spatial_std,region2d_amplitude,region2d_weighted_l2_norm,profile_spatial_std_qrank,profile_spatial_std_low_q10_flag,profile_spatial_variance_qrank,profile_spatial_variance_low_q10_flag,region2d_spatial_std_qrank,region2d_spatial_std_low_q10_flag,region2d_spatial_variance_qrank,region2d_spatial_variance_low_q10_flag
10,True,11,41.384864827876925,55.79495601956961,7.469602132615204,23.798419315698357,42.05356100071925,31.0,33.82004202781369,5.8201163633111355,5.8201163633111355,-8.675481108617575,-0.4688230548002451,0.17108974441945565,True,9801,42.2267702156612,53.61748957834365,7.322396436846591,26.93411693499412,42.856943573061706,0.5074626865671642,False,0.5074626865671642,False,0.5223880597014925,False,0.5223880597014925,False
11,True,11,41.18295505166521,57.844964176698284,7.605587694366444,24.123640701476855,41.87935948607828,31.0,33.78661365359297,5.810944484274289,5.810944484274289,-8.983411980004249,-0.48754078574351195,0.2908566616121158,True,9801,42.02277109505921,56.02554886991081,7.485021634565314,27.181326317272056,42.684175514793004,0.582089552238806,False,0.582089552238806,False,0.6417910447761194,False,0.6417910447761194,False
12,True,11,40.93339872120886,58.05471508634271,7.619364480476223,24.167978871006568,41.63649656198041,33.0,33.776774484886346,5.805929333108238,5.805929333108238,-8.98142367956688,-0.5121816763405758,0.26681520554473404,True,9801,41.769972272975096,56.12554232255465,7.491698226874508,27.082491624281744,42.43649521352656,0.5970149253731343,False,0.5970149253731343,False,0.6567164179104478,False,0.6567164179104478,False
13,True,11,40.59327576003495,57.73808461542349,7.598558061594548,24.13716640949245,41.298330735583775,33.0,33.774517335391195,5.801474085900118,5.801474085900118,-8.8944037122426,-0.5245393375439448,0.3468020076487439,True,9801,41.428469018806254,55.76043028315359,7.467290692289513,27.239730783303575,42.096062470560625,0.5671641791044776,False,0.5671641791044776,False,0.5970149253731343,False,0.5970149253731343,False
14,True,11,40.25254810862695,56.74312252698838,7.532803098912674,23.990978110292296,40.951321734033385,33.0,33.78515848051059,5.798655694082599,5.798655694082599,-8.654641567258274,-0.5280282877160889,0.36286291503505624,True,9801,41.089162269699884,54.54786104395271,7.385652377681521,26.905975067615508,41.74766001909186,0.5373134328358209,False,0.5373134328358209,False,0.5373134328358209,False,0.5373134328358209,False
15,True,11,39.90069962429529,53.53979728958292,7.317089400136021,23.444295599583175,40.56606497798156,33.0,33.82690041000468,5.801310673925236,5.801310673925236,-7.955316651136563,-0.5610860679314115,0.5100144470309154,True,9801,40.74054815330738,50.96094137848925,7.1386932542650445,25.882966554459227,41.36125246182043,0.4626865671641791,False,0.4626865671641791,False,0.4626865671641791,False,0.4626865671641791,False
16,True,11,39.534711850571746,50.07123908525932,7.076103382883783,22.840462407811984,40.16297648572622,33.0,33.88010438657634,5.805548645792954,5.805548645792954,-7.16656822750582,-0.5735881973226018,0.5531407525922424,True,9801,40.37471935711622,47.6016561245034,6.899395344847504,24.950734737956964,40.95997582140887,0.3582089552238806,False,0.3582089552238806,False,0.3880597014925373,False,0.3880597014925373,False
17,True,11,39.1505989732483,47.21407334964695,6.871249766210434,22.269127864513734,39.749005941202576,33.0,33.93199392186965,5.807909792494146,5.807909792494146,-6.426612849174255,-0.5771523377938074,0.549216323596897,True,9801,39.99354764981651,44.77617688438174,6.691500346288696,24.463325747516414,40.54947632833901,0.34328358208955223,False,0.34328358208955223,False,0.34328358208955223,False,0.34328358208955223,False
18,True,11,38.76220889252997,45.04707157913809,6.711711523831912,21.808854950909243,39.3389871477046,33.0,33.977385006358325,5.808933899803472,5.808933899803472,-5.822033686940365,-0.5632562582749578,0.5078192086287994,True,9801,39.61095443395801,42.146210365973985,6.492011272785498,23.838983968378585,40.13943100661831,0.31343283582089554,False,0.31343283582089554,False,0.31343283582089554,False,0.31343283582089554,False
19,True,11,38.39731879145766,42.44632142831931,6.515084145912415,21.13480796538736,38.94612190964778,33.0,34.04504884769116,5.811714912461769,5.811714912461769,-4.972447802107723,-0.5394790745306589,0.5862622679892554,True,9801,39.25384123667689,38.76471501828356,6.226131625518654,22.97219262174619,39.74454386268031,0.29850746268656714,False,0.29850746268656714,False,0.26865671641791045,False,0.26865671641791045,False
20,True,11,38.057167190339754,40.16983188073941,6.337967488141558,20.35901953565544,38.5813142134144,33.0,34.14192234210614,5.812303741791609,5.812303741791609,-3.7775037135294625,-0.49841326384370405,0.7258637878826457,True,9801,38.93002073304636,36.06524521012442,6.005434639568098,22.155059590898922,39.39050341751859,0.23880597014925373,False,0.23880597014925373,False,0.19402985074626866,False,0.19402985074626866,False
21,True,11,37.71875993045125,39.428379672062555,6.279202152508116,19.83920881152247,38.23785075501861,33.0,34.210561017608754,5.808372066898899,5.808372066898899,-2.9819693095981634,-0.4553824575472497,0.5582331373641405,True,9801,38.60953216651585,35.92274752391671,5.993558836277217,21.795736473982725,39.07196848945722,0.19402985074626866,False,0.19402985074626866,False,0.16417910447761194,False,0.16417910447761194,False
22,True,11,37.44414890644817,39.61820159748038,6.294299134731395,19.74258978177451,37.969494188436904,33.0,34.23866111261051,5.802537270629572,5.802537270629572,-2.679962110406372,-0.4230808482949881,0.3388348254538568,True,9801,38.344467973032216,36.66922896842256,6.055512279602986,21.907588215816176,38.81967868366914,0.208955223880597,False,0.208955223880597,False,0.22388059701492538,False,0.22388059701492538,False
23,True,11,37.1973129827494,40.22612220878108,6.342406657474832,19.927279661284516,37.73415184346137,33.0,34.232193504651136,5.795679588017402,5.795679588017402,-2.7811480703439813,-0.41546485371920594,0.2611135224826521,True,9801,38.10352317275275,37.643592947342285,6.135437469923582,22.10988144212299,38.59432692927612,0.2537313432835821,False,0.2537313432835821,False,0.23880597014925373,False,0.23880597014925373,False
24,True,11,36.92041550167623,40.584299480290696,6.370580780454063,20.06906070742752,37.466002993336566,33.0,34.219047344977135,5.790706187487468,5.790706187487468,-2.9778108428590997,-0.3981010475478232,0.3012509299827323,True,9801,37.824594975366665,38.986532957374344,6.243919678965637,22.799811568230783,38.336490684567195,0.26865671641791045,False,0.26865671641791045,False,0.2835820895522388,False,0.2835820895522388,False
25,True,11,36.55512184167705,39.691577106194764,6.300125165914941,19.898996770194383,37.09404952234319,33.0,34.20060325866636,5.792275287262072,5.792275287262072,-3.1842649312967595,-0.4122509209188907,0.3962669250035208,True,9801,37.44800588158316,38.34777930543059,6.192558381269457,22.552504757819356,37.95656628058599,0.22388059701492538,False,0.22388059701492538,False,0.2537313432835821,False,0.2537313432835821,False
26,True,11,36.02854826685195,37.02906616943967,6.085151285665762,19.224929345785636,36.538819854865594,33.0,34.200958544686344,5.803816709191266,5.803816709191266,-3.1683818255351213,-0.39698744300669636,0.5736604295410316,True,9801,36.88829628381631,35.98697901560554,5.998914819832462,21.70892998171442,37.37289635201186,0.16417910447761194,False,0.16417910447761194,False,0.1791044776119403,False,0.1791044776119403,False
27,True,11,35.375547243822346,34.289584056000905,5.8557308729142346,18.423869407299993,35.85692299760129,33.0,34.21403849550144,5.81400733811631,5.81400733811631,-2.9720349260407275,-0.3814486308839957,0.6943853713863308,True,9801,36.19950804019609,33.553503506403366,5.792538606380053,20.969199129699945,36.660031176454616,0.13432835820895522,False,0.13432835820895522,False,0.13432835820895522,False,0.13432835820895522,False
28,True,11,34.72030279379981,31.623114619259653,5.623443306307947,17.545256840455597,35.17275281680981,33.0,34.24635011039544,5.823324191153678,5.823324191153678,-2.55347967380073,-0.3725649597515984,0.715017709840063,True,9801,35.51667596503618,31.431104491786098,5.60634502075872,20.7411489058056,35.95643719971661,0.1044776119402985,True,0.1044776119402985,True,0.1044776119402985,True,0.1044776119402985,True
29,True,11,34.17929775326031,29.83876669541874,5.462487226110349,16.90005229030569,34.61304900758447,33.0,34.27440470394848,5.828863927843677,5.828863927843677,-2.231896605866069,-0.36388123474595874,0.582233746532359,True,9801,34.95879982115576,29.82233374255196,5.4609828549952395,20.615481558000585,35.382764429566436,0.07462686567164178,True,0.07462686567164178,True,0.08955223880597014,True,0.08955223880597014,True
30,True,11,33.728220296519545,27.86769782040559,5.278986438740451,16.000488690075642,34.138842133132734,33.0,34.33290543605434,5.837365126248304,5.837365126248304,-1.5985621586474252,-0.3484320868879667,0.5756899129494201,True,9801,34.493157357816855,27.749810906609714,5.267808928445461,20.08005109842591,34.8930897946531,0.05970149253731343,True,0.05970149253731343,True,0.05970149253731343,True,0.05970149253731343,True
31,True,11,33.35071317438235,26.086308644420022,5.107475760531813,14.876510899689855,33.73953730987342,33.0,34.430062801248624,5.847041248138854,5.847041248138854,-0.6049417440939635,-0.35282149804834084,0.667483455961604,True,9801,34.111192482207244,26.046868313232224,5.103613260547102,20.07249334084077,34.490873008252834,0.014925373134328358,True,0.014925373134328358,True,0.014925373134328358,True,0.014925373134328358,True
32,True,11,33.01327036457177,26.638636808106522,5.161263102003861,14.542267297992606,33.41428821585788,35.0,34.52766078564318,5.840503892069411,5.840503892069411,0.41576807391978576,-0.35462016424848514,0.6403724895242072,True,9801,33.78725712000848,26.857405158669373,5.182413063300664,20.79515530567525,34.18239530595002,0.029850746268656716,True,0.029850746268656716,True,0.029850746268656716,True,0.029850746268656716,True
33,True,11,32.80679959753397,27.860076037026808,5.278264491007135,15.387682666619124,33.228695067212335,35.0,34.61470416824264,5.832043338923936,5.832043338923936,1.3088106966708395,-0.38654801276016215,0.524269717074809,True,9801,33.60272235505397,27.45677130646866,5.23992092559312,21.573927343123938,34.00881828257655,0.04477611940298507,True,0.04477611940298507,True,0.04477611940298507,True,0.04477611940298507,True
34,True,11,32.71796070741115,30.238630786862593,5.498966338036867,16.464253710753503,33.17685313043663,35.0,34.70728965294212,5.818721645178074,5.818721645178074,2.2729830032949216,-0.41257183538632164,0.5333589101464871,True,9801,33.54122772594303,29.267797781952105,5.409972068500179,22.547746256630816,33.9747222968124,0.08955223880597014,True,0.08955223880597014,True,0.07462686567164178,True,0.07462686567164178,True
35,True,11,32.63563852455941,33.58046212950218,5.794865151968782,17.51049645888777,33.1461214025896,35.0,34.787690882398145,5.798798216649253,5.798798216649253,3.1429193337622365,-0.4340184417970224,0.5023861668683026,True,9801,33.49317555217848,32.063663764747346,5.66247858845818,23.7768181666042,33.96846290802387,0.11940298507462686,False,0.11940298507462686,False,0.11940298507462686,False,0.11940298507462686,False
36,True,11,32.54629302964642,36.649295555252905,6.053866165951549,18.430200957275503,33.10453874511566,35.0,34.87728049677933,5.784826319887557,5.784826319887557,4.086606515795765,-0.4597867467315847,0.513179694349125,True,9801,33.428631635553344,34.72417779654216,5.89272244353509,24.92698702077486,33.944036159862605,0.14925373134328357,False,0.14925373134328357,False,0.14925373134328357,False,0.14925373134328357,False
37,True,11,32.44449483911634,38.7528225981143,6.225176511402251,19.11788415173639,33.03631438226064,35.0,34.96280828502197,5.7794445846651294,5.7794445846651294,4.8841452152806255,-0.5160492882286238,0.45417861549591276,True,9801,33.34081676483842,36.46033380044007,6.038239296387654,25.38748112837151,33.88318751751333,0.1791044776119403,False,0.1791044776119403,False,0.208955223880597,False,0.208955223880597,False
38,True,11,32.35365507011786,42.288823787687505,6.502985759455998,19.962762413180215,33.00072454028624,37.0,35.03118673422823,5.761575433501606,5.761575433501606,5.5548358866826,-0.5423934222050707,0.3958796550999009,True,9801,33.27632303871952,39.61392595213465,6.293959481291141,26.29709842371765,33.866319565747766,0.2835820895522388,False,0.2835820895522388,False,0.29850746268656714,False,0.29850746268656714,False
39,True,11,32.237258546705185,45.74587867322546,6.763569965131245,20.78922097975718,32.93913655942338,37.0,35.06808236942235,5.739316945781896,5.739316945781896,5.9528699302522625,-0.5322541545819643,0.3072980404862756,True,9801,33.18904972126835,42.208662446866285,6.496819410054914,26.960918433872262,33.81895450553859,0.3283582089552239,False,0.3283582089552239,False,0.3283582089552239,False,0.3283582089552239,False
40,True,11,32.084898292527576,50.12384849706475,7.079819806821693,21.75330859028003,32.85672757501733,37.0,35.07662592525197,5.70566518410352,5.70566518410352,6.140880070849086,-0.4725691046621257,0.3916602984004012,True,9801,33.06992672383219,45.899669747112696,6.774929501265138,27.282050532838433,33.756772998418306,0.373134328358209,False,0.373134328358209,False,0.3582089552238806,False,0.3582089552238806,False
41,True,11,31.908565133107505,52.95252236381335,7.276848381257738,22.32139136394772,32.727802419618364,37.0,35.075165772556794,5.681375500493462,5.681375500493462,6.163769848633674,-0.43661364307188033,0.29869111622999367,True,9801,32.916368080082684,48.81730770368104,6.986938364096326,27.893745541112658,33.649733955666974,0.43283582089552236,False,0.43283582089552236,False,0.417910447761194,False,0.417910447761194,False
42,True,11,31.717433985734747,54.76339451264292,7.400229355408041,22.602229474019595,32.569295558118604,37.0,35.066730400566485,5.662723299352409,5.662723299352409,6.0520641524366035,-0.415504497320784,0.2737790955405356,True,9801,32.73928707343663,51.619242106594115,7.184653234958115,28.47542903914497,33.518355570992576,0.4925373134328358,False,0.4925373134328358,False,0.4925373134328358,False,0.4925373134328358,False
43,True,11,31.517798631789834,57.440596642468044,7.5789574904777,23.12572060801318,32.41623400761602,35.0,35.057268691254265,5.638332048538927,5.638332048538927,5.963013812357126,-0.38051540753279767,0.3209852977475767,True,9801,32.55919972158893,54.93392546810479,7.411742404327392,29.238999821944738,33.39214596246281,0.5522388059701493,False,0.5522388059701493,False,0.5671641791044776,False,0.5671641791044776,False
44,True,11,31.30687974933953,59.060118847403444,7.685058155108746,23.451990337685146,32.236327931186715,35.0,35.02871784393084,5.617542938380555,5.617542938380555,5.642484283268381,-0.36201728941489164,0.33695643444599704,True,9801,32.36704812681735,57.36060766365591,7.573678608421136,29.710738333121498,33.24133589534822,0.6268656716417911,False,0.6268656716417911,False,0.6865671641791045,False,0.6865671641791045,False
45,True,11,31.132069405020854,59.82857780748559,7.734893522698654,23.619957015790053,32.07856485640405,35.0,34.96167728047609,5.59871589258177,5.59871589258177,4.901638755163418,-0.33852324021309865,0.47803839220519,True,9801,32.21008670533153,59.02188066378464,7.682569925733487,30.02697710547551,33.113616024662115,0.7014925373134329,False,0.7014925373134329,False,0.7313432835820896,False,0.7313432835820896,False
46,True,11,30.94989724555515,61.433872392917756,7.83797629448557,23.78704566238698,31.92694805181573,35.0,34.879191415177594,5.574311354365927,5.574311354365927,4.0669533677988206,-0.2964111673876116,0.544357575781416,True,9801,32.04748144040185,60.33071499650251,7.7672849179428525,30.56095519700536,32.97532079706585,0.746268656716418,False,0.746268656716418,False,0.7761194029850746,False,0.7761194029850746,False
47,True,11,30.726146490087373,61.11751490104099,7.817769176756308,23.626801040634994,31.70510358020219,35.0,34.8292483434786,5.565993247197771,5.565993247197771,3.5594875402639694,-0.27218156419915057,0.3617808637965623,True,9801,31.82166745027932,59.65916573587986,7.723934601993977,30.548637704624806,32.745651391475576,0.7313432835820896,False,0.7313432835820896,False,0.7611940298507462,False,0.7611940298507462,False
48,True,11,30.50142323991188,60.451533836216555,7.775058445839269,23.506273723916678,31.476790711513985,35.0,34.805297834371736,5.562747183458225,5.562747183458225,3.271265493829329,-0.26119751352862236,0.2782000853090813,True,9801,31.590361027562363,59.176448441051114,7.692622988360415,30.79578548285329,32.51349501811182,0.7164179104477612,False,0.7164179104477612,False,0.746268656716418,False,0.746268656716418,False
49,True,11,30.213567916427507,59.25630544454604,7.6978117309106775,23.382317946334048,31.178774698264263,35.0,34.805615121742896,5.563370362505277,5.563370362505277,3.171621602273401,-0.26904517573098624,0.31304414063026587,True,9801,31.29357158523673,58.01059882550504,7.616468921062111,31.42971114676306,32.20711445295652,0.6417910447761194,False,0.6417910447761194,False,0.7014925373134329,False,0.7014925373134329,False
50,True,11,29.90258472214578,58.487152560242365,7.647689360862035,23.32318368949789,30.865056708604133,35.0,34.829297624091424,5.562197419258255,5.562197419258255,3.3442617845262994,-0.28458482279526254,0.3345019324351484,True,9801,30.975819894248303,56.34404715642517,7.506267191915378,31.855079782303463,31.872330716113847,0.6119402985074627,False,0.6119402985074627,False,0.6716417910447762,False,0.6716417910447762,False
51,True,11,29.577867440982,59.4219878234849,7.708565873331102,23.582341727203264,30.56586707717921,35.0,34.85385224917104,5.549162479303698,5.549162479303698,3.571035334115347,-0.2863010223491638,0.3473015333677844,True,9801,30.6545409002229,55.84005419120085,7.4726203028924765,31.994038268675414,31.552193774674993,0.6567164179104478,False,0.6567164179104478,False,0.6119402985074627,False,0.6119402985074627,False
52,True,11,29.230081420084925,59.648556761474055,7.723247811735297,23.61007061531015,30.23319726040016,35.0,34.86561276387305,5.538542796692123,5.538542796692123,3.6195535321301016,-0.29545365479228886,0.3510705392483294,True,9801,30.307683429550487,55.25263639149735,7.4332117144271725,31.609299812907416,31.20590186579049,0.6716417910447762,False,0.6716417910447762,False,0.582089552238806,False,0.582089552238806,False
53,True,11,28.971067301919824,59.73211453943426,7.728655416010876,23.765107891615315,29.98424344804788,35.0,34.90363738267605,5.534330187342541,5.534330187342541,3.9007362509544947,-0.3083872251997779,0.3080230910835427,True,9801,30.04620762061218,54.770581143702834,7.40071490760878,31.78674828525127,30.944226820598317,0.6865671641791045,False,0.6865671641791045,False,0.5522388059701493,False,0.5522388059701493,False
54,True,11,28.75245234828039,61.60625990008776,7.848965530570749,24.200481422355775,29.804526098232504,35.0,34.96748191385878,5.5207487544149165,5.5207487544149165,4.465456429568832,-0.32744052759159553,0.3730147947130827,True,9801,29.836149511492305,56.011650378253215,7.484093156705976,32.37604408563105,30.760485497637646,0.7611940298507462,False,0.7611940298507462,False,0.6268656716417911,False,0.6268656716417911,False
55,True,11,28.562546430732215,63.84083163774735,7.990045784458769,24.65439559356448,29.659060845641775,35.0,35.01887097064198,5.504422790619417,5.504422790619417,4.928334633114826,-0.3366405201249199,0.31659249975946885,True,9801,29.656938206252114,58.03331254642336,7.617959867735151,32.64180275754613,30.619720709305625,0.7761194029850746,False,0.7761194029850746,False,0.7164179104477612,False,0.7164179104477612,False
56,True,11,28.35424738223415,66.68968731361699,8.166375408565111,25.19237622694115,29.506830258883266,35.0,35.029556057085244,5.4788542222585646,5.4788542222585646,5.017051772821798,-0.3236811023042662,0.2761886385999532,True,9801,29.468020573374808,60.75094227821843,7.79428908100145,33.19713335369288,30.48139069647347,0.7910447761194029,False,0.7910447761194029,False,0.7910447761194029,False,0.7910447761194029,False
57,True,11,28.17654241247359,70.8125995009817,8.415022251959986,25.917713931002414,29.40629425519143,35.0,35.034371873689246,5.445265615800375,5.445265615800375,5.084280258733031,-0.2973937394574817,0.3198838673589952,True,9801,29.318084612132225,64.09804917540345,8.006125728178608,33.409864092544645,30.391579993471012,0.8059701492537313,False,0.8059701492537313,False,0.8059701492537313,False,0.8059701492537313,False
58,True,11,28.047512045396356,75.30850598804334,8.678047360324978,26.60830885512063,29.35935009370434,35.0,35.03695900304995,5.410230683844829,5.410230683844829,5.159558044902912,-0.2790292378582387,0.3078678126358189,True,9801,29.22251886683013,68.18038295601778,8.257141330752296,34.13009388484521,30.366692145807722,0.8208955223880597,False,0.8208955223880597,False,0.8208955223880597,False,0.8208955223880597,False
59,True,11,27.89900550900115,78.80935154769227,8.877463125673476,27.16875889491579,29.277360877288253,35.0,35.05608906309265,5.383165872601165,5.383165872601165,5.34024851847019,-0.2727923536236233,0.25407746391792146,True,9801,29.09665700368526,71.61845282009027,8.462768626170178,34.93852425663744,30.30237452098757,0.8507462686567164,False,0.8507462686567164,False,0.835820895522388,False,0.835820895522388,False
60,True,11,27.655408914547742,81.37982008567816,9.021076437192967,27.56302098928589,29.089542146904357,35.0,35.074643096226936,5.358656131272695,5.358656131272695,5.4852064337067326,-0.26588200497025377,0.28727770652961676,True,9801,28.867473768049344,74.7172523631545,8.643914180691205,35.76945115769352,30.133839684185144,0.9850746268656716,False,0.9850746268656716,False,0.9253731343283582,False,0.9253731343283582,False
61,True,11,27.345407047835486,81.24107102434267,9.013382884596808,27.658190313081406,28.79257469619821,35.0,35.1009950109646,5.349648412603121,5.349648412603121,5.619211934859997,-0.27863362587576,0.3249725689811435,True,9801,28.55533513229812,75.39247853439329,8.682884229010156,36.77561000949807,29.84626681935703,0.9701492537313433,False,0.9701492537313433,False,0.9701492537313433,False,0.9701492537313433,False
62,True,11,26.98698684545324,79.35887332759607,8.908359743948157,27.415753319490705,28.419295070853927,35.0,35.1308207305018,5.350528099840056,5.350528099840056,5.75478314125542,-0.3001097405432761,0.39683600917696715,True,9801,28.17926258892868,73.63609379383357,8.581147580238529,36.73497819845323,29.456865648769032,0.9104477611940298,False,0.9104477611940298,False,0.8955223880597015,False,0.8955223880597015,False
63,True,11,26.667669032139337,78.59581026174958,8.865427810418941,27.428255179130996,28.102675706584826,35.0,35.163599349510044,5.345822663191056,5.345822663191056,5.9330402157879725,-0.31671738904860747,0.3470757638411099,True,9801,27.851064569717806,72.53815805483559,8.516933606341874,36.33954294993554,29.124215967497328,0.835820895522388,False,0.835820895522388,False,0.8507462686567164,False,0.8507462686567164,False
64,True,11,26.372189748462212,78.94651414549925,8.88518509348563,27.524621749976614,27.828742448669768,35.0,35.21671242882059,5.335979971446506,5.335979971446506,6.3223374906835055,-0.33285870446754545,0.36519712171488516,True,9801,27.552434280841368,72.87469959448885,8.536667944490334,36.50647482724837,28.844606677758172,0.8955223880597015,False,0.8955223880597015,False,0.8656716417910447,False,0.8656716417910447,False
65,True,11,26.042538567633272,79.59828906882578,8.92178732479237,27.697611833114685,27.528387241454816,35.0,35.30145030450352,5.32607464952958,5.32607464952958,6.935425573646647,-0.35851517242126846,0.47342880042041224,True,9801,27.21396616626911,73.61508603185594,8.57992342808815,36.3729451816759,28.534453569863498,0.9253731343283582,False,0.9253731343283582,False,0.8805970149253731,False,0.8805970149253731,False
66,True,11,25.688750490204463,80.37934253044189,8.965452723116769,27.795047855105018,27.208293667160056,35.0,35.38350520825059,5.313048557534459,5.313048557534459,7.528150621489942,-0.3839379281568176,0.4827975865741518,True,9801,26.853505755827282,75.08741088596523,8.665299238108584,36.57102518353932,28.216983932805682,0.9552238805970149,False,0.9552238805970149,False,0.9552238805970149,False,0.9552238805970149,False
67,True,11,25.261714119948646,78.81518146476137,8.877791474503182,27.51211766953037,26.776283942003122,35.0,35.44689737651065,5.311828673833079,5.311828673833079,7.862846148078656,-0.41636025651259945,0.5090980758591679,True,9801,26.40522632912102,73.91893235652206,8.597612014770268,35.91007647521701,27.76967608469044,0.8656716417910447,False,0.8656716417910447,False,0.9104477611940298,False,0.9104477611940298,False
68,True,11,24.911396427636635,78.92097109291858,8.883747581562558,27.497313155401024,26.44803665809215,35.0,35.50182762031876,5.299864584866941,5.299864584866941,8.174215578930909,-0.4368600696822996,0.4013197215690397,True,9801,26.049572543469125,74.9280690295058,8.656100105099629,35.06873530171535,27.450105623238795,0.8805970149253731,False,0.8805970149253731,False,0.9402985074626866,False,0.9402985074626866,False
69,True,11,24.638361827063893,79.7802707120191,8.931980223445365,27.66226128153337,26.20742536445231,37.0,35.565439192317,5.286227381569516,5.286227381569516,8.543350276576557,-0.46516873821349536,0.3487464392029057,True,9801,25.774425403101965,77.09847067747617,8.780573482266188,35.198431437568345,27.229018996973505,0.9402985074626866,False,0.9402985074626866,False,0.9850746268656716,False,0.9850746268656716,False
70,True,11,24.38816357053864,83.3357350514185,9.128840838322164,28.341159497466023,26.040703857514426,37.0,35.6343735325672,5.252094529465495,5.252094529465495,9.020320837710155,-0.4695554774912784,0.3656073591994041,True,9801,25.53739414897955,81.23990454423972,9.013318176134677,35.28266203543746,27.08132944418672,1.0,False,1.0,False,1.0,False,1.0,False
71,True,11,24.15027365045238,89.61591345002495,9.466568198139438,29.405547867337773,25.939383779144784,37.0,35.69995849442853,5.194967187784531,5.194967187784531,9.517948078434955,-0.4545799705232575,0.4328511994962189,True,9801,25.334522091013145,88.44452682217357,9.404495032811361,36.32232471833719,27.023740237099055,,False,,False,,False,,False
72,True,11,23.8662748702658,95.17463749330392,9.755748945791087,30.270501509014988,25.78320603952086,37.0,35.76782687259418,5.140777022168092,5.140777022168092,10.00208501384186,-0.4392027181959856,0.42954833807693643,True,9801,25.076153760806378,94.66364813722798,9.729524558642522,37.68951099434478,26.89753028760878,,False,,False,,False,,False
73,True,11,23.546098475034064,100.83394102584813,10.0416104796914,31.20089419330034,25.597904102130112,37.0,35.85732239754701,5.084464720041209,5.084464720041209,10.631949790122349,-0.4299215785239092,0.4813830735897201,True,9801,24.77646157648399,100.07574123218203,10.00378634478876,38.63223818425136,26.71982016187926,,False,,False,,False,,False
