bootstrap_id,comparison,metric,first_window_start,first_window_end,second_window_start,second_window_end,first_minus_second
100,low_vs_post,region2d_spatial_std,30,34,35,39,-1.060371565980815
100,low_vs_post,region2d_spatial_variance,30,34,35,39,-12.141018719923618
100,low_vs_post,profile_amplitude,30,34,35,39,-3.8955341569491715
100,low_vs_post,region2d_amplitude,30,34,35,39,-5.068278195465712
100,low_vs_post,profile_mean,30,34,35,39,0.4743573693000869
100,low_vs_post,region2d_mean,30,34,35,39,0.32727697587808535
100,low_vs_W45,profile_spatial_std,30,34,40,48,-1.8410919986135212
100,low_vs_W45,profile_spatial_variance,30,34,40,48,-22.24819314519199
100,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.6653229971395591
100,low_vs_W45,region2d_spatial_variance,30,34,40,48,-20.06413747556819
100,low_vs_W45,profile_amplitude,30,34,40,48,-5.736992291377842
100,low_vs_W45,region2d_amplitude,30,34,40,48,-6.492242938787808
100,low_vs_W45,profile_mean,30,34,40,48,1.539145485609012
100,low_vs_W45,region2d_mean,30,34,40,48,1.2841031398015303
100,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.795238209167164
100,early_core_vs_late,profile_spatial_variance,26,33,40,52,-22.471292784393025
100,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.5879261512144955
100,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-19.796978065606044
100,early_core_vs_late,profile_amplitude,26,33,40,52,-5.286434053883347
100,early_core_vs_late,region2d_amplitude,26,33,40,52,-7.7840242492591365
100,early_core_vs_late,profile_mean,26,33,40,52,3.2088668782337706
100,early_core_vs_late,region2d_mean,26,33,40,52,2.955304839937938
101,low_vs_pre,profile_spatial_std,30,34,20,29,-0.8471877945998161
101,low_vs_pre,profile_spatial_variance,30,34,20,29,-10.255189850907257
101,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.893046782293407
101,low_vs_pre,region2d_spatial_variance,30,34,20,29,-10.522012525852823
101,low_vs_pre,profile_amplitude,30,34,20,29,-4.107763884374517
101,low_vs_pre,region2d_amplitude,30,34,20,29,-2.1074123534707425
101,low_vs_pre,profile_mean,30,34,20,29,-3.9402431260581636
101,low_vs_pre,region2d_mean,30,34,20,29,-4.03109027262191
101,low_vs_post,profile_spatial_std,30,34,35,39,-0.5382053142270902
101,low_vs_post,profile_spatial_variance,30,34,35,39,-6.394509405635212
101,low_vs_post,region2d_spatial_std,30,34,35,39,-0.5268864494806209
101,low_vs_post,region2d_spatial_variance,30,34,35,39,-6.07845180728404
101,low_vs_post,profile_amplitude,30,34,35,39,-2.1520582315193657
101,low_vs_post,region2d_amplitude,30,34,35,39,-2.7541851397576202
101,low_vs_post,profile_mean,30,34,35,39,1.3399016017377008
101,low_vs_post,region2d_mean,30,34,35,39,1.2810437818492204
101,low_vs_W45,profile_spatial_std,30,34,40,48,-1.540695780549715
101,low_vs_W45,profile_spatial_variance,30,34,40,48,-19.663704197674704
101,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.7181338274287876
101,low_vs_W45,region2d_spatial_variance,30,34,40,48,-21.59946462151425
101,low_vs_W45,profile_amplitude,30,34,40,48,-5.458818465421611
101,low_vs_W45,region2d_amplitude,30,34,40,48,-7.527795418553239
101,low_vs_W45,profile_mean,30,34,40,48,2.5596504252216405
101,low_vs_W45,region2d_mean,30,34,40,48,2.3956593199517364
101,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.2144426859357207
101,early_core_vs_late,profile_spatial_variance,26,33,40,52,-15.836170495518608
101,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.2714594329143765
101,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-16.330330828178504
101,early_core_vs_late,profile_amplitude,26,33,40,52,-3.8335677340410825
101,early_core_vs_late,region2d_amplitude,26,33,40,52,-7.500979680211728
101,early_core_vs_late,profile_mean,26,33,40,52,4.52455657653778
101,early_core_vs_late,region2d_mean,26,33,40,52,4.384928715615221
102,low_vs_pre,profile_spatial_std,30,34,20,29,-0.22412121764618131
102,low_vs_pre,profile_spatial_variance,30,34,20,29,-2.745927998715068
102,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.12882352196151903
102,low_vs_pre,region2d_spatial_variance,30,34,20,29,-1.5363959941512277
102,low_vs_pre,profile_amplitude,30,34,20,29,-2.1787863340005913
102,low_vs_pre,region2d_amplitude,30,34,20,29,0.7464698218489971
102,low_vs_pre,profile_mean,30,34,20,29,-3.2356477654207794
102,low_vs_pre,region2d_mean,30,34,20,29,-3.238633410293289
102,low_vs_post,profile_spatial_std,30,34,35,39,-0.47629563440063816
102,low_vs_post,profile_spatial_variance,30,34,35,39,-5.996334622952162
102,low_vs_post,region2d_spatial_std,30,34,35,39,-0.3235386657111361
102,low_vs_post,region2d_spatial_variance,30,34,35,39,-3.970584736801314
102,low_vs_post,profile_amplitude,30,34,35,39,-2.26558290167268
102,low_vs_post,region2d_amplitude,30,34,35,39,-2.0721548728000947
102,low_vs_post,profile_mean,30,34,35,39,1.1037558697337317
102,low_vs_post,region2d_mean,30,34,35,39,1.0642201438187158
102,low_vs_W45,profile_spatial_std,30,34,40,48,-1.120644826891838
102,low_vs_W45,profile_spatial_variance,30,34,40,48,-14.749498092824034
102,low_vs_W45,region2d_spatial_std,30,34,40,48,-0.9849974028878501
102,low_vs_W45,region2d_spatial_variance,30,34,40,48,-12.676875329703023
102,low_vs_W45,profile_amplitude,30,34,40,48,-4.493281901033715
102,low_vs_W45,region2d_amplitude,30,34,40,48,-4.34596081473536
102,low_vs_W45,profile_mean,30,34,40,48,2.54456479948702
102,low_vs_W45,region2d_mean,30,34,40,48,2.437255227984778
102,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.0523024628207747
102,early_core_vs_late,profile_spatial_variance,26,33,40,52,-13.887119938826821
102,early_core_vs_late,region2d_spatial_std,26,33,40,52,-0.8727458637936092
102,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-11.250468120347406
102,early_core_vs_late,profile_amplitude,26,33,40,52,-3.729257670263074
102,early_core_vs_late,region2d_amplitude,26,33,40,52,-5.490196910334959
102,early_core_vs_late,profile_mean,26,33,40,52,4.188608390581919
102,early_core_vs_late,region2d_mean,26,33,40,52,4.084124200484013
103,low_vs_pre,profile_spatial_std,30,34,20,29,-0.6903268129538418
103,low_vs_pre,profile_spatial_variance,30,34,20,29,-7.428870704353123
103,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.5415869748054947
103,low_vs_pre,region2d_spatial_variance,30,34,20,29,-5.71323395318926
103,low_vs_pre,profile_amplitude,30,34,20,29,-3.1808044298176448
103,low_vs_pre,region2d_amplitude,30,34,20,29,0.2684315931967234
103,low_vs_pre,profile_mean,30,34,20,29,-3.877188651043106
103,low_vs_pre,region2d_mean,30,34,20,29,-3.961359994808511
103,low_vs_post,profile_spatial_std,30,34,35,39,-1.4749252426656634
103,low_vs_post,profile_spatial_variance,30,34,35,39,-16.625735814892096
103,low_vs_post,region2d_spatial_std,30,34,35,39,-1.3468727567337808
103,low_vs_post,region2d_spatial_variance,30,34,35,39,-15.065656177327178
103,low_vs_post,profile_amplitude,30,34,35,39,-4.942921404924746
103,low_vs_post,region2d_amplitude,30,34,35,39,-5.3645471836585195
103,low_vs_post,profile_mean,30,34,35,39,1.0203774023501317
103,low_vs_post,region2d_mean,30,34,35,39,0.9024954434196104
103,low_vs_W45,profile_spatial_std,30,34,40,48,-1.9918121470325936
103,low_vs_W45,profile_spatial_variance,30,34,40,48,-23.5592228155234
103,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.888364803137108
103,low_vs_W45,region2d_spatial_variance,30,34,40,48,-22.2823468522065
103,low_vs_W45,profile_amplitude,30,34,40,48,-6.784626772070247
103,low_vs_W45,region2d_amplitude,30,34,40,48,-6.252522710398182
103,low_vs_W45,profile_mean,30,34,40,48,2.864319588312295
103,low_vs_W45,region2d_mean,30,34,40,48,2.6917367179891905
103,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.1529149436816626
103,early_core_vs_late,profile_spatial_variance,26,33,40,52,-25.595919435732135
103,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.044114959002476
103,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-24.16488064089625
103,early_core_vs_late,profile_amplitude,26,33,40,52,-6.893288500546655
103,early_core_vs_late,region2d_amplitude,26,33,40,52,-8.563358563349873
103,early_core_vs_late,profile_mean,26,33,40,52,4.215373152427702
103,early_core_vs_late,region2d_mean,26,33,40,52,4.002488685944602
104,low_vs_pre,profile_spatial_std,30,34,20,29,-0.3666727938771652
104,low_vs_pre,profile_spatial_variance,30,34,20,29,-4.176780217729657
104,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.1987349109497636
104,low_vs_pre,region2d_spatial_variance,30,34,20,29,-2.2871838150261716
104,low_vs_pre,profile_amplitude,30,34,20,29,-1.9492755312484604
104,low_vs_pre,region2d_amplitude,30,34,20,29,0.8850588750839208
104,low_vs_pre,profile_mean,30,34,20,29,-3.3601628061509032
104,low_vs_pre,region2d_mean,30,34,20,29,-3.4165200173026875
104,low_vs_post,profile_spatial_std,30,34,35,39,-0.8797714941835917
104,low_vs_post,profile_spatial_variance,30,34,35,39,-10.535260452572409
104,low_vs_post,region2d_spatial_std,30,34,35,39,-0.7581440548639096
104,low_vs_post,region2d_spatial_variance,30,34,35,39,-9.037267759796666
104,low_vs_post,profile_amplitude,30,34,35,39,-3.458226014940017
104,low_vs_post,region2d_amplitude,30,34,35,39,-3.4933808857128987
104,low_vs_post,profile_mean,30,34,35,39,1.0307819832418303
104,low_vs_post,region2d_mean,30,34,35,39,0.9563423949064358
104,low_vs_W45,profile_spatial_std,30,34,40,48,-1.3730675891096418
104,low_vs_W45,profile_spatial_variance,30,34,40,48,-17.071930647586505
104,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.36115143301602
104,low_vs_W45,region2d_spatial_variance,30,34,40,48,-17.016412093270628
104,low_vs_W45,profile_amplitude,30,34,40,48,-4.53466451760772
104,low_vs_W45,region2d_amplitude,30,34,40,48,-5.519970794132874
104,low_vs_W45,profile_mean,30,34,40,48,2.7695438292576675
104,low_vs_W45,region2d_mean,30,34,40,48,2.615232546477877
104,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.2207212021571205
104,early_core_vs_late,profile_spatial_variance,26,33,40,52,-15.389039624253073
104,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.1659331657059724
104,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-14.747286205609782
104,early_core_vs_late,profile_amplitude,26,33,40,52,-3.6931521801738505
104,early_core_vs_late,region2d_amplitude,26,33,40,52,-6.356061585963918
104,early_core_vs_late,profile_mean,26,33,40,52,4.40818127519908
104,early_core_vs_late,region2d_mean,26,33,40,52,4.267188008409239
105,low_vs_pre,profile_spatial_std,30,34,20,29,-1.2071102527660926
105,low_vs_pre,profile_spatial_variance,30,34,20,29,-13.62261749748194
105,low_vs_pre,region2d_spatial_std,30,34,20,29,-1.0235703420134215
105,low_vs_pre,region2d_spatial_variance,30,34,20,29,-11.548412173088934
105,low_vs_pre,profile_amplitude,30,34,20,29,-4.169646756929598
105,low_vs_pre,region2d_amplitude,30,34,20,29,-1.383372260945162
105,low_vs_pre,profile_mean,30,34,20,29,-3.9275530179606903
105,low_vs_pre,region2d_mean,30,34,20,29,-4.064351986040748
105,low_vs_post,profile_spatial_std,30,34,35,39,-1.1930545054346817
105,low_vs_post,profile_spatial_variance,30,34,35,39,-13.397525541104038
105,low_vs_post,region2d_spatial_std,30,34,35,39,-1.1331193405736082
105,low_vs_post,region2d_spatial_variance,30,34,35,39,-12.842534651371238
105,low_vs_post,profile_amplitude,30,34,35,39,-4.130278034426226
105,low_vs_post,region2d_amplitude,30,34,35,39,-5.495985069429889
105,low_vs_post,profile_mean,30,34,35,39,0.9215920305098031
105,low_vs_post,region2d_mean,30,34,35,39,0.8245872846774773
105,low_vs_W45,profile_spatial_std,30,34,40,48,-2.632800547541418
105,low_vs_W45,profile_spatial_variance,30,34,40,48,-33.168371791532124
105,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.4918153285244324
105,low_vs_W45,region2d_spatial_variance,30,34,40,48,-31.54903510126342
105,low_vs_W45,profile_amplitude,30,34,40,48,-8.491908303869309
105,low_vs_W45,region2d_amplitude,30,34,40,48,-9.281997976894079
105,low_vs_W45,profile_mean,30,34,40,48,1.7615230772052968
105,low_vs_W45,region2d_mean,30,34,40,48,1.4888497594142862
105,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.354061902855217
105,early_core_vs_late,profile_spatial_variance,26,33,40,52,-30.411637787102237
105,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.2835602845337393
105,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-29.576120523814815
105,early_core_vs_late,profile_amplitude,26,33,40,52,-7.620969953815084
105,early_core_vs_late,region2d_amplitude,26,33,40,52,-9.838816109607532
105,early_core_vs_late,profile_mean,26,33,40,52,3.3350741401336848
105,early_core_vs_late,region2d_mean,26,33,40,52,3.07665000212231
106,low_vs_pre,profile_spatial_std,30,34,20,29,-0.47320291467326836
106,low_vs_pre,profile_spatial_variance,30,34,20,29,-5.5222768724597024
106,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.3703790502110289
106,low_vs_pre,region2d_spatial_variance,30,34,20,29,-4.161947575503824
106,low_vs_pre,profile_amplitude,30,34,20,29,-2.9282565999988073
106,low_vs_pre,region2d_amplitude,30,34,20,29,-0.35887699274093166
106,low_vs_pre,profile_mean,30,34,20,29,-3.80253835327548
106,low_vs_pre,region2d_mean,30,34,20,29,-3.8517567464703006
106,low_vs_post,profile_spatial_std,30,34,35,39,-0.9008819798721719
106,low_vs_post,profile_spatial_variance,30,34,35,39,-10.772339786185857
106,low_vs_post,region2d_spatial_std,30,34,35,39,-0.7754690719372688
106,low_vs_post,region2d_spatial_variance,30,34,35,39,-8.939007911529963
106,low_vs_post,profile_amplitude,30,34,35,39,-2.424711685852163
106,low_vs_post,region2d_amplitude,30,34,35,39,-4.2429332567392635
106,low_vs_post,profile_mean,30,34,35,39,-0.12414666497385696
106,low_vs_post,region2d_mean,30,34,35,39,-0.28348519478029743
106,low_vs_W45,profile_spatial_std,30,34,40,48,-2.0973968577242026
106,low_vs_W45,profile_spatial_variance,30,34,40,48,-27.57454714651198
106,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.9771688413828992
106,low_vs_W45,region2d_spatial_variance,30,34,40,48,-25.291225825081924
106,low_vs_W45,profile_amplitude,30,34,40,48,-6.418492034061575
106,low_vs_W45,region2d_amplitude,30,34,40,48,-7.98886919455181
106,low_vs_W45,profile_mean,30,34,40,48,0.58025572729548
106,low_vs_W45,region2d_mean,30,34,40,48,0.2882476479895999
106,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.1750411137765644
106,early_core_vs_late,profile_spatial_variance,26,33,40,52,-28.80479209160034
106,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.0817793601143
106,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-26.791239680154522
106,early_core_vs_late,profile_amplitude,26,33,40,52,-5.926972479911971
106,early_core_vs_late,region2d_amplitude,26,33,40,52,-9.683295567833756
106,early_core_vs_late,profile_mean,26,33,40,52,2.2128801440340453
106,early_core_vs_late,region2d_mean,26,33,40,52,1.9057045878783043
107,low_vs_pre,profile_spatial_std,30,34,20,29,-1.080964237724686
107,low_vs_pre,profile_spatial_variance,30,34,20,29,-11.913553593152791
107,low_vs_pre,region2d_spatial_std,30,34,20,29,-1.0253002641584947
107,low_vs_pre,region2d_spatial_variance,30,34,20,29,-11.406141216953984
107,low_vs_pre,profile_amplitude,30,34,20,29,-4.29192440851498
107,low_vs_pre,region2d_amplitude,30,34,20,29,-3.0765569496518133
107,low_vs_pre,profile_mean,30,34,20,29,-3.851240058356929
107,low_vs_pre,region2d_mean,30,34,20,29,-3.9994921036316384
107,low_vs_post,profile_spatial_std,30,34,35,39,-1.0085019178863064
107,low_vs_post,profile_spatial_variance,30,34,35,39,-11.135250073174525
107,low_vs_post,region2d_spatial_std,30,34,35,39,-0.7161625371325089
107,low_vs_post,region2d_spatial_variance,30,34,35,39,-7.806221471960768
107,low_vs_post,profile_amplitude,30,34,35,39,-3.6948185337415076
107,low_vs_post,region2d_amplitude,30,34,35,39,-3.8971703859294458
107,low_vs_post,profile_mean,30,34,35,39,1.225554803436264
107,low_vs_post,region2d_mean,30,34,35,39,1.1098079559092184
107,low_vs_W45,profile_spatial_std,30,34,40,48,-2.484392586713713
107,low_vs_W45,profile_spatial_variance,30,34,40,48,-30.749801490200056
107,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.258036129266383
107,low_vs_W45,region2d_spatial_variance,30,34,40,48,-27.892304543861762
107,low_vs_W45,profile_amplitude,30,34,40,48,-7.851454909132915
107,low_vs_W45,region2d_amplitude,30,34,40,48,-8.878429605327963
107,low_vs_W45,profile_mean,30,34,40,48,1.6880767132917924
107,low_vs_W45,region2d_mean,30,34,40,48,1.3912285113823089
107,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.126764809660626
107,early_core_vs_late,profile_spatial_variance,26,33,40,52,-27.145176912920867
107,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.913389294760023
107,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-24.45646802578899
107,early_core_vs_late,profile_amplitude,26,33,40,52,-5.787394393396276
107,early_core_vs_late,region2d_amplitude,26,33,40,52,-8.938511009242536
107,early_core_vs_late,profile_mean,26,33,40,52,3.4285125977804114
107,early_core_vs_late,region2d_mean,26,33,40,52,3.1623582027169697
108,low_vs_pre,profile_spatial_std,30,34,20,29,-1.4284805547215962
108,low_vs_pre,profile_spatial_variance,30,34,20,29,-17.442455226887407
108,low_vs_pre,region2d_spatial_std,30,34,20,29,-1.4004245229156984
108,low_vs_pre,region2d_spatial_variance,30,34,20,29,-16.577629379278672
108,low_vs_pre,profile_amplitude,30,34,20,29,-6.0014207522807155
108,low_vs_pre,region2d_amplitude,30,34,20,29,-3.215776597817001
108,low_vs_pre,profile_mean,30,34,20,29,-4.205674654900385
108,low_vs_pre,region2d_mean,30,34,20,29,-4.356855674528276
108,low_vs_post,profile_spatial_std,30,34,35,39,-0.9535793125589223
108,low_vs_post,profile_spatial_variance,30,34,35,39,-11.113529856879598
108,low_vs_post,region2d_spatial_std,30,34,35,39,-0.8645425360436381
108,low_vs_post,region2d_spatial_variance,30,34,35,39,-9.75603399796304
108,low_vs_post,profile_amplitude,30,34,35,39,-3.5301015884914086
108,low_vs_post,region2d_amplitude,30,34,35,39,-4.401151805829112
108,low_vs_post,profile_mean,30,34,35,39,0.6584754976111284
108,low_vs_post,region2d_mean,30,34,35,39,0.5355477622220164
108,low_vs_W45,profile_spatial_std,30,34,40,48,-2.1568676839664667
108,low_vs_W45,profile_spatial_variance,30,34,40,48,-27.61995481091572
108,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.2417283683399125
108,low_vs_W45,region2d_spatial_variance,30,34,40,48,-28.37578847263634
108,low_vs_W45,profile_amplitude,30,34,40,48,-6.777278146894613
108,low_vs_W45,region2d_amplitude,30,34,40,48,-8.662424364307448
108,low_vs_W45,profile_mean,30,34,40,48,1.931702684255157
108,low_vs_W45,region2d_mean,30,34,40,48,1.6725368797418767
108,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.8665033723160311
108,early_core_vs_late,profile_spatial_variance,26,33,40,52,-24.68470391479194
108,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.8781398139167047
108,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-24.655154370609388
108,early_core_vs_late,profile_amplitude,26,33,40,52,-5.366417800754963
108,early_core_vs_late,region2d_amplitude,26,33,40,52,-9.329788852843173
108,early_core_vs_late,profile_mean,26,33,40,52,3.741150694605949
108,early_core_vs_late,region2d_mean,26,33,40,52,3.50600013270801
109,low_vs_pre,profile_spatial_std,30,34,20,29,-0.40981268093883116
109,low_vs_pre,profile_spatial_variance,30,34,20,29,-5.1214188487555745
109,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.2901208217894178
109,low_vs_pre,region2d_spatial_variance,30,34,20,29,-3.5586424260736607
109,low_vs_pre,profile_amplitude,30,34,20,29,-1.9254551901565051
109,low_vs_pre,region2d_amplitude,30,34,20,29,0.7511308941065629
109,low_vs_pre,profile_mean,30,34,20,29,-3.384517675332212
109,low_vs_pre,region2d_mean,30,34,20,29,-3.4317805457071273
109,low_vs_post,profile_spatial_std,30,34,35,39,-0.245223080976384
109,low_vs_post,profile_spatial_variance,30,34,35,39,-3.0220956156242593
109,low_vs_post,region2d_spatial_std,30,34,35,39,-0.15400655360429827
109,low_vs_post,region2d_spatial_variance,30,34,35,39,-1.8642862105854192
109,low_vs_post,profile_amplitude,30,34,35,39,-1.4732415194726407
109,low_vs_post,region2d_amplitude,30,34,35,39,-2.5302292399839708
109,low_vs_post,profile_mean,30,34,35,39,1.2262078489465082
109,low_vs_post,region2d_mean,30,34,35,39,1.209658646758271
109,low_vs_W45,profile_spatial_std,30,34,40,48,-1.1841741708453757
109,low_vs_W45,profile_spatial_variance,30,34,40,48,-15.689963405421885
109,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.0262581014070076
109,low_vs_W45,region2d_spatial_variance,30,34,40,48,-13.394020380143473
109,low_vs_W45,profile_amplitude,30,34,40,48,-4.766836863149731
109,low_vs_W45,region2d_amplitude,30,34,40,48,-4.809881503771642
109,low_vs_W45,profile_mean,30,34,40,48,2.7524909991151425
109,low_vs_W45,region2d_mean,30,34,40,48,2.643999301190277
109,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.1367973660806898
109,early_core_vs_late,profile_spatial_variance,26,33,40,52,-15.197779455727108
109,early_core_vs_late,region2d_spatial_std,26,33,40,52,-0.9370124663690653
109,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-12.263292271136251
109,early_core_vs_late,profile_amplitude,26,33,40,52,-4.252876344217459
109,early_core_vs_late,region2d_amplitude,26,33,40,52,-5.2483310298963275
109,early_core_vs_late,profile_mean,26,33,40,52,4.294258971813871
109,early_core_vs_late,region2d_mean,26,33,40,52,4.182319025084929
110,low_vs_pre,profile_spatial_std,30,34,20,29,-0.7901949206248808
110,low_vs_pre,profile_spatial_variance,30,34,20,29,-8.266797205128551
110,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.5970414303947251
110,low_vs_pre,region2d_spatial_variance,30,34,20,29,-6.366073959145616
110,low_vs_pre,profile_amplitude,30,34,20,29,-3.2998693834253725
110,low_vs_pre,region2d_amplitude,30,34,20,29,-0.7711274761991831
110,low_vs_pre,profile_mean,30,34,20,29,-3.2550442673192634
110,low_vs_pre,region2d_mean,30,34,20,29,-3.350331299945317
110,low_vs_post,profile_spatial_std,30,34,35,39,-1.7311330577261277
110,low_vs_post,profile_spatial_variance,30,34,35,39,-19.59353683150704
110,low_vs_post,region2d_spatial_std,30,34,35,39,-1.3513139148850906
110,low_vs_post,region2d_spatial_variance,30,34,35,39,-15.394206170475847
110,low_vs_post,profile_amplitude,30,34,35,39,-5.780625460766315
110,low_vs_post,region2d_amplitude,30,34,35,39,-4.519887604514761
110,low_vs_post,profile_mean,30,34,35,39,0.17605713533630052
110,low_vs_post,region2d_mean,30,34,35,39,-0.03589432262679537
110,low_vs_W45,profile_spatial_std,30,34,40,48,-2.5710817865026705
110,low_vs_W45,profile_spatial_variance,30,34,40,48,-31.05291078380127
110,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.387128796487329
110,low_vs_W45,region2d_spatial_variance,30,34,40,48,-29.547228251696005
110,low_vs_W45,profile_amplitude,30,34,40,48,-8.56546003201928
110,low_vs_W45,region2d_amplitude,30,34,40,48,-8.50238605230107
110,low_vs_W45,profile_mean,30,34,40,48,1.3830711612717117
110,low_vs_W45,region2d_mean,30,34,40,48,1.0796522430383462
110,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.6373974927148423
110,early_core_vs_late,profile_spatial_variance,26,33,40,52,-32.58407081792687
110,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.4167596050165123
110,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-30.510654911810057
110,early_core_vs_late,profile_amplitude,26,33,40,52,-8.36158011035327
110,early_core_vs_late,region2d_amplitude,26,33,40,52,-10.022484438154226
110,early_core_vs_late,profile_mean,26,33,40,52,2.6963944945121803
110,early_core_vs_late,region2d_mean,26,33,40,52,2.366420459777281
111,low_vs_pre,profile_spatial_std,30,34,20,29,-1.2360445407394156
111,low_vs_pre,profile_spatial_variance,30,34,20,29,-15.056127277965768
111,low_vs_pre,region2d_spatial_std,30,34,20,29,-1.1213497200330709
111,low_vs_pre,region2d_spatial_variance,30,34,20,29,-13.547432758550439
111,low_vs_pre,profile_amplitude,30,34,20,29,-4.909254677087873
111,low_vs_pre,region2d_amplitude,30,34,20,29,-2.624823216015457
111,low_vs_pre,profile_mean,30,34,20,29,-3.1993014208630584
111,low_vs_pre,region2d_mean,30,34,20,29,-3.3020255520793853
111,low_vs_post,profile_spatial_std,30,34,35,39,-0.9764730667469426
111,low_vs_post,profile_spatial_variance,30,34,35,39,-11.736317426283794
111,low_vs_post,region2d_spatial_std,30,34,35,39,-0.7822126514256471
111,low_vs_post,region2d_spatial_variance,30,34,35,39,-9.220228455022653
111,low_vs_post,profile_amplitude,30,34,35,39,-3.4738906850330267
111,low_vs_post,region2d_amplitude,30,34,35,39,-5.140980858517196
111,low_vs_post,profile_mean,30,34,35,39,1.002465824682389
111,low_vs_post,region2d_mean,30,34,35,39,0.9030170786846199
111,low_vs_W45,profile_spatial_std,30,34,40,48,-2.188069236095685
111,low_vs_W45,profile_spatial_variance,30,34,40,48,-28.685249657165887
111,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.973249543408314
111,low_vs_W45,region2d_spatial_variance,30,34,40,48,-25.455339669905296
111,low_vs_W45,profile_amplitude,30,34,40,48,-7.263228317938296
111,low_vs_W45,region2d_amplitude,30,34,40,48,-7.930129683526658
111,low_vs_W45,profile_mean,30,34,40,48,2.5610510070234547
111,low_vs_W45,region2d_mean,30,34,40,48,2.325768996011462
111,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.7504290966606977
111,early_core_vs_late,profile_spatial_variance,26,33,40,52,-23.891349504470632
111,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.5173519735236471
111,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-20.37012397282613
111,early_core_vs_late,profile_amplitude,26,33,40,52,-5.335811342558962
111,early_core_vs_late,region2d_amplitude,26,33,40,52,-7.604911882886626
111,early_core_vs_late,profile_mean,26,33,40,52,4.044238465482593
111,early_core_vs_late,region2d_mean,26,33,40,52,3.8104796196244557
112,low_vs_pre,profile_spatial_std,30,34,20,29,-0.6657522504742595
112,low_vs_pre,profile_spatial_variance,30,34,20,29,-7.219767039854098
112,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.4441207524783666
112,low_vs_pre,region2d_spatial_variance,30,34,20,29,-4.78481689502868
112,low_vs_pre,profile_amplitude,30,34,20,29,-1.8451841916210832
112,low_vs_pre,region2d_amplitude,30,34,20,29,-0.5794112987094344
112,low_vs_pre,profile_mean,30,34,20,29,-3.6859537890669003
112,low_vs_pre,region2d_mean,30,34,20,29,-3.7973132996369046
112,low_vs_post,profile_spatial_std,30,34,35,39,-1.2949094409507689
112,low_vs_post,profile_spatial_variance,30,34,35,39,-14.797757321974146
112,low_vs_post,region2d_spatial_std,30,34,35,39,-1.0074044614655282
112,low_vs_post,region2d_spatial_variance,30,34,35,39,-11.489369149477117
112,low_vs_post,profile_amplitude,30,34,35,39,-4.38313191852561
