point_id,point_day,point_role,related_window_id,observed_peak_score,p_global_fwer,p_local,p_exist_local,p_exceed_local_conditional,local_joint_challenge_score,bootstrap_presence_fraction,param_presence_fraction,yearwise_near_fraction,yearwise_strict_fraction,neighbor_competition_status,point_significance_tier,strict_local_interpretation,notes
RP001,45,formal_primary_point,W001,5.878578493131532,1.0,1.0,0.442,1.0,0.442,0.9,1.0,0.24444444444444444,0.2222222222222222,no_neighbor,strict_weak_or_unresolved,common_peak_and_observed_not_outstanding,local_scale_warning
RP002,81,formal_primary_point,W002,9.238311473412097,1.0,0.9814814814814815,0.43,0.9814814814814815,0.42203703703703704,0.59,1.0,0.26666666666666666,0.13333333333333333,no_neighbor,strict_weak_or_unresolved,common_peak_and_observed_not_outstanding,local_scale_warning
RP003,113,formal_primary_point,W003,9.678099825113602,1.0,0.9466019417475728,0.41,0.9466019417475728,0.38810679611650484,0.85,1.0,0.3333333333333333,0.2,no_neighbor,strict_borderline,common_peak_and_observed_not_outstanding,local_scale_warning
LP006,132,neighbor_local_peak,W004,3.7541518352022365,1.0,1.0,0.384,1.0,0.384,0.48,0.8,0.4222222222222222,0.24444444444444444,neighbor_competition_tie,strict_borderline,common_peak_and_observed_not_outstanding,neighbor_peak_candidate;neighbor_competition_tie;local_scale_warning
RP004,135,formal_primary_point,W004,3.7666081070788318,1.0,1.0,0.38,1.0,0.38,0.52,1.0,0.35555555555555557,0.2222222222222222,neighbor_competition_tie,strict_borderline,common_peak_and_observed_not_outstanding,neighbor_competition_tie;local_scale_warning
RP005,160,formal_primary_point,W005,7.120567750300529,1.0,0.9891891891891892,0.368,0.9891891891891892,0.3640216216216216,0.69,1.0,0.4222222222222222,0.26666666666666666,no_neighbor,strict_borderline,common_peak_and_observed_not_outstanding,local_scale_warning
