point_id,point_day,observed_peak_score,null_global_peak_median,null_global_peak_p95,null_local_peak_median_all,null_local_peak_p95_all,null_local_peak_median_conditional,null_local_peak_p95_conditional,score_scale_ratio_global,score_scale_ratio_local_all,score_scale_ratio_local_conditional,local_peak_exists_fraction,scale_warning_flag
RP001,45,5.878578493131532,43.09174983523384,65.26308569524699,0.0,36.55817364007857,21.46208760850054,44.32457455883553,0.13642004596260163,,0.2739052509879416,0.442,True
RP002,81,9.238311473412097,43.09174983523384,65.26308569524699,0.0,37.47849873090233,23.853685331378916,45.14474333638141,0.2143870116376295,,0.3872907412448899,0.43,True
RP003,113,9.678099825113602,43.09174983523384,65.26308569524699,0.0,37.597430864007016,21.097035809247313,45.24345997291133,0.22459287130643119,,0.45874216229331466,0.41,True
LP006,132,3.7541518352022365,43.09174983523384,65.26308569524699,0.0,38.02531774246633,22.02713150134121,48.79055502081655,0.08711996726883124,,0.17043307863185228,0.384,True
RP004,135,3.7666081070788318,43.09174983523384,65.26308569524699,0.0,38.825653489032945,22.671097183401926,46.64718038153298,0.08740903122943214,,0.16614141241635447,0.38,True
RP005,160,7.120567750300529,43.09174983523384,65.26308569524699,0.0,39.36236232608296,22.458960474549038,44.885191125797135,0.16524201912261213,,0.31704796659532414,0.368,True
