scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,object_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP001,17,0.912,0.975,0.012,0.013,8.266536008561172,1.0,object_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP002,33,0.434,0.742,0.093,0.165,16.100892515700536,2.0,object_weak_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP003,44,0.718,0.977,0.021,0.002,32.14672769623762,1.0,object_strong_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP004,56,0.283,0.528,0.057,0.415,17.124616829598956,4.0,object_weak_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP005,66,0.73,0.864,0.069,0.067,27.028877288231925,1.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP006,83,0.378,0.827,0.161,0.012,73.08736087681643,2.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP007,97,0.49,0.812,0.081,0.107,46.1923248057182,2.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP008,114,0.517,0.881,0.098,0.021,35.83852538207864,1.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP009,127,0.481,0.854,0.107,0.039,15.197183415786448,2.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP010,139,0.436,0.92,0.071,0.009,12.46667020456568,2.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP011,156,0.614,0.919,0.08,0.001,26.877710103376767,1.0,object_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP012,167,0.171,0.277,0.245,0.478,24.80391760912946,7.0,object_unstable_candidate,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
