scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP001,18,04-19,1,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,4.33063661303579,0.1695024501604454,False,46,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP002,26,04-27,2,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,6.6822926075612825,1.3354685511275015,False,46,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP003,34,05-05,3,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,6.990570539927465,3.9178186793589203,False,46,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP004,46,05-17,4,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,13.666413880755227,10.644765420067541,True,46,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP005,78,06-18,5,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,6.086808007890182,0.3479649024629019,False,46,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP006,91,07-01,6,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,7.338271192726849,0.12298752558475723,False,111,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP007,98,07-08,7,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,7.950702006233788,0.5625068265151221,False,111,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP008,111,07-21,8,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,17.987174088123133,15.316254853828216,True,111,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP009,135,08-14,9,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,14.392614005398078,10.110221077218036,True,135,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,CP010,162,09-10,10,v10_3_Je_only_SMOOTH5_PEAK_DISTANCE_7,21.808144882147957,13.725877052212656,True,162,smooth5_local_peak_distance,local_peak_min_distance_days,7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
