scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
V_only,V,SMOOTH5_DET_WIDTH_16,CP001,15,04-16,13,17,15,6.337267116757937,5.5190012204911865,4.145594333821041,4.145594333821041,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP002,28,04-29,26,30,28,5.869813814481596,4.188348704316999,4.145594333821041,4.145594333821041,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP003,45,05-16,41,50,46,12.04724502885801,11.251045203140222,6.421722427287898,4.145594333821041,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP004,66,06-06,64,68,66,9.974870395646395,2.871507518400767,8.53911663644601,4.145594333821041,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP005,77,06-17,67,81,74,11.827076440239463,11.398506734538875,6.127823072970025,4.145594333821041,max_half_width,local_valley,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP006,85,06-25,83,87,85,11.638903021197361,1.7223867921380922,10.777709625128315,4.145594333821041,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP007,95,07-05,93,97,95,9.213828113200403,5.9827692053053365,6.222443510547735,4.145594333821041,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP008,113,07-23,110,117,114,14.674453286802855,13.70061832686538,7.824144123370165,4.145594333821041,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP009,124,08-03,122,126,124,7.788324494013061,1.54425110951808,7.016198939254021,4.145594333821041,support_floor,support_floor,False,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP010,136,08-15,133,139,136,7.227253988882545,5.996654102290611,4.228926937737239,4.145594333821041,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_16,CP011,162,09-10,158,165,162,21.506003795065688,15.80517302504107,13.603417282545152,4.145594333821041,support_floor,support_floor,True,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
