window_id,target_name,object_A,object_B,permutation_level,permutation_percentile,mode_stability_status,mode_pattern_corr_median,corr_score_Y,high_dominant_direction,high_dominant_probability,high_order_level,low_dominant_direction,low_dominant_probability,low_order_level,high_low_reversal_flag,best_group_order_level,top1_year,top1_fraction_of_total_abs_leverage,top3_fraction_of_total_abs_leverage,extreme_year_dominated_flag,evidence_level,recommended_interpretation,interpretation_boundary
W081,W081_P_vs_V_delta_peak,P,V,strict_99,1.0,stable,0.955876092620888,0.4704035328869039,V_earlier,0.41916167664670656,weak_or_none,V_earlier,0.8918918918918919,weak_or_none,False,weak_or_none,1984,0.07413212067669284,0.188556601207001,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_H_delta_peak,P,H,strict_99,1.0,stable,0.9551550459869591,0.4495433741964367,H_earlier,0.8532934131736527,weak_or_none,H_earlier,0.9459459459459459,usable_90,False,usable_90,2010,0.060445731557345,0.16335126097730537,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_Je_delta_peak,P,Je,strict_99,1.0,stable,0.9555698549115581,0.41611416334869156,P_earlier,0.5333333333333333,weak_or_none,Je_earlier,0.7757575757575758,weak_or_none,True,weak_or_none,1991,0.0640005511094782,0.1788653959543824,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_P_vs_Jw_delta_peak,P,Jw,strict_99,1.0,stable,0.9707082750586062,0.5099771455558172,P_earlier,0.7305389221556886,weak_or_none,Jw_earlier,0.7267267267267268,weak_or_none,True,weak_or_none,2021,0.06717610592769274,0.18460852066694372,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_V_vs_H_delta_peak,V,H,strict_99,1.0,stable,0.9582020028017912,0.4510246029684629,H_earlier,0.5598802395209581,weak_or_none,H_earlier,0.8978978978978979,weak_or_none,False,weak_or_none,1991,0.07466944611569175,0.17287735116248196,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_V_vs_Je_delta_peak,V,Je,strict_99,1.0,stable,0.9722704909333241,0.5205514739202906,V_earlier,0.7696969696969697,weak_or_none,Je_earlier,0.7259036144578314,weak_or_none,True,weak_or_none,1991,0.06252416309334637,0.17234404422930213,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_V_vs_Jw_delta_peak,V,Jw,strict_99,1.0,stable,0.9784718056343196,0.6153032357308751,V_earlier,0.9281437125748503,usable_90,Jw_earlier,0.5495495495495496,weak_or_none,True,usable_90,2021,0.07171072275025393,0.1720030172333741,False,moderate_bootstrap_coupling_candidate,bootstrap-space X-Y coupling has usable/credible order differentiation; needs composite/physical audit,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_H_vs_Je_delta_peak,H,Je,strict_99,1.0,stable,0.9541534577813833,0.4210209641445479,H_earlier,0.8610271903323263,weak_or_none,Je_earlier,0.46686746987951805,weak_or_none,True,weak_or_none,1984,0.0627849199906747,0.16090904750000704,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_H_vs_Jw_delta_peak,H,Jw,strict_99,1.0,stable,0.9742673461992283,0.6295171312138244,H_earlier,0.96996996996997,credible_95,H_earlier,0.5495495495495496,weak_or_none,False,credible_95,2021,0.09231392650792919,0.22005195736197436,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W081,W081_Je_vs_Jw_delta_peak,Je,Jw,strict_99,1.0,stable,0.958475997938169,0.49287575133571854,Je_earlier,0.7747747747747747,weak_or_none,Jw_earlier,0.6504559270516718,weak_or_none,True,weak_or_none,2021,0.0612776142286316,0.16266007282620126,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
