window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W081,W081_P_vs_V_delta_peak,P,V,Q1,1,200,-1.483687278286474,-0.4009100697325525,-0.6405110962015098,-4.0,-13.024999999999999,0.0,0.015,0.93,0.055,V_earlier,0.93,usable_90
W081,W081_P_vs_V_delta_peak,P,V,Q2,2,200,-0.4001882438562272,-0.14036811739326102,-0.2590439858716123,-2.0,-14.024999999999999,3.0250000000000057,0.1,0.805,0.095,V_earlier,0.805,weak_or_none
W081,W081_P_vs_V_delta_peak,P,V,Q3,3,200,-0.13463606894874408,0.12443161724934543,-0.0020374241194997555,-1.5,-9.024999999999999,4.050000000000011,0.175,0.705,0.12,V_earlier,0.705,weak_or_none
W081,W081_P_vs_V_delta_peak,P,V,Q4,4,200,0.1252279110588865,0.3887860915649937,0.2553128365835238,-1.0,-6.0,7.100000000000023,0.255,0.555,0.19,V_earlier,0.555,weak_or_none
W081,W081_P_vs_V_delta_peak,P,V,Q5,5,200,0.3888521059382984,1.412295429380389,0.6462796696090978,0.0,-6.0,11.050000000000011,0.445,0.37,0.185,P_earlier,0.445,weak_or_none
W081,W081_P_vs_H_delta_peak,P,H,Q1,1,200,-1.9529205359153183,-0.4078815288759443,-0.6698916125884183,-7.0,-15.0,1.0250000000000057,0.035,0.96,0.005,H_earlier,0.96,credible_95
W081,W081_P_vs_H_delta_peak,P,H,Q2,2,200,-0.40647460206000496,-0.14197605620554204,-0.2755672437232725,-5.0,-12.024999999999999,6.0,0.045,0.915,0.04,H_earlier,0.915,usable_90
W081,W081_P_vs_H_delta_peak,P,H,Q3,3,200,-0.14158353711707003,0.12508203666044107,-0.006756117467073208,-4.0,-10.024999999999999,7.0,0.08,0.88,0.04,H_earlier,0.88,weak_or_none
W081,W081_P_vs_H_delta_peak,P,H,Q4,4,200,0.1251251946193755,0.42247594582575476,0.25933080109602685,-3.0,-10.024999999999999,1.0250000000000057,0.065,0.9,0.035,H_earlier,0.9,usable_90
W081,W081_P_vs_H_delta_peak,P,H,Q5,5,200,0.42332796102529935,1.676902824038276,0.6928841726827372,-2.0,-7.0,4.0,0.085,0.82,0.095,H_earlier,0.82,weak_or_none
W081,W081_P_vs_Je_delta_peak,P,Je,Q1,1,199,-1.4215194565839546,-0.45470622020163165,-0.7314982155693314,-5.0,-13.0,7.0,0.1507537688442211,0.8190954773869347,0.03015075376884422,Je_earlier,0.8190954773869347,weak_or_none
W081,W081_P_vs_Je_delta_peak,P,Je,Q2,2,198,-0.44839431189169726,-0.13328297274779172,-0.27957162775550193,-3.0,-12.075,9.0,0.22727272727272727,0.7222222222222222,0.050505050505050504,Je_earlier,0.7222222222222222,weak_or_none
W081,W081_P_vs_Je_delta_peak,P,Je,Q3,3,198,-0.1313759930774109,0.13448470727712886,0.0013238203685324653,-2.0,-10.149999999999999,7.0,0.29797979797979796,0.6161616161616161,0.08585858585858586,Je_earlier,0.6161616161616161,weak_or_none
W081,W081_P_vs_Je_delta_peak,P,Je,Q4,4,198,0.13622344225924235,0.47777021695031324,0.29009368634886895,0.0,-9.0,9.0,0.41414141414141414,0.4797979797979798,0.10606060606060606,Je_earlier,0.4797979797979798,weak_or_none
W081,W081_P_vs_Je_delta_peak,P,Je,Q5,5,198,0.47782241498323086,1.6236985662667216,0.7233467720396002,1.0,-10.224999999999998,9.074999999999989,0.5909090909090909,0.30303030303030304,0.10606060606060606,P_earlier,0.5909090909090909,weak_or_none
W081,W081_P_vs_Jw_delta_peak,P,Jw,Q1,1,200,-1.762970651381594,-0.47339723384517285,-0.7636387911378182,-3.0,-12.024999999999999,7.025000000000006,0.16,0.77,0.07,Jw_earlier,0.77,weak_or_none
W081,W081_P_vs_Jw_delta_peak,P,Jw,Q2,2,200,-0.47211152263534834,-0.14139517964821854,-0.29377405827556713,-1.0,-8.0,8.025000000000006,0.25,0.62,0.13,Jw_earlier,0.62,weak_or_none
W081,W081_P_vs_Jw_delta_peak,P,Jw,Q3,3,200,-0.14121798906127003,0.14675529372920845,-0.0030936602179226337,0.0,-7.0,6.0,0.435,0.445,0.12,Jw_earlier,0.445,weak_or_none
W081,W081_P_vs_Jw_delta_peak,P,Jw,Q4,4,200,0.15090260709772374,0.481371275638583,0.31976381503618573,1.0,-5.0,10.0,0.575,0.275,0.15,P_earlier,0.575,weak_or_none
W081,W081_P_vs_Jw_delta_peak,P,Jw,Q5,5,199,0.48244141902395254,1.5470094887932586,0.74446501969359,3.0,-3.05,10.0,0.8090452261306532,0.12060301507537688,0.07035175879396985,P_earlier,0.8090452261306532,weak_or_none
W081,W081_V_vs_H_delta_peak,V,H,Q1,1,200,-1.4948722874441558,-0.42317247588754775,-0.7082404235624449,-4.0,-14.0,1.0250000000000057,0.035,0.9,0.065,H_earlier,0.9,usable_90
W081,W081_V_vs_H_delta_peak,V,H,Q2,2,200,-0.42275242687003095,-0.13592964271332103,-0.2755497585241489,-4.0,-12.0,5.0,0.075,0.88,0.045,H_earlier,0.88,weak_or_none
W081,W081_V_vs_H_delta_peak,V,H,Q3,3,200,-0.13548513694323133,0.12862020927646503,-0.00646454091444197,-2.0,-8.0,7.025000000000006,0.12,0.795,0.085,H_earlier,0.795,weak_or_none
W081,W081_V_vs_H_delta_peak,V,H,Q4,4,200,0.1291162239005032,0.44543900212613435,0.2869275893676035,-2.0,-6.0249999999999995,6.0,0.16,0.74,0.1,H_earlier,0.74,weak_or_none
W081,W081_V_vs_H_delta_peak,V,H,Q5,5,200,0.4465788622423814,1.642684979836806,0.7033271336334321,0.0,-3.0249999999999995,10.0,0.325,0.455,0.22,H_earlier,0.455,weak_or_none
W081,W081_V_vs_Je_delta_peak,V,Je,Q1,1,199,-1.4411287327387996,-0.45161668152056605,-0.747516831186676,-4.0,-13.0,7.0,0.16080402010050251,0.7738693467336684,0.06532663316582915,Je_earlier,0.7738693467336684,weak_or_none
W081,W081_V_vs_Je_delta_peak,V,Je,Q2,2,198,-0.4469160640615861,-0.13100269254438546,-0.2864443820360064,-2.0,-11.0,7.074999999999989,0.32323232323232326,0.6060606060606061,0.0707070707070707,Je_earlier,0.6060606060606061,weak_or_none
