window_id,bootstrap_id
W081,307
W081,308
W081,309
W081,310
W081,311
W081,312
W081,313
W081,314
W081,315
W081,316
W081,317
W081,318
W081,319
W081,320
W081,321
W081,322
W081,323
W081,324
W081,325
W081,326
W081,327
W081,328
W081,329
W081,330
W081,331
W081,332
W081,333
W081,334
W081,335
W081,336
W081,337
W081,338
W081,339
W081,340
W081,341
W081,342
W081,343
W081,344
W081,345
W081,346
W081,347
W081,348
W081,349
W081,350
W081,351
W081,352
W081,353
W081,354
W081,355
W081,356
W081,357
W081,358
W081,359
W081,360
W081,361
W081,362
W081,363
W081,364
W081,365
W081,366
W081,367
W081,368
W081,369
W081,370
W081,371
W081,372
W081,373
W081,374
W081,375
W081,376
W081,377
W081,378
W081,379
W081,380
W081,381
W081,382
W081,383
W081,384
W081,385
W081,386
W081,387
W081,388
W081,389
W081,390
W081,391
W081,392
W081,393
W081,394
W081,395
W081,396
W081,397
W081,398
W081,399
W081,400
W081,401
W081,402
W081,403
W081,404
W081,405
W081,406
W081,407
W081,408
W081,409
W081,410
W081,411
W081,412
W081,413
W081,414
W081,415
W081,416
W081,417
W081,418
W081,419
W081,420
W081,421
W081,422
W081,423
W081,424
W081,425
W081,426
W081,427
W081,428
W081,429
W081,430
W081,431
W081,432
W081,433
W081,434
W081,435
W081,436
W081,437
W081,438
W081,439
W081,440
W081,441
W081,442
W081,443
W081,444
W081,445
W081,446
W081,447
W081,448
W081,449
W081,450
W081,451
W081,452
W081,453
W081,454
W081,455
W081,456
W081,457
W081,458
W081,459
W081,460
W081,461
W081,462
W081,463
W081,464
W081,465
W081,466
W081,467
W081,468
W081,469
W081,470
W081,471
W081,472
W081,473
W081,474
W081,475
W081,476
W081,477
W081,478
W081,479
W081,480
W081,481
W081,482
W081,483
W081,484
W081,485
W081,486
W081,487
W081,488
W081,489
W081,490
W081,491
W081,492
W081,493
W081,494
W081,495
W081,496
W081,497
W081,498
W081,499
W081,500
W081,501
W081,502
W081,503
W081,504
W081,505
W081,506
W081,507
W081,508
W081,509
W081,510
W081,511
W081,512
W081,513
W081,514
W081,515
W081,516
W081,517
W081,518
W081,519
W081,520
W081,521
W081,522
W081,523
W081,524
W081,525
W081,526
W081,527
W081,528
W081,529
W081,530
W081,531
W081,532
W081,533
W081,534
W081,535
W081,536
W081,537
W081,538
W081,539
W081,540
W081,541
W081,542
W081,543
W081,544
W081,545
W081,546
W081,547
W081,548
W081,549
W081,550
W081,551
W081,552
W081,553
W081,554
W081,555
W081,556
W081,557
W081,558
W081,559
W081,560
W081,561
W081,562
W081,563
W081,564
W081,565
W081,566
W081,567
W081,568
W081,569
W081,570
W081,571
W081,572
W081,573
W081,574
W081,575
W081,576
W081,577
W081,578
W081,579
W081,580
W081,581
W081,582
W081,583
W081,584
W081,585
W081,586
W081,587
W081,588
W081,589
W081,590
W081,591
W081,592
W081,593
W081,594
W081,595
W081,596
W081,597
W081,598
W081,599
W081,600
W081,601
W081,602
W081,603
W081,604
W081,605
W081,606
W081,607
W081,608
W081,609
W081,610
W081,611
W081,612
W081,613
W081,614
W081,615
W081,616
W081,617
W081,618
W081,619
W081,620
W081,621
W081,622
W081,623
W081,624
W081,625
W081,626
W081,627
W081,628
W081,629
W081,630
W081,631
W081,632
W081,633
W081,634
W081,635
W081,636
W081,637
W081,638
W081,639
W081,640
W081,641
W081,642
W081,643
W081,644
W081,645
W081,646
W081,647
W081,648
W081,649
W081,650
W081,651
W081,652
W081,653
W081,654
W081,655
W081,656
W081,657
W081,658
W081,659
W081,660
W081,661
W081,662
W081,663
W081,664
W081,665
W081,666
W081,667
W081,668
W081,669
W081,670
W081,671
W081,672
W081,673
W081,674
W081,675
W081,676
W081,677
W081,678
W081,679
W081,680
W081,681
W081,682
W081,683
W081,684
W081,685
W081,686
W081,687
W081,688
W081,689
W081,690
W081,691
W081,692
W081,693
W081,694
W081,695
W081,696
W081,697
W081,698
W081,699
W081,700
W081,701
W081,702
W081,703
W081,704
W081,705
W081,706
W081,707
W081,708
W081,709
W081,710
W081,711
W081,712
W081,713
W081,714
W081,715
W081,716
W081,717
W081,718
W081,719
W081,720
W081,721
W081,722
W081,723
W081,724
W081,725
W081,726
W081,727
W081,728
W081,729
W081,730
W081,731
W081,732
W081,733
W081,734
W081,735
W081,736
W081,737
W081,738
W081,739
W081,740
W081,741
W081,742
W081,743
W081,744
W081,745
W081,746
W081,747
W081,748
W081,749
W081,750
W081,751
W081,752
W081,753
W081,754
W081,755
W081,756
W081,757
W081,758
W081,759
W081,760
W081,761
W081,762
W081,763
W081,764
W081,765
W081,766
W081,767
W081,768
W081,769
W081,770
W081,771
W081,772
W081,773
W081,774
W081,775
W081,776
W081,777
W081,778
W081,779
W081,780
W081,781
W081,782
W081,783
W081,784
W081,785
W081,786
W081,787
W081,788
W081,789
W081,790
W081,791
W081,792
W081,793
W081,794
W081,795
W081,796
W081,797
W081,798
W081,799
W081,800
W081,801
W081,802
W081,803
W081,804
W081,805
W081,806
W081,807
W081,808
W081,809
W081,810
W081,811
W081,812
W081,813
W081,814
W081,815
W081,816
W081,817
W081,818
W081,819
W081,820
W081,821
W081,822
W081,823
W081,824
W081,825
W081,826
W081,827
W081,828
W081,829
W081,830
W081,831
W081,832
W081,833
W081,834
W081,835
W081,836
W081,837
W081,838
W081,839
W081,840
W081,841
W081,842
W081,843
W081,844
W081,845
W081,846
W081,847
W081,848
W081,849
W081,850
W081,851
W081,852
W081,853
W081,854
W081,855
W081,856
W081,857
W081,858
W081,859
W081,860
W081,861
W081,862
W081,863
W081,864
W081,865
W081,866
W081,867
W081,868
W081,869
W081,870
W081,871
W081,872
W081,873
W081,874
W081,875
W081,876
W081,877
W081,878
W081,879
W081,880
W081,881
W081,882
W081,883
W081,884
W081,885
W081,886
W081,887
W081,888
W081,889
W081,890
W081,891
W081,892
W081,893
W081,894
W081,895
W081,896
W081,897
W081,898
W081,899
W081,900
W081,901
W081,902
W081,903
W081,904
W081,905
W081,906
W081,907
W081,908
W081,909
W081,910
W081,911
W081,912
W081,913
W081,914
W081,915
W081,916
W081,917
W081,918
W081,919
W081,920
W081,921
W081,922
W081,923
W081,924
W081,925
W081,926
W081,927
W081,928
W081,929
W081,930
W081,931
W081,932
W081,933
W081,934
W081,935
W081,936
W081,937
W081,938
W081,939
W081,940
W081,941
W081,942
W081,943
W081,944
W081,945
W081,946
W081,947
W081,948
W081,949
W081,950
W081,951
W081,952
W081,953
W081,954
W081,955
W081,956
W081,957
W081,958
W081,959
W081,960
W081,961
W081,962
W081,963
W081,964
W081,965
W081,966
W081,967
W081,968
W081,969
W081,970
W081,971
W081,972
W081,973
W081,974
W081,975
W081,976
W081,977
W081,978
W081,979
W081,980
W081,981
W081,982
W081,983
W081,984
W081,985
W081,986
W081,987
W081,988
W081,989
W081,990
W081,991
W081,992
W081,993
W081,994
W081,995
W081,996
W081,997
W081,998
W081,999
