window_id,basis,object_A,object_B,baseline_config,metric_family,metric_name,median,q025,q975,P_positive,P_negative,decision
W160,2d_field,H,Je,C0_full_stage,2d_dist_core_growth_share,2d_dist_core_growth_share,-0.07332871614844702,-0.2089083486227912,0.10721569606110776,0.211,0.789,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_dist_early_growth_share,2d_dist_early_growth_share,0.05877827751442766,-0.1113737878294389,0.23340372019182823,0.737,0.263,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_dist_growth_center,2d_dist_growth_center,0.23234244693736628,-2.533357299706053,3.3315844546497053,0.566,0.434,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_dist_late_growth_share,2d_dist_late_growth_share,0.0020251964657174992,-0.22075004326805078,0.18136996703890063,0.511,0.489,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_dist_state_compare,2d_dist_state_compare,-0.039625304586603904,-0.11105924259682681,0.04905314546303837,0.175,0.825,B_direction_tendency
W160,2d_field,H,Je,C0_full_stage,2d_dist_state_core,2d_dist_state_core,0.015091024504863021,-0.11343751591892898,0.18078219882043964,0.579,0.421,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_dist_state_early,2d_dist_state_early,-0.016631137593479117,-0.10432037027972545,0.11425678818211707,0.383,0.617,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_dist_state_late,2d_dist_state_late,-0.10186564101400847,-0.18380990340811765,-0.0075158100884648174,0.016,0.984,B_direction_supported
W160,2d_field,H,Je,C0_full_stage,2d_pattern_core_growth_share,2d_pattern_core_growth_share,0.03850038341597836,-0.060816841779248405,0.1608010364581166,0.758,0.242,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_pattern_early_growth_share,2d_pattern_early_growth_share,0.012822412104348604,-0.13667975057696194,0.16309925280960455,0.573,0.427,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_pattern_growth_center,2d_pattern_growth_center,2.2405171254590073,-2.723247921443019,7.225907179903178,0.813,0.187,A_direction_tendency
W160,2d_field,H,Je,C0_full_stage,2d_pattern_late_growth_share,2d_pattern_late_growth_share,0.008386239556719594,-0.11985677460274272,0.15012049813491266,0.544,0.456,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_pattern_state_compare,2d_pattern_state_compare,0.03155966166497082,-0.09904224480117459,0.15070175573819747,0.672,0.328,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_pattern_state_core,2d_pattern_state_core,0.04729453909671666,-0.18016609443641016,0.2403113359198744,0.66,0.34,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_pattern_state_early,2d_pattern_state_early,-0.04233748900927542,-0.25636692595559857,0.17088279132156722,0.339,0.661,unresolved
W160,2d_field,H,Je,C0_full_stage,2d_pattern_state_late,2d_pattern_state_late,0.09131004673433707,-0.03573339056616663,0.21140576954786383,0.937,0.063,A_direction_tendency
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_core_growth_share,2d_dist_core_growth_share,-0.07033137022222269,-0.1857170536097506,0.07610710011645874,0.182,0.818,B_direction_tendency
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_early_growth_share,2d_dist_early_growth_share,0.049503612330811325,-0.1037769454128359,0.19783445300758287,0.712,0.288,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_growth_center,2d_dist_growth_center,-0.5492671821094461,-3.3160483032090804,2.6701997158947544,0.366,0.634,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_late_growth_share,2d_dist_late_growth_share,-0.019325184257298483,-0.21232658509786453,0.15393262720510945,0.412,0.588,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_state_compare,2d_dist_state_compare,-0.048881863795383146,-0.12168163176277218,0.04664682725483102,0.13,0.87,B_direction_tendency
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_state_core,2d_dist_state_core,0.001202486240660633,-0.119409584231923,0.1514367096534634,0.511,0.489,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_state_early,2d_dist_state_early,-0.02057260588914156,-0.10096626712594564,0.09915128311066267,0.344,0.656,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_dist_state_late,2d_dist_state_late,-0.1100966849997353,-0.2003163671526412,-0.003750109765097136,0.023,0.977,B_direction_supported
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_core_growth_share,2d_pattern_core_growth_share,0.03797242979160557,-0.05546245556444996,0.1636423525899992,0.764,0.236,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_early_growth_share,2d_pattern_early_growth_share,0.011080135764318419,-0.13811840763442804,0.1598294110368713,0.563,0.437,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_growth_center,2d_pattern_growth_center,2.1796064191373574,-2.652186507586166,7.309703089154348,0.792,0.208,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_late_growth_share,2d_pattern_late_growth_share,0.008722245493919416,-0.12808762741619428,0.1516030980279779,0.548,0.452,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_compare,2d_pattern_state_compare,0.06463149647208902,-0.06516284377681995,0.18464298955358957,0.821,0.179,A_direction_tendency
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_core,2d_pattern_state_core,0.08400965258318621,-0.12233902456264992,0.2700640511657507,0.781,0.219,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_early,2d_pattern_state_early,-0.015544779962768124,-0.20474392914395026,0.17818654682598203,0.44,0.56,unresolved
W160,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_late,2d_pattern_state_late,0.12960177975022807,-0.017070298103906836,0.2658868619081265,0.957,0.043,A_direction_tendency
W160,2d_field,H,Je,C2_immediate_pre,2d_dist_core_growth_share,2d_dist_core_growth_share,-0.09071807640660651,-0.20214756754652843,0.06549848156804557,0.127,0.873,B_direction_tendency
W160,2d_field,H,Je,C2_immediate_pre,2d_dist_early_growth_share,2d_dist_early_growth_share,0.06123429686666923,-0.06709712897903905,0.18818654333719279,0.803,0.197,A_direction_tendency
