object,baseline_config,baseline_role,day,D_pre,D_post,S_dist,R_pre,R_post,R_diff,S_pattern,V_dist,V_pattern,pattern_dynamic_range,pattern_branch_valid
P,C0_full_stage,main_full_stage,119,0.6109647696682883,1.7435378610633419,0.25948782630089445,0.9667556589970844,0.9253722477244187,-0.04138341127266565,0.0937065230629549,,,0.1020666938832577,True
P,C0_full_stage,main_full_stage,120,0.6057385044883139,1.8743536986731204,0.24424031643507615,0.9696863307642425,0.9088497893064161,-0.060836541457826354,-0.0968858185231348,-0.015247509865818298,-0.1905923415860897,0.1020666938832577,True
P,C0_full_stage,main_full_stage,121,0.6798086772451953,1.9454921065112516,0.25894506315290927,0.9632194877472323,0.8948390703208039,-0.06838041742642842,-0.170797059120686,0.014704746717833117,-0.07391124059755119,0.1020666938832577,True
P,C0_full_stage,main_full_stage,122,0.6679837807250499,1.9001188394439268,0.26010790047054183,0.9621706689880967,0.8984882474419852,-0.06368242154611148,-0.12476837237111382,0.001162837317632559,0.04602868674957217,0.1020666938832577,True
P,C0_full_stage,main_full_stage,123,0.6214439996281087,1.8766213489623742,0.24877011323132694,0.9635480808606727,0.9057548373673961,-0.057793243493276525,-0.06706906000217491,-0.011337787239214886,0.05769931236893891,0.1020666938832577,True
P,C0_full_stage,main_full_stage,124,0.5708422603688744,1.889807150159171,0.23198845716358024,0.9672958384204334,0.9044036681526685,-0.06289217026776495,-0.11702587334150473,-0.016781656067746703,-0.04995681333932982,0.1020666938832577,True
P,C0_full_stage,main_full_stage,125,0.5297332255433451,1.837253369244834,0.2238006867929688,0.9707593385055718,0.9027152575787102,-0.06804408092686165,-0.16750179710356347,-0.008187770370611441,-0.05047592376205874,0.1020666938832577,True
P,C0_full_stage,main_full_stage,126,0.4236370757196589,1.787788168261293,0.19156744134702836,0.9812914648994157,0.9189718482741613,-0.062319616625254315,-0.11141627024056065,-0.032233245445940445,0.05608552686300282,0.1020666938832577,True
P,C0_full_stage,main_full_stage,127,0.3382644440866239,1.7927360780952692,0.15873503575695094,0.9880357024613837,0.9171292140183561,-0.0709064884430276,-0.19554627867989366,-0.03283240559007741,-0.084130008439333,0.1020666938832577,True
P,C0_full_stage,main_full_stage,128,0.37358423300458066,1.840924174482186,0.1686984938695985,0.9864468333009717,0.9066917455538993,-0.0797550877470724,-0.2822405661833734,0.009963458112647566,-0.08669428750347974,0.1020666938832577,True
P,C0_full_stage,main_full_stage,129,0.3965707303533617,1.8282225612939325,0.17825059606312033,0.9869669827432801,0.9105719473536865,-0.07639503538959358,-0.2493204016356513,0.009552102193521816,0.03292016454772209,0.1020666938832577,True
P,C0_full_stage,main_full_stage,130,0.3917206723293688,1.8180707492499342,0.17726590324502764,0.9897783105778845,0.9194119189159414,-0.07036639166194303,-0.1902546721769699,-0.0009846928180926862,0.05906572945868141,0.1020666938832577,True
P,C0_full_stage,main_full_stage,131,0.3946070924143166,1.8551764627674423,0.17539780282660855,0.9871066433254015,0.9109972607278776,-0.07610938259752398,-0.24652171402070489,-0.0018681004184190886,-0.05626704184373499,0.1020666938832577,True
P,C0_full_stage,main_full_stage,132,0.407487557188117,1.8993066646033636,0.1766466871378141,0.98501535345957,0.901803370318835,-0.08321198314073508,-0.3161095518646047,0.0012488843112055392,-0.06958783784389982,0.1020666938832577,True
P,C0_full_stage,main_full_stage,133,0.32740773832072245,1.8455566008418818,0.1506733140622527,0.9896740336917309,0.9121653419025003,-0.07750869178923059,-0.26023146730522995,-0.025973373075561385,0.05587808455937476,0.1020666938832577,True
P,C0_full_stage,main_full_stage,134,0.29575943229574647,1.8587577079563729,0.13727411435730652,0.9913671068605016,0.9145943685287543,-0.07677273833174725,-0.2530209520089756,-0.013399199704946185,0.007210515296254327,0.1020666938832577,True
P,C0_full_stage,main_full_stage,135,0.2972737070135222,1.8906070370394346,0.1358729024978003,0.9925801211303599,0.9128872472634966,-0.0796928738668633,-0.2816310247370691,-0.0014012118595062295,-0.02861007272809346,0.1020666938832577,True
P,C0_full_stage,main_full_stage,136,0.24053505704514122,1.8638621094979944,0.11430116941293211,0.9962546572658819,0.9271151613246308,-0.06913949594125113,-0.17823414252118225,-0.021571733084868178,0.10339688221588683,0.1020666938832577,True
P,C0_full_stage,main_full_stage,137,0.1909272021510004,1.7639153946866368,0.09766883659066192,0.9979231397420893,0.9505448145463394,-0.047378325195749915,0.03497126188224932,-0.016632332822270196,0.21320540440343155,0.1020666938832577,True
P,C0_full_stage,main_full_stage,138,0.3066615280105019,1.7032433753913565,0.15257514297888566,0.9929788650474518,0.9609085792333688,-0.032070285814083,0.18495201269579103,0.05490630638822375,0.14998075081354173,0.1020666938832577,True
P,C0_full_stage,main_full_stage,139,0.35881627225455726,1.6793810768172377,0.17604589291511147,0.991326363908033,0.9624099585168482,-0.028916405391184785,0.21585220454981124,0.023470749936225804,0.03090019185402021,0.1020666938832577,True
P,C0_full_stage,main_full_stage,140,0.38199824219018014,1.6512796933576404,0.18787310652995376,0.9887539659002345,0.9629614529875152,-0.025792512912719223,0.24645858905795082,0.011827213614842291,0.030606384508139572,0.1020666938832577,True
P,C0_full_stage,main_full_stage,141,0.42983679908904965,1.6190340163945234,0.209792045374808,0.983982423613724,0.96189208693006,-0.022090336683664002,0.28273071748889333,0.02191893884485424,0.03627212843094252,0.1020666938832577,True
P,C0_full_stage,main_full_stage,142,0.4239461511794747,1.608304701171867,0.20860916391741857,0.9819328633788605,0.9619471371645754,-0.019985726214285182,0.3033506708674758,-0.0011828814573894286,0.020619953378582467,0.1020666938832577,True
P,C0_full_stage,main_full_stage,143,0.43694190852992015,1.6094777349337863,0.21351530216469472,0.9797776175738254,0.9685373500934452,-0.011240267480380206,0.3890344370518483,0.004906138247276148,0.08568376618437251,0.1020666938832577,True
P,C0_full_stage,main_full_stage,144,0.48370947260759384,1.5916296227793623,0.23307490987028512,0.9753660378545753,0.9660834469986288,-0.009282590855946515,0.40821480382921105,0.0195596077055904,0.019180366777362734,0.1020666938832577,True
P,C0_full_stage,main_full_stage,145,0.4806946761346037,1.6232305724597065,0.2284751687141779,0.976702999428353,0.9582710264735875,-0.018431972954765508,0.3185735922770478,-0.004599741156107229,-0.08964121155216326,0.1020666938832577,True
P,C0_full_stage,main_full_stage,146,0.49096865527761285,1.6712514753607057,0.22706691530647802,0.9783019112925585,0.9522288045541819,-0.026073106738376595,0.24370946674408112,-0.001408253407699872,-0.07486412553296667,0.1020666938832577,True
P,C0_full_stage,main_full_stage,147,0.4651170272872641,1.6820444097583698,0.21661949551741083,0.98102292572941,0.9417824065042627,-0.03924051922514726,0.1147015407909651,-0.010447419789067186,-0.129007925953116,0.1020666938832577,True
P,C0_full_stage,main_full_stage,148,0.43226110418752517,1.6859808940306378,0.20406596817131256,0.9811835260671102,0.9342406290605517,-0.046942897006558515,0.039237376249482925,-0.01255352734609827,-0.07546416454148218,0.1020666938832577,True
P,C0_full_stage,main_full_stage,149,0.41379121345272507,1.6954090790157408,0.1961839351768967,0.9823960734199528,0.9316958172310591,-0.05070025618889373,0.002424591986745593,-0.007882032994415866,-0.03681278426273733,0.1020666938832577,True
P,C0_full_stage,main_full_stage,150,0.3416384111219853,1.612928343427342,0.17478984042208284,0.9890128306003924,0.9447684024341402,-0.04424442816625218,0.06567566613269205,-0.021394094754813853,0.06325107414594645,0.1020666938832577,True
P,C0_full_stage,main_full_stage,151,0.28036180274822203,1.5353447300240834,0.1544092052806312,0.995123897753803,0.9515490077013685,-0.043574890052434534,0.07223547607993551,-0.020380635141451636,0.006559809947243464,0.1020666938832577,True
P,C0_full_stage,main_full_stage,152,0.32099158117757126,1.458629367273554,0.18037075898490798,0.9958570284626916,0.9535028038368535,-0.042354224625838155,0.08419496433369003,0.025961553704276774,0.011959488253754522,0.1020666938832577,True
P,C0_full_stage,main_full_stage,153,0.4254194964219186,1.379740027601238,0.23566864355222567,0.9930658887609106,0.9542777574339871,-0.03878813132692349,0.11913381816776743,0.055297884567317684,0.034938853834077396,0.1020666938832577,True
P,C0_full_stage,main_full_stage,154,0.5808391044148242,1.2907902242965037,0.3103387489737346,0.9904703460213027,0.948649148807802,-0.04182119721350064,0.08941730858780278,0.07467010542150893,-0.029716509579964648,0.1020666938832577,True
P,C0_full_stage,main_full_stage,155,0.7151249328506435,1.217134098485297,0.3700978602005626,0.9917903596146938,0.9436305466434666,-0.04815981297122718,0.027314623406517788,0.05975911122682803,-0.06210268518128499,0.1020666938832577,True
P,C0_full_stage,main_full_stage,156,0.7550848137905268,1.1073303064633364,0.40543314193433,0.9938273791733339,0.9568580491527237,-0.0369693300206102,0.1369535518841706,0.035335281733767376,0.10963892847765282,0.1020666938832577,True
P,C0_full_stage,main_full_stage,157,0.8012267502009576,0.9826320542148624,0.44915368201652267,0.9923175558190213,0.9692065183286165,-0.023111037490404773,0.272730385667543,0.04372054008219267,0.13577683378337238,0.1020666938832577,True
P,C0_full_stage,main_full_stage,158,0.9359656695741898,0.8270988723910792,0.5308743085099307,0.9867364347757468,0.9792768001923187,-0.007459634583428132,0.42607524589078555,0.081720626493408,0.15334486022324256,0.1020666938832577,True
P,C0_full_stage,main_full_stage,159,1.005216417321856,0.7785022730082917,0.5635509807523523,0.9842110302422452,0.9802140110029076,-0.003997019239337596,0.46000027287413253,0.032676672242421656,0.033925026983346984,0.1020666938832577,True
P,C0_full_stage,main_full_stage,160,1.0800882262030695,0.751826174074006,0.5895953577523639,0.9778629477828694,0.9797433385195631,0.00188039073669366,0.5175842873299524,0.02604437700001161,0.0575840144558199,0.1020666938832577,True
P,C0_full_stage,main_full_stage,161,1.1711964299517488,0.7347140234426494,0.6145075850053004,0.9729388840513552,0.9769362155823614,0.003997331531006232,0.5383250472563383,0.024912227252936514,0.02074075992638591,0.1020666938832577,True
P,C0_full_stage,main_full_stage,162,1.1841558713575069,0.6823694839788843,0.6344172437690215,0.9723143204440259,0.9819391416821834,0.009624821238157555,0.5934604640416411,0.019909658763721083,0.05513541678530276,0.1020666938832577,True
P,C0_full_stage,main_full_stage,163,1.2551115236477104,0.593416162637981,0.6789790236626901,0.9639557515547165,0.9889023373113424,0.024946585756625894,0.7435756870936696,0.04456177989366861,0.1501152230520285,0.1020666938832577,True
P,C0_full_stage,main_full_stage,164,1.3018634008290495,0.5122439549195972,0.7176330533601722,0.9565135905954557,0.9938737997139928,0.0373602091185371,0.8651983525256441,0.038654029697482106,0.12162266543197453,0.1020666938832577,True
P,C0_full_stage,main_full_stage,165,1.4070695805005105,0.4250260663624324,0.7680109839842723,0.9469114039586878,0.9965803035690836,0.04966889961039578,0.9857929365526056,0.05037793062410001,0.12059458402696144,0.1020666938832577,True
P,C0_full_stage,main_full_stage,166,1.4968678134241247,0.38270652128748506,0.7963865997637144,0.9362311301009291,0.9971000184231996,0.06086888832227055,1.095524997872091,0.028375615779442143,0.10973206131948532,0.1020666938832577,True
P,C0_full_stage,main_full_stage,167,1.5222631151629502,0.40012829153569895,0.7918590927209537,0.9296285574840396,0.9961423442049719,0.06651378672093233,1.1508309765796831,-0.004527507042760726,0.05530597870759224,0.1020666938832577,True
P,C0_full_stage,main_full_stage,168,1.5187432681799111,0.3587073352335706,0.8089391355589395,0.934022227885149,0.9975986024542427,0.06357637456909371,1.1220516359340618,0.01708004283798581,-0.028779340645621376,0.1020666938832577,True
P,C0_full_stage,main_full_stage,169,1.5122811653082695,0.3203521251688898,0.8251957296456837,0.945987915230456,0.9988607899219663,0.05287287469151025,1.0171839315894307,0.01625659408674418,-0.10486770434463111,0.1020666938832577,True
P,C0_full_stage,main_full_stage,170,1.5285586284115635,0.29534707440167834,0.8380688903235913,0.9496543100461471,0.9988086124516717,0.04915430240552465,0.9807511625390404,0.012873160677907669,-0.03643276905039028,0.1020666938832577,True
P,C0_full_stage,main_full_stage,171,1.581503848914989,0.21019420459739402,0.8826843595742393,0.9492825788663679,0.9987930739927373,0.0495104951263694,0.9842409661889182,0.044615469250647966,0.0034898036498778318,0.1020666938832577,True
P,C0_full_stage,main_full_stage,172,1.6238861394885442,0.15124700104396727,0.9147968129316792,0.9507214321413362,0.9987022536118051,0.04798082147046889,0.9692539650654163,0.03211245335743995,-0.01498700112350193,0.1020666938832577,True
P,C0_full_stage,main_full_stage,173,1.712905090513654,0.12645229050060033,0.9312519188463135,0.9497191889561487,0.9991181411028757,0.04939895214672696,0.9831481221337357,0.016455105914634283,0.013894157068319424,0.1020666938832577,True
P,C0_full_stage,main_full_stage,174,1.7629642272386994,0.18588411643763178,0.9046184804267644,0.9528709787329258,0.9989123842825645,0.04604140554963865,0.950252507811902,-0.026633438419549127,-0.032895614321833744,0.1020666938832577,True
