day,detector_score,score_valid,object
119,0.6977569261731528,True,P
120,0.5833216313703758,True,P
121,0.480491528499645,True,P
122,0.43463896514160677,True,P
123,0.4684445279439553,True,P
124,0.5299230653145645,True,P
125,0.575603446485249,True,P
126,0.5999918110853771,True,P
127,0.6079432981925184,True,P
128,0.5872003518274379,True,P
129,0.5546419350619411,True,P
130,0.535266116729529,True,P
131,0.5198119430967928,True,P
132,0.5177594517030585,True,P
133,0.5326587279452599,True,P
134,0.5461914211520913,True,P
135,0.5545330823168045,True,P
136,0.5639915533493158,True,P
137,0.5829348524410758,True,P
138,0.5730595594149024,True,P
139,0.5249134761235735,True,P
140,0.4702303603114333,True,P
141,0.4182360347013491,True,P
142,0.36055994623364346,True,P
143,0.30721500082950354,True,P
144,0.27705027085567496,True,P
145,0.285324781692786,True,P
146,0.3370941437460892,True,P
147,0.41107052497344954,True,P
148,0.47052778585595095,True,P
149,0.5218416523265655,True,P
150,0.5866167948514238,True,P
151,0.6524081058751964,True,P
152,0.7131053169503389,True,P
153,0.7626810426601756,True,P
154,0.8009996286716078,True,P
155,0.828434369740244,True,P
156,0.8539305311758771,True,P
157,0.8810107019796631,True,P
158,0.895940573674379,True,P
159,0.8796352381263193,True,P
160,0.8512305968564254,True,P
161,0.8236349735866421,True,P
162,0.8022656153512839,True,P
163,0.7801245064371356,True,P
164,0.7453577214369855,True,P
165,0.699285417906565,True,P
166,0.6360955494038676,True,P
167,0.580046579061163,True,P
168,0.5576075934092284,True,P
169,0.5794326653697395,True,P
170,0.5757636360071566,True,P
171,0.5818920282937197,True,P
172,0.5949516049938017,True,P
173,0.6024326863294178,True,P
174,,False,P
175,,False,P
176,,False,P
177,,False,P
178,,False,P
179,,False,P
180,,False,P
181,,False,P
182,,False,P
119,0.7955507022413608,True,V
120,0.7475172529859573,True,V
121,0.7049210725993305,True,V
122,0.6646162335787374,True,V
123,0.6219563349496758,True,V
124,0.5734074066329062,True,V
125,0.5202496592131964,True,V
126,0.4627961213529924,True,V
127,0.4037970174036409,True,V
128,0.35784556528094874,True,V
129,0.3328041979048263,True,V
130,0.3260854491457097,True,V
131,0.3335187342487482,True,V
132,0.35178671963158975,True,V
133,0.3796107884903812,True,V
134,0.4169565164251867,True,V
135,0.45799923325660474,True,V
136,0.49212391192858046,True,V
137,0.5099806781111477,True,V
138,0.5108940550416669,True,V
139,0.5000729376652578,True,V
140,0.48408291035492146,True,V
141,0.4651609339309214,True,V
142,0.4459959419681502,True,V
143,0.4278479855737631,True,V
144,0.4156636521333879,True,V
145,0.41261602713807866,True,V
146,0.41661053217614724,True,V
147,0.4276753540898139,True,V
148,0.4464735016607545,True,V
149,0.47046158075500283,True,V
150,0.4936397784277954,True,V
151,0.5168178932228148,True,V
152,0.5453656293301039,True,V
153,0.5842132804484853,True,V
154,0.6302487566824428,True,V
155,0.676311273565708,True,V
156,0.7195857585961577,True,V
157,0.7593714975808897,True,V
158,0.7969931357954934,True,V
159,0.8362500128407793,True,V
160,0.8758351409058069,True,V
161,0.9060728646061028,True,V
162,0.9180713481238387,True,V
163,0.9087417517481615,True,V
164,0.8851336829659355,True,V
165,0.8525237788401884,True,V
166,0.8102537406003468,True,V
167,0.7633179231429605,True,V
168,0.7153250791625997,True,V
169,0.6625290303835047,True,V
170,0.589311752082033,True,V
171,0.5286605464937777,True,V
172,0.4908482344160392,True,V
173,0.47177614385236705,True,V
174,,False,V
175,,False,V
176,,False,V
177,,False,V
178,,False,V
179,,False,V
180,,False,V
181,,False,V
182,,False,V
119,5.832056314854217,True,H
120,4.912942198281092,True,H
121,4.05889123226476,True,H
122,3.2927804510987486,True,H
123,2.660361416549294,True,H
124,2.2621663895483635,True,H
125,2.207564076017076,True,H
126,2.4532124287787753,True,H
