window_id,object,baseline_config,branch,mean_early,mean_core,mean_late,growth_center,positive_growth_area
W160,P,C0_full_stage,dist,0.21279886800998585,0.4847842218610104,0.747399733779434,159.09420453833474,0.9545912039982962
W160,P,C0_full_stage,pattern,0.11493038013502103,0.30677639450885036,0.9092695191984206,160.40158596559618,2.4593200206201153
W160,P,C1_buffered_stage,dist,0.19301323798952805,0.4655781251212847,0.6888423051106309,158.77833304752394,0.9619172774385958
W160,P,C1_buffered_stage,pattern,0.08667874430179978,0.30384773352466427,0.916050208513464,160.2742967889834,2.470195691817099
W160,P,C2_immediate_pre,dist,0.14835516589638104,0.4591595876882195,0.6724175046687326,157.5756194384689,0.9320780437736415
W160,P,C2_immediate_pre,pattern,-0.025906216468722303,0.2978047636929578,0.8459492124721605,159.45498770051637,2.436833111587922
W160,V,C0_full_stage,dist,0.24482266698807592,0.451158926880243,0.8028301924266451,158.91150144573155,0.937003490677704
W160,V,C0_full_stage,pattern,0.4452256639519023,0.5076299002466546,0.9091921396367674,158.06154081755338,2.0160438138203616
W160,V,C1_buffered_stage,dist,0.2363019765314454,0.43298853396946696,0.7615184769772793,158.93330391089526,0.9334550795838504
W160,V,C1_buffered_stage,pattern,0.45569602828180544,0.5113492889993071,0.8812071466576411,158.07272521128777,1.8033340445619206
W160,V,C2_immediate_pre,dist,0.11577535034831352,0.34035377636489134,0.7228778592939005,159.28116330239754,0.9667108036322004
W160,V,C2_immediate_pre,pattern,0.03396664039932027,0.12685919846863156,0.7627654970766762,158.398819498647,2.6188296122675694
W160,H,C0_full_stage,dist,0.27154421130789597,0.532108662414747,0.6687608698060343,159.02566264005316,0.9672704030812898
W160,H,C0_full_stage,pattern,0.5004130208449451,0.7852331396448284,0.8190458289155454,155.65984852930336,2.103827326635782
W160,H,C1_buffered_stage,dist,0.24816364525838205,0.47505729333356267,0.5923411066294817,158.81120524104375,0.9995906042060962
W160,H,C1_buffered_stage,pattern,0.48187518296683673,0.7448192370721967,0.7759096719226066,155.65993881958204,1.9508813551383222
W160,H,C2_immediate_pre,dist,0.16691427188120064,0.41733308400731367,0.5486300963666324,158.80460811856383,1.0107942893037092
W160,H,C2_immediate_pre,pattern,0.3333120842787699,0.669072573131725,0.7107550192994031,155.81652332867935,2.312955217575695
W160,Je,C0_full_stage,dist,0.2980910528162071,0.4939922890639443,0.7624757337877185,159.04243078636057,0.9256025969884039
W160,Je,C0_full_stage,pattern,0.4312736945683134,0.7184278009794145,0.7872878051154462,155.16136057712788,1.9809315010730195
W160,Je,C1_buffered_stage,dist,0.2807431757207949,0.45884052941751136,0.6974907751820691,158.96290178209313,0.9347170444923858
W160,Je,C1_buffered_stage,pattern,0.38440190064194407,0.6377985899928342,0.6972506064748047,155.17304287658405,1.7392632927873466
W160,Je,C2_immediate_pre,dist,0.13053169781243873,0.35176024630908315,0.6372056694477688,158.91509406539748,0.9742110282264728
W160,Je,C2_immediate_pre,pattern,0.2114138190040058,0.5369573736632183,0.6082607372331381,155.21464066711326,2.2022579624570735
W160,Jw,C0_full_stage,dist,0.30892113280472233,0.5219340033334842,0.7634230085014171,158.51838919436227,0.9185573193286536
W160,Jw,C0_full_stage,pattern,0.3066503164514287,0.4926195857637608,0.7139839181455591,158.75426249461617,1.6400357858679508
W160,Jw,C1_buffered_stage,dist,0.2912263924872753,0.48477219115845743,0.7028697071076571,158.47971093054994,0.9432393700533483
W160,Jw,C1_buffered_stage,pattern,0.2873285091325625,0.4496250578043424,0.6430058394592666,158.77714978414707,1.4466089470145016
W160,Jw,C2_immediate_pre,dist,0.13889584053542084,0.3754228284876009,0.6413475257381559,158.85745649534786,0.9646275815503492
W160,Jw,C2_immediate_pre,pattern,0.13259653725917922,0.3297802875708559,0.5655005154144128,158.80044635327815,1.7543300374634572
