object,baseline_config,day,V_dist,V_pattern
P,C0_full_stage,119,,
P,C0_full_stage,120,-0.015247509865818298,-0.1905923415860897
P,C0_full_stage,121,0.014704746717833117,-0.07391124059755119
P,C0_full_stage,122,0.001162837317632559,0.04602868674957217
P,C0_full_stage,123,-0.011337787239214886,0.05769931236893891
P,C0_full_stage,124,-0.016781656067746703,-0.04995681333932982
P,C0_full_stage,125,-0.008187770370611441,-0.05047592376205874
P,C0_full_stage,126,-0.032233245445940445,0.05608552686300282
P,C0_full_stage,127,-0.03283240559007741,-0.084130008439333
P,C0_full_stage,128,0.009963458112647566,-0.08669428750347974
P,C0_full_stage,129,0.009552102193521816,0.03292016454772209
P,C0_full_stage,130,-0.0009846928180926862,0.05906572945868141
P,C0_full_stage,131,-0.0018681004184190886,-0.05626704184373499
P,C0_full_stage,132,0.0012488843112055392,-0.06958783784389982
P,C0_full_stage,133,-0.025973373075561385,0.05587808455937476
P,C0_full_stage,134,-0.013399199704946185,0.007210515296254327
P,C0_full_stage,135,-0.0014012118595062295,-0.02861007272809346
P,C0_full_stage,136,-0.021571733084868178,0.10339688221588683
P,C0_full_stage,137,-0.016632332822270196,0.21320540440343155
P,C0_full_stage,138,0.05490630638822375,0.14998075081354173
P,C0_full_stage,139,0.023470749936225804,0.03090019185402021
P,C0_full_stage,140,0.011827213614842291,0.030606384508139572
P,C0_full_stage,141,0.02191893884485424,0.03627212843094252
P,C0_full_stage,142,-0.0011828814573894286,0.020619953378582467
P,C0_full_stage,143,0.004906138247276148,0.08568376618437251
P,C0_full_stage,144,0.0195596077055904,0.019180366777362734
P,C0_full_stage,145,-0.004599741156107229,-0.08964121155216326
P,C0_full_stage,146,-0.001408253407699872,-0.07486412553296667
P,C0_full_stage,147,-0.010447419789067186,-0.129007925953116
P,C0_full_stage,148,-0.01255352734609827,-0.07546416454148218
P,C0_full_stage,149,-0.007882032994415866,-0.03681278426273733
P,C0_full_stage,150,-0.021394094754813853,0.06325107414594645
P,C0_full_stage,151,-0.020380635141451636,0.006559809947243464
P,C0_full_stage,152,0.025961553704276774,0.011959488253754522
P,C0_full_stage,153,0.055297884567317684,0.034938853834077396
P,C0_full_stage,154,0.07467010542150893,-0.029716509579964648
P,C0_full_stage,155,0.05975911122682803,-0.06210268518128499
P,C0_full_stage,156,0.035335281733767376,0.10963892847765282
P,C0_full_stage,157,0.04372054008219267,0.13577683378337238
P,C0_full_stage,158,0.081720626493408,0.15334486022324256
P,C0_full_stage,159,0.032676672242421656,0.033925026983346984
P,C0_full_stage,160,0.02604437700001161,0.0575840144558199
P,C0_full_stage,161,0.024912227252936514,0.02074075992638591
P,C0_full_stage,162,0.019909658763721083,0.05513541678530276
P,C0_full_stage,163,0.04456177989366861,0.1501152230520285
P,C0_full_stage,164,0.038654029697482106,0.12162266543197453
P,C0_full_stage,165,0.05037793062410001,0.12059458402696144
P,C0_full_stage,166,0.028375615779442143,0.10973206131948532
P,C0_full_stage,167,-0.004527507042760726,0.05530597870759224
P,C0_full_stage,168,0.01708004283798581,-0.028779340645621376
P,C0_full_stage,169,0.01625659408674418,-0.10486770434463111
P,C0_full_stage,170,0.012873160677907669,-0.03643276905039028
P,C0_full_stage,171,0.044615469250647966,0.0034898036498778318
