window_id,object,baseline_config,metric,profile_value,field2d_value,difference_2d_minus_profile,agreement_class
W160,H,C0_full_stage,dist_core_growth_share,,0.12224144728012518,,unresolved
W160,H,C0_full_stage,dist_early_growth_share,,0.3349550903766568,,unresolved
W160,H,C0_full_stage,dist_growth_center,159.02566264005316,157.29277481659744,-1.7328878234557124,consistent
W160,H,C0_full_stage,dist_late_growth_share,,0.3665973977488048,,unresolved
W160,H,C0_full_stage,dist_mean_compare,,0.479026844280644,,unresolved
W160,H,C0_full_stage,dist_mean_core,0.532108662414747,0.5254709475365978,-0.006637714878149126,consistent
W160,H,C0_full_stage,dist_mean_early,0.27154421130789597,0.2700072810715717,-0.0015369302363242854,consistent
W160,H,C0_full_stage,dist_mean_late,0.6687608698060343,0.6601799455361442,-0.0085809242698901,consistent
W160,H,C0_full_stage,dist_positive_growth_area,,0.9080538573017354,,unresolved
W160,H,C0_full_stage,pattern_core_growth_share,,0.1103017990845681,,unresolved
W160,H,C0_full_stage,pattern_early_growth_share,,0.2826901108032885,,unresolved
W160,H,C0_full_stage,pattern_growth_center,155.65984852930336,149.38377827029973,-6.276070259003632,consistent
W160,H,C0_full_stage,pattern_late_growth_share,,0.12197904614008082,,unresolved
W160,H,C0_full_stage,pattern_mean_compare,,0.6156927937069484,,unresolved
W160,H,C0_full_stage,pattern_mean_core,0.7852331396448284,0.7231833375246127,-0.062049802120215714,consistent
W160,H,C0_full_stage,pattern_mean_early,0.5004130208449451,0.3334360734791968,-0.1669769473657483,similar_tendency
W160,H,C0_full_stage,pattern_mean_late,0.8190458289155454,0.8334551876441015,0.014409358728556088,consistent
W160,H,C0_full_stage,pattern_positive_growth_area,,1.646763606656891,,unresolved
W160,H,C1_buffered_stage,dist_core_growth_share,,0.10680746069862321,,unresolved
W160,H,C1_buffered_stage,dist_early_growth_share,,0.28413173369402356,,unresolved
W160,H,C1_buffered_stage,dist_growth_center,158.81120524104375,159.38109039985235,0.5698851588086029,consistent
W160,H,C1_buffered_stage,dist_late_growth_share,,0.296527071726416,,unresolved
W160,H,C1_buffered_stage,dist_mean_compare,,0.4272817036301241,,unresolved
W160,H,C1_buffered_stage,dist_mean_core,0.47505729333356267,0.4686701549652068,-0.00638713836835586,consistent
W160,H,C1_buffered_stage,dist_mean_early,0.24816364525838205,0.24585945775939894,-0.002304187498983118,consistent
