window_id,object,baseline_config,day,V_dist_2d,V_pattern_2d
W160,P,C0_full_stage,119,,
W160,P,C0_full_stage,120,-0.009084682051254567,-0.017585837452444728
W160,P,C0_full_stage,121,0.00392376362422614,-0.009225712201360661
W160,P,C0_full_stage,122,0.0011693007282231882,-0.003107351157216262
W160,P,C0_full_stage,123,-0.006768137711976818,-0.013403389348647515
W160,P,C0_full_stage,124,-0.022999739545516207,-0.002793280351860633
W160,P,C0_full_stage,125,-0.011815576771487202,0.006653913470647588
W160,P,C0_full_stage,126,-0.004908869628432733,0.011210283080879332
W160,P,C0_full_stage,127,-0.005986195889869345,-0.012891627943177317
W160,P,C0_full_stage,128,-7.918063344036774e-05,-0.019609064911084384
W160,P,C0_full_stage,129,-0.002590400754051092,-0.015037128062829863
W160,P,C0_full_stage,130,-0.014351626195931472,-0.007650708525453381
W160,P,C0_full_stage,131,-0.006022792042584574,0.011594451374883658
W160,P,C0_full_stage,132,0.0035592555075866783,0.006002710178327292
W160,P,C0_full_stage,133,0.01677668381000183,0.02316868217889992
W160,P,C0_full_stage,134,0.009837225445153253,0.031460963163177355
W160,P,C0_full_stage,135,-0.001616111515384766,0.02389402620197692
W160,P,C0_full_stage,136,-0.007953053801732807,0.004586364901948456
W160,P,C0_full_stage,137,-0.017373152306377926,0.03242105502585034
W160,P,C0_full_stage,138,0.0041971079547024615,0.06518436017231924
W160,P,C0_full_stage,139,0.0018030427732609045,0.05713732296055686
W160,P,C0_full_stage,140,-0.0021172754818125916,0.021381425106435217
W160,P,C0_full_stage,141,0.011031954178214537,0.007653747589861107
W160,P,C0_full_stage,142,0.00541085066602412,-0.018420744626335347
W160,P,C0_full_stage,143,0.007780788256995574,-0.027531770347698575
W160,P,C0_full_stage,144,0.026813549715130697,0.0051584951584629085
W160,P,C0_full_stage,145,0.01281456258697311,0.06383788450877712
W160,P,C0_full_stage,146,-0.002131426582442919,0.03499154919561162
W160,P,C0_full_stage,147,-0.00027806145805742144,-0.011092609931213276
W160,P,C0_full_stage,148,0.0031442612449044116,-0.028271893868821008
W160,P,C0_full_stage,149,0.006551575325582093,-0.0005191826865026672
W160,P,C0_full_stage,150,0.003217402167000727,0.03435063147249534
W160,P,C0_full_stage,151,0.00270985799068324,0.03191038324770215
W160,P,C0_full_stage,152,0.02751857443514044,0.043516263507774794
W160,P,C0_full_stage,153,0.04566560042628326,0.05161573125453356
W160,P,C0_full_stage,154,0.03130618277059333,0.005145649943622599
W160,P,C0_full_stage,155,0.02605672700987599,0.015987916465720897
W160,P,C0_full_stage,156,0.018335905133499586,0.03383282165166862
W160,P,C0_full_stage,157,0.03584979612600375,0.07398234740276088
W160,P,C0_full_stage,158,0.051162000238462235,0.0769182342563694
W160,P,C0_full_stage,159,0.04880567607395003,0.07684775608618893
W160,P,C0_full_stage,160,0.04436047631579687,0.0800267271790539
W160,P,C0_full_stage,161,0.03411295693854466,0.06174419854233815
W160,P,C0_full_stage,162,0.02262724314474651,0.03252489215624199
W160,P,C0_full_stage,163,0.018280627899729507,0.025607419924965402
W160,P,C0_full_stage,164,0.019793608500987103,0.033924035061565716
W160,P,C0_full_stage,165,0.0452122374656313,0.06835836792085548
W160,P,C0_full_stage,166,0.025669579054039438,0.05599588180278814
W160,P,C0_full_stage,167,0.005213629326532465,0.015777451965577116
W160,P,C0_full_stage,168,0.014383201973457327,-0.015016206158025458
W160,P,C0_full_stage,169,0.02033236452147036,-0.008497548205900651
W160,P,C0_full_stage,170,0.01047991392346903,-0.0016345372257812185
W160,P,C0_full_stage,171,0.04165900503023656,0.019129398396720343
W160,P,C0_full_stage,172,0.010265453289132531,0.043132385061990464
W160,P,C0_full_stage,173,-0.0026847495602014826,0.039010462218298736
W160,P,C0_full_stage,174,-0.0032573470616813482,0.013047185948369622
W160,P,C0_full_stage,175,-0.007026336286995116,0.002223881874193978
W160,P,C0_full_stage,176,-0.029063007074321967,0.039155465586922844
W160,P,C0_full_stage,177,-0.031173810257337675,0.048591610887342096
W160,P,C0_full_stage,178,-0.031191685969141236,0.03865164795646092
W160,P,C0_full_stage,179,,
W160,P,C0_full_stage,180,,
W160,P,C0_full_stage,181,,
W160,P,C0_full_stage,182,,
W160,P,C1_buffered_stage,119,,
W160,P,C1_buffered_stage,120,-0.008140271780694819,-0.011403624407622596
W160,P,C1_buffered_stage,121,0.0029261251606314542,-0.008486578569260675
W160,P,C1_buffered_stage,122,-8.765066030635982e-05,-0.0044115608747411356
W160,P,C1_buffered_stage,123,-0.008973981073524318,-0.01929949199448605
W160,P,C1_buffered_stage,124,-0.022546008495657965,-0.00698565906134517
W160,P,C1_buffered_stage,125,-0.01226755156698936,0.0023305012920890045
W160,P,C1_buffered_stage,126,-0.007521458332401004,0.007507622544540113
W160,P,C1_buffered_stage,127,-0.012612250143646198,-0.01788028000754678
W160,P,C1_buffered_stage,128,-0.006171201922251263,-0.023659794080482688
W160,P,C1_buffered_stage,129,-0.007087387839589648,-0.018863789373366205
W160,P,C1_buffered_stage,130,-0.020479112821798845,-0.011246874949147223
W160,P,C1_buffered_stage,131,-0.009696076714265978,0.00945174046028091
W160,P,C1_buffered_stage,132,0.004240114518654997,0.01091042749437808
W160,P,C1_buffered_stage,133,0.015361407869371652,0.01901622577379654
W160,P,C1_buffered_stage,134,0.008930627021638882,0.027059952986785374
W160,P,C1_buffered_stage,135,-0.001836127795176029,0.02238928937320086
W160,P,C1_buffered_stage,136,-0.007500799757748922,0.003289185958667916
W160,P,C1_buffered_stage,137,-0.018546098433634833,0.02687885791029826
W160,P,C1_buffered_stage,138,0.005990414046926407,0.06187740200607778
W160,P,C1_buffered_stage,139,0.0020099276874398497,0.04953693163732182
W160,P,C1_buffered_stage,140,-1.4587776843683065e-05,0.017358262985390227
W160,P,C1_buffered_stage,141,0.012020441394665515,0.0036440430158566905
