window_id,basis,object_A,object_B,baseline_config,metric_family,metric_name,median,q025,q975,P_positive,P_negative,decision
W160,profile,H,Je,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,0.042674688997337284,-3.1053004856296047,3.6018752516501786,0.518,0.482,unresolved
W160,profile,H,Je,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,0.011504205334773587,-4.814900650558554,4.5523573219284845,0.502,0.498,unresolved
W160,profile,H,Je,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,-0.033628710642998313,-0.11056527143340214,0.07306017282934496,0.247,0.753,unresolved
W160,profile,H,Je,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,0.04457082808108968,-0.140976044538568,0.20939328342190855,0.691,0.309,unresolved
W160,profile,H,Je,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,0.21681547337261975,-3.084877558854093,3.8238684371819422,0.545,0.455,unresolved
W160,profile,H,Je,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,0.04366019309613023,-4.799950274942558,4.560466262749349,0.508,0.492,unresolved
W160,profile,H,Je,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,-0.04459883045285683,-0.12744515659278535,0.06545539884379194,0.18,0.82,B_direction_tendency
W160,profile,H,Je,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,0.08238178749696669,-0.1423317630549472,0.24786380521626253,0.785,0.215,unresolved
W160,profile,H,Je,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,0.4583386135532521,-2.3030429440961453,3.728547511791875,0.609,0.391,unresolved
W160,profile,H,Je,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,-0.06612285555863195,-4.783020126042965,4.502250158184492,0.487,0.513,unresolved
W160,profile,H,Je,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,0.0011501177749059298,-0.07589000954173619,0.10195367714030655,0.512,0.488,unresolved
W160,profile,H,Je,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,0.11580449578063765,-0.10158430246803132,0.2889247002709345,0.879,0.121,A_direction_tendency
W160,profile,H,Jw,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,-0.31748624188368524,-3.3884210178544967,2.3701676436473003,0.42,0.58,unresolved
W160,profile,H,Jw,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,3.0205300978908554,-2.6633128963395363,7.271354095171533,0.868,0.132,A_direction_tendency
W160,profile,H,Jw,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,-0.0419441910000983,-0.11693825839045165,0.045258664999792746,0.145,0.855,B_direction_tendency
W160,profile,H,Jw,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,0.16892551741468892,-0.05737465668503118,0.35797378820343556,0.937,0.063,A_direction_tendency
W160,profile,H,Jw,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,-0.1892559193285166,-3.3617466764831563,2.701639674025656,0.451,0.549,unresolved
W160,profile,H,Jw,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,3.072749239864649,-2.588008937477165,7.3339186692374865,0.869,0.131,A_direction_tendency
W160,profile,H,Jw,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,-0.054190054067491264,-0.12827526443493611,0.029719777452625256,0.114,0.886,B_direction_tendency
W160,profile,H,Jw,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,0.17857597082664667,-0.05502154377295559,0.36529675911035464,0.938,0.062,A_direction_tendency
W160,profile,H,Jw,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,0.24685315241764272,-2.2993314469750894,2.9061353338686864,0.588,0.412,unresolved
W160,profile,H,Jw,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,2.9428915529735633,-2.7840364109929276,7.243373290087752,0.868,0.132,A_direction_tendency
W160,profile,H,Jw,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,-0.010987987887319414,-0.08183673268363924,0.0685199360876166,0.395,0.605,unresolved
W160,profile,H,Jw,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,0.2075272730649984,0.015230729844662063,0.36593329091680776,0.983,0.017,A_direction_supported
W160,profile,H,P,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,0.4744564510253042,-3.022844944597054,4.583156047858918,0.599,0.401,unresolved
W160,profile,H,P,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,3.9938962940333766,-1.3068168876102952,8.348261974457731,0.931,0.069,A_direction_tendency
W160,profile,H,P,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.0012150181289343354,-0.10268058756821447,0.12324014237889912,0.516,0.484,unresolved
W160,profile,H,P,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,0.21347483332209036,-0.13127899590162423,0.5922111595136322,0.886,0.114,A_direction_tendency
W160,profile,H,P,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,-0.016321525475220255,-3.9531115051190127,4.154807407128214,0.498,0.502,unresolved
W160,profile,H,P,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,3.7756557892649028,-1.6438378021395592,8.239345561174837,0.91,0.09,A_direction_tendency
W160,profile,H,P,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,-0.021713544213111557,-0.13494044633063917,0.11057103487476036,0.36,0.64,unresolved
W160,profile,H,P,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,0.18008386536566584,-0.22716979009883706,0.5985598696426577,0.811,0.189,A_direction_tendency
W160,profile,H,P,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,-1.2091854295992306,-4.76861196303023,2.695090431956137,0.263,0.737,unresolved
