window_id,object,window_start_day,window_end_day,n_raw_features,n_kept_features,block_variance_before_equal_weight,block_variance_after_equal_weight,block_scale,alignment_warning
W045,P,0,74,975,923,1.0,0.0010834236186348862,0.03291540093383166,none
W045,V,0,74,825,781,1.0,0.0012804097311139564,0.03578281334822566,none
W045,H,0,74,825,781,1.0,0.0012804097311139564,0.03578281334822566,none
W045,Je,0,74,825,781,1.0,0.0012804097311139564,0.03578281334822566,none
W045,Jw,0,74,825,781,1.0,0.0012804097311139564,0.03578281334822566,none
