window_id,target_name,score_group,n_bootstrap,n_valid_delta,object_A,object_B,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,delta_median,delta_q025,delta_q975,order_level
W045,W045_V_vs_Je_delta_peak,low,333,333,V,Je,0.3033033033033033,0.4864864864864865,0.21021021021021022,Je_earlier,0.4864864864864865,0.0,-6.0,3.0,weak_or_none
W045,W045_V_vs_Jw_delta_peak,high,334,334,V,Jw,0.6197604790419161,0.281437125748503,0.09880239520958084,V_earlier,0.6197604790419161,1.0,-6.0,6.0,weak_or_none
W045,W045_V_vs_Jw_delta_peak,mid,333,333,V,Jw,0.17717717717717718,0.7507507507507507,0.07207207207207207,Jw_earlier,0.7507507507507507,-3.0,-8.7,4.699999999999989,weak_or_none
W045,W045_V_vs_Jw_delta_peak,low,333,333,V,Jw,0.03303303303303303,0.9429429429429429,0.024024024024024024,Jw_earlier,0.9429429429429429,-5.0,-11.0,1.0,usable_90
W045,W045_H_vs_Je_delta_peak,high,334,334,H,Je,0.8802395209580839,0.10179640718562874,0.017964071856287425,H_earlier,0.8802395209580839,11.0,-6.674999999999999,17.0,weak_or_none
W045,W045_H_vs_Je_delta_peak,mid,333,333,H,Je,0.7717717717717718,0.16816816816816818,0.06006006006006006,H_earlier,0.7717717717717718,10.0,-8.7,17.69999999999999,weak_or_none
W045,W045_H_vs_Je_delta_peak,low,333,333,H,Je,0.5585585585585585,0.38738738738738737,0.05405405405405406,H_earlier,0.5585585585585585,8.0,-12.0,15.0,weak_or_none
W045,W045_H_vs_Jw_delta_peak,high,334,334,H,Jw,0.8383233532934131,0.1497005988023952,0.011976047904191617,H_earlier,0.8383233532934131,9.0,-8.0,17.0,weak_or_none
W045,W045_H_vs_Jw_delta_peak,mid,333,333,H,Jw,0.7567567567567568,0.21921921921921922,0.024024024024024024,H_earlier,0.7567567567567568,6.0,-11.0,15.0,weak_or_none
W045,W045_H_vs_Jw_delta_peak,low,333,333,H,Jw,0.5705705705705706,0.4174174174174174,0.012012012012012012,H_earlier,0.5705705705705706,3.0,-14.0,12.699999999999989,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,high,334,334,Je,Jw,0.5089820359281437,0.3592814371257485,0.1317365269461078,Je_earlier,0.5089820359281437,1.0,-8.0,6.0,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,mid,333,333,Je,Jw,0.15315315315315314,0.8078078078078078,0.03903903903903904,Jw_earlier,0.8078078078078078,-4.0,-9.0,4.0,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,low,333,333,Je,Jw,0.018018018018018018,0.978978978978979,0.003003003003003003,Jw_earlier,0.978978978978979,-6.0,-11.0,-1.0,credible_95
