window_id,day,detector_score,score_valid,object
W081,49,,False,P
W081,50,,False,P
W081,51,,False,P
W081,52,,False,P
W081,53,,False,P
W081,54,,False,P
W081,55,,False,P
W081,56,,False,P
W081,57,,False,P
W081,58,,False,P
W081,59,4.748904709708889,True,P
W081,60,5.970888744511425,True,P
W081,61,8.161413244438695,True,P
W081,62,11.043894375736285,True,P
W081,63,13.974412313273014,True,P
W081,64,16.25150029251228,True,P
W081,65,17.206599258152806,True,P
W081,66,16.442026226089567,True,P
W081,67,15.652891658139161,True,P
W081,68,15.396772346471572,True,P
W081,69,15.603562636796514,True,P
W081,70,16.519254054800943,True,P
W081,71,18.615251456416885,True,P
W081,72,22.354239563128925,True,P
W081,73,28.01234876973806,True,P
W081,74,34.430005012433526,True,P
W081,75,40.62255928180666,True,P
W081,76,45.725257719434694,True,P
W081,77,49.44429681814528,True,P
W081,78,52.333653359340815,True,P
W081,79,54.95677182721146,True,P
W081,80,57.09541841398471,True,P
W081,81,58.71217332743492,True,P
W081,82,59.21762425438138,True,P
W081,83,58.00973149781387,True,P
W081,84,55.83504790998616,True,P
W081,85,52.70639802808164,True,P
W081,86,48.87683040567832,True,P
W081,87,44.62173444681972,True,P
W081,88,39.976874062524615,True,P
W081,89,36.251938447045816,True,P
W081,90,33.413095917496236,True,P
W081,91,31.270637153828254,True,P
W081,92,30.562137097006705,True,P
W081,93,,False,P
W081,94,,False,P
W081,95,,False,P
W081,96,,False,P
W081,97,,False,P
W081,98,,False,P
W081,99,,False,P
W081,100,,False,P
W081,101,,False,P
W081,102,,False,P
W081,49,,False,V
W081,50,,False,V
W081,51,,False,V
W081,52,,False,V
W081,53,,False,V
W081,54,,False,V
W081,55,,False,V
W081,56,,False,V
W081,57,,False,V
W081,58,,False,V
W081,59,2.9836851507702806,True,V
W081,60,4.029921852067707,True,V
W081,61,5.722740604235266,True,V
W081,62,7.830137499468828,True,V
W081,63,10.031855075586051,True,V
W081,64,12.039528952666217,True,V
W081,65,13.475085311113489,True,V
W081,66,14.387973451048428,True,V
W081,67,15.067933633308899,True,V
W081,68,15.52234266736076,True,V
W081,69,15.678308096706484,True,V
W081,70,15.483832580479003,True,V
W081,71,15.376277492229582,True,V
W081,72,15.666766019545522,True,V
W081,73,16.40613533870948,True,V
W081,74,17.391488270211497,True,V
W081,75,18.574462746294607,True,V
W081,76,19.52154228642429,True,V
W081,77,20.14945937845848,True,V
W081,78,20.606371017910877,True,V
W081,79,20.893911808495147,True,V
W081,80,20.958436491781047,True,V
W081,81,20.60992109511487,True,V
W081,82,19.813936480235007,True,V
W081,83,18.50567658893936,True,V
W081,84,16.876986976424295,True,V
W081,85,14.92834023071871,True,V
W081,86,12.784746065475893,True,V
W081,87,10.686603613825113,True,V
W081,88,8.862263422625851,True,V
W081,89,7.463613671055438,True,V
W081,90,6.7579498191746525,True,V
W081,91,6.913889703464083,True,V
W081,92,7.882447395766093,True,V
W081,93,,False,V
W081,94,,False,V
W081,95,,False,V
W081,96,,False,V
W081,97,,False,V
W081,98,,False,V
W081,99,,False,V
W081,100,,False,V
W081,101,,False,V
W081,102,,False,V
W081,49,,False,H
W081,50,,False,H
W081,51,,False,H
W081,52,,False,H
W081,53,,False,H
W081,54,,False,H
W081,55,,False,H
W081,56,,False,H
W081,57,,False,H
W081,58,,False,H
W081,59,2.828793291951,True,H
W081,60,2.7309754687758425,True,H
W081,61,2.7688805332373847,True,H
W081,62,2.9139712502757074,True,H
W081,63,3.1202989649057935,True,H
W081,64,3.388703616741095,True,H
W081,65,3.7694038052573773,True,H
W081,66,4.280685153171373,True,H
W081,67,4.931499107623527,True,H
W081,68,5.800557331894736,True,H
W081,69,6.911416450159935,True,H
W081,70,8.04791025505957,True,H
W081,71,9.08877036998779,True,H
W081,72,10.095353460487463,True,H
W081,73,11.082671441961097,True,H
W081,74,12.001298240670767,True,H
W081,75,12.777374006839231,True,H
W081,76,13.312640589011737,True,H
W081,77,13.498661553176767,True,H
W081,78,13.241060062281143,True,H
W081,79,12.645042336160685,True,H
W081,80,11.906781007858935,True,H
W081,81,11.086424097084208,True,H
W081,82,10.143048281828067,True,H
W081,83,9.075358969592168,True,H
W081,84,7.995089720806907,True,H
W081,85,7.036577395562967,True,H
W081,86,6.308832465588756,True,H
W081,87,5.901292114095188,True,H
W081,88,5.89312378222573,True,H
W081,89,6.463499920293229,True,H
W081,90,7.736996917443479,True,H
W081,91,9.481173863828767,True,H
W081,92,11.20832839865356,True,H
W081,93,,False,H
W081,94,,False,H
W081,95,,False,H
W081,96,,False,H
W081,97,,False,H
W081,98,,False,H
W081,99,,False,H
W081,100,,False,H
W081,101,,False,H
W081,102,,False,H
W081,49,,False,Je
W081,50,,False,Je
W081,51,,False,Je
W081,52,,False,Je
W081,53,,False,Je
W081,54,,False,Je
W081,55,,False,Je
W081,56,,False,Je
W081,57,,False,Je
W081,58,,False,Je
W081,59,3.4123555287578826,True,Je
W081,60,3.245639177189866,True,Je
W081,61,3.0925905543130527,True,Je
W081,62,3.0315062084730773,True,Je
W081,63,3.0465132183676404,True,Je
W081,64,3.093320188082494,True,Je
W081,65,3.1744370109872078,True,Je
W081,66,3.2926593915580638,True,Je
W081,67,3.422182472503688,True,Je
W081,68,3.5428547117411435,True,Je
W081,69,3.6775673565861244,True,Je
