window,source_index,target_index,source_family,target_family,family_direction,v1_status,failure_reason,evidence_tier,positive_peak_lag,positive_peak_abs_r,ar1_null_p95_abs_r,ar1_null_p99_abs_r,observed_minus_ar1_p95,observed_minus_ar1_p99,observed_over_ar1_p95,p_pos_surrogate,q_pos_within_window,q_pos_global,source_ar1,target_ar1,mean_ar1,max_ar1,source_effective_n,target_effective_n,pair_effective_n_proxy
T2,Je_strength,H_west_extent_lon,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.184050999746474,0.37233073967247,0.4384778450752968,-0.188279739925996,-0.2544268453288228,0.494321258320973,0.0959040959040959,0.2344322344322344,0.2211698451299117,0.9619112994499057,0.8759474902145764,0.918929394832241,0.9619112994499057,10.48360254758606,35.70907801713918,46.13345385110028
T2,Je_strength,H_zonal_width,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0637275580843023,0.282546477679011,0.33573188845992424,-0.21881891959470867,-0.27200433037562194,0.22554716876244507,0.5584415584415584,0.7136929460580913,0.6849557522123894,0.9619112994499057,0.7677597446776259,0.8648355220637658,0.9619112994499057,10.48360254758606,70.94275013992477,81.2192003884175
T2,Je_strength,Jw_strength,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0407455652637479,0.599917944807856,0.682288201584066,-0.559172379544108,-0.641542636320318,0.06791856389093019,0.8771228771228772,0.922026778682069,0.9227266092541236,0.9619112994499057,0.9770832208622849,0.9694972601560954,0.9770832208622849,10.48360254758606,6.259251307068841,16.739087014566724
T2,Je_strength,Jw_axis_lat,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0616996779554471,0.531232862798312,0.6117645805440544,-0.46953318484286494,-0.5500649025886073,0.11614431688288081,0.7032967032967034,0.8143435511856566,0.8022792022792024,0.9619112994499057,0.9587850792311557,0.9603481893405308,0.9619112994499057,10.48360254758606,11.362174161502006,21.836856509118537
T2,Je_strength,Jw_meridional_width,Je,Jw,Je→Jw,tier4_ambiguous,marginal_statistical_support,Tier4d_ambiguous_marginal_statistical_support,5,0.1297236643671632,0.1255424812436711,0.1506158569064176,0.00418118312349211,-0.020892192539254395,1.0333049266039012,0.0339660339660339,0.1089743589743589,0.1089743589743589,0.9619112994499057,0.13329842527971808,0.5476048623648119,0.9619112994499057,10.48360254758606,412.97052912910993,417.25903852194904
T2,Je_axis_lat,P_main_band_share,Je,P,Je→P,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.332105811172609,0.49894250757218767,0.5776095788313207,-0.16683669639957865,-0.24550376765871168,0.6656193972900966,0.0039960039960039,0.0236686390532544,0.0215085884988797,0.9434784003875857,0.9661781984622795,0.9548282994249326,0.9661781984622795,15.704658093764682,9.288971286861447,24.981131950998712
T2,Je_axis_lat,P_south_band_share_18_24,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0735860522891051,0.5089679663605223,0.5882780052417704,-0.43538191407141724,-0.5146919529526653,0.1445789463240623,0.6603396603396603,0.7975867269984916,0.7687784705844344,0.9434784003875857,0.9699142354345556,0.9566963179110706,0.9699142354345556,15.704658093764682,8.24721836773575,23.94124249848274
T2,Je_axis_lat,P_main_minus_south,Je,P,Je→P,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2527607359400451,0.5035338813461717,0.5825024245640321,-0.2507731454061266,-0.329741688623987,0.5019736413055312,0.0239760239760239,0.0879120879120879,0.0855360855360855,0.9434784003875857,0.9679149417635482,0.955696671075567,0.9679149417635482,15.704658093764682,8.80420747868164,24.49724978743933
T2,Je_axis_lat,P_spread_lat,Je,P,Je→P,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2904767045051162,0.48533830832247543,0.5630437830103819,-0.19486160381735923,-0.27256707850526574,0.5985035582893109,0.0099900099900099,0.0466200466200466,0.0442369132464979,0.9434784003875857,0.9607613607029817,0.9521198805452837,0.9607613607029817,15.704658093764682,10.806447763124606,26.49568533464794
T2,Je_axis_lat,P_north_band_share_35_45,Je,P,Je→P,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.2542440956447173,0.43503518509562633,0.5083426716748292,-0.18079108945090905,-0.2540985760301119,0.5844219142615583,0.0179820179820179,0.0728744939271255,0.0689435046281519,0.9434784003875857,0.9365196616069634,0.9399990309972746,0.9434784003875857,15.704658093764682,17.701541281431666,33.37438193180955
T2,Je_axis_lat,P_north_minus_main_35_45,Je,P,Je→P,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.4041798844911913,0.47523038846842375,0.5521566320942348,-0.07105050397723245,-0.14797674760304352,0.8504925070002056,0.0009990009990009,0.0080971659919028,0.0076498087547811,0.9434784003875857,0.9564549974928833,0.9499666989402344,0.9564549974928833,15.704658093764682,12.018830683034173,27.70555507109062
T2,Je_axis_lat,P_total_centroid_lat_10_50,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1897482301544214,0.47494651392702686,0.5518500907630915,-0.2851982837726055,-0.3621018606086701,0.39951494450504643,0.1288711288711288,0.2756410256410256,0.2681912681912682,0.9434784003875857,0.9563303736587977,0.9499043870231917,0.9563303736587977,15.704658093764682,12.053995859679935,27.740644996542958
T2,Je_axis_lat,V_strength,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0192005539895838,0.5156400985176433,0.5953464534136944,-0.49643954452805944,-0.5761458994241107,0.037236347686654604,0.977022977022977,0.9802054622901528,0.9869227968973144,0.9434784003875857,0.9722890081123324,0.9578837042499591,0.9722890081123324,15.704658093764682,7.587090714287553,23.282235295033043
T2,Je_axis_lat,V_pos_centroid_lat,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.1246563236460297,0.4572057136006327,0.5326097233571339,-0.33254938995460304,-0.40795339971110417,0.2726482192541375,0.3166833166833167,0.521949254933548,0.4895962932772748,0.9434784003875857,0.9481125834754117,0.9457954919314987,0.9481125834754117,15.704658093764682,14.382744180673438,30.064114331063678
T2,Je_axis_lat,V_NS_diff,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0296353130036755,0.5144471414259472,0.5940845111173492,-0.48481182842227166,-0.5644491981136737,0.05760613796304163,0.942057942057942,0.9636963696369636,0.9653917247262904,0.9434784003875857,0.9718707112406901,0.957674555814138,0.9718707112406901,15.704658093764682,7.703251457328042,23.39820227164663
T2,Je_axis_lat,H_strength,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1291094784244419,0.5551797568106498,0.6366945769589878,-0.4260702783862079,-0.5075850985345459,0.23255436971646665,0.3226773226773227,0.521949254933548,0.4954338869302977,0.9434784003875857,0.9847583939976224,0.9641183971926041,0.9847583939976224,15.704658093764682,5.4545454545454595,19.847061379549885
T2,Je_axis_lat,H_centroid_lat,Je,H,Je→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.4687831563282555,0.4897528069450061,0.5677813986931809,-0.0209696506167506,-0.09899824236492538,0.9571831946251504,0.0009990009990009,0.0080971659919028,0.0076498087547811,0.9434784003875857,0.9625650360903403,0.953021718238963,0.9625650360903403,15.704658093764682,10.300234712978819,25.990474897006656
T2,Je_axis_lat,H_west_extent_lon,Je,H,Je→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.229818037518419,0.35360522464911787,0.4172918611810078,-0.12378718713069886,-0.1874738236625888,0.6499282858347674,0.0159840159840159,0.0665280665280665,0.0632967032967033,0.9434784003875857,0.8759474902145764,0.909712945301081,0.9434784003875857,15.704658093764682,35.70907801713918,51.315048111800515
T2,Je_axis_lat,H_zonal_width,Je,H,Je→H,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2156087161720696,0.27421923556195765,0.32606542427283647,-0.058610519389888066,-0.11045670810076688,0.786264011458651,0.0069930069930069,0.0353089533417402,0.0332497690988257,0.9434784003875857,0.7677597446776259,0.8556190725326058,0.9434784003875857,15.704658093764682,70.94275013992477,86.31760994865232
T2,Je_axis_lat,Jw_strength,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0720562669440005,0.5298886577797275,0.6103548720152225,-0.457832390835727,-0.5382986050712221,0.13598378807714354,0.6843156843156843,0.8068115091015855,0.7877587528750319,0.9434784003875857,0.9770832208622849,0.9602808106249353,0.9770832208622849,15.704658093764682,6.259251307068841,21.956507783623078
T2,Je_axis_lat,Jw_axis_lat,Je,Jw,Je→Jw,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2478616931847478,0.4806261510635694,0.5579751347251033,-0.23276445787882158,-0.3101134415403555,0.515705798854804,0.0199800199800199,0.0759734093067426,0.0739447468419431,0.9434784003875857,0.9587850792311557,0.9511317398093707,0.9587850792311557,15.704658093764682,11.362174161502006,27.05027935255251
T2,Je_axis_lat,Jw_meridional_width,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0694647648704944,0.12523040141631103,0.15024320219434092,-0.055765636545816635,-0.08077843732384653,0.5546956975692225,0.3986013986013986,0.5818446955887714,0.5605900948366702,0.9434784003875857,0.13329842527971808,0.5383884128336519,0.9434784003875857,15.704658093764682,412.97052912910993,419.3483380759962
T2,Je_meridional_width,P_main_band_share,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0444549499359029,0.11039849812723214,0.1325178949964867,-0.06594354819132925,-0.08806294506058379,0.4026771259575418,0.6083916083916084,0.7648351648351649,0.7281785571941013,-0.07163653001255371,0.9661781984622795,0.4472708342248629,0.9661781984622795,623.3374587806693,9.288971286861447,540.0
T2,Je_meridional_width,P_south_band_share_18_24,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0642015908622608,0.11039849812723214,0.1325178949964867,-0.046196907264971346,-0.0683163041342259,0.5815440603935544,0.3266733266733266,0.5229174970107613,0.4978221338859052,-0.07163653001255371,0.9699142354345556,0.44913885271100096,0.9699142354345556,623.3374587806693,8.24721836773575,540.0
T2,Je_meridional_width,P_main_minus_south,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0560834932219726,0.11039849812723214,0.1325178949964867,-0.05431500490525954,-0.0764344017745141,0.5080095669176355,0.4585414585414585,0.641958041958042,0.6096292197011621,-0.07163653001255371,0.9679149417635482,0.44813920587549727,0.9679149417635482,623.3374587806693,8.80420747868164,540.0
T2,Je_meridional_width,P_spread_lat,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0365545796010162,0.11039849812723214,0.1325178949964867,-0.07384391852621594,-0.0959633153954705,0.3311148269325888,0.7612387612387612,0.8464315467925576,0.8447373283241978,-0.07163653001255371,0.9607613607029817,0.444562415345214,0.9607613607029817,623.3374587806693,10.806447763124606,540.0
T2,Je_meridional_width,P_north_band_share_35_45,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0819598450805857,0.11039849812723214,0.1325178949964867,-0.028438653046646445,-0.050558049915901,0.7424000006424776,0.1698301698301698,0.337468982630273,0.3269230769230769,-0.07163653001255371,0.9365196616069634,0.43244156579720483,0.9365196616069634,623.3374587806693,17.701541281431666,540.0
T2,Je_meridional_width,P_north_minus_main_35_45,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0335721227710993,0.11039849812723214,0.1325178949964867,-0.07682637535613285,-0.09894577222538739,0.3040994519002249,0.8061938061938062,0.8805237315875615,0.8774123403098669,-0.07163653001255371,0.9564549974928833,0.44240923374016483,0.9564549974928833,623.3374587806693,12.018830683034173,540.0
T2,Je_meridional_width,P_total_centroid_lat_10_50,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0546100550483041,0.11039849812723214,0.1325178949964867,-0.05578844307892804,-0.0779078399481826,0.4946630250836118,0.4855144855144855,0.6558704453441296,0.6312599220666762,-0.07163653001255371,0.9563303736587977,0.44234692182312196,0.9563303736587977,623.3374587806693,12.053995859679935,540.0
T2,Je_meridional_width,V_strength,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0855984287193313,0.11039849812723214,0.1325178949964867,-0.024800069407900846,-0.0469194662771554,0.7753586341426562,0.1118881118881118,0.2591093117408907,0.2451809060504712,-0.07163653001255371,0.9722890081123324,0.45032623904988933,0.9722890081123324,623.3374587806693,7.587090714287553,540.0
T2,Je_meridional_width,V_pos_centroid_lat,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0600555759982343,0.11039849812723214,0.1325178949964867,-0.05034292212899784,-0.0724623189982524,0.5439890670344212,0.3646353646353646,0.555978674790556,0.5339509935389491,-0.07163653001255371,0.9481125834754117,0.438238026731429,0.9481125834754117,623.3374587806693,14.382744180673438,540.0
T2,Je_meridional_width,V_NS_diff,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0919132053425043,0.11039849812723214,0.1325178949964867,-0.01848529278472784,-0.040604689653982395,0.8325584759004249,0.0989010989010989,0.2398546335554209,0.2258268913952604,-0.07163653001255371,0.9718707112406901,0.45011709061406824,0.9718707112406901,623.3374587806693,7.703251457328042,540.0
T2,Je_meridional_width,H_strength,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0309262745538121,0.11039849812723214,0.1325178949964867,-0.07947222357342004,-0.1015916204426746,0.28013310940308417,0.8281718281718282,0.8950067476383267,0.8911849020544672,-0.07163653001255371,0.9847583939976224,0.45656093199253434,0.9847583939976224,623.3374587806693,5.4545454545454595,540.0
T2,Je_meridional_width,H_centroid_lat,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0406417226714414,0.11039849812723214,0.1325178949964867,-0.06975677545579073,-0.0918761723250453,0.3681365540371989,0.6813186813186813,0.8068115091015855,0.7856137207218739,-0.07163653001255371,0.9625650360903403,0.44546425303889325,0.9625650360903403,623.3374587806693,10.300234712978819,540.0
T2,Je_meridional_width,H_west_extent_lon,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.03450523738782,0.11039849812723214,0.1325178949964867,-0.07589326073941213,-0.0980126576086667,0.3125516920352791,0.8361638361638362,0.900484131253362,0.8956128878849126,-0.07163653001255371,0.8759474902145764,0.4021554801010113,0.8759474902145764,623.3374587806693,35.70907801713918,540.0
T2,Je_meridional_width,H_zonal_width,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0144699931427275,0.11039849812723214,0.1325178949964867,-0.09592850498450464,-0.1180479018537592,0.131070561540168,0.999000999000999,0.9990009990009988,0.9990009990009991,-0.07163653001255371,0.7677597446776259,0.3480616073325361,0.7677597446776259,623.3374587806693,70.94275013992477,540.0
T2,Je_meridional_width,Jw_strength,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.07826361924819,0.11039849812723214,0.1325178949964867,-0.032134878879042136,-0.05425427574829669,0.7089192387200113,0.1678321678321678,0.3356643356643357,0.3237514051710294,-0.07163653001255371,0.9770832208622849,0.4527233454248656,0.9770832208622849,623.3374587806693,6.259251307068841,540.0
T2,Je_meridional_width,Jw_axis_lat,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0970990769115038,0.11039849812723214,0.1325178949964867,-0.013299421215728344,-0.0354188180849829,0.8795325892893849,0.0859140859140859,0.215134459036898,0.2042485816070721,-0.07163653001255371,0.9587850792311557,0.443574274609301,0.9587850792311557,623.3374587806693,11.362174161502006,540.0
T2,Je_meridional_width,Jw_meridional_width,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0458724047431786,0.11039849812723214,0.1325178949964867,-0.06452609338405355,-0.08664549025330809,0.4155165651829026,0.8201798201798202,0.8894907908992415,0.8856791825237481,-0.07163653001255371,0.13329842527971808,0.030830947633582184,0.13329842527971808,623.3374587806693,412.97052912910993,540.0
T2,Jw_strength,P_main_band_share,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1258740357150267,0.6201495787897451,0.7024595485856822,-0.4942755430747184,-0.5765855128706554,0.20297366961157431,0.3806193806193806,0.5663322185061316,0.5446963980779159,0.9770832208622849,0.9661781984622795,0.9716307096622823,0.9770832208622849,6.259251307068841,9.288971286861447,15.545123058151944
T2,Jw_strength,P_south_band_share_18_24,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.149473717074277,0.6395184010053585,0.7214937187493404,-0.49004468393108147,-0.5720200016750634,0.23372856330528724,0.2687312687312687,0.4702797202797203,0.4431428179197364,0.9770832208622849,0.9699142354345556,0.9734987281484202,0.9770832208622849,6.259251307068841,8.24721836773575,14.50390207566295
T2,Jw_strength,P_main_minus_south,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1010770712844648,0.6289471598971901,0.7111394020182945,-0.5278700886127252,-0.6100623307338298,0.1607083674580663,0.4835164835164835,0.6558704453441296,0.6301399587718347,0.9770832208622849,0.9679149417635482,0.9724990813129166,0.9770832208622849,6.259251307068841,8.80420747868164,15.060612570285022
T2,Jw_strength,P_spread_lat,Jw,P,Jw→P,tier4_ambiguous,direction_difference_not_stable,Tier4c_ambiguous_direction_uncertain,5,0.2721258724353579,0.5947745174296838,0.6771144548107637,-0.3226486449943259,-0.4049885823754058,0.45752779324062,0.0289710289710289,0.0949263502454991,0.0975792130105617,0.9770832208622849,0.9607613607029817,0.9689222907826334,0.9770832208622849,6.259251307068841,10.806447763124606,17.06174138558098
T2,Jw_strength,P_north_band_share_35_45,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1471955144182093,0.5088642294667112,0.5881679057215038,-0.36166871504850184,-0.44097239130329446,0.28926284437888267,0.2667332667332667,0.4694505494505495,0.4406344549371963,0.9770832208622849,0.9365196616069634,0.9568014412346242,0.9770832208622849,6.259251307068841,17.701541281431666,23.95169173455203
T2,Jw_strength,P_north_minus_main_35_45,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.155585781876693,0.5765567257837099,0.6586449593891661,-0.42097094390701684,-0.5030591775124731,0.2698533811485873,0.2417582417582417,0.4432234432234432,0.4139307264693305,0.9770832208622849,0.9564549974928833,0.9667691091775841,0.9770832208622849,6.259251307068841,12.018830683034173,18.27336770678072
T2,Jw_strength,P_total_centroid_lat_10_50,Jw,P,Jw→P,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,1,0.2022006840508229,0.5760525672961947,0.6581306884099645,-0.3738518832453718,-0.45593000435914155,0.3510108200713136,0.1198801198801198,0.2656336469286109,0.2566082566082566,0.9770832208622849,0.9563303736587977,0.9667067972605413,0.9770832208622849,6.259251307068841,12.053995859679935,18.308509997422192
T2,Jw_strength,V_strength,Jw,V,Jw→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0304810566862255,0.6527406815572894,0.7343259888797268,-0.6222596248710639,-0.7038449321935013,0.04669703842191159,0.919080919080919,0.9563409563409564,0.9485079328712984,0.9770832208622849,0.9722890081123324,0.9746861144873087,0.9770832208622849,6.259251307068841,7.587090714287553,13.844087395527202
T2,Jw_strength,V_pos_centroid_lat,Jw,V,Jw→V,tier4_ambiguous,marginal_statistical_support,Tier4d_ambiguous_marginal_statistical_support,5,0.2419218667055184,0.5453129286044943,0.6264653232989444,-0.3033910618989759,-0.38454345659342604,0.44363860457997684,0.0469530469530469,0.140403286034354,0.1377289377289377,0.9770832208622849,0.9481125834754117,0.9625979021688483,0.9770832208622849,6.259251307068841,14.382744180673438,20.635624683722828
T2,Jw_strength,V_NS_diff,Jw,V,Jw→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1099111570970301,0.6503565802343791,0.7320221088886883,-0.540445423137349,-0.6221109517916582,0.16900137622566946,0.4845154845154845,0.6558704453441296,0.6302566509042342,0.9770832208622849,0.9718707112406901,0.9744769660514876,0.9770832208622849,6.259251307068841,7.703251457328042,13.960194421031344
T2,Jw_strength,H_strength,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.1052536961706077,0.7370395761537213,0.8127770970275006,-0.6317858799831135,-0.7075234008568929,0.14280603047109017,0.4615384615384615,0.6432300730943266,0.6124387818978533,0.9770832208622849,0.9847583939976224,0.9809208074299537,0.9847583939976224,6.259251307068841,5.4545454545454595,10.4051609558116
T2,Jw_strength,H_centroid_lat,Jw,H,Jw→H,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,1,0.2760295931312724,0.6028980304647218,0.6852774909144286,-0.3268684373334494,-0.4092478977831562,0.4578379413820694,0.0289710289710289,0.0949263502454991,0.0975792130105617,0.9770832208622849,0.9625650360903403,0.9698241284763126,0.9770832208622849,6.259251307068841,10.300234712978819,16.555825583923685
T2,Jw_strength,H_west_extent_lon,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0833818329115305,0.3898882486791044,0.45821325648504957,-0.30650641576757387,-0.37483142357351906,0.2138608516517704,0.5414585414585414,0.7036676403765012,0.6718545554713863,0.9770832208622849,0.8759474902145764,0.9265153555384307,0.9770832208622849,6.259251307068841,35.70907801713918,41.936185138599754
T2,Jw_strength,H_zonal_width,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0506655362122758,0.2898862481477183,0.3442345316407533,-0.2392207119354425,-0.2935689954284775,0.17477730156574378,0.6713286713286714,0.8045495360670458,0.7773279352226721,0.9770832208622849,0.7677597446776259,0.8724214827699555,0.9770832208622849,6.259251307068841,70.94275013992477,77.08461698655226
T2,Jw_strength,Je_strength,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.2313050300667757,0.599917944807856,0.682288201584066,-0.36861291474108027,-0.4509831715172903,0.3855611122632095,0.0769230769230769,0.2007822685788787,0.1902147807589377,0.9770832208622849,0.9619112994499057,0.9694972601560954,0.9770832208622849,6.259251307068841,10.48360254758606,16.739087014566724
T2,Jw_strength,Je_axis_lat,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1323476008254928,0.5298886577797275,0.6103548720152225,-0.3975410569542347,-0.47800727118972974,0.24976492491845173,0.2567432567432567,0.462438146648673,0.4302855548321087,0.9770832208622849,0.9434784003875857,0.9602808106249353,0.9770832208622849,6.259251307068841,15.704658093764682,21.956507783623078
T2,Jw_strength,Je_meridional_width,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0644932632946723,0.11039849812723214,0.1325178949964867,-0.045905234832559844,-0.0680246317018144,0.5841860567735718,0.2467532467532467,0.4497041420118343,0.4193746167995095,0.9770832208622849,-0.07163653001255371,0.4527233454248656,0.9770832208622849,6.259251307068841,623.3374587806693,540.0
T2,Jw_axis_lat,P_main_band_share,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1500377603659561,0.5452148762049311,0.6263633663337466,-0.3951771158389751,-0.4763256059677905,0.2751901441323862,0.2387612387612387,0.440350069092584,0.4100657706605661,0.9587850792311557,0.9661781984622795,0.9624816388467177,0.9661781984622795,11.362174161502006,9.288971286861447,20.64367359179786
T2,Jw_axis_lat,P_south_band_share_18_24,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0613467663261659,0.558340933005957,0.6399589788485703,-0.4969941666797911,-0.5786122125224045,0.10987330983578698,0.7112887112887113,0.8144123534458106,0.8084019301731479,0.9587850792311557,0.9699142354345556,0.9643496573328556,0.9699142354345556,11.362174161502006,8.24721836773575,19.603093030154177
T2,Jw_axis_lat,P_main_minus_south,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0801914893447507,0.551208040206676,0.632584262940713,-0.4710165508619253,-0.5523927735959623,0.14548316333463282,0.6043956043956044,0.7629255989911726,0.7249608893918716,0.9587850792311557,0.9679149417635482,0.963350010497352,0.9679149417635482,11.362174161502006,8.80420747868164,20.1594658276705
T2,Jw_axis_lat,P_spread_lat,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.2084610063549308,0.5276333702457899,0.6079872685225944,-0.3191723638908591,-0.3995262621676636,0.39508685028360213,0.0759240759240759,0.1998685075608152,0.1885856079404466,0.9587850792311557,0.9607613607029817,0.9597732199670688,0.9607613607029817,11.362174161502006,10.806447763124606,22.159291256417106
T2,Jw_axis_lat,P_north_band_share_35_45,Jw,P,Jw→P,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,1,0.2467090406873787,0.46475021329388727,0.540811736973043,-0.21804117260650857,-0.29410269628566427,0.5308422323011844,0.0239760239760239,0.0879120879120879,0.0855360855360855,0.9587850792311557,0.9365196616069634,0.9476523704190596,0.9587850792311557,11.362174161502006,17.701541281431666,29.04368287193752
T2,Jw_axis_lat,P_north_minus_main_35_45,Jw,P,Jw→P,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,1,0.2662922656134137,0.5147358851897543,0.5943900272946259,-0.24844361957634065,-0.3280977616812122,0.5173376740874529,0.0189810189810189,0.0740019474196689,0.0714882943143812,0.9587850792311557,0.9564549974928833,0.9576200383620195,0.9587850792311557,11.362174161502006,12.018830683034173,23.37006034333893
T2,Jw_axis_lat,P_total_centroid_lat_10_50,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0963504980205772,0.5143756531539394,0.5940088628564203,-0.4180251551333622,-0.4976583648358431,0.1873154326605384,0.5094905094905094,0.6822742474916387,0.6481448794436403,0.9587850792311557,0.9563303736587977,0.9575577264449767,0.9587850792311557,11.362174161502006,12.053995859679935,23.40517700442106
T2,Jw_axis_lat,V_strength,Jw,V,Jw→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0952447839684027,0.5671588149171228,0.6490312201094106,-0.47191403094872014,-0.5537864361410079,0.1679331810831866,0.5144855144855145,0.685980685980686,0.6527019890864285,0.9587850792311557,0.9722890081123324,0.9655370436717441,0.9722890081123324,11.362174161502006,7.587090714287553,18.943664551268306
