window,index_name,family,n_samples,ar1,ar2,variance,effective_n_ar1
S2,Jw_meridional_width,Jw,1170,-0.020667059566313813,0.04828230277932621,0.8924959604600325,1219.3814895716243
S2,Jw_strength,Jw,1170,0.9759970447082654,0.9135514994791666,29.83463456752984,14.212297415391967
S2,P_main_band_share,P,1170,0.9625599354727519,0.8707121940094152,0.01589151236951842,22.32027399781213
S2,P_main_minus_south,P,1170,0.9616219661363025,0.8677741663138004,0.03717637985560815,22.890393967685664
S2,P_north_band_share_35_45,P,1170,0.9481215971735009,0.851491991404087,0.0019221802931533214,31.15705477269457
S2,P_north_minus_main_35_45,P,1170,0.9545930060990968,0.8533055413829796,0.014040198674339015,27.180176485990795
S2,P_south_band_share_18_24,P,1170,0.9670766047785226,0.8866590657901547,0.009555052351726075,19.582548191337775
S2,P_spread_lat,P,1170,0.9599893744089483,0.8732242838327886,0.7604798440228528,23.884023328262796
S2,P_total_centroid_lat_10_50,P,1170,0.9662093174805927,0.886614628940994,4.7073674161860595,20.107268435877902
S2,V_NS_diff,V,1170,0.9706773258896775,0.8992241833407697,5689.041705278246,17.409003624471577
S2,V_pos_centroid_lat,V,1170,0.9482550740292146,0.8396046541814064,4.089781975911685,31.074762331100736
S2,V_strength,V,1170,0.9684351500385012,0.8910088786341409,0.9726456114428091,18.761539822244703
T2,H_centroid_lat,H,540,0.9625650360903403,0.8771687652028716,4.967800504955941,10.300234712978819
T2,H_strength,H,540,0.9847583939976224,0.9441991634607619,182.5534274407019,5.4545454545454595
T2,H_west_extent_lon,H,540,0.8759474902145764,0.6653389989341194,15.922804576376004,35.70907801713918
T2,H_zonal_width,H,540,0.7677597446776259,0.5349616544052271,11.131333745619461,70.94275013992477
T2,Je_axis_lat,Je,540,0.9434784003875857,0.8607539575557396,4.6228083628874375,15.704658093764682
T2,Je_meridional_width,Je,540,-0.07163653001255371,0.32938802379125337,0.29318697175840025,623.3374587806693
T2,Je_strength,Je,540,0.9619112994499057,0.8609689553904953,35.291240289517184,10.48360254758606
T2,Jw_axis_lat,Jw,540,0.9587850792311557,0.8779095869316828,3.7773413524611055,11.362174161502006
T2,Jw_meridional_width,Jw,540,0.13329842527971808,0.06875202421459427,0.016012162440733866,412.97052912910993
T2,Jw_strength,Jw,540,0.9770832208622849,0.9155701060090033,30.54798507587705,6.259251307068841
T2,P_main_band_share,P,540,0.9661781984622795,0.8791117094675718,0.015450022851723899,9.288971286861447
T2,P_main_minus_south,P,540,0.9679149417635482,0.8849735990423575,0.035230990774347826,8.80420747868164
T2,P_north_band_share_35_45,P,540,0.9365196616069634,0.8071284535074223,0.001895032144573804,17.701541281431666
T2,P_north_minus_main_35_45,P,540,0.9564549974928833,0.857612010681396,0.014566429620081341,12.018830683034173
T2,P_south_band_share_18_24,P,540,0.9699142354345556,0.8913846870778768,0.007839879084632777,8.24721836773575
T2,P_spread_lat,P,540,0.9607613607029817,0.8684287606283365,0.7551680036213382,10.806447763124606
T2,P_total_centroid_lat_10_50,P,540,0.9563303736587977,0.8457751113356585,3.6609079598287853,12.053995859679935
T2,V_NS_diff,V,540,0.9718707112406901,0.8908747743523733,5452.271621287534,7.703251457328042
T2,V_pos_centroid_lat,V,540,0.9481125834754117,0.8189350549650247,1.440074235383563,14.382744180673438
T2,V_strength,V,540,0.9722890081123324,0.8963785541478096,0.9286277231475779,7.587090714287553
S3,H_centroid_lat,H,900,0.9592375873358314,0.8624516747085486,7.262097242743629,18.724718040774995
S3,H_strength,H,900,0.978844764684927,0.9231345286337322,202.83163360888065,9.621629813189125
S3,H_west_extent_lon,H,900,0.9218813280941062,0.797677979516864,17.35451736497343,36.58228200022444
S3,H_zonal_width,H,900,0.7960126734497633,0.6036008925014869,7.14337844518601,102.22009933959868
S3,Je_axis_lat,Je,900,0.939213392217534,0.8511954257340767,7.006750474965653,28.211411505187503
S3,Je_meridional_width,Je,900,0.06893037068140781,0.04557649427881214,0.01737424298603386,783.9263336231709
S3,Je_strength,Je,900,0.9714125506178758,0.9008417282063345,43.88694417447345,13.050898167330809
S3,Jw_axis_lat,Jw,900,0.9474136168926348,0.8582081881551289,4.703364452285013,24.302872479728556
S3,Jw_meridional_width,Jw,900,0.007218986052594628,0.010578819937542517,0.268115807687554,887.0989575508341
S3,Jw_strength,Jw,900,0.9764871650212764,0.9128908355838217,37.325785625448916,10.706647559041159
S3,P_main_band_share,P,900,0.9686999191713004,0.8916621571013477,0.015344503581742412,14.308972368773956
S3,P_main_minus_south,P,900,0.9680946856114423,0.8885859978772443,0.034939603101568996,14.590143024943387
S3,P_north_band_share_35_45,P,900,0.9579679982687874,0.8776996771814461,0.00392138506021688,19.320439144837458
S3,P_north_minus_main_35_45,P,900,0.9675136180028686,0.8968658446218547,0.02074369678465596,14.860249774075829
S3,P_south_band_share_18_24,P,900,0.9632076964276228,0.8729026907951386,0.006946047623841536,16.866821210712498
S3,P_spread_lat,P,900,0.9677748494575159,0.8909570441829212,0.8397377789080496,14.738797731982014
S3,P_total_centroid_lat_10_50,P,900,0.9656638375020156,0.8835558429123389,4.674591485318824,15.721175543147421
S3,V_NS_diff,V,900,0.9767469908477531,0.9141827998190502,6761.989812941798,10.58694326280326
S3,V_pos_centroid_lat,V,900,0.9672131464979784,0.8894144825764856,2.619208796104756,14.999985235128033
S3,V_strength,V,900,0.9721636223924139,0.9005020024508865,0.9660341792751318,12.703175113044727
T3,H_centroid_lat,H,495,0.948714221151131,0.8415228184739616,19.43683057889237,13.027287559483211
T3,H_strength,H,495,0.981840733245116,0.9324096521584329,266.66330288946455,5.000000000000004
T3,H_west_extent_lon,H,495,0.8683908116304583,0.6923573236388056,30.02885177687809,34.86773101076898
T3,H_zonal_width,H,495,0.6378304749620309,0.4209572763342211,15.162359424201531,109.458162877297
T3,Je_axis_lat,Je,495,0.9388134093100148,0.8475080646566923,13.414496214482341,15.6215973368584
T3,Je_meridional_width,Je,495,0.02554706451969433,-0.007238453273354215,0.43284412955465573,470.3384366749249
T3,Je_strength,Je,495,0.9696576219560881,0.8991196381184695,43.71254428534593,7.6254253349982735
T3,Jw_axis_lat,Jw,495,0.8796726240123106,0.7763268456469609,9.184400523677546,31.687460014588243
T3,Jw_meridional_width,Jw,495,-0.042267869547921166,-0.0007185167000575934,1.1865609536662172,538.6919567819967
T3,Jw_strength,Jw,495,0.9729497679291652,0.8989388813953114,44.56913729804198,6.786723662568158
T3,P_main_band_share,P,495,0.9754216351330935,0.9151597519008301,0.01697846575957111,6.158832318498423
T3,P_main_minus_south,P,495,0.9761824264277554,0.9181642472633436,0.04186882466516237,5.96589604309593
T3,P_north_band_share_35_45,P,495,0.9617794945775224,0.8926879788558292,0.004407386017205936,9.643871921599791
T3,P_north_minus_main_35_45,P,495,0.962903752758075,0.8853007102103183,0.017199844242606007,9.35483584406597
T3,P_south_band_share_18_24,P,495,0.9692815047502108,0.8964395448144278,0.008739512192235581,7.7214228194228545
T3,P_spread_lat,P,495,0.9636590803015828,0.8813007051726337,0.6986650826023229,9.160834195289024
T3,P_total_centroid_lat_10_50,P,495,0.9763619465773935,0.9251111148091639,5.702537549349446,5.920391487223981
T3,V_NS_diff,V,495,0.9722496650896073,0.8989170930565051,5016.796264273526,6.96484629902081
T3,V_pos_centroid_lat,V,495,0.9574214167451085,0.8504749068605818,2.6294581130263532,10.76743031974081
T3,V_strength,V,495,0.9677609782651774,0.8867112932773831,0.8209587223296892,8.10988526299897
S4,H_centroid_lat,H,1665,0.9339500714922786,0.8137905654685945,24.77647135782331,56.86451402568963
S4,H_strength,H,1665,0.9781308120976498,0.9213431324966423,271.7975077857292,18.407376112199966
S4,H_west_extent_lon,H,1665,0.8978649831752596,0.7772898184844833,46.03888888888889,89.60321441237575
S4,H_zonal_width,H,1665,0.6187257873200311,0.36793795096197535,17.51404747596154,392.1736276056745
S4,Je_axis_lat,Je,1665,0.9444967054035903,0.8604082046231774,9.763557014310415,47.52540091542162
S4,Je_meridional_width,Je,1665,0.041856822762404274,0.027168031671994927,0.20920138888888887,1531.216531145573
S4,Je_strength,Je,1665,0.9729875408273615,0.9063686199306578,43.1055456304084,22.795756988704944
S4,Jw_axis_lat,Jw,1665,0.9454060689439965,0.8590552820700953,6.670913177797353,46.72489546492857
S4,Jw_meridional_width,Jw,1665,-0.0504560388359017,0.0010559568248718304,0.08560363247863247,1841.9466356434611
S4,Jw_strength,Jw,1665,0.9796419769795559,0.9244871035292836,43.88803033732492,17.122342687821003
S4,P_main_band_share,P,1665,0.9721344059579153,0.9047013051615337,0.011054619662721105,23.525888468811107
S4,P_main_minus_south,P,1665,0.9670816137990089,0.8876335373365519,0.026216899213611256,27.863161670652673
S4,P_north_band_share_35_45,P,1665,0.9530736166066393,0.8601305989602976,0.003329271637611077,40.00485577481536
S4,P_north_minus_main_35_45,P,1665,0.962012872531583,0.8801732598914023,0.013827812879932967,32.23657098299503
S4,P_south_band_share_18_24,P,1665,0.9647697428036341,0.8791232631220481,0.008630990876029594,29.855090372191093
S4,P_spread_lat,P,1665,0.9654957400838611,0.8865929128373584,0.8447612009793144,29.22905992048608
S4,P_total_centroid_lat_10_50,P,1665,0.9698698667059209,0.9009159606268434,4.268548633511598,25.466997989330128
S4,V_NS_diff,V,1665,0.9776185998119494,0.9174551221751398,7217.865094924238,18.843386341859706
S4,V_pos_centroid_lat,V,1665,0.9535270860250415,0.8489284958557386,8.709866889606202,39.609075462449944
S4,V_strength,V,1665,0.9728397880650999,0.9040176625255784,1.1439519534713685,22.92216182235499
T4,H_centroid_lat,H,450,0.9442229154351445,0.8282237799433649,10.7922454159575,12.909881811863803
T4,H_strength,H,450,0.9752010113029008,0.9130846124806333,206.604860242819,5.649827460514241
T4,H_west_extent_lon,H,450,0.8650395232498955,0.7070479192526219,67.0229707993071,32.56350001190272
T4,H_zonal_width,H,450,0.6102769143239888,0.2642237832768744,29.3336859688196,108.91008061668045
T4,Je_axis_lat,Je,450,0.9415306264145772,0.8607133773640323,9.960543882207077,13.551791434796558
T4,Je_meridional_width,Je,450,0.057018468329324265,0.058988835580667226,0.3615008661222471,401.4515374764449
T4,Je_strength,Je,450,0.9748725005385969,0.9118986363431955,49.48046150151378,5.725622669082489
T4,Jw_axis_lat,Jw,450,0.8897472825412166,0.7659435982451652,6.661032741496652,26.25415753461756
T4,Jw_meridional_width,Jw,450,0.05923283159771829,0.06496833806442227,0.43834446919079456,399.6715482680652
T4,Jw_strength,Jw,450,0.9714107360712976,0.8908378352384622,35.997247120769984,6.5258692836147825
T4,P_main_band_share,P,450,0.9726187821082276,0.9088699937706116,0.010984534753794378,6.246289533007982
T4,P_main_minus_south,P,450,0.961582905773271,0.8681836970938921,0.022618332423677237,8.813133694807108
T4,P_north_band_share_35_45,P,450,0.9304624978580205,0.7916629905077751,0.0016489825899989013,16.209522846784772
T4,P_north_minus_main_35_45,P,450,0.9581837482014695,0.8702244823559875,0.00908522421434044,9.60957485558843
T4,P_south_band_share_18_24,P,450,0.9627387996765095,0.871003394450759,0.008605947421806285,8.542929985556029
T4,P_spread_lat,P,450,0.9521424038929778,0.8403097912004526,0.7424278276244896,11.03194019309908
T4,P_total_centroid_lat_10_50,P,450,0.9683406014535986,0.8976795488172964,4.318045564519233,7.237939071804741
T4,V_NS_diff,V,450,0.9762642388836943,0.9123187541877423,7652.318631017948,5.404688448125162
T4,V_pos_centroid_lat,V,450,0.9424371783170792,0.843937024579229,14.192178001803708,13.335447882930696
T4,V_strength,V,450,0.9722129524247355,0.8996443512123635,1.2472659179925667,6.340173049515666
S5,H_centroid_lat,H,675,0.9451646884953031,0.8335880591856715,12.479352422961595,19.028638286819167
S5,H_strength,H,675,0.9740563059034092,0.9071227620003555,202.46111154337447,8.871070932895497
S5,H_west_extent_lon,H,675,0.8786897595589611,0.7301564510196088,81.83367540389054,43.58591506717124
S5,H_zonal_width,H,675,0.6868787107591208,0.38900306300351656,40.88043603692714,125.29464560168627
S5,Je_axis_lat,Je,675,0.930352575046115,0.8316117519081612,8.342602137671935,24.354106317986638
S5,Je_meridional_width,Je,675,0.01033924570105148,0.001398850263030351,0.3499052093636663,661.184856466964
S5,Je_strength,Je,675,0.9749390679789108,0.9133043772966138,53.6939304847792,8.565392921993592
S5,Jw_axis_lat,Jw,675,0.9295391380966929,0.8551579185286684,4.440780098566899,24.648933439954376
S5,Jw_meridional_width,Jw,675,-0.017348698632075405,-0.022761879755462313,0.2378461918892186,698.8342361331007
S5,Jw_strength,Jw,675,0.9760364515572716,0.9144054007397575,32.53059128512636,8.185777740129337
S5,P_main_band_share,P,675,0.9596638283250861,0.8664609237296812,0.009832198574124066,13.893666600887133
S5,P_main_minus_south,P,675,0.9557752605669158,0.8543526377510272,0.023793403496969096,15.263358586854622
S5,P_north_band_share_35_45,P,675,0.9527033278082878,0.8589299179878637,0.0024056821609541182,16.349259651868675
S5,P_north_minus_main_35_45,P,675,0.9481563333736654,0.8442394302220092,0.008622321374192051,17.962867955353005
S5,P_south_band_share_18_24,P,675,0.9544554985414585,0.8533199986714226,0.007274109026425712,15.72946455289342
S5,P_spread_lat,P,675,0.9448669478345652,0.8221845488332411,0.7906992825674232,19.134887480659728
S5,P_total_centroid_lat_10_50,P,675,0.9651299442496134,0.8823029590002422,4.666646088360121,11.977471362840939
S5,V_NS_diff,V,675,0.9726177712584121,0.9004930286127515,8207.822504883423,9.369784998327775
S5,V_pos_centroid_lat,V,638,0.919573578192489,0.7931685234994227,25.77808959023272,26.730966552221744
S5,V_strength,V,675,0.9719793138229369,0.8994633406229448,1.282323386169728,9.591359826615236
