object,day,detector_score
Je,14,3.1315916424411308
Je,15,3.274745660215383
Je,16,3.4842999953967704
Je,17,3.728576877184414
Je,18,3.993478589130883
Je,19,4.257481048761578
Je,20,4.480060974315028
Je,21,4.68035780099184
Je,22,4.929902486558975
Je,23,5.2701804608926635
Je,24,5.652687245532948
Je,25,5.952954722422097
Je,26,6.0665828732930125
Je,27,5.923800405139695
Je,28,5.584828880162088
Je,29,5.212964065254532
Je,30,5.013734327150961
Je,31,5.075214153576109
Je,32,5.267809092366989
Je,33,5.442389697096082
Je,34,5.437637546724202
Je,35,5.1003605335904645
Je,36,4.404149915695158
Je,37,3.490009075697399
Je,38,2.798517569703481
Je,39,2.726614186275543
Je,40,3.4589868024456614
Je,41,4.8011229039725665
Je,42,6.548734272628787
Je,43,8.58232030548438
Je,44,10.463693053711147
Je,45,11.768001191895458
Je,46,12.201986759874023
Je,47,11.643310819387192
Je,48,10.47138719644
Je,49,9.077913943782736
Je,50,7.703613262227702
Je,51,6.622660341222669
Je,52,5.687902402331844
Je,53,4.839926726732725
Je,54,4.258982436034235
Je,55,3.935697728731873
Je,56,3.7887063604158535
Je,57,3.698898807735408
Je,58,3.5777436683516415
Je,59,3.4123555287578826
Je,60,3.245639177189866
Je,61,3.0925905543130527
Je,62,3.0315062084730773
Je,63,3.0465132183676404
Je,64,3.093320188082494
Je,65,3.1744370109872078
Je,66,3.2926593915580638
Je,67,3.422182472503688
Je,68,3.5428547117411435
Je,69,3.6775673565861244
Je,70,3.8729232576037935
Je,71,4.131351940854008
Je,72,4.4332759116664375
Je,73,4.748245736478719
Je,74,5.037537091502003
Je,75,5.270966456976614
Je,76,5.476615298590638
Je,77,5.636927927466381
Je,78,5.754162439496927
Je,79,5.838258156572779
Je,80,5.912215056022428
Je,81,5.948923321784777
Je,82,5.873653416749018
Je,83,5.740769171723617
Je,84,5.722763127669891
Je,85,5.8657182241578125
Je,86,6.121295556100941
Je,87,6.400552880655631
Je,88,6.620162900207162
Je,89,6.756436894874135
Je,90,6.859351551736157
Je,91,7.0285914641388905
Je,92,7.329933754992022
Je,93,7.65173099446632
Je,94,7.771161835682942
Je,95,7.737493788583446
Je,96,7.653880340940944
Je,97,7.603917798105355
Je,98,7.7147048331992805
Je,99,8.025558597418406
Je,100,8.442616051620583
Je,101,8.822241314475939
Je,102,9.165242255288085
Je,103,9.797636407812524
Je,104,10.84306222495865
Je,105,12.148908320994156
Je,106,13.627491080921544
Je,107,15.007958053776406
Je,108,15.954546190829195
Je,109,16.4185735104349
Je,110,16.616007311174407
Je,111,16.652666002833563
Je,112,16.52608405744318
Je,113,15.97026287747683
Je,114,14.979102104031966
Je,115,13.700008757934901
Je,116,12.08899032801864
Je,117,10.207532071216573
Je,118,8.155632810917906
Je,119,6.03625809555917
Je,120,4.0916696042531235
Je,121,2.477748873347459
Je,122,1.3547048205209187
Je,123,0.802899018518926
Je,124,0.7352800161203428
Je,125,1.0386617718686848
Je,126,1.6470039373908483
Je,127,2.558955589928118
Je,128,3.8510624919159175
Je,129,5.4262419075344805
Je,130,7.169800288198494
Je,131,8.974037721894558
Je,132,10.590987890412219
Je,133,11.870410231608481
Je,134,12.976642677800852
Je,135,13.841185358144521
Je,136,14.318820217804232
Je,137,14.240249383136952
Je,138,13.750776375835876
Je,139,13.232198830990125
Je,140,12.770931837070808
Je,141,12.357973415085661
Je,142,11.842834859360805
Je,143,10.99871862122497
Je,144,9.87217524288744
Je,145,8.823836736572002
Je,146,7.879314206138605
Je,147,7.051929207631547
Je,148,6.319339798581772
Je,149,5.734829668111795
Je,150,5.331168757011434
Je,151,5.1995138031331525
Je,152,5.483193632962497
Je,153,6.279856164840184
Je,154,7.446479897761021
Je,155,8.829590637586817
Je,156,10.537300612525723
Je,157,12.589655863943594
Je,158,14.86466286992279
Je,159,17.098626751221754
Je,160,19.033830774063958
Je,161,20.223520665922436
Je,162,20.266046161694703
Je,163,19.40288182219537
Je,164,18.039385174623433
Je,165,16.344288448378258
Je,166,14.41492023193597
Je,167,12.462431404478362
Je,168,10.735397564529402
