object,replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
Je,0,bootstrap,0,CP001,26,04-27,24,7.907807748647031,3.851390511819819,-2,2,strict
Je,0,bootstrap,0,CP002,33,05-04,34,5.088311263130169,0.7534123757949072,1,1,strict
Je,0,bootstrap,0,CP003,46,05-17,44,9.247763601393501,6.1926260524159815,-2,2,strict
Je,0,bootstrap,0,CP004,81,06-21,75,8.086004981642194,2.727386275548639,-6,6,near
Je,0,bootstrap,0,CP005,94,07-04,90,10.980821310206867,5.598257960111787,-4,4,matched
Je,0,bootstrap,0,CP006,111,07-21,113,15.007413565289136,13.580031568588641,2,2,strict
Je,0,bootstrap,0,CP007,136,08-15,137,17.050760285015222,13.781601058844576,1,1,strict
Je,0,bootstrap,0,CP008,162,09-10,161,25.185596822225918,14.021069539265111,-1,1,strict
Je,1,bootstrap,1,CP001,26,04-27,27,10.307538398051497,5.310440456816309,1,1,strict
Je,1,bootstrap,1,CP002,33,05-04,37,5.113453731744078,0.3329869738244122,4,4,matched
Je,1,bootstrap,1,CP003,46,05-17,47,7.690152495272345,2.547184128628418,1,1,strict
Je,1,bootstrap,1,CP004,81,06-21,75,9.025315542040484,3.7978893957346536,-6,6,near
Je,1,bootstrap,1,CP005,94,07-04,93,8.201258697249703,2.3776579487979763,-1,1,strict
Je,1,bootstrap,1,CP006,111,07-21,112,22.898526283199054,19.831874540645344,1,1,strict
Je,1,bootstrap,1,CP007,136,08-15,135,18.019687030942514,15.420214625334633,-1,1,strict
Je,1,bootstrap,1,CP008,162,09-10,161,28.94513570109894,20.70118093125862,-1,1,strict
Je,2,bootstrap,2,CP001,26,04-27,23,14.547845229635223,10.272015514667903,-3,3,matched
Je,2,bootstrap,2,CP002,33,05-04,35,14.827735210282864,11.090435465722791,2,2,strict
Je,2,bootstrap,2,CP003,46,05-17,47,15.455767518407127,12.0261304855689,1,1,strict
Je,2,bootstrap,2,CP004,81,06-21,77,8.493530853320276,3.129580511222872,-4,4,matched
Je,2,bootstrap,2,CP005,94,07-04,92,10.617375229098808,4.328847697591343,-2,2,strict
Je,2,bootstrap,2,CP006,111,07-21,110,21.019974850901193,18.46160737245566,-1,1,strict
Je,2,bootstrap,2,CP007,136,08-15,135,27.5353365967579,24.27449623318921,-1,1,strict
Je,2,bootstrap,2,CP008,162,09-10,161,18.166927996862952,3.334983488531911,-1,1,strict
Je,3,bootstrap,3,CP001,26,04-27,31,9.190007087653733,5.620708568883694,5,5,matched
Je,3,bootstrap,3,CP002,33,05-04,31,9.190007087653733,5.620708568883694,-2,2,strict
Je,3,bootstrap,3,CP003,46,05-17,44,14.280466589804838,11.37685887307919,-2,2,strict
Je,3,bootstrap,3,CP004,81,06-21,89,12.036317704934088,5.857392929359516,8,8,near
Je,3,bootstrap,3,CP005,94,07-04,89,12.036317704934088,5.857392929359516,-5,5,matched
Je,3,bootstrap,3,CP006,111,07-21,107,19.044917963573376,17.15319500347799,-4,4,matched
Je,3,bootstrap,3,CP007,136,08-15,135,16.169285636536838,11.617331732157188,-1,1,strict
Je,3,bootstrap,3,CP008,162,09-10,161,20.836845922875508,5.695157886655963,-1,1,strict
Je,4,bootstrap,4,CP001,26,04-27,25,3.828722527219199,0.6703302468437284,-1,1,strict
Je,4,bootstrap,4,CP002,33,05-04,36,3.856287308757735,1.3439078668308366,3,3,matched
Je,4,bootstrap,4,CP003,46,05-17,50,8.795302584065912,5.865830413045808,4,4,matched
Je,4,bootstrap,4,CP004,81,06-21,76,12.267345829849017,6.447443705642346,-5,5,matched
Je,4,bootstrap,4,CP005,94,07-04,88,13.229716805120713,8.325884731650593,-6,6,near
Je,4,bootstrap,4,CP006,111,07-21,114,19.496743651452125,17.05229069793439,3,3,matched
Je,4,bootstrap,4,CP007,136,08-15,142,18.924722000244003,15.463600446249743,6,6,near
Je,4,bootstrap,4,CP008,162,09-10,162,24.189398113994237,14.276747274954113,0,0,strict
Je,5,bootstrap,5,CP001,26,04-27,26,9.487018367366215,7.191755275553536,0,0,strict
Je,5,bootstrap,5,CP002,33,05-04,26,9.487018367366215,7.191755275553536,-7,7,near
Je,5,bootstrap,5,CP003,46,05-17,55,11.677931269597895,9.120195913341968,9,9,no_match
Je,5,bootstrap,5,CP004,81,06-21,78,5.73100152124306,1.6487413548528789,-3,3,matched
Je,5,bootstrap,5,CP005,94,07-04,100,11.499152704944718,0.3868324531428282,6,6,near
Je,5,bootstrap,5,CP006,111,07-21,107,13.937747105889963,11.888517732986244,-4,4,matched
Je,5,bootstrap,5,CP007,136,08-15,141,20.87319642747515,16.89932372451315,5,5,matched
Je,5,bootstrap,5,CP008,162,09-10,164,31.373905822333555,9.03493433472753,2,2,strict
Je,6,bootstrap,6,CP001,26,04-27,27,8.052017679431584,4.594082776222148,1,1,strict
Je,6,bootstrap,6,CP002,33,05-04,34,6.502367752606052,0.27262364693819485,1,1,strict
Je,6,bootstrap,6,CP003,46,05-17,45,21.31290689275687,19.747502261529444,-1,1,strict
Je,6,bootstrap,6,CP004,81,06-21,74,6.222570616262248,1.6123543296825975,-7,7,near
Je,6,bootstrap,6,CP005,94,07-04,110,21.06885447521008,18.810816517367126,16,16,no_match
Je,6,bootstrap,6,CP006,111,07-21,110,21.06885447521008,18.810816517367126,-1,1,strict
Je,6,bootstrap,6,CP007,136,08-15,135,12.824961740028872,1.5018929285297968,-1,1,strict
Je,6,bootstrap,6,CP008,162,09-10,160,15.257409519336923,8.107203778629767,-2,2,strict
Je,7,bootstrap,7,CP001,26,04-27,29,5.914843015470908,1.085668469825471,3,3,matched
Je,7,bootstrap,7,CP002,33,05-04,29,5.914843015470908,1.085668469825471,-4,4,matched
Je,7,bootstrap,7,CP003,46,05-17,48,12.830675450758395,9.719383255508445,2,2,strict
Je,7,bootstrap,7,CP004,81,06-21,74,6.064294340769189,2.0749947307065577,-7,7,near
Je,7,bootstrap,7,CP005,94,07-04,100,10.82135051033928,0.9579532949577381,6,6,near
Je,7,bootstrap,7,CP006,111,07-21,113,20.282594625113703,18.153393822602016,2,2,strict
Je,7,bootstrap,7,CP007,136,08-15,133,13.063215520840526,10.74310336901674,-3,3,matched
Je,7,bootstrap,7,CP008,162,09-10,163,31.64925777908376,16.300140552387163,1,1,strict
Je,8,bootstrap,8,CP001,26,04-27,27,5.478932494792467,0.6486361771441,1,1,strict
Je,8,bootstrap,8,CP002,33,05-04,27,5.478932494792467,0.6486361771441,-6,6,near
