window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,pair_name,object_A,object_B,dominant_order_high,median_delta_high,prob_A_earlier_high,prob_B_earlier_high,prob_same_or_near_high,dominant_order_low,median_delta_low,prob_A_earlier_low,prob_B_earlier_low,prob_same_or_near_low,median_delta_shift_high_minus_low,dominant_order_changed_flag,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,P-Je,P,Je,A_earlier,2.0,0.7574850299401198,0.09281437125748503,0.1497005988023952,A_earlier,2.0,0.7327327327327328,0.12012012012012012,0.14714714714714713,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,P-Jw,P,Jw,A_earlier,2.0,0.7395209580838323,0.18562874251497005,0.0748502994011976,B_earlier,-4.0,0.057057057057057055,0.9009009009009009,0.042042042042042045,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,P-V,P,V,A_earlier,1.0,0.6377245508982036,0.16766467065868262,0.19461077844311378,A_earlier,1.0,0.5405405405405406,0.1981981981981982,0.26126126126126126,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,V-H,V,H,B_earlier,-9.0,0.2125748502994012,0.7694610778443114,0.017964071856287425,B_earlier,-9.0,0.25225225225225223,0.6906906906906907,0.057057057057057055,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,V-Je,V,Je,A_earlier,1.0,0.6107784431137725,0.2245508982035928,0.16467065868263472,A_earlier,1.0,0.6006006006006006,0.23423423423423423,0.16516516516516516,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,V-Jw,V,Jw,A_earlier,1.0,0.6197604790419161,0.281437125748503,0.09880239520958084,B_earlier,-5.0,0.03303303303303303,0.9429429429429429,0.024024024024024024,6.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,H-Je,H,Je,A_earlier,5.0,0.8610271903323263,0.10876132930513595,0.030211480362537766,B_earlier,0.0,0.4307228915662651,0.46686746987951805,0.10240963855421686,5.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,H-Jw,H,Jw,A_earlier,6.0,0.9281437125748503,0.04790419161676647,0.023952095808383235,A_earlier,2.0,0.6426426426426426,0.27927927927927926,0.07807807807807808,4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,Je-Jw,Je,Jw,A_earlier,0.0,0.4773413897280967,0.4229607250755287,0.09969788519637462,A_earlier,2.0,0.6265060240963856,0.3253012048192771,0.04819277108433735,-2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,P-H,P,H,B_earlier,-4.0,0.041916167664670656,0.9431137724550899,0.014970059880239521,B_earlier,-3.0,0.0960960960960961,0.8318318318318318,0.07207207207207207,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,P-Je,P,Je,A_earlier,0.0,0.48338368580060426,0.4259818731117825,0.09063444108761329,B_earlier,-3.0,0.21987951807228914,0.7409638554216867,0.0391566265060241,3.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,P-Jw,P,Jw,A_earlier,1.0,0.5479041916167665,0.3263473053892216,0.12574850299401197,B_earlier,-1.0,0.35435435435435436,0.5585585585585585,0.08708708708708708,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,P-V,P,V,B_earlier,-2.0,0.1347305389221557,0.7604790419161677,0.10479041916167664,B_earlier,-1.0,0.2822822822822823,0.5735735735735735,0.14414414414414414,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,V-H,V,H,B_earlier,-2.0,0.17964071856287425,0.7245508982035929,0.09580838323353294,B_earlier,-2.0,0.11411411411411411,0.7507507507507507,0.13513513513513514,0.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,V-Je,V,Je,A_earlier,3.0,0.7371601208459214,0.1903323262839879,0.07250755287009064,B_earlier,-3.0,0.23493975903614459,0.6897590361445783,0.07530120481927711,6.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,V-Jw,V,Jw,A_earlier,3.0,0.8383233532934131,0.11077844311377245,0.05089820359281437,A_earlier,0.0,0.45045045045045046,0.43243243243243246,0.11711711711711711,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,H-Je,H,Je,A_earlier,4.0,0.7379518072289156,0.1686746987951807,0.09337349397590361,A_earlier,1.0,0.5740181268882175,0.3323262839879154,0.09365558912386707,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,H-Jw,H,Jw,A_earlier,7.0,0.96996996996997,0.015015015015015015,0.015015015015015015,A_earlier,1.0,0.5495495495495496,0.36036036036036034,0.09009009009009009,6.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,Je-Jw,Je,Jw,A_earlier,3.0,0.6948640483383686,0.2326283987915408,0.07250755287009064,B_earlier,-1.0,0.3716012084592145,0.5589123867069486,0.06948640483383686,4.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,P-H,P,H,B_earlier,-4.0,0.023952095808383235,0.9640718562874252,0.011976047904191617,B_earlier,-3.0,0.11411411411411411,0.8198198198198198,0.06606606606606606,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,P-Je,P,Je,B_earlier,-1.0,0.35542168674698793,0.572289156626506,0.07228915662650602,B_earlier,-2.0,0.32326283987915405,0.6012084592145015,0.0755287009063444,1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,P-Jw,P,Jw,A_earlier,2.0,0.6846846846846847,0.19519519519519518,0.12012012012012012,B_earlier,-2.0,0.2222222222222222,0.6816816816816816,0.0960960960960961,4.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,P-V,P,V,B_earlier,-2.0,0.1467065868263473,0.7574850299401198,0.09580838323353294,B_earlier,-1.0,0.26126126126126126,0.5735735735735735,0.16516516516516516,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,V-H,V,H,B_earlier,-2.0,0.1317365269461078,0.7694610778443114,0.09880239520958084,B_earlier,-2.0,0.15615615615615616,0.7357357357357357,0.10810810810810811,0.0,False,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,V-Je,V,Je,A_earlier,1.0,0.572289156626506,0.3433734939759036,0.08433734939759036,B_earlier,-1.0,0.40181268882175225,0.5347432024169184,0.0634441087613293,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,V-Jw,V,Jw,A_earlier,4.0,0.9429429429429429,0.03903903903903904,0.018018018018018018,B_earlier,-1.0,0.3483483483483483,0.5315315315315315,0.12012012012012012,5.0,True,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,H-Je,H,Je,A_earlier,1.0,0.5525525525525525,0.35135135135135137,0.0960960960960961,A_earlier,4.0,0.7872340425531915,0.16109422492401215,0.05167173252279635,-3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,H-Jw,H,Jw,A_earlier,7.0,0.8922155688622755,0.0748502994011976,0.03293413173652695,A_earlier,3.0,0.6756756756756757,0.2552552552552553,0.06906906906906907,4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,Je-Jw,Je,Jw,A_earlier,5.0,0.7747747747747747,0.17117117117117117,0.05405405405405406,B_earlier,-2.0,0.24924012158054712,0.6504559270516718,0.10030395136778116,7.0,True,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,P-H,P,H,B_earlier,-4.0,0.05089820359281437,0.8952095808383234,0.05389221556886228,B_earlier,-3.0,0.09009009009009009,0.8618618618618619,0.04804804804804805,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,P-Je,P,Je,B_earlier,-3.0,0.25225225225225223,0.6996996996996997,0.04804804804804805,A_earlier,0.0,0.45896656534954405,0.44984802431610943,0.0911854103343465,-3.0,True,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,P-Jw,P,Jw,A_earlier,2.0,0.6047904191616766,0.2904191616766467,0.10479041916167664,B_earlier,-1.0,0.29429429429429427,0.5885885885885885,0.11711711711711711,3.0,True,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,P-V,P,V,B_earlier,-1.0,0.23053892215568864,0.6526946107784432,0.11676646706586827,B_earlier,-1.0,0.1981981981981982,0.6456456456456456,0.15615615615615616,0.0,False,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,V-H,V,H,B_earlier,-3.0,0.08383233532934131,0.8053892215568862,0.11077844311377245,B_earlier,-2.0,0.1981981981981982,0.7027027027027027,0.0990990990990991,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,V-Je,V,Je,B_earlier,-1.0,0.3333333333333333,0.5705705705705706,0.0960960960960961,A_earlier,2.0,0.6352583586626139,0.3009118541033435,0.06382978723404255,-3.0,True,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,V-Jw,V,Jw,A_earlier,3.0,0.7634730538922155,0.15868263473053892,0.07784431137724551,A_earlier,1.0,0.5105105105105106,0.3843843843843844,0.10510510510510511,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,H-Je,H,Je,A_earlier,2.0,0.6396396396396397,0.2672672672672673,0.09309309309309309,A_earlier,4.0,0.7021276595744681,0.23100303951367782,0.0668693009118541,-2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,H-Jw,H,Jw,A_earlier,3.0,0.6976047904191617,0.2125748502994012,0.08982035928143713,A_earlier,6.0,0.8644578313253012,0.09939759036144578,0.03614457831325301,-3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,Je-Jw,Je,Jw,A_earlier,0.0,0.4864864864864865,0.42342342342342343,0.09009009009009009,A_earlier,1.0,0.5579268292682927,0.3445121951219512,0.0975609756097561,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,P-H,P,H,B_earlier,-2.0,0.07784431137724551,0.8532934131736527,0.0688622754491018,B_earlier,-6.0,0.036036036036036036,0.9459459459459459,0.018018018018018018,4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,P-Je,P,Je,B_earlier,0.0,0.40540540540540543,0.4984984984984985,0.0960960960960961,B_earlier,-3.0,0.270516717325228,0.6717325227963525,0.057750759878419454,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,P-Jw,P,Jw,A_earlier,0.0,0.4880239520958084,0.4251497005988024,0.08682634730538923,B_earlier,-1.0,0.3313253012048193,0.5602409638554217,0.10843373493975904,1.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,P-V,P,V,B_earlier,-1.0,0.24550898203592814,0.5658682634730539,0.18862275449101795,B_earlier,-3.0,0.11711711711711711,0.8018018018018018,0.08108108108108109,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,V-H,V,H,B_earlier,-1.0,0.18862275449101795,0.6646706586826348,0.1467065868263473,B_earlier,-3.0,0.1111111111111111,0.8258258258258259,0.06306306306306306,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,V-Je,V,Je,A_earlier,0.0,0.4924924924924925,0.4144144144144144,0.09309309309309309,A_earlier,1.0,0.5075987841945289,0.425531914893617,0.0668693009118541,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,V-Jw,V,Jw,A_earlier,1.5,0.6077844311377245,0.3083832335329341,0.08383233532934131,A_earlier,2.0,0.6807228915662651,0.22289156626506024,0.0963855421686747,-0.5,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,H-Je,H,Je,A_earlier,4.0,0.806060606060606,0.1303030303030303,0.06363636363636363,A_earlier,0.0,0.4696969696969697,0.4212121212121212,0.10909090909090909,4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,H-Jw,H,Jw,A_earlier,5.0,0.8323353293413174,0.11377245508982035,0.05389221556886228,A_earlier,4.0,0.7297297297297297,0.21921921921921922,0.05105105105105105,1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,Je-Jw,Je,Jw,B_earlier,0.0,0.43636363636363634,0.4696969696969697,0.09393939393939393,A_earlier,3.0,0.6575757575757576,0.28484848484848485,0.05757575757575758,-3.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-H,P,H,B_earlier,-3.0,0.06287425149700598,0.9011976047904192,0.03592814371257485,B_earlier,-5.0,0.07807807807807808,0.8738738738738738,0.04804804804804805,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-Je,P,Je,A_earlier,1.0,0.5333333333333333,0.35454545454545455,0.11212121212121212,B_earlier,-5.0,0.18484848484848485,0.7757575757575758,0.03939393939393939,6.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-Jw,P,Jw,A_earlier,1.0,0.5568862275449101,0.3203592814371258,0.12275449101796407,B_earlier,-1.0,0.30930930930930933,0.5885885885885885,0.1021021021021021,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-V,P,V,B_earlier,-1.0,0.16467065868263472,0.6826347305389222,0.15269461077844312,B_earlier,-2.0,0.23423423423423423,0.6576576576576577,0.10810810810810811,1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V-H,V,H,B_earlier,-1.0,0.218562874251497,0.6526946107784432,0.12874251497005987,B_earlier,-3.0,0.09009009009009009,0.8048048048048048,0.10510510510510511,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V-Je,V,Je,A_earlier,3.0,0.7151515151515152,0.19090909090909092,0.09393939393939393,B_earlier,-3.0,0.26666666666666666,0.6727272727272727,0.06060606060606061,6.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V-Jw,V,Jw,A_earlier,3.0,0.7694610778443114,0.16467065868263472,0.0658682634730539,A_earlier,1.0,0.5015015015015015,0.37537537537537535,0.12312312312312312,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,H-Je,H,Je,A_earlier,3.0,0.7048192771084337,0.20481927710843373,0.09036144578313253,A_earlier,1.0,0.5861027190332326,0.32628398791540786,0.08761329305135952,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,H-Jw,H,Jw,A_earlier,6.0,0.9041916167664671,0.06287425149700598,0.03293413173652695,A_earlier,2.0,0.6246246246246246,0.30930930930930933,0.06606606606606606,4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,Je-Jw,Je,Jw,A_earlier,2.0,0.6596385542168675,0.2620481927710843,0.0783132530120482,B_earlier,0.0,0.4259818731117825,0.49244712990936557,0.08157099697885196,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,P-H,P,H,B_earlier,-3.0,0.041916167664670656,0.9131736526946108,0.04491017964071856,B_earlier,-4.0,0.09309309309309309,0.8648648648648649,0.042042042042042045,1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,P-Je,P,Je,B_earlier,0.0,0.4186746987951807,0.49698795180722893,0.08433734939759036,B_earlier,-3.0,0.2598187311178248,0.6676737160120846,0.07250755287009064,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,P-Jw,P,Jw,A_earlier,3.0,0.7305389221556886,0.17365269461077845,0.09580838323353294,B_earlier,-3.0,0.17417417417417416,0.7267267267267268,0.0990990990990991,6.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,P-V,P,V,B_earlier,-1.0,0.19760479041916168,0.6616766467065869,0.1407185628742515,B_earlier,-2.0,0.1921921921921922,0.6786786786786787,0.12912912912912913,1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,V-H,V,H,B_earlier,-2.0,0.15568862275449102,0.7275449101796407,0.11676646706586827,B_earlier,-2.0,0.12312312312312312,0.7897897897897898,0.08708708708708708,0.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,V-Je,V,Je,A_earlier,1.0,0.5602409638554217,0.3493975903614458,0.09036144578313253,B_earlier,-1.0,0.3987915407854985,0.5468277945619335,0.054380664652567974,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,V-Jw,V,Jw,A_earlier,4.0,0.8652694610778443,0.09281437125748503,0.041916167664670656,B_earlier,0.0,0.38738738738738737,0.48348348348348347,0.12912912912912913,4.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,H-Je,H,Je,A_earlier,1.0,0.5449101796407185,0.3592814371257485,0.09580838323353294,A_earlier,4.0,0.7713414634146342,0.16158536585365854,0.06707317073170732,-3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,H-Jw,H,Jw,A_earlier,3.0,0.6976047904191617,0.2215568862275449,0.08083832335329341,A_earlier,5.0,0.8798798798798799,0.07507507507507508,0.04504504504504504,-2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,Je-Jw,Je,Jw,A_earlier,1.0,0.562874251497006,0.3772455089820359,0.059880239520958084,A_earlier,1.0,0.5335365853658537,0.35365853658536583,0.11280487804878049,0.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,P-H,P,H,B_earlier,-3.0,0.10179640718562874,0.8293413173652695,0.0688622754491018,B_earlier,-5.0,0.036036036036036036,0.93993993993994,0.024024024024024024,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,P-Je,P,Je,B_earlier,-2.0,0.2874251497005988,0.625748502994012,0.08682634730538923,B_earlier,-1.0,0.375,0.5457317073170732,0.07926829268292683,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,P-Jw,P,Jw,B_earlier,0.0,0.437125748502994,0.47604790419161674,0.08682634730538923,A_earlier,0.0,0.4864864864864865,0.4024024024024024,0.1111111111111111,0.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,P-V,P,V,B_earlier,0.0,0.38922155688622756,0.41916167664670656,0.19161676646706588,B_earlier,-3.0,0.04504504504504504,0.8918918918918919,0.06306306306306306,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,V-H,V,H,B_earlier,-3.0,0.0718562874251497,0.8353293413173652,0.09281437125748503,B_earlier,-1.0,0.22522522522522523,0.6456456456456456,0.12912912912912913,-2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,V-Je,V,Je,B_earlier,-2.0,0.25449101796407186,0.6467065868263473,0.09880239520958084,A_earlier,3.0,0.698170731707317,0.2347560975609756,0.06707317073170732,-5.0,True,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_V_delta_peak,P-V,original_priority,True,V-Jw,V,Jw,A_earlier,0.0,0.4431137724550898,0.4431137724550898,0.11377245508982035,A_earlier,4.0,0.8768768768768769,0.08708708708708708,0.036036036036036036,-4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,H-Je,H,Je,A_earlier,3.0,0.7134146341463414,0.20426829268292682,0.08231707317073171,A_earlier,1.0,0.552870090634441,0.3504531722054381,0.09667673716012085,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,H-Jw,H,Jw,A_earlier,4.0,0.7694610778443114,0.16467065868263472,0.0658682634730539,A_earlier,5.0,0.7927927927927928,0.16516516516516516,0.042042042042042045,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,Je-Jw,Je,Jw,A_earlier,0.0,0.47560975609756095,0.4329268292682927,0.09146341463414634,A_earlier,2.0,0.622356495468278,0.3081570996978852,0.06948640483383686,-2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,P-H,P,H,B_earlier,-3.0,0.059880239520958084,0.8862275449101796,0.05389221556886228,B_earlier,-5.0,0.08408408408408409,0.8798798798798799,0.036036036036036036,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,P-Je,P,Je,A_earlier,0.0,0.46646341463414637,0.45121951219512196,0.08231707317073171,B_earlier,-3.0,0.22658610271903323,0.7099697885196374,0.0634441087613293,3.0,True,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,P-Jw,P,Jw,A_earlier,1.0,0.5179640718562875,0.3712574850299401,0.11077844311377245,B_earlier,-1.0,0.35735735735735735,0.5555555555555556,0.08708708708708708,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,P-V,P,V,B_earlier,-2.0,0.08682634730538923,0.7784431137724551,0.1347305389221557,B_earlier,-1.0,0.3063063063063063,0.5675675675675675,0.12612612612612611,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,V-H,V,H,B_earlier,-1.0,0.2634730538922156,0.5598802395209581,0.17664670658682635,B_earlier,-4.0,0.04504504504504504,0.8978978978978979,0.057057057057057055,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,V-Je,V,Je,A_earlier,3.0,0.6920731707317073,0.23780487804878048,0.0701219512195122,B_earlier,-3.0,0.27794561933534745,0.649546827794562,0.07250755287009064,6.0,True,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_H_delta_peak,V-H,added_all_pair,False,V-Jw,V,Jw,A_earlier,3.0,0.7724550898203593,0.16766467065868262,0.059880239520958084,A_earlier,0.0,0.4954954954954955,0.37537537537537535,0.12912912912912913,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,H-Je,H,Je,A_earlier,4.0,0.8242424242424242,0.11515151515151516,0.06060606060606061,A_earlier,0.0,0.4578313253012048,0.4367469879518072,0.10542168674698796,4.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,H-Jw,H,Jw,A_earlier,5.0,0.8682634730538922,0.08083832335329341,0.05089820359281437,A_earlier,3.0,0.7117117117117117,0.22822822822822822,0.06006006006006006,2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,Je-Jw,Je,Jw,A_earlier,0.0,0.4575757575757576,0.43636363636363634,0.10606060606060606,A_earlier,2.0,0.6325301204819277,0.3042168674698795,0.06325301204819277,-2.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-H,P,H,B_earlier,-4.0,0.05089820359281437,0.9191616766467066,0.029940119760479042,B_earlier,-4.0,0.09309309309309309,0.8588588588588588,0.04804804804804805,0.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-Je,P,Je,A_earlier,1.0,0.509090909090909,0.4090909090909091,0.08181818181818182,B_earlier,-4.0,0.19578313253012047,0.7590361445783133,0.045180722891566265,5.0,True,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-Jw,P,Jw,A_earlier,1.0,0.5568862275449101,0.31736526946107785,0.12574850299401197,B_earlier,-1.0,0.34534534534534533,0.5705705705705706,0.08408408408408409,2.0,True,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-V,P,V,B_earlier,-2.0,0.09580838323353294,0.7934131736526946,0.11077844311377245,B_earlier,-1.0,0.3063063063063063,0.5495495495495496,0.14414414414414414,-1.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,V-H,V,H,B_earlier,-1.0,0.23652694610778444,0.6347305389221557,0.12874251497005987,B_earlier,-4.0,0.06906906906906907,0.8408408408408409,0.09009009009009009,3.0,False,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,V-Je,V,Je,A_earlier,3.0,0.7696969696969697,0.16666666666666666,0.06363636363636363,B_earlier,-4.0,0.21084337349397592,0.7259036144578314,0.06325301204819277,7.0,True,strict_99,direction_specific_99,stable,False
W081,W081_V_vs_Je_delta_peak,V-Je,added_all_pair,False,V-Jw,V,Jw,A_earlier,4.0,0.8562874251497006,0.10479041916167664,0.038922155688622756,A_earlier,0.0,0.4444444444444444,0.43843843843843844,0.11711711711711711,4.0,False,strict_99,direction_specific_99,stable,False
