left_out_year_index,window_id,field,anchor_day,peak_day,relative_to_anchor,peak_score,inside_accepted_window,inside_buffer_only,near_analysis_edge,left_out_year
22,W005,V,113,114,1,20.83186125293561,True,False,False,2001
22,W007,V,160,161,1,32.961360844988945,True,False,False,2001
22,W002,H,45,35,-10,10.14876266286566,False,True,True,2001
22,W003,H,81,77,-4,12.867684594589791,True,False,False,2001
22,W005,H,113,115,2,36.82202415381585,True,False,False,2001
22,W007,H,160,155,-5,9.294374718847722,True,False,False,2001
22,W002,Je,45,46,1,12.791243949737755,True,False,False,2001
22,W003,Je,81,91,10,6.800846236909089,False,True,True,2001
22,W005,Je,113,111,-2,17.265446470153655,True,False,False,2001
22,W007,Je,160,161,1,19.609437356091682,True,False,False,2001
22,W002,Jw,45,41,-4,12.058835257731356,True,False,False,2001
22,W003,Jw,81,82,1,15.16468509568773,True,False,False,2001
22,W005,Jw,113,108,-5,26.665505131356852,True,False,False,2001
22,W007,Jw,160,151,-9,11.552535873277074,False,True,True,2001
23,W002,P,45,45,0,25.9825009958462,True,False,False,2002
23,W003,P,81,83,2,56.5735480825267,True,False,False,2002
23,W005,P,113,112,-1,27.18068089826538,True,False,False,2002
23,W007,P,160,158,-2,24.234800354631954,True,False,False,2002
23,W002,V,45,45,0,18.527885534175788,True,False,False,2002
23,W003,V,81,80,-1,21.33105757422657,True,False,False,2002
23,W005,V,113,114,1,19.756348061196277,True,False,False,2002
23,W007,V,160,161,1,37.00599806977526,True,False,False,2002
23,W002,H,45,35,-10,10.344034920440333,False,True,True,2002
23,W003,H,81,77,-4,13.053971461072967,True,False,False,2002
23,W005,H,113,115,2,33.7100648454834,True,False,False,2002
23,W007,H,160,154,-6,10.889860037445695,False,True,False,2002
23,W002,Je,45,46,1,11.584018970602216,True,False,False,2002
23,W003,Je,81,91,10,6.787843589295561,False,True,True,2002
23,W005,Je,113,110,-3,16.294387757131528,True,False,False,2002
23,W007,Je,160,162,2,19.741468968545067,True,False,False,2002
23,W002,Jw,45,41,-4,12.106926263995284,True,False,False,2002
23,W003,Jw,81,83,2,14.825362409901757,True,False,False,2002
23,W005,Jw,113,108,-5,27.335361504156282,True,False,False,2002
23,W007,Jw,160,152,-8,11.465953260384163,False,True,False,2002
24,W002,P,45,45,0,26.340116170851232,True,False,False,2003
24,W003,P,81,82,1,57.896100145411765,True,False,False,2003
24,W005,P,113,113,0,24.76605953316826,True,False,False,2003
24,W007,P,160,158,-2,20.25719285882485,True,False,False,2003
24,W002,V,45,45,0,19.538321680228837,True,False,False,2003
24,W003,V,81,80,-1,18.537899788572336,True,False,False,2003
24,W005,V,113,114,1,20.065260600834677,True,False,False,2003
24,W007,V,160,161,1,35.059949967546856,True,False,False,2003
24,W002,H,45,35,-10,10.020730447275035,False,True,True,2003
24,W003,H,81,77,-4,12.999783724117767,True,False,False,2003
24,W005,H,113,115,2,34.05621428533283,True,False,False,2003
24,W007,H,160,154,-6,10.211642165679837,False,True,False,2003
24,W002,Je,45,46,1,11.41027004238495,True,False,False,2003
24,W003,Je,81,91,10,7.734175652654602,False,True,True,2003
24,W005,Je,113,111,-2,16.11821225087094,True,False,False,2003
24,W007,Je,160,162,2,22.547680201483345,True,False,False,2003
24,W002,Jw,45,42,-3,10.9386937984515,True,False,False,2003
24,W003,Jw,81,83,2,13.046504855216565,True,False,False,2003
24,W005,Jw,113,104,-9,24.616009574539483,False,True,False,2003
24,W007,Jw,160,153,-7,12.272675826458844,False,True,False,2003
25,W002,P,45,45,0,25.214721867459065,True,False,False,2004
25,W003,P,81,82,1,60.478996835717055,True,False,False,2004
25,W005,P,113,113,0,25.55098170628616,True,False,False,2004
25,W007,P,160,158,-2,23.70790272289097,True,False,False,2004
25,W002,V,45,45,0,18.022855090510493,True,False,False,2004
25,W003,V,81,81,0,21.021919613822735,True,False,False,2004
25,W005,V,113,114,1,18.539600558058382,True,False,False,2004
25,W007,V,160,161,1,35.150371176985416,True,False,False,2004
25,W002,H,45,35,-10,10.003651491686359,False,True,True,2004
25,W003,H,81,77,-4,14.042982634883744,True,False,False,2004
25,W005,H,113,115,2,33.88047371208425,True,False,False,2004
25,W007,H,160,155,-5,8.955588892159815,True,False,False,2004
25,W002,Je,45,46,1,11.34890878108336,True,False,False,2004
25,W003,Je,81,91,10,6.903922488306336,False,True,True,2004
25,W005,Je,113,111,-2,15.877046418949043,True,False,False,2004
25,W007,Je,160,162,2,21.729332311812655,True,False,False,2004
25,W002,Jw,45,42,-3,11.415913580466608,True,False,False,2004
25,W003,Jw,81,82,1,13.887291811411508,True,False,False,2004
25,W005,Jw,113,105,-8,25.135251215203372,False,True,False,2004
25,W007,Jw,160,154,-6,12.366458508705875,False,True,False,2004
26,W002,P,45,45,0,29.14520056042717,True,False,False,2005
26,W003,P,81,81,0,56.30585017754092,True,False,False,2005
26,W005,P,113,113,0,29.051882997866937,True,False,False,2005
26,W007,P,160,158,-2,21.10791760101076,True,False,False,2005
26,W002,V,45,45,0,21.60516129272674,True,False,False,2005
26,W003,V,81,79,-2,19.925461497909076,True,False,False,2005
26,W005,V,113,114,1,22.179241237371574,True,False,False,2005
26,W007,V,160,161,1,38.10015811078544,True,False,False,2005
26,W002,H,45,35,-10,10.431231889152945,False,True,True,2005
26,W003,H,81,77,-4,13.327988381598647,True,False,False,2005
26,W005,H,113,115,2,36.871496514789676,True,False,False,2005
26,W007,H,160,154,-6,9.718451245805081,False,True,False,2005
26,W002,Je,45,46,1,12.74279699944698,True,False,False,2005
26,W003,Je,81,91,10,7.514134293938294,False,True,True,2005
26,W005,Je,113,112,-1,17.146619304039806,True,False,False,2005
26,W007,Je,160,161,1,21.296491452829585,True,False,False,2005
26,W002,Jw,45,41,-4,11.746977317829089,True,False,False,2005
26,W003,Jw,81,82,1,13.833715345969882,True,False,False,2005
26,W005,Jw,113,107,-6,26.182159343030975,True,False,False,2005
26,W007,Jw,160,152,-8,12.528562876516965,False,True,False,2005
27,W002,P,45,45,0,26.201626998928894,True,False,False,2006
27,W003,P,81,82,1,55.98958632803915,True,False,False,2006
27,W005,P,113,112,-1,27.733307599148446,True,False,False,2006
27,W007,P,160,158,-2,22.389991041444873,True,False,False,2006
27,W002,V,45,45,0,18.11010095857781,True,False,False,2006
27,W003,V,81,79,-2,21.05120000316773,True,False,False,2006
27,W005,V,113,114,1,20.78053686561124,True,False,False,2006
27,W007,V,160,161,1,32.96241497389218,True,False,False,2006
27,W002,H,45,35,-10,9.063566146939522,False,True,True,2006
27,W003,H,81,77,-4,12.384280373377734,True,False,False,2006
27,W005,H,113,115,2,35.43459598270532,True,False,False,2006
27,W007,H,160,155,-5,10.536330717369921,True,False,False,2006
27,W002,Je,45,46,1,11.966325063186012,True,False,False,2006
27,W003,Je,81,91,10,6.7774292015722555,False,True,True,2006
27,W005,Je,113,109,-4,18.133715865425845,True,False,False,2006
27,W007,Je,160,162,2,20.691142031362258,True,False,False,2006
27,W002,Jw,45,42,-3,12.51837220174812,True,False,False,2006
27,W003,Jw,81,83,2,14.81348885178798,True,False,False,2006
27,W005,Jw,113,109,-4,25.89068862092697,True,False,False,2006
27,W007,Jw,160,152,-8,12.193579528637333,False,True,False,2006
28,W002,P,45,45,0,26.474536426608964,True,False,False,2007
28,W003,P,81,82,1,59.585037975424925,True,False,False,2007
28,W005,P,113,112,-1,26.93821817310282,True,False,False,2007
28,W007,P,160,158,-2,21.071964299431635,True,False,False,2007
28,W002,V,45,45,0,20.211341350088908,True,False,False,2007
28,W003,V,81,80,-1,20.55181332924428,True,False,False,2007
28,W005,V,113,114,1,19.986817034266295,True,False,False,2007
28,W007,V,160,161,1,32.94785780529626,True,False,False,2007
28,W002,H,45,35,-10,10.164432615601635,False,True,True,2007
28,W003,H,81,77,-4,12.899467709019738,True,False,False,2007
28,W005,H,113,115,2,34.441719994327734,True,False,False,2007
28,W007,H,160,154,-6,10.64784543520051,False,True,False,2007
28,W002,Je,45,46,1,12.315144926555764,True,False,False,2007
28,W003,Je,81,91,10,7.332664841983896,False,True,True,2007
28,W005,Je,113,110,-3,16.90526636470897,True,False,False,2007
28,W007,Je,160,161,1,20.43714639827559,True,False,False,2007
28,W002,Jw,45,42,-3,11.518204226154205,True,False,False,2007
28,W003,Jw,81,82,1,14.984089043056061,True,False,False,2007
28,W005,Jw,113,108,-5,24.2402560221512,True,False,False,2007
28,W007,Jw,160,168,8,12.479946927571403,False,True,True,2007
29,W002,P,45,45,0,26.738905914275296,True,False,False,2008
29,W003,P,81,82,1,59.53828478332114,True,False,False,2008
29,W005,P,113,112,-1,27.623103072898957,True,False,False,2008
29,W007,P,160,158,-2,23.2078620212215,True,False,False,2008
29,W002,V,45,45,0,19.451609122037922,True,False,False,2008
29,W003,V,81,80,-1,21.93984581493508,True,False,False,2008
29,W005,V,113,114,1,20.367465738911875,True,False,False,2008
29,W007,V,160,161,1,35.43676240054081,True,False,False,2008
29,W002,H,45,35,-10,10.265530794642272,False,True,True,2008
29,W003,H,81,77,-4,13.520358817180217,True,False,False,2008
29,W005,H,113,115,2,34.76455442804033,True,False,False,2008
29,W007,H,160,155,-5,10.619228934247625,True,False,False,2008
29,W002,Je,45,46,1,12.706319773077837,True,False,False,2008
29,W003,Je,81,88,7,6.4648179027009105,False,True,False,2008
29,W005,Je,113,109,-4,17.701623191203883,True,False,False,2008
29,W007,Je,160,161,1,19.35988981616389,True,False,False,2008
29,W002,Jw,45,42,-3,12.529659407390616,True,False,False,2008
29,W003,Jw,81,83,2,16.004400627383173,True,False,False,2008
29,W005,Jw,113,103,-10,26.502963384095935,False,True,True,2008
29,W007,Jw,160,152,-8,12.75786763760075,False,True,False,2008
30,W002,P,45,44,-1,24.952613572201585,True,False,False,2009
30,W003,P,81,82,1,61.76815205674104,True,False,False,2009
30,W005,P,113,113,0,30.43080791828352,True,False,False,2009
30,W007,P,160,158,-2,22.11895116431308,True,False,False,2009
30,W002,V,45,45,0,18.897369527345994,True,False,False,2009
30,W003,V,81,80,-1,20.72657130390609,True,False,False,2009
30,W005,V,113,114,1,18.75748603773568,True,False,False,2009
30,W007,V,160,161,1,37.59700922651896,True,False,False,2009
30,W002,H,45,35,-10,9.90248569229492,False,True,True,2009
30,W003,H,81,77,-4,13.42857127605925,True,False,False,2009
30,W005,H,113,114,1,32.311381886785895,True,False,False,2009
30,W007,H,160,154,-6,10.729236601585365,False,True,False,2009
30,W002,Je,45,46,1,11.336309459924689,True,False,False,2009
30,W003,Je,81,91,10,6.984273023889165,False,True,True,2009
30,W005,Je,113,111,-2,16.339327699241792,True,False,False,2009
30,W007,Je,160,162,2,20.212451950895815,True,False,False,2009
30,W002,Jw,45,41,-4,11.717159374208505,True,False,False,2009
30,W003,Jw,81,83,2,15.361209298848857,True,False,False,2009
30,W005,Jw,113,103,-10,25.6862819855535,False,True,True,2009
30,W007,Jw,160,152,-8,11.711066566475562,False,True,False,2009
31,W002,P,45,44,-1,26.804096127787584,True,False,False,2010
31,W003,P,81,81,0,59.39347670878239,True,False,False,2010
31,W005,P,113,113,0,24.459042084521656,True,False,False,2010
31,W007,P,160,157,-3,21.05748169776661,True,False,False,2010
31,W002,V,45,45,0,18.986785745297873,True,False,False,2010
31,W003,V,81,80,-1,20.770659231310972,True,False,False,2010
31,W005,V,113,114,1,20.21006999745797,True,False,False,2010
31,W007,V,160,161,1,34.16123635232464,True,False,False,2010
31,W002,H,45,35,-10,9.930855346078317,False,True,True,2010
31,W003,H,81,77,-4,13.112408142583716,True,False,False,2010
31,W005,H,113,115,2,35.84834740007217,True,False,False,2010
31,W007,H,160,154,-6,9.416944526736119,False,True,False,2010
31,W002,Je,45,46,1,13.220798652934256,True,False,False,2010
31,W003,Je,81,91,10,7.386128470813112,False,True,True,2010
31,W005,Je,113,112,-1,16.947427557952533,True,False,False,2010
31,W007,Je,160,162,2,21.53922217542193,True,False,False,2010
31,W002,Jw,45,41,-4,12.145922153025658,True,False,False,2010
31,W003,Jw,81,82,1,13.319628265838427,True,False,False,2010
31,W005,Jw,113,103,-10,23.58257864057408,False,True,True,2010
31,W007,Jw,160,165,5,12.336931379246046,False,True,False,2010
32,W002,P,45,45,0,26.810864486113502,True,False,False,2011
32,W003,P,81,82,1,65.03814766721729,True,False,False,2011
32,W005,P,113,112,-1,29.915218846846592,True,False,False,2011
32,W007,P,160,158,-2,21.429238692772756,True,False,False,2011
32,W002,V,45,45,0,20.723938368664086,True,False,False,2011
32,W003,V,81,80,-1,22.41274653418921,True,False,False,2011
32,W005,V,113,114,1,20.697565205737597,True,False,False,2011
32,W007,V,160,161,1,35.659685563226,True,False,False,2011
32,W002,H,45,35,-10,9.607201368759972,False,True,True,2011
32,W003,H,81,77,-4,14.20433726852294,True,False,False,2011
32,W005,H,113,114,1,35.666753492532166,True,False,False,2011
32,W007,H,160,154,-6,8.742600443505886,False,True,False,2011
32,W002,Je,45,46,1,12.398869935370577,True,False,False,2011
32,W003,Je,81,91,10,7.204925339097516,False,True,True,2011
32,W005,Je,113,111,-2,17.517461765839585,True,False,False,2011
32,W007,Je,160,162,2,18.78643499833766,True,False,False,2011
32,W002,Jw,45,41,-4,12.08412436738264,True,False,False,2011
32,W003,Jw,81,82,1,13.881198288445756,True,False,False,2011
32,W005,Jw,113,108,-5,23.966537039176362,True,False,False,2011
32,W007,Jw,160,151,-9,11.046656345378716,False,True,True,2011
33,W002,P,45,45,0,25.40947183378471,True,False,False,2012
33,W003,P,81,81,0,56.813467551857784,True,False,False,2012
33,W005,P,113,113,0,24.107540612895505,True,False,False,2012
33,W007,P,160,158,-2,20.86306078913834,True,False,False,2012
33,W002,V,45,45,0,19.34721869520828,True,False,False,2012
33,W003,V,81,79,-2,19.918146644215447,True,False,False,2012
33,W005,V,113,114,1,18.993383973551914,True,False,False,2012
33,W007,V,160,161,1,32.3364625883257,True,False,False,2012
33,W002,H,45,35,-10,10.250590617553929,False,True,True,2012
33,W003,H,81,77,-4,13.362030642155554,True,False,False,2012
33,W005,H,113,115,2,31.66101145475444,True,False,False,2012
33,W007,H,160,155,-5,8.175545047559075,True,False,False,2012
33,W002,Je,45,46,1,12.59154237146638,True,False,False,2012
33,W003,Je,81,91,10,7.3134766783488905,False,True,True,2012
33,W005,Je,113,111,-2,16.2712872422466,True,False,False,2012
33,W007,Je,160,162,2,19.807648689785026,True,False,False,2012
33,W002,Jw,45,41,-4,11.231198200975136,True,False,False,2012
33,W003,Jw,81,83,2,13.844793521060833,True,False,False,2012
33,W005,Jw,113,104,-9,25.637164909216125,False,True,False,2012
33,W007,Jw,160,152,-8,12.363416092122,False,True,False,2012
34,W002,P,45,45,0,27.485008415168426,True,False,False,2013
34,W003,P,81,82,1,59.91399277898542,True,False,False,2013
34,W005,P,113,112,-1,26.778625086439057,True,False,False,2013
34,W007,P,160,158,-2,19.909732222131808,True,False,False,2013
34,W002,V,45,45,0,18.612342225142882,True,False,False,2013
34,W003,V,81,80,-1,20.95474553587989,True,False,False,2013
34,W005,V,113,114,1,20.886731582937173,True,False,False,2013
34,W007,V,160,161,1,34.764339110330624,True,False,False,2013
34,W002,H,45,35,-10,9.987991246091735,False,True,True,2013
34,W003,H,81,77,-4,13.553387204136763,True,False,False,2013
34,W005,H,113,115,2,36.95667880850549,True,False,False,2013
34,W007,H,160,155,-5,9.417872672087295,True,False,False,2013
34,W002,Je,45,46,1,13.702021063725638,True,False,False,2013
34,W003,Je,81,81,0,6.666314732458396,True,False,False,2013
34,W005,Je,113,112,-1,16.801364293569694,True,False,False,2013
34,W007,Je,160,162,2,20.20284712982305,True,False,False,2013
34,W002,Jw,45,41,-4,11.560421885391698,True,False,False,2013
34,W003,Jw,81,82,1,15.666132578038948,True,False,False,2013
34,W005,Jw,113,104,-9,25.701758663106332,False,True,False,2013
34,W007,Jw,160,167,7,10.741893736627539,False,True,False,2013
35,W002,P,45,45,0,27.84550271789316,True,False,False,2014
35,W003,P,81,82,1,59.22821074854879,True,False,False,2014
35,W005,P,113,113,0,27.28514876406144,True,False,False,2014
35,W007,P,160,158,-2,22.451915363813683,True,False,False,2014
35,W002,V,45,45,0,20.11515890674975,True,False,False,2014
35,W003,V,81,80,-1,20.294388595937946,True,False,False,2014
35,W005,V,113,114,1,18.932213676869885,True,False,False,2014
35,W007,V,160,161,1,36.28552433767028,True,False,False,2014
35,W002,H,45,35,-10,10.100345680593417,False,True,True,2014
35,W003,H,81,77,-4,13.002027048475313,True,False,False,2014
35,W005,H,113,115,2,33.25264924213175,True,False,False,2014
35,W007,H,160,154,-6,10.73045574101863,False,True,False,2014
35,W002,Je,45,46,1,12.174459000270584,True,False,False,2014
35,W003,Je,81,91,10,6.940336735520232,False,True,True,2014
35,W005,Je,113,112,-1,15.940282152269013,True,False,False,2014
35,W007,Je,160,161,1,19.5400390014609,True,False,False,2014
35,W002,Jw,45,42,-3,11.614626400316883,True,False,False,2014
35,W003,Jw,81,83,2,15.476951061240037,True,False,False,2014
35,W005,Jw,113,103,-10,24.175266177665343,False,True,True,2014
35,W007,Jw,160,151,-9,11.7493442133911,False,True,True,2014
36,W002,P,45,44,-1,24.608965054048547,True,False,False,2015
36,W003,P,81,82,1,57.84456936584735,True,False,False,2015
36,W005,P,113,113,0,27.78246629119269,True,False,False,2015
36,W007,P,160,157,-3,19.023322787415978,True,False,False,2015
36,W002,V,45,45,0,18.601214246741446,True,False,False,2015
36,W003,V,81,80,-1,20.44376937366675,True,False,False,2015
36,W005,V,113,114,1,21.366534885882867,True,False,False,2015
36,W007,V,160,162,2,33.886212744182714,True,False,False,2015
36,W002,H,45,35,-10,9.432894676310585,False,True,True,2015
36,W003,H,81,77,-4,13.902062586157541,True,False,False,2015
36,W005,H,113,114,1,37.7207448230675,True,False,False,2015
36,W007,H,160,155,-5,9.989050113229467,True,False,False,2015
36,W002,Je,45,46,1,11.929543321386303,True,False,False,2015
36,W003,Je,81,91,10,7.210320112541817,False,True,True,2015
36,W005,Je,113,111,-2,17.44020804473844,True,False,False,2015
36,W007,Je,160,162,2,21.987520691101935,True,False,False,2015
36,W002,Jw,45,41,-4,12.396908431647372,True,False,False,2015
36,W003,Jw,81,83,2,13.561710233376987,True,False,False,2015
36,W005,Jw,113,104,-9,24.032815256546183,False,True,False,2015
36,W007,Jw,160,151,-9,11.561535478414122,False,True,True,2015
37,W002,P,45,45,0,25.71495942612127,True,False,False,2016
37,W003,P,81,83,2,55.734613655629516,True,False,False,2016
37,W005,P,113,112,-1,26.063572810376982,True,False,False,2016
37,W007,P,160,158,-2,24.2957995481084,True,False,False,2016
37,W002,V,45,45,0,18.25443697708664,True,False,False,2016
37,W003,V,81,80,-1,20.914830120982074,True,False,False,2016
37,W005,V,113,114,1,18.757784496300165,True,False,False,2016
37,W007,V,160,161,1,33.136723680203616,True,False,False,2016
37,W002,H,45,35,-10,9.702235534710912,False,True,True,2016
37,W003,H,81,77,-4,12.825779829410912,True,False,False,2016
37,W005,H,113,115,2,34.15448222960795,True,False,False,2016
37,W007,H,160,155,-5,9.166722177649806,True,False,False,2016
37,W002,Je,45,46,1,12.273542782994522,True,False,False,2016
37,W003,Je,81,91,10,6.756322126549384,False,True,True,2016
37,W005,Je,113,111,-2,16.951910117539477,True,False,False,2016
37,W007,Je,160,162,2,17.792599834628007,True,False,False,2016
37,W002,Jw,45,41,-4,11.3027333430947,True,False,False,2016
37,W003,Jw,81,84,3,15.683439600731877,True,False,False,2016
37,W005,Jw,113,104,-9,27.611078281922154,False,True,False,2016
37,W007,Jw,160,168,8,10.509710470931369,False,True,True,2016
38,W002,P,45,45,0,25.920562084393595,True,False,False,2017
38,W003,P,81,82,1,59.229151775744356,True,False,False,2017
38,W005,P,113,113,0,27.02499141819785,True,False,False,2017
38,W007,P,160,158,-2,20.997481836481658,True,False,False,2017
38,W002,V,45,45,0,18.9503992044596,True,False,False,2017
38,W003,V,81,79,-2,21.17394582804576,True,False,False,2017
38,W005,V,113,115,2,18.93556308138502,True,False,False,2017
38,W007,V,160,161,1,34.06922850054562,True,False,False,2017
38,W002,H,45,35,-10,9.695712466106274,False,True,True,2017
38,W003,H,81,76,-5,14.168126759911324,True,False,False,2017
38,W005,H,113,115,2,32.80060983876629,True,False,False,2017
38,W007,H,160,155,-5,8.535680259120973,True,False,False,2017
38,W002,Je,45,46,1,12.372592295856034,True,False,False,2017
38,W003,Je,81,91,10,6.495216050395585,False,True,True,2017
38,W005,Je,113,110,-3,18.29192448954755,True,False,False,2017
38,W007,Je,160,162,2,20.777574322630358,True,False,False,2017
38,W002,Jw,45,41,-4,12.923252390158776,True,False,False,2017
38,W003,Jw,81,82,1,15.513523387106478,True,False,False,2017
38,W005,Jw,113,108,-5,25.14335086932146,True,False,False,2017
38,W007,Jw,160,152,-8,11.49366467400208,False,True,False,2017
39,W002,P,45,45,0,30.076752597446344,True,False,False,2018
39,W003,P,81,82,1,57.583720697636224,True,False,False,2018
39,W005,P,113,113,0,30.745006522446342,True,False,False,2018
39,W007,P,160,158,-2,19.590019358703543,True,False,False,2018
39,W002,V,45,45,0,20.57389404646291,True,False,False,2018
39,W003,V,81,80,-1,19.299984638739787,True,False,False,2018
39,W005,V,113,114,1,20.271982517826487,True,False,False,2018
39,W007,V,160,162,2,34.31576575182136,True,False,False,2018
39,W002,H,45,35,-10,10.25817373877268,False,True,True,2018
39,W003,H,81,77,-4,12.587360966699327,True,False,False,2018
39,W005,H,113,115,2,37.55728320094809,True,False,False,2018
39,W007,H,160,155,-5,9.43503738309878,True,False,False,2018
39,W002,Je,45,46,1,12.658443714309456,True,False,False,2018
39,W003,Je,81,91,10,6.818588560368483,False,True,True,2018
39,W005,Je,113,112,-1,16.59179563859677,True,False,False,2018
39,W007,Je,160,161,1,19.8121880661001,True,False,False,2018
39,W002,Jw,45,41,-4,12.054457733891487,True,False,False,2018
39,W003,Jw,81,83,2,12.97569752610279,True,False,False,2018
39,W005,Jw,113,104,-9,25.055632347731603,False,True,False,2018
39,W007,Jw,160,151,-9,11.696726095389916,False,True,True,2018
40,W002,P,45,44,-1,28.892566794339494,True,False,False,2019
40,W003,P,81,82,1,60.50840573360362,True,False,False,2019
40,W005,P,113,112,-1,26.62573503996903,True,False,False,2019
40,W007,P,160,157,-3,22.413853221132893,True,False,False,2019
40,W002,V,45,45,0,20.395317118020994,True,False,False,2019
40,W003,V,81,80,-1,21.44977553358814,True,False,False,2019
40,W005,V,113,114,1,21.570046009632293,True,False,False,2019
40,W007,V,160,161,1,30.43350402231389,True,False,False,2019
40,W002,H,45,35,-10,10.236967070314943,False,True,True,2019
40,W003,H,81,77,-4,13.235959698146115,True,False,False,2019
40,W005,H,113,114,1,34.67501448974924,True,False,False,2019
40,W007,H,160,155,-5,11.553335870031946,True,False,False,2019
40,W002,Je,45,46,1,12.550353396553696,True,False,False,2019
40,W003,Je,81,91,10,7.305622179895689,False,True,True,2019
40,W005,Je,113,110,-3,16.123105525544645,True,False,False,2019
40,W007,Je,160,161,1,20.591600861022073,True,False,False,2019
40,W002,Jw,45,41,-4,13.370483363564833,True,False,False,2019
40,W003,Jw,81,83,2,14.536844135775192,True,False,False,2019
40,W005,Jw,113,104,-9,26.043265821932216,False,True,False,2019
40,W007,Jw,160,151,-9,11.357103691848286,False,True,True,2019
41,W002,P,45,45,0,23.553286284665553,True,False,False,2020
41,W003,P,81,82,1,64.62189123522751,True,False,False,2020
41,W005,P,113,112,-1,25.171668277481093,True,False,False,2020
41,W007,P,160,158,-2,23.403778038084305,True,False,False,2020
41,W002,V,45,45,0,17.79986930998343,True,False,False,2020
41,W003,V,81,80,-1,22.425199063655285,True,False,False,2020
41,W005,V,113,114,1,20.206482747360212,True,False,False,2020
41,W007,V,160,161,1,37.46299524897015,True,False,False,2020
41,W002,H,45,35,-10,9.918748921937143,False,True,True,2020
41,W003,H,81,77,-4,14.572140308517284,True,False,False,2020
41,W005,H,113,115,2,35.04259380157118,True,False,False,2020
41,W007,H,160,154,-6,9.110288259925127,False,True,False,2020
41,W002,Je,45,46,1,11.141122551474723,True,False,False,2020
41,W003,Je,81,91,10,7.311349942804578,False,True,True,2020
41,W005,Je,113,111,-2,16.914085318894145,True,False,False,2020
41,W007,Je,160,161,1,18.363957092403442,True,False,False,2020
41,W002,Jw,45,41,-4,11.226265406414598,True,False,False,2020
41,W003,Jw,81,83,2,16.23500495813085,True,False,False,2020
41,W005,Jw,113,104,-9,25.316805776686714,False,True,False,2020
41,W007,Jw,160,151,-9,11.477162778638707,False,True,True,2020
42,W002,P,45,45,0,27.050712821244986,True,False,False,2021
42,W003,P,81,81,0,64.94641214857857,True,False,False,2021
42,W005,P,113,112,-1,27.19879844763203,True,False,False,2021
42,W007,P,160,158,-2,21.662424159746916,True,False,False,2021
42,W002,V,45,45,0,19.02367092544674,True,False,False,2021
42,W003,V,81,79,-2,21.972352946370393,True,False,False,2021
42,W005,V,113,115,2,20.400660309004483,True,False,False,2021
42,W007,V,160,161,1,36.07873788441102,True,False,False,2021
42,W002,H,45,35,-10,9.119718342703338,False,True,True,2021
42,W003,H,81,77,-4,14.577175036787127,True,False,False,2021
42,W005,H,113,115,2,35.799176822509786,True,False,False,2021
42,W007,H,160,155,-5,10.177163508607292,True,False,False,2021
42,W002,Je,45,46,1,12.87935719036459,True,False,False,2021
42,W003,Je,81,91,10,7.243120635318916,False,True,True,2021
42,W005,Je,113,112,-1,17.117188839762406,True,False,False,2021
42,W007,Je,160,162,2,20.680449353886896,True,False,False,2021
42,W002,Jw,45,40,-5,10.82524687887334,True,False,False,2021
42,W003,Jw,81,84,3,17.62640274072591,True,False,False,2021
42,W005,Jw,113,103,-10,24.58582325486414,False,True,True,2021
42,W007,Jw,160,152,-8,13.405921512550481,False,True,False,2021
43,W002,P,45,45,0,27.397837651387345,True,False,False,2022
43,W003,P,81,82,1,54.933658318691194,True,False,False,2022
43,W005,P,113,112,-1,27.08073534116166,True,False,False,2022
43,W007,P,160,158,-2,23.023943282833812,True,False,False,2022
43,W002,V,45,45,0,18.964625647206333,True,False,False,2022
43,W003,V,81,80,-1,20.46333698008982,True,False,False,2022
43,W005,V,113,115,2,19.209216390744352,True,False,False,2022
43,W007,V,160,161,1,36.71167598758688,True,False,False,2022
43,W002,H,45,35,-10,10.495001557149644,False,True,True,2022
43,W003,H,81,77,-4,12.961397144256562,True,False,False,2022
43,W005,H,113,115,2,31.939699429979065,True,False,False,2022
43,W007,H,160,155,-5,9.887068093841563,True,False,False,2022
43,W002,Je,45,46,1,11.498221165286033,True,False,False,2022
43,W003,Je,81,91,10,7.175421743365385,False,True,True,2022
43,W005,Je,113,109,-4,17.283457205090315,True,False,False,2022
43,W007,Je,160,161,1,20.936846962728765,True,False,False,2022
43,W002,Jw,45,45,0,11.14586899055864,True,False,False,2022
43,W003,Jw,81,83,2,14.929908214224664,True,False,False,2022
43,W005,Jw,113,104,-9,26.838087265952396,False,True,False,2022
43,W007,Jw,160,154,-6,12.544445420667426,False,True,False,2022
44,W002,P,45,45,0,29.08182906780388,True,False,False,2023
44,W003,P,81,82,1,58.223461327988346,True,False,False,2023
44,W005,P,113,112,-1,27.514355195817675,True,False,False,2023
44,W007,P,160,157,-3,21.374821645332027,True,False,False,2023
44,W002,V,45,45,0,19.94433295550818,True,False,False,2023
44,W003,V,81,80,-1,19.876494329999108,True,False,False,2023
44,W005,V,113,114,1,20.622348050487844,True,False,False,2023
44,W007,V,160,161,1,35.950766497911985,True,False,False,2023
44,W002,H,45,35,-10,11.136067760721279,False,True,True,2023
44,W003,H,81,77,-4,13.220677081873289,True,False,False,2023
44,W005,H,113,115,2,33.89391081699196,True,False,False,2023
44,W007,H,160,154,-6,8.938044279312212,False,True,False,2023
44,W002,Je,45,46,1,13.383517857221225,True,False,False,2023
44,W003,Je,81,91,10,7.529453352739393,False,True,True,2023
