bootstrap_id,sampled_year_indices
604,38;41;38;21;11;32;3;12;22;19;17;35;8;39;13;20;10;13;15;37;21;38;9;25;27;20;37;38;32;11;44;39;30;3;37;6;41;27;43;20;25;30;2;35;5
605,16;26;22;0;32;4;13;14;41;36;23;32;19;1;17;32;0;28;42;32;18;35;21;18;6;13;38;29;27;32;7;31;30;1;43;6;35;41;18;3;43;4;34;18;23
606,38;8;13;17;19;3;36;1;40;24;25;11;9;16;6;24;5;14;42;43;22;1;34;41;25;27;40;37;29;40;8;3;31;31;35;29;40;23;31;33;1;10;15;37;42
607,20;3;30;44;27;32;34;29;14;13;41;3;16;37;32;33;21;35;12;2;18;22;10;8;17;34;7;13;23;11;2;3;22;1;5;35;1;10;35;16;41;32;44;38;9
608,9;0;11;39;22;25;30;18;15;40;17;0;29;21;11;32;34;8;42;2;10;41;5;4;39;34;14;41;18;36;4;44;40;26;7;29;44;38;17;35;41;12;24;9;13
609,32;43;43;29;16;25;5;38;44;36;26;14;41;20;7;18;38;24;33;19;14;11;22;38;26;37;18;2;30;23;34;14;34;7;25;28;3;38;25;43;17;39;19;3;30
610,37;16;12;14;33;5;24;26;15;8;6;28;29;19;11;25;15;41;18;24;14;18;19;30;1;2;24;32;1;22;13;1;2;33;0;12;19;3;24;17;27;30;17;20;15
611,1;37;33;44;28;1;10;33;9;44;6;1;33;25;21;15;26;23;21;11;43;37;32;8;14;14;8;43;21;23;25;41;1;17;41;4;19;38;4;34;30;20;17;26;40
612,44;23;42;43;18;0;1;0;14;38;26;30;22;18;0;13;44;4;21;21;10;28;44;29;5;21;33;37;31;29;15;42;21;19;37;33;10;28;32;31;23;34;16;25;23
613,44;9;2;24;27;44;35;32;28;23;14;13;20;31;0;21;9;36;2;17;38;12;29;25;7;39;36;1;44;29;10;26;41;19;28;28;30;3;40;38;17;38;1;26;29
614,20;30;8;6;26;3;10;4;39;3;29;35;32;17;31;15;33;42;12;8;39;42;38;44;28;6;22;31;5;22;7;37;22;33;30;33;30;36;10;11;9;40;39;24;39
615,23;35;5;10;1;11;1;20;31;11;24;20;4;8;42;9;12;26;35;21;5;15;1;3;20;27;40;13;30;6;30;14;16;9;7;4;19;5;23;12;10;19;15;33;28
616,23;4;30;33;30;27;4;17;29;0;26;21;21;4;38;41;36;19;2;18;40;43;24;43;34;28;34;27;15;16;36;25;36;37;26;40;39;23;18;6;3;38;15;16;41
617,1;24;35;35;9;1;21;18;31;9;23;5;21;39;41;44;26;12;19;44;4;41;31;29;17;26;17;4;6;6;29;38;20;21;43;21;16;10;2;17;32;18;22;8;7
618,6;30;36;35;5;19;21;28;14;25;33;35;29;36;33;19;24;17;3;37;3;29;4;31;31;35;19;31;24;24;35;44;22;22;43;3;34;1;33;7;11;26;10;1;30
619,5;39;7;37;4;26;6;7;29;23;25;42;13;10;2;21;30;7;33;17;23;18;34;1;42;16;22;24;13;17;11;40;12;37;21;17;1;38;37;15;8;32;37;19;10
620,34;21;2;26;16;34;24;3;22;6;39;6;24;2;20;24;39;16;23;26;31;12;24;27;18;3;44;28;2;35;19;16;28;26;23;39;15;42;10;39;38;0;24;16;24
621,10;29;35;31;33;43;38;1;30;26;17;32;7;1;13;25;17;39;31;40;23;35;14;44;7;35;43;4;0;20;13;9;24;11;32;3;21;23;2;10;36;38;9;41;40
622,29;5;30;39;31;17;8;4;37;17;8;30;11;24;37;8;26;14;1;25;44;38;40;12;17;35;31;1;26;36;10;31;24;14;3;6;22;18;3;41;4;17;6;8;4
623,25;39;0;25;9;24;28;4;2;37;24;14;29;9;25;0;8;15;38;39;42;42;30;27;16;20;28;28;24;42;16;8;33;16;44;21;16;24;20;38;28;16;0;26;31
624,29;24;0;3;44;0;25;18;26;33;9;25;30;22;42;8;43;15;33;18;43;8;42;32;38;1;16;13;41;4;6;22;17;40;28;18;39;19;4;19;3;37;32;38;7
625,0;37;26;44;4;40;41;29;18;31;39;6;10;37;19;41;39;25;6;38;16;17;17;24;19;38;39;26;44;5;2;14;22;20;5;35;6;25;26;21;29;44;4;31;19
626,24;33;11;41;34;28;39;31;7;38;33;41;36;30;11;30;4;43;41;32;11;12;22;5;20;31;20;40;35;14;34;41;9;2;40;24;22;31;23;31;7;5;3;39;7
627,20;12;38;42;24;20;44;15;29;27;35;40;0;19;12;13;43;19;34;30;23;7;16;29;34;3;14;23;32;40;23;39;0;8;11;2;14;37;33;32;10;2;22;4;39
628,35;7;34;41;0;25;31;2;18;17;24;30;34;1;35;35;31;2;25;21;21;8;1;28;7;32;27;5;28;27;22;20;21;34;29;15;4;44;21;16;31;20;22;20;34
629,14;7;36;41;18;37;35;39;42;12;34;4;12;10;43;26;32;14;10;2;6;20;44;21;25;39;18;15;6;38;4;1;39;0;7;38;19;11;43;29;35;20;29;10;12
630,13;24;40;21;9;27;15;37;42;0;2;9;28;19;6;1;31;12;6;10;26;34;8;6;36;9;23;14;17;10;16;4;40;25;43;36;30;20;38;44;19;17;3;19;8
631,6;15;44;11;9;19;2;26;24;8;16;14;30;42;2;29;28;16;18;10;39;12;30;17;14;12;33;32;26;12;1;17;10;14;30;38;28;30;5;39;18;24;7;13;44
632,19;24;12;15;33;1;3;39;11;15;21;44;4;33;34;19;28;23;13;17;32;33;9;22;0;32;18;37;27;42;43;16;43;36;22;21;11;16;36;24;23;6;6;24;15
633,28;34;37;32;32;10;23;14;5;35;12;43;28;22;2;43;26;16;1;40;18;9;32;29;9;1;37;33;44;7;2;17;44;21;14;27;19;32;11;43;15;43;31;29;12
634,1;37;38;32;37;22;22;25;30;32;43;27;24;35;30;23;33;40;10;20;12;19;24;33;6;1;26;7;8;23;21;42;39;42;14;15;31;38;13;5;33;38;27;7;39
635,14;13;32;39;29;2;2;37;5;30;13;0;43;31;33;10;8;23;27;19;17;10;0;4;20;34;41;42;29;33;17;31;39;16;0;43;22;19;5;2;12;28;33;9;39
636,16;30;18;12;10;42;35;12;28;15;1;3;40;29;30;17;16;40;40;8;6;8;7;15;9;11;7;29;30;35;14;42;20;43;10;40;19;25;14;26;20;36;8;5;40
637,7;34;12;10;2;44;34;43;35;1;35;27;8;36;19;6;6;16;11;43;32;19;27;16;5;6;26;20;2;27;18;3;41;21;0;24;34;25;6;40;9;38;18;39;35
638,1;44;39;29;36;23;27;12;32;1;30;31;6;33;12;9;12;16;6;7;1;0;43;17;41;23;0;23;38;42;13;11;24;4;1;32;41;32;38;14;41;20;20;43;19
639,18;35;8;27;23;13;29;7;6;44;5;14;38;26;27;17;32;44;10;27;8;11;8;40;9;26;13;30;44;26;42;6;31;37;29;15;10;39;6;30;44;26;8;19;6
640,34;5;7;42;39;21;8;7;29;18;3;20;17;6;13;42;1;15;19;31;27;44;32;24;38;19;9;17;16;4;32;7;24;2;44;6;8;6;1;21;23;22;6;18;6
641,1;2;27;11;28;36;26;31;1;17;43;22;35;22;11;12;43;37;2;19;16;4;33;35;25;13;4;14;1;3;7;37;13;19;6;16;42;14;40;36;17;21;5;39;8
642,40;34;27;36;40;19;13;28;4;33;2;3;32;39;7;5;39;28;8;38;41;25;21;39;23;38;23;22;23;3;14;22;1;41;5;10;12;42;32;4;7;8;18;13;6
643,15;11;31;42;32;29;30;21;40;42;43;22;7;33;0;8;36;14;9;10;20;23;15;23;17;20;6;0;39;9;31;27;3;15;0;16;18;26;28;23;9;36;16;11;40
644,26;15;2;43;17;41;37;33;7;32;30;44;7;25;16;32;20;33;30;32;30;11;28;41;12;4;41;10;26;21;10;28;40;4;24;41;3;40;28;1;42;29;28;26;1
645,14;2;25;24;0;5;20;0;20;10;35;18;34;16;11;7;31;4;42;35;30;0;17;44;41;21;13;10;5;36;15;30;36;20;5;4;12;27;32;4;13;31;5;31;42
646,35;36;35;13;5;38;34;10;20;44;27;43;32;9;40;23;19;27;19;29;6;7;39;3;9;10;43;5;35;10;3;42;41;5;2;12;19;0;34;16;26;29;32;3;20
647,10;16;44;32;42;31;24;43;1;43;5;1;24;17;13;19;19;42;28;6;11;35;14;24;16;3;18;37;32;1;5;21;21;19;8;19;20;11;41;23;21;3;27;13;10
648,15;30;6;12;42;6;3;31;16;24;29;39;23;32;37;2;0;2;33;10;4;13;4;1;40;32;30;20;29;7;27;40;9;40;37;39;23;39;5;24;8;41;23;35;36
649,0;16;15;35;35;7;40;9;25;5;20;35;24;17;2;22;9;36;22;1;44;35;7;27;14;39;32;36;44;5;29;38;39;1;8;43;33;33;28;28;37;11;21;34;24
650,8;43;15;15;37;9;38;15;10;39;12;38;0;2;35;42;37;23;31;26;1;16;2;19;14;44;20;25;18;16;29;9;37;21;8;11;43;3;35;5;21;0;32;20;24
651,5;1;8;12;22;29;35;5;37;25;42;44;17;39;13;24;37;32;41;12;30;25;14;40;9;32;2;19;21;43;10;20;3;32;13;25;9;11;25;40;23;33;13;44;24
652,24;5;17;36;38;0;39;17;0;2;14;14;21;43;30;20;39;28;0;24;14;1;9;30;23;42;14;17;42;1;28;12;44;16;15;39;25;41;15;13;3;31;42;10;33
653,44;5;34;5;12;17;6;4;17;29;4;15;0;1;42;18;42;16;5;29;15;0;17;37;27;1;5;1;9;38;10;9;34;31;18;35;3;40;9;2;34;22;14;22;32
654,10;12;32;27;36;22;12;20;17;27;23;8;19;44;43;23;7;30;35;19;29;6;24;0;31;38;6;39;32;38;1;11;12;18;5;29;6;7;38;19;32;15;29;3;32
655,35;42;2;40;30;38;43;43;15;10;37;29;4;37;21;28;6;37;44;3;34;41;5;14;31;28;41;23;12;17;22;26;43;16;38;37;23;0;16;14;40;21;2;34;35
656,20;21;14;25;1;9;9;13;30;42;20;43;41;2;44;28;41;17;22;4;38;36;20;30;30;28;29;40;41;28;22;17;32;38;29;4;1;21;9;35;43;40;24;17;2
657,43;14;37;10;23;21;21;9;27;33;36;6;21;30;35;33;31;36;38;19;14;9;23;44;30;36;19;21;12;15;26;36;15;37;44;42;25;44;13;36;1;37;21;16;12
658,18;13;27;7;29;12;26;1;27;11;26;30;20;19;34;37;15;34;14;19;24;18;36;35;43;32;30;6;13;13;44;26;26;31;44;6;38;11;13;8;7;27;27;13;22
659,44;27;10;37;30;35;23;32;37;23;30;23;18;16;35;2;0;5;21;27;14;22;29;11;38;25;37;13;35;35;39;11;13;11;44;35;4;42;4;9;28;0;29;11;3
660,27;11;5;22;27;22;25;29;39;20;23;3;5;35;31;31;31;1;8;25;22;28;23;8;27;6;36;1;6;43;34;10;18;8;12;30;8;17;26;37;29;15;39;37;1
661,17;1;2;7;2;8;33;43;28;36;29;27;14;1;9;40;2;34;0;38;23;22;26;4;14;17;41;11;20;0;32;37;21;40;12;34;15;29;0;27;11;22;10;41;23
662,11;35;10;26;19;12;16;7;6;9;33;21;30;37;14;22;26;42;40;30;16;11;12;15;27;37;3;29;20;22;23;35;0;35;18;14;26;27;36;10;36;42;0;42;28
663,4;24;24;2;29;20;5;23;0;36;7;40;36;17;2;14;22;7;33;11;20;31;4;19;42;25;4;28;4;32;25;7;10;1;41;28;26;31;37;32;13;34;0;40;15
664,41;20;0;9;18;2;34;34;37;18;28;14;29;38;9;39;17;11;22;28;41;14;21;35;7;5;14;38;13;17;10;12;29;19;28;3;29;38;23;29;20;6;10;36;40
665,32;43;9;44;3;25;41;20;8;17;9;23;18;22;3;26;7;12;2;18;16;25;11;25;15;43;20;9;24;24;19;4;24;16;13;41;5;30;13;27;12;13;2;42;40
666,19;0;7;42;33;25;26;23;30;15;31;25;40;26;10;22;20;0;9;0;39;42;19;33;4;18;11;42;29;11;40;42;10;31;29;13;41;23;26;27;14;43;7;22;44
667,42;23;35;17;36;5;33;44;23;16;30;39;3;38;5;35;2;12;11;22;44;13;8;13;19;5;21;15;5;39;24;9;31;3;26;0;14;39;29;28;39;41;16;8;15
668,1;35;34;11;2;3;25;37;29;39;19;12;25;3;1;8;39;27;39;14;11;25;24;26;11;18;34;43;35;15;13;3;3;20;24;32;7;28;8;8;14;27;12;44;44
669,27;44;17;39;22;23;17;31;1;40;2;14;0;4;39;37;42;44;38;35;9;26;6;22;36;41;17;44;26;41;0;4;35;11;14;26;2;14;15;22;12;35;27;37;25
670,35;36;4;1;3;6;34;43;10;43;12;12;15;22;39;8;20;35;27;44;27;25;20;8;43;12;33;6;10;26;10;6;34;18;27;33;9;28;31;0;20;25;6;9;19
671,28;3;4;41;1;26;32;44;22;0;18;43;21;25;19;0;42;7;37;42;0;35;25;15;2;16;18;44;41;4;7;43;31;10;1;0;43;7;41;6;15;21;10;7;22
672,36;9;18;10;32;7;28;8;10;4;16;15;27;41;14;32;18;18;6;10;10;17;15;31;4;44;23;29;31;36;0;35;15;19;7;20;16;28;35;12;14;21;20;6;40
673,15;43;6;0;24;3;30;30;31;37;19;34;7;0;24;41;2;32;15;16;40;17;24;2;39;37;27;16;20;18;21;34;38;40;39;28;3;23;37;43;5;24;5;30;11
674,25;3;44;13;5;44;0;27;40;27;22;42;36;37;35;20;30;7;10;39;44;2;30;39;34;13;11;0;16;41;32;29;0;38;30;30;1;8;41;2;35;29;8;35;19
675,35;26;7;19;27;36;14;30;13;15;32;31;39;27;2;2;26;32;10;42;30;4;18;25;35;17;31;1;11;1;30;21;36;31;33;15;37;35;22;6;15;36;7;34;44
676,39;0;17;8;42;32;40;42;10;44;3;41;15;41;21;28;9;25;24;23;38;18;8;0;41;38;40;43;39;21;13;18;44;36;17;37;35;12;4;25;2;10;21;42;8
677,39;20;40;30;36;28;24;44;2;18;9;26;35;26;12;19;43;29;41;31;19;5;29;1;1;9;12;41;9;27;42;39;3;33;2;16;34;6;15;35;8;40;19;8;41
678,38;1;44;17;36;18;10;31;11;35;33;12;22;28;43;41;17;40;40;26;29;24;30;31;32;20;3;24;1;41;29;24;13;6;29;30;9;26;26;16;19;10;7;44;9
679,34;28;36;3;37;25;41;26;16;3;15;6;29;18;22;30;32;36;37;12;24;11;0;20;1;31;3;35;22;18;22;32;42;39;0;19;9;43;30;18;31;10;6;10;6
680,11;7;41;26;4;40;11;38;11;42;44;21;6;24;4;26;36;43;28;41;31;30;1;34;6;4;44;9;7;21;39;32;33;37;40;39;27;19;22;29;30;14;34;16;16
681,14;10;8;33;6;29;16;33;8;26;33;6;10;20;31;37;27;23;40;40;38;19;2;7;11;10;14;31;21;2;5;43;34;9;10;39;35;31;26;19;2;3;28;10;30
682,31;11;37;14;44;3;5;34;9;33;17;32;4;41;38;9;16;2;6;0;23;8;20;27;16;30;38;24;39;4;10;39;24;26;43;41;34;14;25;29;13;35;29;34;13
683,33;39;41;21;18;17;24;1;7;28;23;10;41;42;34;35;44;40;44;14;19;27;38;10;12;7;41;25;8;15;8;41;39;25;41;42;20;34;26;25;32;0;19;35;28
684,22;42;3;0;34;12;14;27;23;12;25;40;21;26;24;19;26;13;8;13;14;37;26;12;26;31;39;34;16;31;13;43;21;9;11;44;35;0;22;12;15;43;22;41;4
685,4;44;44;42;12;15;28;44;12;35;11;2;37;32;1;17;41;29;13;17;32;29;40;37;20;29;37;16;15;9;32;31;23;7;33;0;33;23;3;31;17;40;43;23;12
686,44;0;10;32;11;19;43;7;27;20;34;12;5;33;2;14;14;39;1;27;31;7;22;8;1;44;42;37;20;30;4;39;25;28;24;15;43;38;29;40;2;1;32;31;23
687,23;12;2;40;41;7;20;35;31;38;34;8;36;31;22;10;2;44;29;31;27;26;35;44;37;35;24;24;34;14;0;11;11;1;7;13;30;9;17;31;4;43;17;44;13
688,12;5;9;36;8;23;17;29;35;42;21;22;22;43;4;33;28;24;21;9;42;29;27;28;29;24;30;39;40;35;19;15;15;13;29;27;15;27;22;26;14;33;27;8;18
689,37;32;4;32;38;11;41;7;11;1;15;6;14;13;43;9;43;16;43;6;2;9;6;32;13;0;38;36;5;41;5;42;7;36;5;17;34;8;24;7;35;3;39;3;21
690,35;39;24;29;15;40;21;27;18;1;44;32;11;40;27;35;15;33;40;12;39;4;12;35;2;44;27;7;44;24;30;13;27;21;19;37;40;10;12;17;21;25;32;11;42
691,15;34;38;19;27;42;15;41;20;44;9;36;42;13;37;34;13;25;8;29;27;1;37;14;8;14;6;8;23;34;34;0;5;35;41;43;17;14;30;15;28;32;40;24;21
692,41;35;41;29;16;5;1;40;4;24;6;7;5;0;31;21;17;15;4;13;21;19;1;35;29;31;41;12;3;17;33;2;13;5;4;40;4;41;36;7;22;28;9;29;32
693,27;20;8;41;8;26;43;13;44;37;12;26;25;22;26;28;28;44;3;3;12;30;38;43;30;23;19;1;34;42;8;20;43;24;10;1;43;21;41;37;23;30;5;35;24
694,41;6;25;44;26;20;20;8;9;39;16;14;35;42;42;37;28;44;0;26;34;23;36;16;39;43;16;18;10;37;8;8;30;12;32;25;4;10;22;21;15;15;18;11;5
695,19;33;39;8;35;31;23;26;25;3;16;0;26;27;20;35;44;15;4;19;38;4;5;5;15;30;21;36;18;21;20;44;39;6;37;27;27;11;33;21;17;3;21;18;16
696,21;36;31;40;20;10;1;14;39;19;41;30;32;0;44;3;38;35;24;13;35;22;7;24;34;21;8;6;27;7;27;9;24;21;35;7;10;37;23;6;20;44;24;43;14
697,41;31;24;2;26;12;0;40;2;44;26;35;5;29;22;35;14;43;7;1;11;22;16;31;9;43;18;15;41;26;23;44;3;41;42;24;29;41;39;39;4;35;41;40;27
698,38;19;10;5;0;27;11;3;32;11;25;34;37;25;35;16;19;42;20;19;5;36;42;31;28;39;35;38;42;15;11;1;37;37;29;28;42;5;35;25;28;29;7;28;41
699,15;7;32;33;33;33;27;18;22;10;11;28;17;0;9;3;23;37;18;42;43;32;15;33;42;20;37;16;14;14;36;14;41;12;6;18;18;32;9;0;42;43;17;27;27
700,28;20;11;15;8;15;0;31;24;43;14;39;33;41;26;32;44;27;43;36;3;35;24;8;4;17;6;28;42;6;13;4;38;1;11;36;28;28;43;29;0;40;11;23;20
701,9;34;15;41;27;11;29;3;12;29;15;30;5;33;13;4;32;25;43;24;9;8;36;9;32;29;42;15;10;4;6;40;26;22;9;23;38;9;6;21;11;44;0;38;23
702,16;15;40;39;37;18;33;1;25;32;13;31;18;3;19;22;34;14;7;22;43;16;24;12;38;26;2;31;8;22;23;44;22;36;31;36;1;39;7;43;33;25;8;15;20
703,39;41;5;40;12;6;41;4;9;29;4;39;23;6;31;7;8;32;33;27;14;6;3;18;30;13;24;14;29;40;7;12;42;15;10;38;11;40;7;17;41;32;33;19;43
704,31;6;42;31;42;13;33;14;29;1;16;23;7;18;2;30;7;43;31;43;37;37;34;21;44;6;12;37;16;37;29;40;16;35;19;36;36;32;28;29;8;25;21;27;24
705,36;2;24;13;24;36;8;12;26;40;31;5;12;22;1;8;3;35;9;30;16;18;5;43;30;8;26;3;8;11;17;5;20;35;37;10;33;42;2;30;8;32;28;17;31
706,0;7;18;16;9;26;22;43;18;38;38;26;16;6;18;23;16;38;31;3;31;24;10;20;29;10;18;26;31;13;19;1;43;19;17;14;38;3;32;30;15;2;2;20;5
707,32;6;8;41;11;26;14;5;27;2;10;20;5;1;27;43;36;38;39;16;22;33;0;0;9;30;32;6;26;30;36;12;15;41;16;23;43;18;5;28;27;14;23;12;1
708,7;0;7;16;12;9;34;17;14;9;8;37;31;6;38;16;14;31;8;0;5;13;43;25;28;29;26;38;31;35;0;11;9;2;25;10;18;18;20;5;19;24;19;35;1
709,28;6;33;25;17;24;7;29;14;13;35;1;12;44;27;10;8;14;7;17;13;38;32;36;25;44;42;41;3;6;19;4;9;15;9;5;16;43;1;3;16;23;31;1;31
710,0;6;42;29;1;25;23;40;26;8;40;33;24;24;38;7;17;37;29;43;5;44;44;14;1;3;20;34;26;23;34;10;39;0;21;26;36;12;38;32;9;15;22;30;14
711,8;22;40;13;22;35;32;10;16;40;42;39;0;12;27;2;4;32;36;32;2;7;29;12;38;25;32;21;18;12;17;34;20;2;38;9;25;38;8;43;12;8;41;3;20
712,24;25;24;36;22;14;20;16;20;36;17;1;11;31;22;21;35;38;10;20;10;35;30;33;2;35;20;27;5;0;34;32;13;10;34;13;44;33;33;32;42;23;12;32;37
713,11;11;20;3;11;30;32;6;12;30;18;18;12;32;0;11;38;1;10;5;17;13;22;26;13;9;42;24;6;1;23;44;44;32;22;36;2;39;4;17;13;6;27;38;31
714,30;15;17;27;39;31;28;10;28;13;12;22;15;27;25;27;4;21;5;14;7;22;18;8;35;28;11;38;18;21;5;23;17;32;43;20;19;34;31;44;36;5;7;38;18
715,4;36;0;26;41;34;26;14;10;37;30;29;22;17;19;26;10;29;39;7;13;21;3;25;34;6;4;19;8;15;25;37;1;29;24;27;6;18;8;20;28;2;22;10;22
716,36;16;14;4;3;1;8;9;33;33;39;18;0;42;22;17;11;41;1;23;13;40;22;21;28;19;34;43;20;29;5;15;36;43;8;32;36;16;3;13;43;23;17;32;29
717,8;29;27;39;31;5;18;14;13;12;36;17;17;38;8;1;22;9;31;10;40;27;3;32;22;13;18;36;14;20;9;11;31;22;39;0;11;30;33;35;42;39;20;5;44
718,6;40;2;28;3;21;24;25;38;11;26;44;24;6;31;27;5;22;0;19;36;12;39;37;6;27;12;37;19;35;8;37;39;21;39;6;41;24;20;41;27;17;22;6;37
719,12;26;36;19;16;7;42;39;25;18;41;33;26;4;10;29;17;33;11;14;35;28;16;24;34;26;7;5;41;24;19;24;37;23;37;9;12;27;11;12;6;19;4;24;25
720,23;14;32;1;31;28;44;9;19;22;13;30;15;22;38;38;2;42;1;29;5;19;12;35;10;27;12;16;42;18;27;11;30;12;15;38;1;17;27;22;3;11;30;20;15
721,26;21;11;2;13;24;41;28;2;22;39;30;28;4;40;36;5;25;36;23;17;40;44;38;19;41;0;11;18;33;27;6;22;17;13;4;15;42;16;2;27;23;25;23;27
722,35;2;11;44;37;15;39;6;39;7;32;28;7;0;41;14;4;6;43;6;12;30;16;15;18;16;21;10;32;8;4;32;34;6;12;9;10;34;26;28;32;17;8;24;39
723,40;29;0;31;16;18;4;31;43;4;38;39;20;34;37;30;41;7;26;15;42;6;22;18;16;2;29;10;29;29;4;6;38;44;41;21;4;17;10;44;36;35;27;32;43
724,35;13;1;27;19;0;40;26;27;37;12;29;29;19;30;22;27;32;21;11;22;33;16;40;39;11;40;43;14;6;34;34;9;2;44;17;15;28;16;12;13;7;43;33;18
725,38;39;32;13;19;16;39;11;19;17;26;42;27;5;38;23;40;36;8;37;27;10;20;39;38;23;28;44;4;10;16;27;11;12;42;27;16;13;14;8;33;33;2;5;7
726,36;33;4;39;23;13;10;33;4;38;8;25;16;10;19;24;12;23;36;0;27;15;40;16;41;22;37;0;30;20;5;36;37;14;27;26;42;20;10;37;17;34;7;21;4
727,40;24;29;12;28;1;9;13;21;2;43;29;12;14;13;15;40;10;42;13;37;11;38;38;18;10;9;3;32;4;19;23;14;24;40;40;10;17;21;0;22;20;1;13;22
728,12;19;9;26;15;4;0;3;30;5;9;42;43;18;40;7;38;14;20;17;3;24;12;31;37;16;18;16;2;19;15;38;7;30;23;29;3;5;23;28;7;13;39;21;30
729,24;25;3;33;11;18;35;35;23;20;3;22;6;26;30;38;29;25;2;17;39;36;17;44;1;18;9;37;29;31;13;42;24;27;6;10;30;38;30;23;34;20;20;40;15
730,17;12;13;33;27;1;25;39;11;1;8;3;41;1;9;12;2;25;11;40;40;44;6;39;9;6;1;2;7;25;23;35;28;16;27;8;16;39;43;37;17;28;1;13;0
731,40;9;43;8;9;44;14;2;22;12;6;19;38;40;7;9;44;34;21;35;21;11;10;0;10;31;16;18;44;6;35;9;25;37;12;21;43;38;4;26;35;17;31;1;16
732,13;37;21;16;28;10;1;33;34;12;31;20;12;2;13;31;30;7;21;16;37;40;39;6;2;26;21;9;22;15;19;44;38;17;27;44;2;38;26;37;39;15;28;1;42
733,29;7;33;2;3;3;24;20;13;42;28;15;42;0;7;33;7;35;36;39;16;8;14;7;27;7;40;24;33;41;5;12;11;20;13;12;37;5;17;2;25;17;6;33;27
734,18;40;19;43;35;41;28;13;24;39;21;0;22;20;13;13;21;16;42;23;12;22;29;1;7;37;10;33;10;21;17;23;2;27;18;24;42;40;26;5;6;39;31;39;23
735,39;27;43;8;12;41;41;3;7;44;40;22;35;25;41;3;11;24;0;30;3;24;42;40;10;23;14;40;31;9;32;40;27;8;31;25;16;26;28;42;4;15;26;32;29
736,13;30;38;28;24;30;31;4;37;41;22;0;16;35;37;22;5;24;10;22;40;24;23;40;37;18;38;29;39;6;24;8;39;23;4;38;18;44;9;43;11;7;40;16;36
737,1;22;34;3;12;10;40;35;5;14;0;15;37;14;2;14;43;38;24;5;3;32;44;34;12;22;22;18;16;8;10;8;42;14;18;30;23;5;44;22;20;30;37;18;24
738,27;43;43;29;10;32;35;11;17;32;30;25;1;8;33;6;25;13;26;33;15;36;0;15;26;43;32;33;0;26;39;18;26;25;19;37;18;27;22;13;2;39;27;25;35
739,17;23;18;26;20;27;10;7;40;43;18;33;11;37;28;15;11;38;33;6;38;29;25;28;36;42;16;37;22;18;40;43;19;44;28;17;12;27;2;6;17;42;39;32;28
740,29;9;13;38;20;27;42;23;43;31;8;20;33;41;11;28;43;18;44;9;6;32;7;37;6;23;38;37;20;15;7;40;27;0;33;43;16;14;0;12;43;17;32;33;30
741,44;21;31;27;10;21;13;21;38;25;43;35;37;3;21;35;42;44;20;11;6;2;20;1;41;11;38;21;31;32;5;25;3;7;10;36;2;32;7;25;41;14;2;4;7
742,21;19;6;26;22;43;22;5;8;44;14;35;34;4;11;2;31;2;44;41;42;14;37;34;17;22;21;14;36;28;2;3;35;34;44;2;34;7;38;8;14;28;11;10;22
743,29;40;8;3;3;16;41;5;28;38;28;36;32;26;24;33;7;28;9;6;23;15;15;30;34;34;8;7;15;0;10;33;43;24;20;17;8;34;43;40;19;13;32;26;4
744,15;3;38;2;20;8;13;23;27;34;30;15;15;22;13;39;30;1;43;43;36;31;43;1;27;27;35;17;7;16;43;29;14;28;10;29;1;12;11;40;41;32;6;2;7
745,29;40;36;2;22;23;11;10;40;24;1;35;6;24;12;43;39;20;8;38;35;39;8;10;10;39;34;1;35;32;29;5;31;35;17;3;12;34;19;28;12;18;13;36;14
746,40;17;3;32;22;20;15;34;38;30;11;12;26;15;43;0;21;27;39;35;22;4;23;34;43;25;16;3;39;34;13;16;20;30;36;32;23;29;42;38;5;18;35;7;8
747,14;40;32;1;42;12;22;17;10;41;44;11;26;30;4;20;8;22;14;11;2;13;20;10;27;26;4;25;22;37;12;8;6;29;1;0;35;24;42;29;19;20;41;6;19
748,24;2;30;31;29;26;21;21;13;18;28;8;15;14;1;33;6;21;6;25;21;44;37;11;3;27;14;19;8;27;27;0;9;34;39;24;41;36;43;13;5;9;6;39;22
749,3;32;19;12;35;44;8;14;23;32;14;24;27;21;3;36;6;36;28;30;40;31;13;34;30;44;28;40;40;32;33;34;32;9;32;7;1;9;10;35;11;12;12;5;2
750,21;26;44;22;16;4;9;44;34;8;13;42;36;15;7;3;18;18;6;40;16;4;31;7;37;28;42;32;22;3;35;14;15;21;13;20;28;36;6;43;18;35;24;41;20
751,33;20;29;12;16;28;43;33;38;19;30;33;13;15;17;31;28;21;3;0;20;36;11;34;4;11;32;7;3;7;26;15;39;31;40;10;33;43;21;19;9;6;16;30;30
752,16;39;26;8;40;24;1;13;19;43;16;31;4;32;25;8;8;5;42;1;25;12;4;0;17;17;36;14;12;27;29;5;29;38;2;12;38;30;13;3;18;4;13;31;14
753,25;11;37;28;32;4;41;25;37;44;21;35;32;38;35;17;1;37;12;44;15;31;5;13;28;5;27;20;3;29;18;34;24;7;22;17;4;9;35;0;37;3;15;42;34
754,17;38;5;39;39;15;10;41;8;25;24;27;16;14;33;31;24;37;24;22;19;27;40;20;12;36;33;32;7;4;3;33;38;28;23;40;20;8;28;19;21;14;40;7;38
