bootstrap_id,window_id,field,anchor_day,peak_day,relative_to_anchor,peak_score,inside_accepted_window,inside_buffer_only,near_analysis_edge
293,W002,Jw,45,48,3,14.26989118315966,True,False,False
293,W003,Jw,81,80,-1,17.45186671232723,True,False,False
293,W005,Jw,113,107,-6,30.136190455605583,True,False,False
293,W007,Jw,160,168,8,12.528340434705381,False,True,True
294,W002,P,45,45,0,35.743717051609636,True,False,False
294,W003,P,81,77,-4,55.4200667434708,True,False,False
294,W005,P,113,111,-2,26.139216656546324,True,False,False
294,W007,P,160,151,-9,15.987196037606495,False,True,True
294,W002,V,45,49,4,25.08200595927142,False,True,False
294,W003,V,81,78,-3,19.458545481457072,True,False,False
294,W005,V,113,114,1,38.829143773854895,True,False,False
294,W007,V,160,164,4,38.448975336163585,True,False,False
294,W002,H,45,35,-10,11.783379027517988,False,True,True
294,W003,H,81,77,-4,12.267150658867518,True,False,False
294,W005,H,113,115,2,56.033034661164706,True,False,False
294,W007,H,160,154,-6,16.71463545474305,False,True,False
294,W002,Je,45,44,-1,12.417139845903082,True,False,False
294,W003,Je,81,80,-1,9.279151392331519,True,False,False
294,W005,Je,113,110,-3,18.28683296856822,True,False,False
294,W007,Je,160,161,1,35.78690451429551,True,False,False
294,W002,Jw,45,51,6,10.297437814202752,False,True,False
294,W003,Jw,81,76,-5,23.155819902590512,True,False,False
294,W005,Jw,113,109,-4,26.987950864257915,True,False,False
294,W007,Jw,160,152,-8,24.167662788934766,False,True,False
295,W002,P,45,46,1,32.85833946698264,True,False,False
295,W003,P,81,83,2,83.11701981938475,True,False,False
295,W005,P,113,102,-11,49.56379377635465,False,True,True
295,W007,P,160,156,-4,25.31863258100282,True,False,False
295,W002,V,45,45,0,24.596550914889495,True,False,False
295,W003,V,81,81,0,27.03026127047805,True,False,False
295,W005,V,113,115,2,24.72068458418529,True,False,False
295,W007,V,160,157,-3,30.587489208583396,True,False,False
295,W002,H,45,36,-9,12.698341966333997,False,True,True
295,W003,H,81,91,10,26.730385483888238,False,True,True
295,W005,H,113,118,5,28.47582693686576,False,True,False
295,W007,H,160,150,-10,1.5925651335852038,False,True,True
295,W002,Je,45,50,5,19.931639408433615,False,True,False
295,W003,Je,81,79,-2,7.775917816250879,True,False,False
295,W005,Je,113,115,2,16.044251032179695,True,False,False
295,W007,Je,160,162,2,16.28290332593788,True,False,False
295,W002,Jw,45,50,5,16.902189235218387,False,True,False
295,W003,Jw,81,84,3,13.997384624345983,True,False,False
295,W005,Jw,113,103,-10,39.93623582720623,False,True,True
295,W007,Jw,160,152,-8,19.46946086999181,False,True,False
296,W002,P,45,45,0,22.306733396238464,True,False,False
296,W003,P,81,79,-2,115.19780823221639,True,False,False
296,W005,P,113,102,-11,30.824720018909403,False,True,True
296,W007,P,160,155,-5,21.08772871512805,True,False,False
296,W002,V,45,40,-5,15.78780374244971,True,False,False
296,W003,V,81,77,-4,38.81423900745546,True,False,False
296,W005,V,113,118,5,19.635740737462456,False,True,False
296,W007,V,160,161,1,32.204883222471864,True,False,False
296,W002,H,45,53,8,5.4677045286591,False,True,True
296,W003,H,81,91,10,34.1527046199476,False,True,True
296,W005,H,113,117,4,27.304247963127338,True,False,False
296,W007,H,160,168,8,9.454925365497784,False,True,True
296,W002,Je,45,43,-2,12.35517725221309,True,False,False
296,W003,Je,81,91,10,10.795228032391876,False,True,True
296,W005,Je,113,112,-1,15.767134559347028,True,False,False
296,W007,Je,160,162,2,23.578603274978136,True,False,False
296,W002,Jw,45,45,0,7.688018286691898,True,False,False
296,W003,Jw,81,81,0,21.907592072758284,True,False,False
296,W005,Jw,113,110,-3,39.771810392188684,True,False,False
296,W007,Jw,160,156,-4,21.900359385389258,True,False,False
297,W002,P,45,45,0,40.47064132859463,True,False,False
297,W003,P,81,83,2,52.28581275699938,True,False,False
297,W005,P,113,111,-2,32.967753775300004,True,False,False
297,W007,P,160,158,-2,50.86575211326189,True,False,False
297,W002,V,45,45,0,21.32200266687096,True,False,False
297,W003,V,81,83,2,19.865003704909213,True,False,False
297,W005,V,113,114,1,26.978035541832405,True,False,False
297,W007,V,160,161,1,68.05600886320605,True,False,False
297,W002,H,45,35,-10,12.742069363999596,False,True,True
297,W003,H,81,78,-3,12.500356832898467,True,False,False
297,W005,H,113,115,2,31.70082253495814,True,False,False
297,W007,H,160,154,-6,19.632475934098004,False,True,False
297,W002,Je,45,46,1,20.62778359576587,True,False,False
297,W003,Je,81,83,2,10.19277724289605,True,False,False
297,W005,Je,113,107,-6,24.23565724737197,True,False,False
297,W007,Je,160,159,-1,24.464254455290043,True,False,False
297,W002,Jw,45,40,-5,18.664851755464937,True,False,False
297,W003,Jw,81,85,4,13.536557473098586,True,False,False
297,W005,Jw,113,107,-6,35.10636537060683,True,False,False
297,W007,Jw,160,154,-6,18.757388087472606,False,True,False
298,W002,P,45,42,-3,41.258401761286066,True,False,False
298,W003,P,81,81,0,68.96507027091835,True,False,False
298,W005,P,113,116,3,29.89201737773162,True,False,False
298,W007,P,160,156,-4,45.22265193472543,True,False,False
298,W002,V,45,42,-3,21.549539698047116,True,False,False
298,W003,V,81,80,-1,31.690915082103455,True,False,False
298,W005,V,113,111,-2,16.483141408066093,True,False,False
298,W007,V,160,162,2,56.750867693774055,True,False,False
298,W002,H,45,35,-10,11.23276416127739,False,True,True
298,W003,H,81,77,-4,19.529466019651487,True,False,False
298,W005,H,113,116,3,16.724440221777417,True,False,False
298,W007,H,160,154,-6,46.47302579653925,False,True,False
298,W002,Je,45,46,1,15.734113729252591,True,False,False
298,W003,Je,81,91,10,14.52624403928565,False,True,True
298,W005,Je,113,113,0,13.03149898519813,True,False,False
298,W007,Je,160,161,1,18.453434708982574,True,False,False
298,W002,Jw,45,43,-2,28.629404844044664,True,False,False
298,W003,Jw,81,84,3,10.726240512540308,True,False,False
298,W005,Jw,113,104,-9,33.96967381427713,False,True,False
298,W007,Jw,160,162,2,21.002000032961682,True,False,False
299,W002,P,45,45,0,22.132614145316015,True,False,False
299,W003,P,81,80,-1,62.689832078913454,True,False,False
299,W005,P,113,104,-9,40.49136949916274,False,True,False
299,W007,P,160,160,0,32.85070685745192,True,False,False
299,W002,V,45,42,-3,16.995588535815294,True,False,False
299,W003,V,81,76,-5,38.20954186309338,True,False,False
299,W005,V,113,116,3,14.02551062175522,True,False,False
299,W007,V,160,168,8,28.209902003704528,False,True,True
299,W002,H,45,35,-10,5.858731139366279,False,True,True
299,W003,H,81,78,-3,25.05197001363939,True,False,False
299,W005,H,113,115,2,24.240721596353417,True,False,False
299,W007,H,160,156,-4,14.983337633077728,True,False,False
299,W002,Je,45,51,6,11.091101875712457,False,True,False
299,W003,Je,81,91,10,12.760496046629235,False,True,True
299,W005,Je,113,108,-5,34.5021035441583,True,False,False
299,W007,Je,160,160,0,12.675828804013019,True,False,False
299,W002,Jw,45,50,5,16.751524045096346,False,True,False
299,W003,Jw,81,90,9,19.02067075035869,False,True,True
299,W005,Jw,113,102,-11,37.25055895181772,False,True,True
299,W007,Jw,160,152,-8,24.68499218195252,False,True,False
300,W002,P,45,46,1,30.37655728765788,True,False,False
300,W003,P,81,83,2,61.98353108169259,True,False,False
300,W005,P,113,102,-11,32.348662671450974,False,True,True
300,W007,P,160,157,-3,37.086195449862714,True,False,False
300,W002,V,45,46,1,17.14358633943418,True,False,False
300,W003,V,81,79,-2,30.72567934172722,True,False,False
300,W005,V,113,122,9,18.57858500446511,False,True,True
300,W007,V,160,161,1,32.93462031324717,True,False,False
300,W002,H,45,35,-10,15.924361584897671,False,True,True
300,W003,H,81,78,-3,15.461131807964854,True,False,False
300,W005,H,113,115,2,25.27325890209709,True,False,False
300,W007,H,160,154,-6,20.380949427412435,False,True,False
300,W002,Je,45,35,-10,6.07989219679835,False,True,True
300,W003,Je,81,91,10,9.16052470572334,False,True,True
300,W005,Je,113,107,-6,16.35531159001769,True,False,False
300,W007,Je,160,161,1,23.922623882593506,True,False,False
300,W002,Jw,45,48,3,9.759692781589075,True,False,False
300,W003,Jw,81,81,0,20.92753912311443,True,False,False
300,W005,Jw,113,107,-6,27.172648090305806,True,False,False
300,W007,Jw,160,155,-5,17.9083595575535,True,False,False
301,W002,P,45,46,1,29.857570276564587,True,False,False
301,W003,P,81,76,-5,72.29958580906435,True,False,False
301,W005,P,113,111,-2,41.70543896994863,True,False,False
301,W007,P,160,155,-5,20.51765205281655,True,False,False
301,W002,V,45,46,1,23.05776807500041,True,False,False
301,W003,V,81,80,-1,22.723001896433423,True,False,False
301,W005,V,113,122,9,18.238528209378053,False,True,True
301,W007,V,160,156,-4,29.69852105138586,True,False,False
301,W002,H,45,36,-9,14.124496134851729,False,True,True
301,W003,H,81,75,-6,17.59933923968616,True,False,False
301,W005,H,113,116,3,36.79536966816871,True,False,False
301,W007,H,160,168,8,9.317871562673561,False,True,True
301,W002,Je,45,47,2,13.220486117938036,True,False,False
301,W003,Je,81,73,-8,9.354111691122839,False,True,False
301,W005,Je,113,112,-1,17.308456761690003,True,False,False
301,W007,Je,160,164,4,30.50915616407466,True,False,False
301,W002,Jw,45,39,-6,9.621598103113666,False,True,False
301,W003,Jw,81,80,-1,16.38992213674291,True,False,False
301,W005,Jw,113,102,-11,38.727267086902266,False,True,True
301,W007,Jw,160,168,8,18.153109642242757,False,True,True
302,W002,P,45,35,-10,21.1207510026788,False,True,True
302,W003,P,81,88,7,69.04646368955778,False,True,False
302,W005,P,113,102,-11,24.4647277709592,False,True,True
302,W007,P,160,158,-2,26.132322811630406,True,False,False
302,W002,V,45,43,-2,16.472694539697798,True,False,False
302,W003,V,81,70,-11,27.124092883639193,False,True,True
302,W005,V,113,117,4,11.968079637140086,True,False,False
302,W007,V,160,161,1,23.727374717904862,True,False,False
302,W002,H,45,35,-10,17.155995816091703,False,True,True
302,W003,H,81,75,-6,13.288021218158114,True,False,False
302,W005,H,113,115,2,14.114885631349471,True,False,False
302,W007,H,160,156,-4,23.735794391713142,True,False,False
302,W002,Je,45,45,0,6.118530312499771,True,False,False
302,W003,Je,81,91,10,9.35448411576916,False,True,True
302,W005,Je,113,107,-6,23.191975451506696,True,False,False
302,W007,Je,160,162,2,22.33752461524096,True,False,False
302,W002,Jw,45,46,1,13.660315986486964,True,False,False
302,W003,Jw,81,85,4,38.16904746759275,True,False,False
302,W005,Jw,113,103,-10,29.82645982368168,False,True,True
302,W007,Jw,160,150,-10,13.502518244407515,False,True,True
303,W002,P,45,42,-3,29.350597867460852,True,False,False
303,W003,P,81,82,1,87.03830612246585,True,False,False
303,W005,P,113,111,-2,39.69146154950333,True,False,False
303,W007,P,160,158,-2,17.290865773044274,True,False,False
303,W002,V,45,46,1,21.419575783156326,True,False,False
303,W003,V,81,81,0,18.557647265463835,True,False,False
303,W005,V,113,115,2,17.03110170783607,True,False,False
303,W007,V,160,161,1,26.820040955922465,True,False,False
303,W002,H,45,35,-10,11.14538568114974,False,True,True
303,W003,H,81,77,-4,17.954045529892788,True,False,False
303,W005,H,113,112,-1,19.9488843069046,True,False,False
303,W007,H,160,155,-5,18.526007814798966,True,False,False
303,W002,Je,45,45,0,13.67319653741472,True,False,False
303,W003,Je,81,91,10,8.628009012552022,False,True,True
303,W005,Je,113,108,-5,14.652420735045734,True,False,False
303,W007,Je,160,162,2,38.96420606644958,True,False,False
303,W002,Jw,45,41,-4,18.920906693803293,True,False,False
303,W003,Jw,81,76,-5,15.952452989115983,True,False,False
303,W005,Jw,113,109,-4,21.15782320619939,True,False,False
303,W007,Jw,160,151,-9,14.04496186756013,False,True,True
304,W002,P,45,40,-5,25.003373887618583,True,False,False
304,W003,P,81,77,-4,100.49734745452949,True,False,False
304,W005,P,113,114,1,43.6587694784789,True,False,False
304,W007,P,160,158,-2,26.249041495848225,True,False,False
304,W002,V,45,45,0,20.60959660616733,True,False,False
304,W003,V,81,79,-2,24.56743555363362,True,False,False
304,W005,V,113,112,-1,17.240480465682218,True,False,False
304,W007,V,160,161,1,59.006760077232336,True,False,False
304,W002,H,45,36,-9,6.778775148357806,False,True,True
304,W003,H,81,76,-5,24.145315224360477,True,False,False
304,W005,H,113,115,2,32.01466540116587,True,False,False
304,W007,H,160,154,-6,20.347375219184638,False,True,False
304,W002,Je,45,44,-1,9.505006073810709,True,False,False
304,W003,Je,81,91,10,8.731422885010742,False,True,True
304,W005,Je,113,112,-1,18.405881735980543,True,False,False
304,W007,Je,160,161,1,21.840460037560554,True,False,False
304,W002,Jw,45,41,-4,23.834337586213536,True,False,False
304,W003,Jw,81,91,10,15.035652397101039,False,True,True
304,W005,Jw,113,110,-3,18.016922039422116,True,False,False
304,W007,Jw,160,150,-10,21.20388318228498,False,True,True
305,W002,P,45,45,0,30.864606778362845,True,False,False
305,W003,P,81,76,-5,77.0145923803671,True,False,False
305,W005,P,113,102,-11,32.081606900890264,False,True,True
305,W007,P,160,155,-5,23.141541637865096,True,False,False
305,W002,V,45,44,-1,26.457368802849324,True,False,False
305,W003,V,81,79,-2,16.870841953516354,True,False,False
305,W005,V,113,122,9,16.487154472055725,False,True,True
305,W007,V,160,154,-6,25.722557421116726,False,True,False
305,W002,H,45,35,-10,12.645658453005252,False,True,True
305,W003,H,81,75,-6,16.04760329390057,True,False,False
305,W005,H,113,118,5,25.720981930197357,False,True,False
305,W007,H,160,154,-6,8.880833114511608,False,True,False
305,W002,Je,45,47,2,9.68229760744714,True,False,False
305,W003,Je,81,91,10,8.962022177697268,False,True,True
305,W005,Je,113,108,-5,15.72898165740691,True,False,False
305,W007,Je,160,165,5,26.082849075655318,False,True,False
305,W002,Jw,45,39,-6,12.19459365539178,False,True,False
305,W003,Jw,81,82,1,18.08450422185935,True,False,False
305,W005,Jw,113,103,-10,30.583468105840737,False,True,True
305,W007,Jw,160,161,1,11.20985728333381,True,False,False
306,W002,P,45,45,0,34.98598448824273,True,False,False
306,W003,P,81,78,-3,72.66679996674853,True,False,False
306,W005,P,113,113,0,39.86918738465257,True,False,False
306,W007,P,160,158,-2,24.671637162425572,True,False,False
306,W002,V,45,41,-4,18.15150052337209,True,False,False
306,W003,V,81,79,-2,29.27367585941682,True,False,False
306,W005,V,113,117,4,23.786743865881903,True,False,False
306,W007,V,160,164,4,46.716814924864615,True,False,False
306,W002,H,45,36,-9,12.636015307035324,False,True,True
306,W003,H,81,77,-4,18.99368454155323,True,False,False
306,W005,H,113,116,3,43.98482077679223,True,False,False
306,W007,H,160,154,-6,8.503243408518511,False,True,False
306,W002,Je,45,45,0,13.604941778373668,True,False,False
306,W003,Je,81,82,1,8.067574579736814,True,False,False
306,W005,Je,113,113,0,22.83379913454121,True,False,False
306,W007,Je,160,162,2,23.580995979399408,True,False,False
306,W002,Jw,45,39,-6,17.972707599577085,False,True,False
306,W003,Jw,81,83,2,23.426533197742895,True,False,False
306,W005,Jw,113,109,-4,28.554857728063542,True,False,False
306,W007,Jw,160,161,1,16.43972325144559,True,False,False
307,W002,P,45,45,0,19.182811673725052,True,False,False
307,W003,P,81,82,1,83.1818891071036,True,False,False
307,W005,P,113,110,-3,41.72287141012872,True,False,False
307,W007,P,160,159,-1,38.85976613468356,True,False,False
307,W002,V,45,44,-1,16.656212699988572,True,False,False
307,W003,V,81,80,-1,35.40479835943502,True,False,False
307,W005,V,113,118,5,28.278502571055622,False,True,False
307,W007,V,160,162,2,47.92383369752823,True,False,False
307,W002,H,45,53,8,5.981450097231687,False,True,True
307,W003,H,81,77,-4,19.97835288501284,True,False,False
307,W005,H,113,115,2,40.23796720861897,True,False,False
307,W007,H,160,156,-4,12.741671216667626,True,False,False
307,W002,Je,45,47,2,11.77076481036566,True,False,False
307,W003,Je,81,90,9,6.4871174669421965,False,True,True
307,W005,Je,113,108,-5,29.245587259368435,True,False,False
307,W007,Je,160,162,2,25.70660772145454,True,False,False
307,W002,Jw,45,42,-3,18.447031078491406,True,False,False
307,W003,Jw,81,80,-1,24.704888577333936,True,False,False
307,W005,Jw,113,109,-4,32.651602225337314,True,False,False
307,W007,Jw,160,168,8,31.39027577474934,False,True,True
308,W002,P,45,46,1,48.551811968025554,True,False,False
308,W003,P,81,84,3,80.32618319155756,True,False,False
308,W005,P,113,113,0,31.392092579839552,True,False,False
308,W007,P,160,158,-2,15.516219431121646,True,False,False
308,W002,V,45,47,2,26.76268948014772,True,False,False
308,W003,V,81,82,1,24.567702105033426,True,False,False
308,W005,V,113,114,1,29.99137879061759,True,False,False
308,W007,V,160,165,5,28.486480017759966,False,True,False
308,W002,H,45,37,-8,17.275406396522182,False,True,False
308,W003,H,81,70,-11,19.158777245112525,False,True,True
308,W005,H,113,115,2,31.199116628906992,True,False,False
308,W007,H,160,150,-10,8.992699269670975,False,True,True
308,W002,Je,45,52,7,16.624951954175813,False,True,True
308,W003,Je,81,76,-5,7.183552344595064,True,False,False
308,W005,Je,113,107,-6,19.741487786831033,True,False,False
308,W007,Je,160,161,1,24.217533296772753,True,False,False
308,W002,Jw,45,46,1,13.437282375220585,True,False,False
308,W003,Jw,81,90,9,15.996829177104143,False,True,True
308,W005,Jw,113,109,-4,34.67267606959411,True,False,False
308,W007,Jw,160,161,1,11.992480790811674,True,False,False
309,W002,P,45,45,0,20.2277602296227,True,False,False
309,W003,P,81,79,-2,72.59993591293873,True,False,False
309,W005,P,113,113,0,39.06497212632843,True,False,False
309,W007,P,160,158,-2,25.628651572680795,True,False,False
309,W002,V,45,44,-1,16.582850357366773,True,False,False
309,W003,V,81,78,-3,19.230398691457637,True,False,False
309,W005,V,113,116,3,24.53548854086695,True,False,False
309,W007,V,160,160,0,44.46484676622262,True,False,False
309,W002,H,45,37,-8,7.026854742475578,False,True,False
309,W003,H,81,76,-5,13.29736278098641,True,False,False
309,W005,H,113,114,1,41.484809362974865,True,False,False
309,W007,H,160,168,8,16.465857939455297,False,True,True
309,W002,Je,45,46,1,10.50861271580892,True,False,False
309,W003,Je,81,89,8,7.830679254583095,False,True,False
309,W005,Je,113,111,-2,24.72281313413624,True,False,False
309,W007,Je,160,165,5,17.695858832664065,False,True,False
309,W002,Jw,45,40,-5,16.016015709266373,True,False,False
309,W003,Jw,81,85,4,21.775997805864357,True,False,False
309,W005,Jw,113,109,-4,24.02553415258825,True,False,False
309,W007,Jw,160,154,-6,21.540127850360303,False,True,False
310,W002,P,45,44,-1,36.120974646280715,True,False,False
310,W003,P,81,84,3,65.30109181230102,True,False,False
310,W005,P,113,111,-2,39.782732770256075,True,False,False
310,W007,P,160,158,-2,21.303909474657864,True,False,False
310,W002,V,45,45,0,27.99817654976477,True,False,False
310,W003,V,81,79,-2,19.982294424331492,True,False,False
310,W005,V,113,115,2,26.64904445751657,True,False,False
310,W007,V,160,163,3,49.07369948637926,True,False,False
310,W002,H,45,35,-10,18.52496783129923,False,True,True
310,W003,H,81,77,-4,18.125030639651172,True,False,False
310,W005,H,113,114,1,40.55784117465295,True,False,False
310,W007,H,160,153,-7,24.609768014231484,False,True,False
310,W002,Je,45,44,-1,10.522554047899405,True,False,False
310,W003,Je,81,75,-6,10.341646674311484,True,False,False
310,W005,Je,113,107,-6,15.159387838337722,True,False,False
310,W007,Je,160,161,1,23.347452870822927,True,False,False
310,W002,Jw,45,48,3,6.73661460264281,True,False,False
310,W003,Jw,81,86,5,27.546372810262618,True,False,False
310,W005,Jw,113,107,-6,23.27128290605789,True,False,False
310,W007,Jw,160,150,-10,18.4886878988096,False,True,True
311,W002,P,45,40,-5,17.369319837983756,True,False,False
311,W003,P,81,81,0,57.14029036511115,True,False,False
311,W005,P,113,102,-11,43.66621975613798,False,True,True
311,W007,P,160,157,-3,28.54340734895475,True,False,False
311,W002,V,45,44,-1,19.870044795887324,True,False,False
311,W003,V,81,78,-3,22.12520467070149,True,False,False
311,W005,V,113,115,2,18.95162679626125,True,False,False
311,W007,V,160,160,0,28.847609493982585,True,False,False
311,W002,H,45,35,-10,10.160987764234482,False,True,True
311,W003,H,81,91,10,15.848686527299654,False,True,True
311,W005,H,113,115,2,22.952810290483292,True,False,False
311,W007,H,160,155,-5,8.950305677623994,True,False,False
311,W002,Je,45,46,1,6.035134479033361,True,False,False
311,W003,Je,81,91,10,8.750819494350656,False,True,True
311,W005,Je,113,108,-5,15.309170084811177,True,False,False
311,W007,Je,160,163,3,28.09983688851294,True,False,False
311,W002,Jw,45,46,1,11.47694075156368,True,False,False
311,W003,Jw,81,83,2,17.978781727613566,True,False,False
311,W005,Jw,113,104,-9,23.852084426677543,False,True,False
311,W007,Jw,160,152,-8,19.66120442479689,False,True,False
312,W002,P,45,45,0,30.01371339491338,True,False,False
312,W003,P,81,91,10,72.07016259069215,False,True,True
312,W005,P,113,114,1,49.483127069381055,True,False,False
312,W007,P,160,158,-2,14.075430222478285,True,False,False
312,W002,V,45,46,1,16.984136962834455,True,False,False
312,W003,V,81,80,-1,21.093098260682993,True,False,False
312,W005,V,113,114,1,53.47427055816251,True,False,False
312,W007,V,160,161,1,55.527354432396024,True,False,False
312,W002,H,45,36,-9,12.699682443352568,False,True,True
312,W003,H,81,77,-4,14.486172813667412,True,False,False
312,W005,H,113,115,2,80.55891741777252,True,False,False
312,W007,H,160,153,-7,11.421187249892995,False,True,False
312,W002,Je,45,47,2,8.78581308022691,True,False,False
312,W003,Je,81,76,-5,8.361185030607531,True,False,False
312,W005,Je,113,110,-3,27.866512777727017,True,False,False
312,W007,Je,160,162,2,37.03410690115177,True,False,False
312,W002,Jw,45,39,-6,21.77299822697676,False,True,False
312,W003,Jw,81,79,-2,18.91666349382103,True,False,False
312,W005,Jw,113,113,0,35.300532138073976,True,False,False
312,W007,Jw,160,167,7,13.989844656895666,False,True,False
313,W002,P,45,40,-5,27.732112931761453,True,False,False
313,W003,P,81,78,-3,76.1303342663029,True,False,False
313,W005,P,113,114,1,29.933130461900518,True,False,False
313,W007,P,160,165,5,20.600454902765215,False,True,False
313,W002,V,45,49,4,27.40150784987631,False,True,False
313,W003,V,81,78,-3,21.122111826611935,True,False,False
313,W005,V,113,111,-2,22.37696450163569,True,False,False
313,W007,V,160,161,1,65.9474772462433,True,False,False
313,W002,H,45,53,8,15.631054017332936,False,True,True
313,W003,H,81,77,-4,18.54945212840597,True,False,False
313,W005,H,113,115,2,27.07242327891137,True,False,False
313,W007,H,160,155,-5,24.696956195667045,True,False,False
313,W002,Je,45,44,-1,16.06909899003145,True,False,False
313,W003,Je,81,91,10,16.791138852520206,False,True,True
313,W005,Je,113,113,0,13.458099001495983,True,False,False
313,W007,Je,160,161,1,30.735894497413316,True,False,False
313,W002,Jw,45,41,-4,12.750665192882058,True,False,False
313,W003,Jw,81,79,-2,14.369159215834465,True,False,False
313,W005,Jw,113,110,-3,16.0780353825807,True,False,False
313,W007,Jw,160,159,-1,23.918480027407163,True,False,False
314,W002,P,45,42,-3,26.31109318016245,True,False,False
314,W003,P,81,82,1,80.50133888860509,True,False,False
314,W005,P,113,113,0,26.90470888213607,True,False,False
314,W007,P,160,158,-2,33.30974809673439,True,False,False
314,W002,V,45,46,1,23.182594716517123,True,False,False
314,W003,V,81,81,0,21.842610119628297,True,False,False
314,W005,V,113,114,1,17.58553083571974,True,False,False
314,W007,V,160,160,0,54.704321709229674,True,False,False
314,W002,H,45,35,-10,9.49566371839553,False,True,True
314,W003,H,81,91,10,23.983467666496352,False,True,True
314,W005,H,113,115,2,20.508099429823407,True,False,False
314,W007,H,160,150,-10,9.998023229548965,False,True,True
314,W002,Je,45,45,0,6.871837225506939,True,False,False
314,W003,Je,81,91,10,9.410470435710105,False,True,True
314,W005,Je,113,102,-11,13.089230692263635,False,True,True
314,W007,Je,160,160,0,18.86951380444007,True,False,False
314,W002,Jw,45,52,7,12.937909023415202,False,True,True
314,W003,Jw,81,79,-2,10.51065706077298,True,False,False
314,W005,Jw,113,107,-6,34.989747209543516,True,False,False
314,W007,Jw,160,159,-1,14.804084224100231,True,False,False
315,W002,P,45,41,-4,28.152718172794902,True,False,False
315,W003,P,81,76,-5,75.88073432199427,True,False,False
315,W005,P,113,111,-2,27.786274295505915,True,False,False
315,W007,P,160,157,-3,32.516366759995165,True,False,False
315,W002,V,45,44,-1,19.113891095994774,True,False,False
315,W003,V,81,76,-5,39.86652741223052,True,False,False
315,W005,V,113,114,1,21.9918690936812,True,False,False
315,W007,V,160,160,0,38.968548883653895,True,False,False
315,W002,H,45,35,-10,8.168956644741135,False,True,True
315,W003,H,81,77,-4,15.77452867308752,True,False,False
315,W005,H,113,115,2,46.10667773076939,True,False,False
315,W007,H,160,155,-5,24.082405718934922,True,False,False
315,W002,Je,45,46,1,16.257138619686398,True,False,False
315,W003,Je,81,91,10,12.553806231831667,False,True,True
315,W005,Je,113,110,-3,21.22931507269184,True,False,False
315,W007,Je,160,150,-10,11.893436453253184,False,True,True
315,W002,Jw,45,39,-6,33.028235518374515,False,True,False
315,W003,Jw,81,83,2,13.718432371285814,True,False,False
315,W005,Jw,113,110,-3,26.803910940087356,True,False,False
315,W007,Jw,160,164,4,11.561366840507311,True,False,False
316,W002,P,45,46,1,29.690492696910482,True,False,False
316,W003,P,81,84,3,36.018106705922165,True,False,False
316,W005,P,113,102,-11,57.62003705183355,False,True,True
316,W007,P,160,153,-7,17.412315148275844,False,True,False
316,W002,V,45,47,2,25.88621762656188,True,False,False
316,W003,V,81,83,2,12.538579691224545,True,False,False
316,W005,V,113,113,0,24.979984700451045,True,False,False
316,W007,V,160,160,0,36.770548941909944,True,False,False
316,W002,H,45,35,-10,14.720816204534803,False,True,True
316,W003,H,81,79,-2,13.485298356420348,True,False,False
316,W005,H,113,116,3,22.749949439449093,True,False,False
316,W007,H,160,155,-5,15.412151196923949,True,False,False
316,W002,Je,45,46,1,21.206818498908376,True,False,False
316,W003,Je,81,81,0,10.500945531787744,True,False,False
316,W005,Je,113,108,-5,28.800761121408666,True,False,False
316,W007,Je,160,161,1,37.86339400211794,True,False,False
316,W002,Jw,45,39,-6,9.743770727147833,False,True,False
316,W003,Jw,81,82,1,24.940185857202525,True,False,False
316,W005,Jw,113,109,-4,29.35698114499892,True,False,False
316,W007,Jw,160,161,1,18.93239056187323,True,False,False
317,W002,P,45,45,0,42.232605311155666,True,False,False
317,W003,P,81,81,0,47.661761412413604,True,False,False
317,W005,P,113,115,2,33.665822898704235,True,False,False
317,W007,P,160,159,-1,20.811773846496223,True,False,False
317,W002,V,45,47,2,30.771388506000708,True,False,False
317,W003,V,81,85,4,17.291508137713414,True,False,False
317,W005,V,113,114,1,27.69453430159329,True,False,False
317,W007,V,160,162,2,50.47267451096448,True,False,False
317,W002,H,45,35,-10,24.587039405982487,False,True,True
317,W003,H,81,77,-4,17.210980036175858,True,False,False
317,W005,H,113,115,2,47.860577873977334,True,False,False
317,W007,H,160,153,-7,9.951356531736801,False,True,False
317,W002,Je,45,46,1,15.227752328069204,True,False,False
317,W003,Je,81,77,-4,8.148613332791534,True,False,False
317,W005,Je,113,111,-2,13.322792522215675,True,False,False
317,W007,Je,160,162,2,21.309007272778288,True,False,False
317,W002,Jw,45,42,-3,10.72148619476776,True,False,False
317,W003,Jw,81,80,-1,21.965635207940515,True,False,False
317,W005,Jw,113,109,-4,24.609001507455474,True,False,False
317,W007,Jw,160,150,-10,23.53932566757162,False,True,True
318,W002,P,45,45,0,23.753447358086554,True,False,False
318,W003,P,81,76,-5,59.18988770813114,True,False,False
318,W005,P,113,110,-3,26.939621442013568,True,False,False
318,W007,P,160,155,-5,20.08025389644911,True,False,False
318,W002,V,45,43,-2,15.682077708698074,True,False,False
318,W003,V,81,77,-4,24.026072528313374,True,False,False
318,W005,V,113,112,-1,20.15548829550876,True,False,False
318,W007,V,160,161,1,32.59378620428099,True,False,False
318,W002,H,45,35,-10,12.078631058380388,False,True,True
318,W003,H,81,75,-6,12.605330035013456,True,False,False
318,W005,H,113,116,3,35.23839486033069,True,False,False
