day,P_score,V_score,H_score,Je_score,Jw_score
14,4.400409339837881,4.689069360033319,13.485844807453383,3.1315916424411308,4.883965322489396
15,4.624876231128891,5.101033195704611,14.658745903228548,3.274745660215383,4.4429794789011305
16,4.633617612722337,5.335538519795408,15.758662787648024,3.4842999953967704,3.8997284421736076
17,4.596128332582877,5.272810501572227,16.707266075316635,3.728576877184414,3.2909642254008364
18,4.698734265329099,4.950908114829897,17.550833454525677,3.993478589130883,2.7646059791447337
19,4.627286357049675,4.3845330545052486,18.08402735192542,4.257481048761578,2.4116658150447625
20,4.0901604217348435,3.797568801469305,17.76800036369331,4.480060974315028,2.2147226639401203
21,3.411590916371882,3.4946978650071223,16.442538537983282,4.68035780099184,2.132664404129167
22,3.0920880814504024,3.5091585762373683,14.61782147815967,4.929902486558975,2.070547192176315
23,2.919192172430031,3.692783586566124,12.813381443550638,5.2701804608926635,1.9273408939765568
24,2.9757658785910523,3.942859910022266,11.139045042133596,5.652687245532948,1.7630372178935794
25,3.4490179645195065,4.265022094404673,9.735758200987881,5.952954722422097,1.6723469288360135
26,4.294728687263761,4.738527422782342,8.643750231614934,6.0665828732930125,1.691763737624278
27,5.253232844084997,5.312876198471043,7.887581806376361,5.923800405139695,1.8677665609186702
28,6.174662722672269,5.957652183946038,7.452971374901028,5.584828880162088,2.161624456744032
29,7.100196860497216,6.6102859603440285,7.391740557848151,5.212964065254532,2.491533163607365
30,8.389789530196829,6.941599316355871,7.748701945639219,5.013734327150961,2.806599715310974
31,9.815016554538133,6.741751054745135,8.376155020388756,5.075214153576109,3.1643997204937335
32,11.145659761972743,6.23685485209638,9.05635146451737,5.267809092366989,3.5186509397107946
33,12.462368205611261,5.74252157315015,9.65073110730752,5.442389697096082,3.792632086668971
34,13.170076876576445,5.488306559140682,10.048112697425328,5.437637546724202,4.160133983423137
35,13.114661530740165,5.5231952285900725,10.10918859242761,5.1003605335904645,4.856367706562543
36,13.15575449419936,5.97766501711585,9.766157573926874,4.404149915695158,6.044895898792799
37,13.809761551829801,6.867710033578259,8.994747711942265,3.490009075697399,7.723574304102547
38,15.011627201822623,8.126451448039939,7.824404603741401,2.798517569703481,9.394767120960317
39,17.080891456966242,9.79089190044655,6.339217246253232,2.726614186275543,10.68819037665218
40,19.606601774515653,11.723371554917993,4.76587438338236,3.4589868024456614,11.460322172788048
41,21.79119492278679,13.619042058255335,3.3780985969383193,4.8011229039725665,11.770966007882706
42,23.51065727098314,15.454294380933383,2.2921681004408727,6.548734272628787,11.667764707468015
43,24.99091024803176,17.17299025462375,1.4852926382610656,8.58232030548438,11.319060825993866
44,26.249595777159243,18.575540197036105,0.94827276664101,10.463693053711147,10.94054628142348
45,26.563465838769993,19.235007755373612,0.6708649510050593,11.768001191895458,10.513710739521185
46,24.791612115879776,18.753834070287763,0.5746600176411749,12.201986759874023,9.77629609059732
47,20.931446314397853,17.231841496314843,0.5764487734934733,11.643310819387192,8.916572482936521
48,16.08892037930392,15.223386141224116,0.6542623819586404,10.47138719644,8.224242444008077
49,11.20824222418974,13.123626056626083,0.8484935139938596,9.077913943782736,7.579897996132241
50,7.393165815863778,10.972375391612863,1.168880632324901,7.703613262227702,6.852003604834169
51,4.783355078776255,8.69287070272132,1.5143388854078481,6.622660341222669,6.05162818329436
52,2.8933462785328246,6.349150896157054,1.8277777592836175,5.687902402331844,5.219347563769221
53,1.7931582192807323,4.260674462028415,2.168576863630527,4.839926726732725,4.336103965259797
54,1.5953803456584774,2.7155623208435875,2.5403301870463695,4.258982436034235,3.4734030967344283
55,2.0799144253422295,1.9209870931078865,2.853548327958142,3.935697728731873,2.816621079583546
56,2.9928667429706213,1.7768464571194142,3.029478959876314,3.7887063604158535,2.406424816477445
57,3.7408248717407524,2.0186809542074986,3.066305324426809,3.698898807735408,2.1965826152854726
58,4.206564344173297,2.4136398197494975,2.9855063606041794,3.5777436683516415,2.1444247252675024
59,4.748904709708889,2.9836851507702806,2.828793291951,3.4123555287578826,2.188496054725308
60,5.970888744511425,4.029921852067707,2.7309754687758425,3.245639177189866,2.30056387706099
61,8.161413244438695,5.722740604235266,2.7688805332373847,3.0925905543130527,2.4744150451002933
62,11.043894375736285,7.830137499468828,2.9139712502757074,3.0315062084730773,2.7124716336107073
63,13.974412313273014,10.031855075586051,3.1202989649057935,3.0465132183676404,3.038980579715127
64,16.25150029251228,12.039528952666217,3.388703616741095,3.093320188082494,3.46645361275921
65,17.206599258152806,13.475085311113489,3.7694038052573773,3.1744370109872078,3.9221962254721636
66,16.442026226089567,14.387973451048428,4.280685153171373,3.2926593915580638,4.352294645105784
67,15.652891658139161,15.067933633308899,4.931499107623527,3.422182472503688,4.783725931859982
68,15.396772346471572,15.52234266736076,5.800557331894736,3.5428547117411435,5.200916470121817
69,15.603562636796514,15.678308096706484,6.911416450159935,3.6775673565861244,5.596306993429233
70,16.519254054800943,15.483832580479003,8.04791025505957,3.8729232576037935,5.959448895154668
71,18.615251456416885,15.376277492229582,9.08877036998779,4.131351940854008,6.34468050040945
72,22.354239563128925,15.666766019545522,10.095353460487463,4.4332759116664375,6.798809547225458
73,28.01234876973806,16.40613533870948,11.082671441961097,4.748245736478719,7.338026745867444
74,34.430005012433526,17.391488270211497,12.001298240670767,5.037537091502003,8.037702738960377
75,40.62255928180666,18.574462746294607,12.777374006839231,5.270966456976614,8.924300762801398
76,45.725257719434694,19.52154228642429,13.312640589011737,5.476615298590638,9.936940735545601
77,49.44429681814528,20.14945937845848,13.498661553176767,5.636927927466381,10.940946048577981
78,52.333653359340815,20.606371017910877,13.241060062281143,5.754162439496927,11.840246837069596
79,54.95677182721146,20.893911808495147,12.645042336160685,5.838258156572779,12.722878630264963
80,57.09541841398471,20.958436491781047,11.906781007858935,5.912215056022428,13.58982804331006
81,58.71217332743492,20.60992109511487,11.086424097084208,5.948923321784777,14.296626416488884
82,59.21762425438138,19.813936480235007,10.143048281828067,5.873653416749018,14.718508656230235
83,58.00973149781387,18.50567658893936,9.075358969592168,5.740769171723617,14.807843176914874
84,55.83504790998616,16.876986976424295,7.995089720806907,5.722763127669891,14.392605036173217
85,52.70639802808164,14.92834023071871,7.036577395562967,5.8657182241578125,13.493258384294823
86,48.87683040567832,12.784746065475893,6.308832465588756,6.121295556100941,12.3339322509433
87,44.62173444681972,10.686603613825113,5.901292114095188,6.400552880655631,11.223258491394798
88,39.976874062524615,8.862263422625851,5.89312378222573,6.620162900207162,10.204885025313681
89,36.251938447045816,7.463613671055438,6.463499920293229,6.756436894874135,9.252500221421835
90,33.413095917496236,6.7579498191746525,7.736996917443479,6.859351551736157,8.40974140732496
91,31.270637153828254,6.913889703464083,9.481173863828767,7.0285914641388905,7.8726464837195875
92,30.562137097006705,7.882447395766093,11.20832839865356,7.329933754992022,7.683464225110906
93,30.702665346380595,9.180749220866156,12.607658844074816,7.65173099446632,7.913136178766586
