day,P_score,V_score,H_score,Je_score,Jw_score
94,31.94510795982129,10.254025291210144,13.525626048741833,7.771161835682942,8.655148690806355
95,33.259216108942724,10.70290382054478,13.787305052806543,7.737493788583446,9.900185013611353
96,32.994221043483265,10.428302967570835,13.260956034967666,7.653880340940944,11.624283242358443
97,31.677416192088824,9.638267164645955,12.13209485351992,7.603917798105355,13.783943549951976
98,29.902456617930497,8.620580567302197,10.57385056422308,7.7147048331992805,16.291766664249817
99,27.51516719871219,7.415420181661165,8.69885324553742,8.025558597418406,18.927794741614395
100,24.64531199323807,6.115400808223223,6.922534860536156,8.442616051620583,21.302514341065404
101,21.611810490018666,4.910423923142234,5.636544348492095,8.822241314475939,23.157290434282555
102,18.50314315134385,3.9083507680690843,4.832076308487749,9.165242255288085,24.345248599960204
103,15.772442171278987,3.2931147581878255,4.350848257978116,9.797636407812524,24.911597581426918
104,13.740892948490607,3.310156757879513,4.25757795457979,10.84306222495865,25.06998583750547
105,12.945740777614425,4.083709405694646,4.7811384151796945,12.148908320994156,24.970813645892488
106,13.455465940622437,5.524400956982682,6.190412221060018,13.627491080921544,24.791482501662728
107,14.710068210967837,7.3658308048829895,8.586263652550512,15.007958053776406,24.717924468339127
108,16.69232731530477,9.380851088340549,12.00134660251077,15.954546190829195,24.63696658932396
109,19.532468537395868,11.699134803640984,16.25384613655767,16.4185735104349,24.177378157853518
110,22.61836252400773,14.277789757541305,20.68610279548941,16.616007311174407,23.169081002425564
111,25.13601319028118,16.650406213534104,24.611441329409402,16.652666002833563,21.627147807683592
112,26.589265892094993,18.494079195534308,28.10977856347503,16.52608405744318,19.549915189674103
113,26.616812351441734,19.59434522224982,31.397895680457076,15.97026287747683,16.974676152538258
114,25.430997477767583,20.004865865386734,33.97293719395715,14.979102104031966,14.111621373811143
115,23.211290500824617,19.743516174760764,34.607065236011024,13.700008757934901,11.225043992467075
116,20.29151449874449,18.926013726039233,32.5957654819208,12.08899032801864,8.434314439627272
117,16.49916859590669,17.878941440245736,28.40077459871698,10.207532071216573,5.948034365374281
118,12.54963409782051,16.6755871013496,22.85703773172525,8.155632810917906,4.004679185263858
119,9.193929744315138,15.352789043376896,16.996943659561367,6.03625809555917,2.7205455202745465
120,6.415011750851125,14.26555932340824,11.782860271798366,4.0916696042531235,2.1439715806905593
121,4.440561909888679,13.507099109014508,7.481877108423486,2.477748873347459,2.397203370365875
122,3.673402390120544,12.779736687982352,4.000236236976731,1.3547048205209187,3.599617656844903
123,4.114930349490551,11.806308605857426,1.5754374390113863,0.802899018518926,5.67557313388403
124,5.063082738573638,10.505037043596552,0.5508324541099814,0.7352800161203428,8.387013933312813
125,5.803192241952834,8.96149651115969,0.8067738946414735,1.0386617718686848,11.433817336810872
126,5.946778876241709,7.17056149794948,1.8383660293745754,1.6470039373908483,14.523707083738184
127,5.6047712228159,5.285658467481652,3.0811810324442366,2.558955589928118,17.390305430396086
128,4.976338133502907,3.927745459460759,3.9586498457071704,3.8510624919159175,19.792465354859125
129,4.418438035861691,3.3617180024645705,4.241067494898854,5.4262419075344805,21.380172099834784
130,4.01229578232779,3.4190251240350555,4.15697809347793,7.169800288198494,21.9408475625849
131,3.472644540900264,3.874254144604839,3.819912911943309,8.974037721894558,21.47710969290609
132,3.123744040480706,4.58666703490997,3.1728981625036172,10.590987890412219,20.301949065145898
133,3.1785202058177564,5.5031504187055695,2.4000696259621668,11.870410231608481,18.72500026854774
134,3.3285695403759714,6.653392937766398,1.7674553650420197,12.976642677800852,17.020522882260472
135,3.597728155159995,7.837632064477557,1.2894168648661601,13.841185358144521,15.420223374474315
136,4.132054575827651,8.498506242322458,0.8991200817685452,14.318820217804232,13.900717968339862
137,4.864621967165027,8.277366218978703,0.6436161462413115,14.240249383136952,12.45161098074556
138,5.071550450487186,7.554137883974091,0.5473840983700522,13.750776375835876,11.104984619657227
139,4.697837904270265,6.7707832662312075,0.5700456992938472,13.232198830990125,9.990737642106847
140,4.249051020777699,6.1305428147278604,0.6536117567986119,12.770931837070808,9.152925395879802
141,3.8144560575975386,5.588357771188993,0.773194713126128,12.357973415085661,8.597476837989802
142,3.2109972201100785,5.1089790752996,0.9424199193240285,11.842834859360805,8.313287190288536
143,2.559288599236856,4.673339226731834,1.1077674170537783,10.99871862122497,8.312095663608265
144,2.201961555151513,4.3633699145939895,1.2514891547509566,9.87217524288744,8.510671525589785
145,2.198428515753669,4.257472817570308,1.4870141538253683,8.823836736572002,8.823624529335191
146,2.543575497183328,4.384161402889835,1.9002460379439565,7.879314206138605,9.214039622120806
147,3.1405372567094716,4.953999420495874,2.4183972207812197,7.051929207631547,9.680285941712718
148,3.833110468817182,6.060419802693465,2.928410396914603,6.319339798581772,10.174390855248003
149,5.07149493603472,7.378682481401112,3.516203480623388,5.734829668111795,10.695341075766319
150,7.084108572219209,8.59316664770476,4.346589420287194,5.331168757011434,11.175946449121477
151,9.520710598123664,9.905125175237888,5.517848995762309,5.1995138031331525,11.512103712597913
152,12.349912490840335,11.801109714904982,7.007457239930065,5.483193632962497,11.561730035015003
153,14.93534115250964,14.729375434145773,8.55840229031779,6.279856164840184,11.375983333715254
154,17.103740042524826,18.565749147048223,9.65769256159112,7.446479897761021,11.131617626957613
155,18.739719715808558,22.37029727573204,9.746850391531572,8.829590637586817,10.813803603691476
156,20.038379639918126,25.227418961709308,8.737230289805415,10.537300612525723,10.446314398572122
157,21.02810941477442,27.139169207696106,7.123376540409716,12.589655863943594,10.042274757412013
158,21.186921722771807,28.818893059905392,5.456963500980963,14.86466286992279,9.631445444758638
159,19.749519002548524,30.857005968908307,3.9080497002252974,17.098626751221754,9.184315775941675
160,17.76029095214629,32.95904552211712,2.5122076881083153,19.033830774063958,8.79322277104649
161,15.618548639594898,34.08042868585578,1.3611521303235836,20.223520665922436,8.600325051210058
162,13.572455514006393,33.59825982364314,0.6442144446765443,20.266046161694703,8.691824031375567
163,11.92922475353723,31.582649697346206,0.393805128283212,19.40288182219537,8.928980734584808
164,10.320547307747235,29.00517277605967,0.4567564427116304,18.039385174623433,9.150578461018158
165,8.885666155393693,26.62284114777471,0.6944917452658035,16.344288448378258,9.374096665766881
166,7.470763330079012,24.428359717363843,1.0533629418352932,14.41492023193597,9.650626452805946
167,6.3463306988578285,22.46992797355086,1.525494283858856,12.462431404478362,9.935659854203305
168,5.983400825831138,20.733141945033893,2.0874407303746283,10.735397564529402,10.175321693760148
