window,sector,lat_band,lat_min,lat_max,V850_mean,V850_abs_mean,V850_positive_mean,V850_positive_integrated,n_valid_grid
T3_early,east_sector,15_20N,15.0,20.0,1.9354651350887206,1.9354651350887206,1.9354651350887206,1896.7558323869462,980
T3_early,east_sector,20_25N,20.0,25.0,2.7082179552860453,2.7082179552860453,2.7082179552860453,2654.0535961803243,980
T3_early,east_sector,25_30N,25.0,30.0,3.376885410228792,3.376885410228792,3.376885410228792,3309.3477020242162,980
T3_early,east_sector,30_35N,30.0,35.0,3.306535950693236,3.306535950693236,3.306535950693236,3240.4052316793714,980
T3_early,east_sector,35_40N,35.0,40.0,2.424965370028806,2.424965370028806,2.424965370028806,2376.46606262823,980
T3_early,east_sector,40_45N,40.0,45.0,2.099986942713078,2.099986942713078,2.099986942713078,2057.9872038588164,980
T3_early,east_sector,45_50N,45.0,50.0,1.949076572253464,1.949076572253464,1.949076572253464,1910.0950408083947,980
T3_early,east_sector,50_55N,50.0,55.0,1.760659348306526,1.760659348306526,1.760659348306526,1725.4461613403955,980
T3_early,east_sector,55_60N,55.0,60.0,0.7800774170930963,0.7869997294487268,0.7835385732709116,806.261191895768,1029
T3_early,south_scs_ref,10_15N,10.0,15.0,1.6822652845996637,1.6865102890689367,1.6843877868343002,3402.4633294052865,2020
T3_early,south_scs_ref,15_20N,15.0,20.0,2.6252563772247828,2.6253012892062535,2.625278833215518,5303.0632430953465,2020
T3_early,south_scs_ref,20_25N,20.0,25.0,3.848536305118473,3.849170891244727,3.8488535981816,7774.684268326831,2020
T3_early,south_scs_ref,25_30N,25.0,30.0,4.49238725104605,4.492455932126766,4.492421591586408,9074.691615004544,2020
T3_early,south_scs_ref,30_35N,30.0,35.0,3.2130412642339277,3.2132905599834722,3.2131659121087,6490.595142459574,2020
T3_early,south_scs_ref,35_40N,35.0,40.0,2.1184267417556732,2.118833370346603,2.118630056051138,4279.632713223299,2020
T3_early,south_scs_ref,40_45N,40.0,45.0,1.4534179939057918,1.476420954283804,1.464919474094798,2959.137337671492,2020
T3_early,south_scs_ref,45_50N,45.0,50.0,0.5204416080121905,1.0313376234733702,0.7758896157427804,1567.2970238004164,2020
T3_early,south_scs_ref,50_55N,50.0,55.0,0.2017702090347721,1.0582051233280392,0.6299876661814056,1272.5750856864393,2020
T3_early,south_scs_ref,55_60N,55.0,60.0,-0.415598395222013,0.8230609581186312,0.2037312814483091,432.1140479518636,2121
T3_full,full_easm_lon,10_15N,10.0,15.0,1.4734448721898001,1.4802182233865013,1.4768315477881508,4164.664964762585,2820
T3_full,full_easm_lon,15_20N,15.0,20.0,2.1826036932368797,2.182679725422071,2.1826417093294754,6155.049620309121,2820
T3_full,full_easm_lon,20_25N,20.0,25.0,2.919485489222291,2.9205685574788784,2.9200270233505847,8234.476205848649,2820
T3_full,full_easm_lon,25_30N,25.0,30.0,3.2273852899906097,3.2490320864239433,3.2382086882072763,9131.74850074452,2820
T3_full,full_easm_lon,30_35N,30.0,35.0,2.5134322419391433,2.54223193719532,2.527832089567232,7128.486492579594,2820
T3_full,full_easm_lon,35_40N,35.0,40.0,1.8674124375531844,1.902671269738124,1.8850418536456546,5315.818027280746,2820
T3_full,full_easm_lon,40_45N,40.0,45.0,1.3425246183412585,1.3774320269691689,1.3599783226552138,3835.1388698877026,2820
T3_full,full_easm_lon,45_50N,45.0,50.0,0.6613350019797515,1.0028973135668673,0.8321161577733094,2346.5675649207324,2820
T3_full,full_easm_lon,50_55N,50.0,55.0,0.25620162810115427,1.041885616018598,0.6490436220598762,1830.3030142088508,2820
T3_full,full_easm_lon,55_60N,55.0,60.0,-0.2593653346510955,0.7823384920699956,0.26148657870945,774.2617595586815,2961
T3_full,west_sector,10_15N,10.0,15.0,0.9780672144153298,0.9975578780629791,0.9878125462391545,968.0562953143714,980
T3_full,west_sector,15_20N,15.0,20.0,2.0286032230083357,2.0286032230083357,2.0286032230083357,1988.031158548169,980
T3_full,west_sector,20_25N,20.0,25.0,3.2222038421363206,3.222531243394885,3.2223675427656033,3157.920191910291,980
T3_full,west_sector,25_30N,25.0,30.0,2.6678746329159684,2.730164394081276,2.699019513498622,2645.0391232286497,980
T3_full,west_sector,30_35N,30.0,35.0,0.9434412215569652,1.0263138140288213,0.984877517792893,965.1799674370352,980
T3_full,west_sector,35_40N,35.0,40.0,1.0776823442611034,1.1791414327932772,1.1284118885271905,1105.8436507566466,980
T3_full,west_sector,40_45N,40.0,45.0,0.6133128554201291,0.7116403775913477,0.6624766165057385,649.2270841756238,980
T3_full,west_sector,45_50N,45.0,50.0,-0.23424869707396176,0.3470518798277979,0.056401591376918046,55.273559549379684,980
T3_full,west_sector,50_55N,50.0,55.0,-0.947139618681648,0.9571228073189604,0.004991594318656142,4.891762432283019,980
T3_full,west_sector,55_60N,55.0,60.0,-1.116648671876946,1.1167732853375598,6.23067303068438e-05,0.06411362548574227,1029
T3_full,mid_sector,10_15N,10.0,15.0,2.360743025716504,2.360743025716504,2.360743025716504,2124.6687231448536,900
T3_full,mid_sector,15_20N,15.0,20.0,2.774934874245446,2.775173108425713,2.775053991335579,2497.548592202021,900
T3_full,mid_sector,20_25N,20.0,25.0,3.256656476892435,3.259693587170415,3.2581750320314247,2932.3575288282823,900
T3_full,mid_sector,25_30N,25.0,30.0,4.18807007573242,4.18807007573242,4.18807007573242,3769.263068159178,900
T3_full,mid_sector,30_35N,30.0,35.0,3.471993651172555,3.471993651172555,3.471993651172555,3124.7942860552994,900
T3_full,mid_sector,35_40N,35.0,40.0,1.9747108440230052,1.9747108440230052,1.9747108440230052,1777.2397596207047,900
T3_full,mid_sector,40_45N,40.0,45.0,1.3369268944777117,1.3392356951476156,1.338081294812664,1204.2731653313974,900
T3_full,mid_sector,45_50N,45.0,50.0,0.3153578739693008,0.7691777857515434,0.5422678298604222,488.04104687437996,900
T3_full,mid_sector,50_55N,50.0,55.0,0.08011818545096731,0.48602253398864725,0.28307035971980726,254.76332374782652,900
T3_full,mid_sector,55_60N,55.0,60.0,-0.40311325014924826,0.45630401119442165,0.026595380522586743,25.13263459384447,945
T3_full,east_sector,10_15N,10.0,15.0,1.173267314731599,1.173267314731599,1.173267314731599,1149.8019684369672,980
T3_full,east_sector,15_20N,15.0,20.0,1.7936438127036745,1.7936438127036745,1.7936438127036745,1757.7709364496009,980
T3_full,east_sector,20_25N,20.0,25.0,2.336521829176009,2.336521829176009,2.336521829176009,2289.791392592489,980
T3_full,east_sector,25_30N,25.0,30.0,2.973405613749874,2.973405613749874,2.973405613749874,2913.9375014748766,980
T3_full,east_sector,30_35N,30.0,35.0,3.244067134581014,3.244067134581014,3.244067134581014,3179.185791889394,980
T3_full,east_sector,35_40N,35.0,40.0,2.560477380026923,2.560477380026923,2.560477380026923,2509.2678324263843,980
T3_full,east_sector,40_45N,40.0,45.0,2.0883274099860256,2.0883274099860256,2.0883274099860256,2046.560861786305,980
T3_full,east_sector,45_50N,45.0,50.0,1.8607185918128768,1.8607185918128768,1.8607185918128768,1823.5042199766192,980
T3_full,east_sector,50_55N,50.0,55.0,1.6218273321530612,1.6220718669543064,1.6219495995536837,1589.51060756261,980
T3_full,east_sector,55_60N,55.0,60.0,0.7318839735492056,0.737038628355518,0.734461300952362,755.7606786799804,1029
T3_full,south_scs_ref,10_15N,10.0,15.0,1.614946801704534,1.6238374110217273,1.6193921063631307,3271.172054853524,2020
T3_full,south_scs_ref,15_20N,15.0,20.0,2.3975364335629603,2.3976425775046635,2.3975895055338117,4843.130801178299,2020
T3_full,south_scs_ref,20_25N,20.0,25.0,3.4307679963709394,3.4321211643165745,3.4314445803437574,6931.51805229439,2020
T3_full,south_scs_ref,25_30N,25.0,30.0,4.0796514769191905,4.0796514769191905,4.0796514769191905,8240.895983376764,2020
T3_full,south_scs_ref,30_35N,30.0,35.0,3.1035165608398323,3.1035165608398323,3.1035165608398323,6269.103452896461,2020
T3_full,south_scs_ref,35_40N,35.0,40.0,2.1423139055193023,2.1428639037308987,2.1425889046251005,4328.029587342703,2020
T3_full,south_scs_ref,40_45N,40.0,45.0,1.4714396343115455,1.484580543940208,1.4780100891258767,2985.580380034271,2020
T3_full,south_scs_ref,45_50N,45.0,50.0,0.5533259838743828,0.9388962059993696,0.7461110949368762,1507.14441177249,2020
T3_full,south_scs_ref,50_55N,50.0,55.0,0.20628593741519455,0.9467039379925765,0.5764949377038854,1164.5197741618485,2020
T3_full,south_scs_ref,55_60N,55.0,60.0,-0.3371522792019315,0.7206174627215793,0.19173259175982388,406.6648271225865,2121
T3_late,full_easm_lon,10_15N,10.0,15.0,1.4249151492784022,1.442779000361074,1.4338470748197383,4043.448750991662,2820
T3_late,full_easm_lon,15_20N,15.0,20.0,1.9511738823955282,1.9513025480103665,1.9512382152029473,5502.491766872311,2820
T3_late,full_easm_lon,20_25N,20.0,25.0,2.4926091583794654,2.495142182599522,2.4938756704894938,7032.729390780372,2820
T3_late,full_easm_lon,25_30N,25.0,30.0,2.8138116801676714,2.829467781332373,2.8216397307500225,7957.024040715063,2820
T3_late,full_easm_lon,30_35N,30.0,35.0,2.425133059210852,2.446380088974531,2.435756574092691,6868.83353894139,2820
T3_late,full_easm_lon,35_40N,35.0,40.0,1.9322287341168467,1.964606469381313,1.94841760174908,5494.537636932406,2820
T3_late,full_easm_lon,40_45N,40.0,45.0,1.3652311422099705,1.3880881547925723,1.3766596485012712,3882.180208773585,2820
T3_late,full_easm_lon,45_50N,45.0,50.0,0.6910251346941853,0.9292704246810393,0.8101477796876123,2284.6167387190667,2820
T3_late,full_easm_lon,50_55N,50.0,55.0,0.2679043083021564,0.9302749787792917,0.5990896435407241,1689.432794784842,2820
T3_late,full_easm_lon,55_60N,55.0,60.0,-0.18418722527580556,0.6718312447454635,0.24382200973482904,721.9569708248288,2961
T3_late,west_sector,10_15N,10.0,15.0,0.8128231674999092,0.864227310411272,0.8385252389555905,821.7547341764787,980
T3_late,west_sector,15_20N,15.0,20.0,1.8783015742934082,1.8783015742934082,1.8783015742934082,1840.73554280754,980
T3_late,west_sector,20_25N,20.0,25.0,2.9475992873058705,2.947924283120483,2.9477617852131766,2888.806549508913,980
T3_late,west_sector,25_30N,25.0,30.0,2.5132236256697933,2.558274855551894,2.5357492406108437,2485.034255798627,980
T3_late,west_sector,30_35N,30.0,35.0,1.066960448335309,1.128099860512426,1.0975301544238674,1075.57955133539,980
T3_late,west_sector,35_40N,35.0,40.0,1.160606323391311,1.2537749085400811,1.207190615965696,1183.0468036463822,980
T3_late,west_sector,40_45N,40.0,45.0,0.7223366398992929,0.7867489382363101,0.7545427890678015,739.4519332864454,980
T3_late,west_sector,45_50N,45.0,50.0,-0.10130282580558336,0.3047106744503285,0.10170392432237255,99.6698458359251,980
T3_late,west_sector,50_55N,50.0,55.0,-0.8147695019461756,0.833075255654631,0.009152876854227762,8.969819317143207,980
T3_late,west_sector,55_60N,55.0,60.0,-0.9307861164096729,0.9309433193515775,7.86014709523065e-05,0.08088091360992339,1029
T3_late,mid_sector,10_15N,10.0,15.0,2.270077983937275,2.270077983937275,2.270077983937275,2043.0701855435473,900
T3_late,mid_sector,15_20N,15.0,20.0,2.3826948189937824,2.3830979712536102,2.382896395123696,2144.6067556113267,900
T3_late,mid_sector,20_25N,20.0,25.0,2.6834528017205583,2.6910357266119362,2.6872442641662473,2418.5198377496226,900
T3_late,mid_sector,25_30N,25.0,30.0,3.564262175118815,3.564262175118815,3.564262175118815,3207.8359576069333,900
T3_late,mid_sector,30_35N,30.0,35.0,3.1363999365501174,3.1363999365501174,3.1363999365501174,2822.7599428951057,900
T3_late,mid_sector,35_40N,35.0,40.0,1.9128695453302003,1.9128695453302003,1.9128695453302003,1721.5825907971803,900
T3_late,mid_sector,40_45N,40.0,45.0,1.304816654013377,1.3062468276368804,1.3055317408251288,1174.9785667426158,900
T3_late,mid_sector,45_50N,45.0,50.0,0.3801103909709407,0.6957194624309915,0.537914926700966,484.1234340308694,900
T3_late,mid_sector,50_55N,50.0,55.0,0.15111470313764072,0.44589204971538504,0.29850337642651287,268.6530387838616,900
T3_late,mid_sector,55_60N,55.0,60.0,-0.3023136850090038,0.3701346549519123,0.033910484971454206,32.04540829802423,945
T3_late,east_sector,10_15N,10.0,15.0,1.2768847349224792,1.2768847349224792,1.2768847349224792,1251.3470402240296,980
T3_late,east_sector,15_20N,15.0,20.0,1.6234582258416188,1.6234582258416188,1.6234582258416188,1590.9890613247865,980
T3_late,east_sector,20_25N,20.0,25.0,1.8904864778439663,1.8904864778439663,1.8904864778439663,1852.6767482870869,980
T3_late,east_sector,25_30N,25.0,30.0,2.4892298579751735,2.4892298579751735,2.4892298579751735,2439.44526081567,980
T3_late,east_sector,30_35N,30.0,35.0,3.1691045552463475,3.1691045552463475,3.1691045552463475,3105.7224641414205,980
T3_late,east_sector,35_40N,35.0,40.0,2.723091792024664,2.723091792024664,2.723091792024664,2668.6299561841706,980
T3_late,east_sector,40_45N,40.0,45.0,2.074335970713563,2.074382467500814,2.0743592191071882,2032.8720347250446,980
T3_late,east_sector,45_50N,45.0,50.0,1.7546890152841719,1.7546890152841719,1.7546890152841719,1719.5952349784884,980
T3_late,east_sector,50_55N,50.0,55.0,1.4552289127689038,1.4563620629367635,1.4557954878528336,1426.679578095777,980
T3_late,east_sector,55_60N,55.0,60.0,0.6740518412965367,0.6796950597113892,0.676873450503963,696.5027805685779,1029
T3_late,south_scs_ref,10_15N,10.0,15.0,1.534164622230378,1.5561220505420645,1.5451433363862213,3121.189539500167,2020
T3_late,south_scs_ref,15_20N,15.0,20.0,2.124272501168772,2.1244521234627545,2.124362312315763,4291.211870877842,2020
T3_late,south_scs_ref,20_25N,20.0,25.0,2.9294460258739,2.932824556766098,2.9311352913199986,5920.893288466397,2020
T3_late,south_scs_ref,25_30N,25.0,30.0,3.584368547966958,3.584368547966958,3.584368547966958,7240.424466893255,2020
T3_late,south_scs_ref,30_35N,30.0,35.0,2.9720869167669175,2.9720869167669175,2.9720869167669175,6003.615571869173,2020
T3_late,south_scs_ref,35_40N,35.0,40.0,2.1709785020356587,2.171740551131371,2.171359526583515,4386.1462436987,2020
T3_late,south_scs_ref,40_45N,40.0,45.0,1.4930656027984495,1.5001096411198807,1.4965876219591647,3023.106996357513,2020
T3_late,south_scs_ref,45_50N,45.0,50.0,0.5927872349090133,0.8547447172781253,0.7237659760935693,1462.00727170901,2020
T3_late,south_scs_ref,50_55N,50.0,55.0,0.21170481147170142,0.8296876663894431,0.5206962389305724,1051.8064026397562,2020
T3_late,south_scs_ref,55_60N,55.0,60.0,-0.24301693997783372,0.604825973660225,0.18090451684119563,383.69848022017595,2121
S4,full_easm_lon,10_15N,10.0,15.0,1.4512697822144258,1.4958408914912966,1.473555336852861,4155.426049925069,2820
S4,full_easm_lon,15_20N,15.0,20.0,1.7348010573402177,1.7386353869019575,1.7367182221210877,4897.545386381467,2820
S4,full_easm_lon,20_25N,20.0,25.0,1.833101753073393,1.8403783741355069,1.8367400636044502,5179.606979364549,2820
S4,full_easm_lon,25_30N,25.0,30.0,1.8529000914316314,1.8850775307519252,1.8689888110917783,5270.548447278815,2820
S4,full_easm_lon,30_35N,30.0,35.0,1.5997898227380045,1.6333625784756305,1.6165762006068174,4558.744885711225,2820
S4,full_easm_lon,35_40N,35.0,40.0,1.218513390231554,1.25027246298969,1.234392926610622,3480.988053041954,2820
S4,full_easm_lon,40_45N,40.0,45.0,0.8066260693991275,0.8609676570247928,0.8337968632119603,2351.307154257728,2820
S4,full_easm_lon,45_50N,45.0,50.0,0.16571024616334004,0.5964858305566801,0.38109803836001005,1074.6964681752283,2820
S4,full_easm_lon,50_55N,50.0,55.0,-0.2528705482648139,0.677179092125592,0.21215427193038908,598.2750468436972,2820
S4,full_easm_lon,55_60N,55.0,60.0,-0.39797166793307326,0.4482140068714833,0.025121169469205062,74.38378279831619,2961
S4,west_sector,10_15N,10.0,15.0,0.5119630714392137,0.640218712419598,0.5760908919294059,564.5690740908177,980
S4,west_sector,15_20N,15.0,20.0,1.2046273067644535,1.2152028673600597,1.2099150870622568,1185.7167853210117,980
S4,west_sector,20_25N,20.0,25.0,1.6737609638238684,1.686551429636244,1.6801561967300562,1646.5530727954551,980
S4,west_sector,25_30N,25.0,30.0,1.2436144560367999,1.3362066793870322,1.2899105677119163,1264.112356357678,980
S4,west_sector,30_35N,30.0,35.0,0.6026691227472655,0.6992764402779865,0.650972781512626,637.9533258823735,980
S4,west_sector,35_40N,35.0,40.0,0.9468277055942163,1.0351851288241507,0.9910064172091835,971.1862888649998,980
S4,west_sector,40_45N,40.0,45.0,0.6486711022866947,0.7235213969078911,0.6860962495972928,672.3743246053469,980
S4,west_sector,45_50N,45.0,50.0,-0.2379922298302529,0.34297584859797814,0.052491809383862595,51.441973196185344,980
S4,west_sector,50_55N,50.0,55.0,-0.9184590473282013,0.9364528825778538,0.008996917624826245,8.81697927232972,980
S4,west_sector,55_60N,55.0,60.0,-0.49232361220944293,0.5165078626186246,0.012092125204590807,12.44279683552394,1029
S4,mid_sector,10_15N,10.0,15.0,2.757507779492435,2.757507779492435,2.757507779492435,2481.7570015431916,900
S4,mid_sector,15_20N,15.0,20.0,2.594017044843914,2.594515667044373,2.5942663559441432,2334.839720349729,900
S4,mid_sector,20_25N,20.0,25.0,1.8414904567194281,1.8503631399405762,1.845926798330002,1661.3341184970018,900
S4,mid_sector,25_30N,25.0,30.0,1.720543365469921,1.720543365469921,1.720543365469921,1548.4890289229288,900
S4,mid_sector,30_35N,30.0,35.0,1.3843367497285362,1.3843367497285362,1.3843367497285362,1245.9030747556826,900
S4,mid_sector,35_40N,35.0,40.0,0.6753124780384614,0.6786128229413585,0.67696265048991,609.266385440919,900
S4,mid_sector,40_45N,40.0,45.0,0.5099856164548936,0.5986475313818577,0.5543165739183757,498.8849165265381,900
S4,mid_sector,45_50N,45.0,50.0,-0.17725172562641944,0.5311085466036721,0.17692841048862634,159.2355694397637,900
