window,sector,lat_band,lat_min,lat_max,V850_mean,V850_abs_mean,V850_positive_mean,V850_positive_integrated,n_valid_grid
S4,mid_sector,50_55N,50.0,55.0,-0.34062648053006744,0.412342271252483,0.035857895361207766,32.27210582508699,900
S4,mid_sector,55_60N,55.0,60.0,-0.4898996440071076,0.5220958575472902,0.016098106770091294,15.212710897736274,945
S4,east_sector,10_15N,10.0,15.0,1.2168390287844515,1.2168390287844515,1.2168390287844515,1192.5022482087625,980
S4,east_sector,15_20N,15.0,20.0,1.468024030488829,1.468024030488829,1.468024030488829,1438.6635498790524,980
S4,east_sector,20_25N,20.0,25.0,1.9909433205868063,1.9909433205868063,1.9909433205868063,1951.1244541750702,980
S4,east_sector,25_30N,25.0,30.0,2.5904366518189055,2.5904366518189055,2.5904366518189055,2538.6279187825276,980
S4,east_sector,30_35N,30.0,35.0,2.800188672516151,2.800188672516151,2.800188672516151,2744.184899065828,980
S4,east_sector,35_40N,35.0,40.0,1.9783459371950307,1.9783459371950307,1.9783459371950307,1938.77901845113,980
S4,east_sector,40_45N,40.0,45.0,1.2340908726415702,1.2342211016097477,1.234155987125659,1209.472867383146,980
S4,east_sector,45_50N,45.0,50.0,0.8637278416223472,0.9025585628525968,0.8831432022374719,865.4803381927225,980
S4,east_sector,50_55N,50.0,55.0,0.48868336088625847,0.6484308467592117,0.568557103822735,557.1859617462803,980
S4,east_sector,55_60N,55.0,60.0,-0.22028427256653485,0.31110696462689635,0.04541134603018075,46.728275065055996,1029
S4,south_scs_ref,10_15N,10.0,15.0,1.7334853444252438,1.7702264973790736,1.7518559209021585,3538.74896022236,2020
S4,south_scs_ref,15_20N,15.0,20.0,1.9338172800037123,1.9346462119311596,1.9342317459674363,3907.148126854221,2020
S4,south_scs_ref,20_25N,20.0,25.0,1.96593090447625,1.9735057962047284,1.9697183503404891,3978.831067687788,2020
S4,south_scs_ref,25_30N,25.0,30.0,2.0889294799872045,2.089335618693543,2.089132549340374,4220.047749667555,2020
S4,south_scs_ref,30_35N,30.0,35.0,1.7398901984538984,1.7438965092427146,1.7418933538483066,3518.6245747735793,2020
S4,south_scs_ref,35_40N,35.0,40.0,1.2427796758369445,1.245452851502667,1.2441162636698058,2513.1148526130078,2020
S4,south_scs_ref,40_45N,40.0,45.0,0.821550253202172,0.8739328578862932,0.8477415555442326,1712.43794219935,2020
S4,south_scs_ref,45_50N,45.0,50.0,0.025434829710844622,0.5445190040685489,0.2849769168896968,575.6533721171875,2020
S4,south_scs_ref,50_55N,50.0,55.0,-0.37634693641635136,0.5781436627143778,0.1008983631490132,203.81469356100666,2020
S4,south_scs_ref,55_60N,55.0,60.0,-0.45203311065927426,0.4932449110377531,0.020605900189239395,43.70511430137676,2121
