window,sector,lat_band,lat_min,lat_max,P_mean,P_integrated,P_share_within_sector_window,n_valid_grid
S3,mid_sector,50_55N,50.0,55.0,3.6413732382776707,3277.2359144499037,0.06036647021896746,900
S3,mid_sector,55_60N,55.0,60.0,3.9823664442346067,3763.3362898017035,0.069320407194551,945
S3,east_sector,10_15N,10.0,15.0,9.893137687500156,9695.274933750152,0.16092920891670665,980
S3,east_sector,15_20N,15.0,20.0,8.905300686700004,8727.194672966003,0.14486031024179188,980
S3,east_sector,20_25N,20.0,25.0,5.027399764976588,4926.851769677056,0.08177946093967234,980
S3,east_sector,25_30N,25.0,30.0,4.137851813578876,4055.0947773072985,0.06730940577276769,980
S3,east_sector,30_35N,30.0,35.0,8.941599190345643,8762.76720653873,0.14545076896793838,980
S3,east_sector,35_40N,35.0,40.0,7.436175542236725,7287.452031391991,0.1209624170994739,980
S3,east_sector,40_45N,40.0,45.0,4.927679969269024,4829.126369883643,0.08015734383754909,980
S3,east_sector,45_50N,45.0,50.0,4.225789876431835,4141.274078903199,0.06873987235835609,980
S3,east_sector,50_55N,50.0,55.0,4.147101586997969,4064.159555258009,0.0674598695352274,980
S3,east_sector,55_60N,55.0,60.0,3.6505280139046965,3756.3933263079325,0.06235134233051655,1029
S3,south_scs_ref,10_15N,10.0,15.0,9.139044901690466,18460.870701414744,0.1578451622820242,2020
S3,south_scs_ref,15_20N,15.0,20.0,7.896026410661199,15949.973349535623,0.13637634824875697,2020
S3,south_scs_ref,20_25N,20.0,25.0,6.713905479517812,13562.089068625979,0.11595932740899817,2020
S3,south_scs_ref,25_30N,25.0,30.0,6.160095041259708,12443.391983344609,0.10639418144017163,2020
S3,south_scs_ref,30_35N,30.0,35.0,8.533234279804,17237.13324520408,0.1473818942980628,2020
S3,south_scs_ref,35_40N,35.0,40.0,5.259125951684925,10623.434422403549,0.09083307919318369,2020
S3,south_scs_ref,40_45N,40.0,45.0,3.4799906936704255,7029.58120121426,0.06010471572152329,2020
S3,south_scs_ref,45_50N,45.0,50.0,3.2988932908096986,6663.764447435591,0.05697688899007599,2020
S3,south_scs_ref,50_55N,50.0,55.0,3.556505600096028,7184.141312193977,0.06142624416915233,2020
S3,south_scs_ref,55_60N,55.0,60.0,3.6780711188313595,7801.188843041314,0.0667021582480509,2121
T3_early,full_easm_lon,10_15N,10.0,15.0,9.519856740493614,26845.99600819199,0.16127264814552011,2820
T3_early,full_easm_lon,15_20N,15.0,20.0,9.10815160028434,25684.98751280184,0.15429809169718123,2820
T3_early,full_easm_lon,20_25N,20.0,25.0,7.6967511163846325,21704.838148204664,0.1303880371830025,2820
T3_early,full_easm_lon,25_30N,25.0,30.0,5.647202230994082,15925.11029140331,0.09566732811553655,2820
T3_early,full_easm_lon,30_35N,30.0,35.0,6.675561640082365,18825.08382503227,0.11308841434297807,2820
T3_early,full_easm_lon,35_40N,35.0,40.0,4.985881612360869,14060.18614685765,0.0844641209300173,2820
T3_early,full_easm_lon,40_45N,40.0,45.0,3.605357425800922,10167.1079407586,0.061077131244716795,2820
T3_early,full_easm_lon,45_50N,45.0,50.0,3.6603682544614062,10322.238477581166,0.06200905094231256,2820
T3_early,full_easm_lon,50_55N,50.0,55.0,4.33555081390389,12226.253295208968,0.07344708854216338,2820
T3_early,full_easm_lon,55_60N,55.0,60.0,3.6141894344010286,10701.614915261445,0.06428808885657145,2961
T3_early,west_sector,10_15N,10.0,15.0,6.898718097825169,6760.743735868666,0.13054513154366137,980
T3_early,west_sector,15_20N,15.0,20.0,7.658015321933403,7504.855015494735,0.1449133887468648,980
T3_early,west_sector,20_25N,20.0,25.0,9.88151271759806,9683.882463246098,0.18698885202685273,980
T3_early,west_sector,25_30N,25.0,30.0,8.188962994132183,8025.183734249539,0.15496056457389873,980
T3_early,west_sector,30_35N,30.0,35.0,7.138530587368631,6995.7599756212585,0.13508312723348867,980
T3_early,west_sector,35_40N,35.0,40.0,2.845433401339899,2788.524733313101,0.0538444204284485,980
T3_early,west_sector,40_45N,40.0,45.0,1.1177948692333313,1095.4389718486646,0.02115214394524938,980
T3_early,west_sector,45_50N,45.0,50.0,2.546137126547769,2495.2143840168137,0.04818080712968451,980
T3_early,west_sector,50_55N,50.0,55.0,3.7725344817564515,3697.0837921213224,0.07138804676323146,980
T3_early,west_sector,55_60N,55.0,60.0,2.6645950223549746,2741.8682780032686,0.052943517608619844,1029
T3_early,mid_sector,10_15N,10.0,15.0,10.52313605496128,9470.822449465151,0.16875551299559635,900
T3_early,mid_sector,15_20N,15.0,20.0,10.269475259152948,9242.527733237654,0.1646876517135668,900
T3_early,mid_sector,20_25N,20.0,25.0,7.49572441235766,6746.151971121894,0.12020606897738019,900
T3_early,mid_sector,25_30N,25.0,30.0,4.404440734850723,3963.9966613656507,0.07063233353502148,900
T3_early,mid_sector,30_35N,30.0,35.0,7.520439278909502,6768.395351018552,0.12060241185100552,900
T3_early,mid_sector,35_40N,35.0,40.0,6.057295563273175,5451.566006945857,0.09713853501534678,900
T3_early,mid_sector,40_45N,40.0,45.0,3.860359405326059,3474.323464793453,0.061907109096630546,900
T3_early,mid_sector,45_50N,45.0,50.0,3.3945906243375297,3055.131561903777,0.05443775308312589,900
T3_early,mid_sector,50_55N,50.0,55.0,4.209429769968103,3788.4867929712927,0.06750501718686713,900
T3_early,mid_sector,55_60N,55.0,60.0,4.402282361086831,4160.156831227056,0.07412760654545936,945
T3_early,east_sector,10_15N,10.0,15.0,11.144316361673113,10921.43003443965,0.17982179542298274,980
T3_early,east_sector,15_20N,15.0,20.0,9.453510505707987,9264.440295593828,0.15253939111355452,980
T3_early,east_sector,20_25N,20.0,25.0,5.666510943871958,5553.180724994519,0.09143334939910641,980
T3_early,east_sector,25_30N,25.0,30.0,4.191227992669796,4107.4034328164,0.06762856672491271,980
T3_early,east_sector,30_35N,30.0,35.0,5.4007417829359285,5292.72694727721,0.08714496721965422,980
T3_early,east_sector,35_40N,35.0,40.0,6.160633546634596,6037.420875701904,0.09940638342867116,980
T3_early,east_sector,40_45N,40.0,45.0,5.867935925072103,5750.577206570661,0.09468349059996269,980
T3_early,east_sector,45_50N,45.0,50.0,5.020952805199771,4920.533749095775,0.08101679087917908,980
T3_early,east_sector,50_55N,50.0,55.0,5.021389439635446,4920.961650842737,0.08102383629907013,980
T3_early,east_sector,55_60N,55.0,60.0,3.8542908865912135,3966.0653223023587,0.06530142891290631,1029
T3_early,south_scs_ref,10_15N,10.0,15.0,9.401257427296711,18990.540003139355,0.15742669916861554,2020
T3_early,south_scs_ref,15_20N,15.0,20.0,9.083201620465632,18348.067273340577,0.15210076524881383,2020
T3_early,south_scs_ref,20_25N,20.0,25.0,7.393738277213584,14935.351319971438,0.12381022650425129,2020
T3_early,south_scs_ref,25_30N,25.0,30.0,5.234440584947218,10573.56998159338,0.08765217947227585,2020
T3_early,south_scs_ref,30_35N,30.0,35.0,6.989979059826466,14119.757700849463,0.11704916487566505,2020
T3_early,south_scs_ref,35_40N,35.0,40.0,5.5343147691433625,11179.315833669592,0.09267365700854782,2020
T3_early,south_scs_ref,40_45N,40.0,45.0,4.063319882047014,8207.906161734969,0.06804143399366583,2020
T3_early,south_scs_ref,45_50N,45.0,50.0,3.6236095691131154,7319.691329608493,0.0606783611610259,2020
T3_early,south_scs_ref,50_55N,50.0,55.0,4.199059692752113,8482.100579359267,0.07031443529272938,2020
T3_early,south_scs_ref,55_60N,55.0,60.0,3.9956147573350074,8474.69890030755,0.07025307727440949,2121
T3_full,full_easm_lon,10_15N,10.0,15.0,9.653622007121996,27223.21406008403,0.1635816925662095,2820
T3_full,full_easm_lon,15_20N,15.0,20.0,9.36931677886413,26421.47331639685,0.15876410903025445,2820
T3_full,full_easm_lon,20_25N,20.0,25.0,7.844050359794408,22120.22201462023,0.13291830087019257,2820
T3_full,full_easm_lon,25_30N,25.0,30.0,5.515772185807617,15554.477563977482,0.09346536971287783,2820
T3_full,full_easm_lon,30_35N,30.0,35.0,6.164256686966726,17383.203857246168,0.10445401130504914,2820
T3_full,full_easm_lon,35_40N,35.0,40.0,4.9365299513640775,13921.014462846699,0.083650045988145,2820
T3_full,full_easm_lon,40_45N,40.0,45.0,3.6134825074393784,10190.020670979047,0.06123086072659964,2820
T3_full,full_easm_lon,45_50N,45.0,50.0,3.6811556425093923,10380.858911876487,0.06237758948476395,2820
T3_full,full_easm_lon,50_55N,50.0,55.0,4.369937948119667,12323.225013697462,0.07404908183015106,2820
T3_full,full_easm_lon,55_60N,55.0,60.0,3.6818564782872962,10901.977032208684,0.06550893848575694,2961
T3_full,west_sector,10_15N,10.0,15.0,6.946668410167329,6807.735041963982,0.1316168690065394,980
T3_full,west_sector,15_20N,15.0,20.0,7.917160637789673,7758.817425033879,0.1500045536998063,980
T3_full,west_sector,20_25N,20.0,25.0,10.04490487733887,9844.006779792093,0.19031841616174294,980
T3_full,west_sector,25_30N,25.0,30.0,7.777697119219576,7622.143176835185,0.1473621716871619,980
T3_full,west_sector,30_35N,30.0,35.0,6.666853534945407,6533.516464246499,0.1263152833249396,980
T3_full,west_sector,35_40N,35.0,40.0,3.0777220786123562,3016.167637040109,0.058312865929568566,980
T3_full,west_sector,40_45N,40.0,45.0,1.1942686369405826,1170.383264201771,0.022627522931246518,980
T3_full,west_sector,45_50N,45.0,50.0,2.48141639475212,2431.788066857078,0.047014804406203425,980
T3_full,west_sector,50_55N,50.0,55.0,3.761087435462651,3685.865686753398,0.07126042630606937,980
T3_full,west_sector,55_60N,55.0,60.0,2.7730376326937525,2853.4557240418712,0.055167086546721984,1029
T3_full,mid_sector,10_15N,10.0,15.0,10.69209788083163,9622.888092748468,0.17320157871616992,900
T3_full,mid_sector,15_20N,15.0,20.0,10.250819191576682,9225.737272419014,0.1660532934605906,900
T3_full,mid_sector,20_25N,20.0,25.0,7.472415734003583,6725.174160603225,0.12104586175489657,900
T3_full,mid_sector,25_30N,25.0,30.0,4.397180532843764,3957.462479559388,0.0712300447187182,900
T3_full,mid_sector,30_35N,30.0,35.0,6.729438061547413,6056.494255392672,0.10901034662451461,900
T3_full,mid_sector,35_40N,35.0,40.0,5.903860998495768,5313.474898646191,0.0956368017630564,900
T3_full,mid_sector,40_45N,40.0,45.0,4.011303086150027,3610.1727775350246,0.06497920566886828,900
T3_full,mid_sector,45_50N,45.0,50.0,3.3951923993925184,3055.6731594532666,0.05499881222319921,900
T3_full,mid_sector,50_55N,50.0,55.0,4.227937788850932,3805.1440099658384,0.06848847699529073,900
T3_full,mid_sector,55_60N,55.0,60.0,4.430341321220927,4186.672548553775,0.07535557807469546,945
T3_full,east_sector,10_15N,10.0,15.0,11.3242770589869,11097.791517807162,0.1810300691142924,980
T3_full,east_sector,15_20N,15.0,20.0,9.963033890589909,9763.773212778111,0.15926921466215738,980
T3_full,east_sector,20_25N,20.0,25.0,5.955575545978408,5836.46403505884,0.09520592326450145,980
T3_full,east_sector,25_30N,25.0,30.0,4.230348791784956,4145.741815949257,0.06762642155126734,980
T3_full,east_sector,30_35N,30.0,35.0,5.106419423054773,5004.291034593678,0.08163130028230442,980
T3_full,east_sector,35_40N,35.0,40.0,5.921406951506392,5802.9788124762645,0.09465970358208045,980
T3_full,east_sector,40_45N,40.0,45.0,5.682555307172446,5568.904201028998,0.09084141748252568,980
T3_full,east_sector,45_50N,45.0,50.0,5.1456745276827585,5042.761037129103,0.08225883299515457,980
T3_full,east_sector,50_55N,50.0,55.0,5.1152512635754155,5012.946238303907,0.08177248622216884,980
T3_full,east_sector,55_60N,55.0,60.0,3.9144112376109073,4027.9291635016234,0.06570463084354755,1029
T3_full,south_scs_ref,10_15N,10.0,15.0,9.538169766993866,19267.102929327608,0.16049414139902,2020
T3_full,south_scs_ref,15_20N,15.0,20.0,9.326745938947456,18840.02679667386,0.15693661552324636,2020
T3_full,south_scs_ref,20_25N,20.0,25.0,7.493053827899804,15135.968732357604,0.12608197064460916,2020
T3_full,south_scs_ref,25_30N,25.0,30.0,5.040494948563308,10181.799796097881,0.08481395579633592,2020
T3_full,south_scs_ref,30_35N,30.0,35.0,6.328782605239589,12784.140862583969,0.10649134531488927,2020
T3_full,south_scs_ref,35_40N,35.0,40.0,5.541765737354833,11194.366789456762,0.09324859544113448,2020
T3_full,south_scs_ref,40_45N,40.0,45.0,4.1058229928148755,8293.762445486049,0.06908668560801492,2020
T3_full,south_scs_ref,45_50N,45.0,50.0,3.626639793283833,7325.8123824333425,0.061023703079889045,2020
T3_full,south_scs_ref,50_55N,50.0,55.0,4.183828011213368,8451.332582651004,0.07039923809539077,2020
T3_full,south_scs_ref,55_60N,55.0,60.0,4.042585446531118,8574.3237320925,0.07142374909747011,2121
T3_late,full_easm_lon,10_15N,10.0,15.0,9.814140327076052,27675.875722354464,0.16635414817369173,2820
T3_late,full_easm_lon,15_20N,15.0,20.0,9.682714993159879,27305.256280710855,0.1641264289090965,2820
T3_late,full_easm_lon,20_25N,20.0,25.0,8.02080945188614,22618.682654318916,0.13595637310696002,2820
T3_late,full_easm_lon,25_30N,25.0,30.0,5.3580561315838615,15109.718291066489,0.09082149163665124,2820
T3_late,full_easm_lon,30_35N,30.0,35.0,5.5506907432279595,15652.947895902846,0.09408673603512534,2820
T3_late,full_easm_lon,35_40N,35.0,40.0,4.877307958167928,13754.008442033557,0.08267259115129484,2820
T3_late,full_easm_lon,40_45N,40.0,45.0,3.6232326054055264,10217.515947243584,0.061415442781523555,2820
T3_late,full_easm_lon,45_50N,45.0,50.0,3.7061005081669753,10451.20343303087,0.06282009147365493,2820
T3_late,full_easm_lon,50_55N,50.0,55.0,4.4112025091786,12439.591075883653,0.07477189151366932,2820
T3_late,full_easm_lon,55_60N,55.0,60.0,3.7630569309508175,11142.41157254537,0.06697480521833259,2961
T3_late,west_sector,10_15N,10.0,15.0,7.004208784977919,6864.124609278361,0.13290649715912262,980
T3_late,west_sector,15_20N,15.0,20.0,8.228135016817193,8063.572316480849,0.15613078319180043,980
T3_late,west_sector,20_25N,20.0,25.0,10.240975469027843,10036.155959647285,0.1943249007654023,980
T3_late,west_sector,25_30N,25.0,30.0,7.28417806932445,7138.494507937961,0.13821897970168306,980
T3_late,west_sector,30_35N,30.0,35.0,6.1008410720375394,5978.824250596788,0.11576488387211488,980
T3_late,west_sector,35_40N,35.0,40.0,3.3564684913393052,3289.3391215125193,0.06368977334965012,980
T3_late,west_sector,40_45N,40.0,45.0,1.2860371581892849,1260.3164150254993,0.024402855362905797,980
T3_late,west_sector,45_50N,45.0,50.0,2.403751516597341,2355.6764862653945,0.04561174629703565,980
T3_late,west_sector,50_55N,50.0,55.0,3.7473509799100917,3672.40396031189,0.07110685984030472,980
T3_late,west_sector,55_60N,55.0,60.0,2.9031687651002858,2987.3606592881943,0.057842720459980485,1029
T3_late,mid_sector,10_15N,10.0,15.0,10.894852071876056,9805.36686468845,0.17865719106483005,900
T3_late,mid_sector,15_20N,15.0,20.0,10.228431910485162,9205.588719436646,0.167729024870595,900
T3_late,mid_sector,20_25N,20.0,25.0,7.44444531997869,6700.000787980821,0.12207634221453827,900
T3_late,mid_sector,25_30N,25.0,30.0,4.388468290435414,3949.621461391873,0.07196347528849563,900
T3_late,mid_sector,30_35N,30.0,35.0,5.780236600712906,5202.212940641615,0.09478612724253954,900
T3_late,mid_sector,35_40N,35.0,40.0,5.719739520762879,5147.765568686591,0.0937940772082489,900
T3_late,mid_sector,40_45N,40.0,45.0,4.192435503138789,3773.19195282491,0.06874886834349342,900
T3_late,mid_sector,45_50N,45.0,50.0,3.395914529458505,3056.3230765126546,0.055687268347171616,900
T3_late,mid_sector,50_55N,50.0,55.0,4.250147411510326,3825.1326703592936,0.06969524626332453,900
T3_late,mid_sector,55_60N,55.0,60.0,4.4640120733818405,4218.491409345839,0.07686237915676297,945
T3_late,east_sector,10_15N,10.0,15.0,11.54022989576344,11309.42529784817,0.1824507246900907,980
T3_late,east_sector,15_20N,15.0,20.0,10.574461952448216,10362.972713399251,0.1671819594460804,980
T3_late,east_sector,20_25N,20.0,25.0,6.30245306850615,6176.404007136027,0.09964161373391449,980
T3_late,east_sector,25_30N,25.0,30.0,4.27729375072315,4191.7478757086865,0.06762389931402732,980
T3_late,east_sector,30_35N,30.0,35.0,4.753232591197388,4658.16793937344,0.07514847959856434,980
T3_late,east_sector,35_40N,35.0,40.0,5.634335037352547,5521.648336605496,0.0890786856065258,980
T3_late,east_sector,40_45N,40.0,45.0,5.460098565692858,5350.896594379001,0.08632401166944721,980
T3_late,east_sector,45_50N,45.0,50.0,5.295340594662345,5189.433782769098,0.08371919257273047,980
T3_late,east_sector,50_55N,50.0,55.0,5.227885452303379,5123.327743257311,0.0826527285838298,980
T3_late,east_sector,55_60N,55.0,60.0,3.98655565883454,4102.165772940742,0.06617870478478952,1029
T3_late,south_scs_ref,10_15N,10.0,15.0,9.70246457463045,19598.97844075351,0.16421458613675216,2020
T3_late,south_scs_ref,15_20N,15.0,20.0,9.618999121125645,19430.378224673805,0.1628019301256345,2020
T3_late,south_scs_ref,20_25N,20.0,25.0,7.612232488723269,15376.709627221002,0.12883732768073952,2020
T3_late,south_scs_ref,25_30N,25.0,30.0,4.807760184902615,9711.675573503282,0.08137152606286209,2020
T3_late,south_scs_ref,30_35N,30.0,35.0,5.535346859735335,11181.400656665377,0.09368595852146466,2020
T3_late,south_scs_ref,35_40N,35.0,40.0,5.550706899208597,11212.427936401367,0.09394592778038278,2020
T3_late,south_scs_ref,40_45N,40.0,45.0,4.15682672573631,8396.789985987345,0.0703544522279256,2020
T3_late,south_scs_ref,45_50N,45.0,50.0,3.6302760622886936,7333.157645823161,0.06144256199498694,2020
T3_late,south_scs_ref,50_55N,50.0,55.0,4.165549993366875,8414.410986601088,0.07050209386811866,2020
T3_late,south_scs_ref,55_60N,55.0,60.0,4.098950273566452,8693.873530234443,0.07284363560113315,2121
S4,full_easm_lon,10_15N,10.0,15.0,9.211861952346956,25977.450705618416,0.15827849791604665,2820
S4,full_easm_lon,15_20N,15.0,20.0,10.195673348387476,28751.798842452685,0.17518237585120283,2820
S4,full_easm_lon,20_25N,20.0,25.0,9.031653199026852,25469.262021255723,0.15518214552449106,2820
S4,full_easm_lon,25_30N,25.0,30.0,6.013632450555239,16958.443510565772,0.10332641937285819,2820
S4,full_easm_lon,30_35N,30.0,35.0,5.533627374500897,15604.82919609253,0.09507895726118354,2820
S4,full_easm_lon,35_40N,35.0,40.0,4.667193069253189,13161.484455293992,0.08019185614232652,2820
S4,full_easm_lon,40_45N,40.0,45.0,3.309410244618255,9332.53688982348,0.05686238951645388,2820
S4,full_easm_lon,45_50N,45.0,50.0,3.203316045147261,9033.351247315277,0.05503947568896257,2820
S4,full_easm_lon,50_55N,50.0,55.0,3.7550268784350913,10589.175797186957,0.06451898834650518,2820
S4,full_easm_lon,55_60N,55.0,60.0,3.1228025249002775,9246.618276229721,0.05633889437996968,2961
S4,west_sector,10_15N,10.0,15.0,7.2337005373884695,7089.0265266407005,0.1419738558081253,980
S4,west_sector,15_20N,15.0,20.0,8.78367662309012,8608.003090628317,0.172394811190513,980
S4,west_sector,20_25N,20.0,25.0,9.52196104321296,9331.5218223487,0.18688491694843629,980
S4,west_sector,25_30N,25.0,30.0,6.687315479786583,6553.569170190851,0.13125010618886196,980
S4,west_sector,30_35N,30.0,35.0,5.983653089189584,5863.9800274057925,0.117439517505537,980
S4,west_sector,35_40N,35.0,40.0,3.2970664195915047,3231.1250911996744,0.06471061803366966,980
S4,west_sector,40_45N,40.0,45.0,1.20041751577124,1176.4091654558151,0.023560265235306844,980
S4,west_sector,45_50N,45.0,50.0,2.287244148311205,2241.499265344981,0.04489111337024575,980
S4,west_sector,50_55N,50.0,55.0,3.3464849238848355,3279.555225407139,0.06568054145896639,980
S4,west_sector,55_60N,55.0,60.0,2.4851562681917208,2557.2257999692806,0.05121425426033785,1029
S4,mid_sector,10_15N,10.0,15.0,10.313643369801076,9282.279032820968,0.17411161402865333,900
S4,mid_sector,15_20N,15.0,20.0,10.664128381497854,9597.715543348068,0.1800283894000083,900
S4,mid_sector,20_25N,20.0,25.0,9.367186458372029,8430.467812534825,0.1581338325067522,900
S4,mid_sector,25_30N,25.0,30.0,5.662122785733069,5095.910507159762,0.09558613786656596,900
S4,mid_sector,30_35N,30.0,35.0,5.153283812875784,4637.955431588205,0.08699608179537441,900
S4,mid_sector,35_40N,35.0,40.0,4.955901891766542,4460.311702589888,0.08366394361372725,900
S4,mid_sector,40_45N,40.0,45.0,3.276579112086075,2948.9212008774675,0.055314155943020714,900
S4,mid_sector,45_50N,45.0,50.0,2.61985844106181,2357.872596955629,0.04422760855155119,900
S4,mid_sector,50_55N,50.0,55.0,3.4249157977122326,3082.4242179410094,0.05781832821541618,900
S4,mid_sector,55_60N,55.0,60.0,3.6173285877561088,3418.3755154295227,0.06411990807893045,945
S4,east_sector,10_15N,10.0,15.0,10.086603744454234,9884.87166956515,0.1569550564909901,980
S4,east_sector,15_20N,15.0,20.0,11.076185135904666,10854.661433186573,0.1723536789740962,980
S4,east_sector,20_25N,20.0,25.0,8.22232702018353,8057.880479779859,0.12794552404716564,980
S4,east_sector,25_30N,25.0,30.0,5.64177713826647,5528.94159550114,0.08779024851978093,980
S4,east_sector,30_35N,30.0,35.0,5.400856993273177,5292.839853407713,0.08404135187178578,980
S4,east_sector,35_40N,35.0,40.0,5.784224943630338,5668.540444757731,0.0900068423212571,980
S4,east_sector,40_45N,40.0,45.0,5.46333159021657,5354.064958412238,0.08501350306766214,980
S4,east_sector,45_50N,45.0,50.0,4.64227136506524,4549.4259377639355,0.07223719527506284,980
S4,east_sector,50_55N,50.0,55.0,4.465219235105725,4375.914850403611,0.06948213244482876,980
S4,east_sector,55_60N,55.0,60.0,3.3156982204252996,3411.8534688176333,0.054174466987370606,1029
S4,south_scs_ref,10_15N,10.0,15.0,8.916597547552849,18011.527046056755,0.15430509618230936,2020
S4,south_scs_ref,15_20N,15.0,20.0,9.90209367865837,20002.229230889905,0.17135947981760818,2020
S4,south_scs_ref,20_25N,20.0,25.0,9.027223762160602,18234.991999564416,0.15621952470667613,2020
S4,south_scs_ref,25_30N,25.0,30.0,5.767587904333207,11650.527566753079,0.09981029216265462,2020
S4,south_scs_ref,30_35N,30.0,35.0,5.512536489746033,11135.323709286986,0.09539653087653387,2020
S4,south_scs_ref,35_40N,35.0,40.0,5.054764272062883,10210.623829567023,0.087474609347332,2020
S4,south_scs_ref,40_45N,40.0,45.0,3.5885121722033233,7248.7945878507135,0.06210056166942189,2020
S4,south_scs_ref,45_50N,45.0,50.0,3.0147589086081688,6089.812995388501,0.05217154423291529,2020
S4,south_scs_ref,50_55N,50.0,55.0,3.495740064850139,7061.394930997281,0.0604951052302561,2020
S4,south_scs_ref,55_60N,55.0,60.0,3.338750352926024,7081.489498556097,0.0606672557742925,2121
