window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,object,n_bootstrap_group,n_valid_peak,missing_peak_fraction,mean_peak_day,median_peak_day,q25_peak_day,q75_peak_day,std_peak_day,min_peak_day,max_peak_day,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,H,334,334,0.0,76.80239520958084,77.0,76.0,78.0,2.8542987357264793,68.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,Je,334,331,0.008982035928143712,81.74924471299094,82.0,80.0,85.0,4.626074751842111,61.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,Jw,334,334,0.0,82.55988023952096,83.0,81.0,84.0,2.874921278572116,72.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,P,334,334,0.0,81.46107784431138,82.0,79.0,84.0,2.7937048560560034,74.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,high,V,334,334,0.0,78.68562874251496,79.0,77.0,81.0,3.5539560573464843,67.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,H,333,333,0.0,78.15015015015015,77.0,76.0,81.0,3.0559503936929877,69.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,Je,333,332,0.003003003003003003,77.89156626506023,77.0,75.0,81.0,4.385535268787949,64.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,Jw,333,333,0.0,80.5915915915916,81.0,77.0,84.0,4.638905814737067,69.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,P,333,333,0.0,81.47447447447448,81.0,79.0,84.0,3.8507678130600778,65.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,low,V,333,333,0.0,80.90990990990991,81.0,78.0,83.0,3.383739152847029,69.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,H,333,333,0.0,77.14414414414415,77.0,76.0,78.0,2.698215095586608,69.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,Je,333,328,0.015015015015015015,80.22560975609755,81.0,77.0,82.0,4.248872805386992,66.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,Jw,333,332,0.003003003003003003,81.7078313253012,82.0,80.0,84.0,3.424921830123991,72.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,P,333,333,0.0,81.52852852852853,82.0,79.0,84.0,3.2612081890529963,65.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Je_delta_peak,H-Je,added_all_pair,False,mid,V,333,333,0.0,79.63963963963964,80.0,78.0,82.0,3.4092171118208943,68.0,87.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,H,334,334,0.0,76.55988023952096,77.0,75.0,78.0,2.596082978731844,69.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,Je,334,332,0.005988023952095809,80.4487951807229,81.0,77.0,84.0,4.571727617441067,66.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,Jw,334,333,0.0029940119760479044,83.78078078078079,84.0,83.0,85.0,2.419173535190158,72.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,P,334,334,0.0,81.57784431137725,82.0,79.0,84.0,2.9015249422852243,74.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,high,V,334,334,0.0,79.01497005988024,79.0,78.0,81.0,3.2737582290150624,67.0,86.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,H,333,333,0.0,78.15615615615616,78.0,77.0,80.0,3.0967724550235216,69.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,Je,333,331,0.006006006006006006,79.30211480362537,80.0,76.0,82.0,4.642944637618707,64.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,Jw,333,333,0.0,79.02702702702703,79.0,76.0,82.0,3.834198034601818,69.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,P,333,333,0.0,81.17717717717717,81.0,79.0,84.0,3.749918290895578,65.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,low,V,333,333,0.0,80.3903903903904,81.0,78.0,83.0,3.7957051066665923,68.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,H,333,333,0.0,77.38138138138139,77.0,76.0,79.0,2.854168672123183,68.0,86.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,Je,333,328,0.015015015015015015,80.10670731707317,81.0,77.0,83.0,4.812466368730317,61.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,Jw,333,333,0.0,82.05405405405405,82.0,80.0,84.0,3.3603943342123865,72.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,P,333,333,0.0,81.70870870870871,82.0,80.0,84.0,3.2611000180222027,65.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_H_vs_Jw_delta_peak,H-Jw,original_priority,True,mid,V,333,333,0.0,79.82882882882883,80.0,78.0,82.0,3.4819860189660194,68.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,H,334,334,0.0,77.04191616766467,77.0,76.0,78.0,2.9415799178964113,69.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,Je,334,333,0.0029940119760479044,78.63963963963964,78.0,76.0,81.0,4.7461959265672675,65.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,Jw,334,334,0.0,83.20958083832335,84.0,82.0,85.0,3.5051782120528974,72.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,P,334,334,0.0,81.46107784431138,81.0,79.0,84.0,3.413888790309483,74.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,high,V,334,334,0.0,80.11976047904191,80.0,78.0,82.0,3.2332774123697323,68.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,H,333,333,0.0,77.71171171171171,78.0,76.0,79.0,2.8990673221445338,68.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,Je,333,329,0.012012012012012012,81.34954407294833,82.0,80.0,83.0,4.639702219080518,61.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,Jw,333,333,0.0,79.85885885885885,80.0,77.0,82.0,3.6182129510208263,69.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,P,333,333,0.0,81.30630630630631,82.0,79.0,83.0,3.3078752128770117,65.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,low,V,333,333,0.0,79.48948948948949,80.0,77.0,82.0,3.9618714442802974,68.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,H,333,333,0.0,77.34234234234235,77.0,76.0,78.0,2.9097742289001745,69.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,Je,333,329,0.012012012012012012,79.88449848024317,80.0,77.0,82.0,4.304567533817875,64.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,Jw,333,332,0.003003003003003003,81.78915662650603,82.0,80.0,84.0,3.521724105647739,70.0,90.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,P,333,333,0.0,81.69669669669669,82.0,79.0,84.0,3.253527449177169,65.0,89.0,strict_99,direction_specific_99,stable,False
W081,W081_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,mid,V,333,333,0.0,79.62162162162163,80.0,78.0,82.0,3.44068689044576,67.0,88.0,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,high,H,334,334,0.0,77.66766467065868,77.0,77.0,79.0,2.3634547284817886,70.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,high,Je,334,333,0.0029940119760479044,79.51951951951952,80.0,77.0,82.0,4.541350551177932,63.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,high,Jw,334,334,0.0,80.52395209580838,81.0,77.0,83.0,4.067489350855134,69.0,91.0,strict_99,direction_specific_99,stable,False
W081,W081_P_vs_H_delta_peak,P-H,added_all_pair,False,high,P,334,334,0.0,80.09281437125749,80.0,78.0,82.0,2.6452534149117275,74.0,89.0,strict_99,direction_specific_99,stable,False
