window,source,target,best_positive_lag,best_positive_corr,best_positive_abs_corr,lag0_corr,lag0_abs_corr,lag_minus_tau0_abs,n_pairs_best_positive,n_pairs_lag0,classification,lag_tau0_class,classification_reason
S1,old_V_index_PC1,old_P_index_PC1,1.0,0.7698627981567109,0.7698627981567109,0.704251999615478,0.704251999615478,0.06561079854123286,1710,1755,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
T1,old_V_index_PC1,old_P_index_PC1,1.0,0.776975436912633,0.776975436912633,0.7455929005871782,0.7455929005871782,0.031382536325454846,405,405,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
S2,old_V_index_PC1,old_P_index_PC1,1.0,0.7347514791898272,0.7347514791898272,0.6834503651783509,0.6834503651783509,0.0513011140114763,1170,1170,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
T2,old_V_index_PC1,old_P_index_PC1,2.0,0.731059517704874,0.731059517704874,0.5983781164154098,0.5983781164154098,0.13268140128946415,540,540,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
S3,old_V_index_PC1,old_P_index_PC1,1.0,0.44716666788320714,0.44716666788320714,0.42277903963137353,0.42277903963137353,0.024387628251833604,900,900,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
T3,old_V_index_PC1,old_P_index_PC1,1.0,0.2718602612880848,0.2718602612880848,0.2378019421064788,0.2378019421064788,0.03405831918160604,495,495,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
S4,old_V_index_PC1,old_P_index_PC1,2.0,0.2833770889444594,0.2833770889444594,0.23357460445175857,0.23357460445175857,0.04980248449270083,1665,1665,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
T4,old_V_index_PC1,old_P_index_PC1,2.0,0.5151766414412442,0.5151766414412442,0.4704697950284883,0.4704697950284883,0.04470684641275591,450,450,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
S5,old_V_index_PC1,old_P_index_PC1,1.0,0.40786440484125175,0.40786440484125175,0.3654938194542372,0.3654938194542372,0.04237058538701455,855,855,lead_lag_yes_clear,stable_lag_dominant,best positive lag exceeds lag0 by margin
