window,source,target,lag,n_pairs,n_years_used,valid_year_fraction,r,signed_r,abs_r,eff_n,p_effn,same_year_only,target_window_rule,sample_status
T3_forw17,V_strength,P_main_band_share,-10,765,45,1.0,0.11747950144124132,0.11747950144124132,0.11747950144124132,45.27584862970668,0.4428474251646981,True,True,ok
T3_forw17,V_strength,P_south_band_share_18_24,-10,765,45,1.0,-0.08063236986217452,-0.08063236986217452,0.08063236986217452,45.90687149235209,0.5965848299844694,True,True,ok
T3_forw17,V_strength,P_main_minus_south,-10,765,45,1.0,0.11573025075839204,0.11573025075839204,0.11573025075839204,45.08237319919065,0.4507700797904237,True,True,ok
T3_forw17,V_strength,P_spread_lat,-10,765,45,1.0,0.011473419487306218,0.011473419487306218,0.011473419487306218,52.36349460835795,0.9357482813470637,True,True,ok
T3_forw17,V_strength,P_north_band_share_35_45,-10,765,45,1.0,-0.020536519557382615,-0.020536519557382615,0.020536519557382615,55.43341162548347,0.8817684745151988,True,True,ok
T3_forw17,V_strength,P_north_minus_main_35_45,-10,765,45,1.0,-0.09698368279827274,-0.09698368279827274,0.09698368279827274,52.91259288563838,0.4918691609657442,True,True,ok
T3_forw17,V_strength,P_total_centroid_lat_10_50,-10,765,45,1.0,0.06408047963267735,0.06408047963267735,0.06408047963267735,47.89414339944809,0.6672333419812795,True,True,ok
T3_forw17,V_strength,P_main_28_35_mean,-10,765,45,1.0,0.15197439073386498,0.15197439073386498,0.15197439073386498,51.41864587025375,0.28653794063405535,True,True,ok
T3_forw17,V_strength,P_south_10_25_mean,-10,765,45,1.0,-0.021721367936849433,-0.021721367936849433,0.021721367936849433,42.852059847601886,0.890915959778509,True,True,ok
T3_forw17,V_strength,P_scs_10_20_mean,-10,765,45,1.0,-0.016687182938069568,-0.016687182938069568,0.016687182938069568,42.852059847601886,0.9160953580362328,True,True,ok
T3_forw17,V_strength,P_highlat_40_60_mean,-10,765,45,1.0,0.015312678040221605,0.015312678040221605,0.015312678040221605,58.245641317679976,0.9093772579029136,True,True,ok
T3_forw17,V_strength,P_highlat_35_60_mean,-10,765,45,1.0,0.056666732490317444,0.056666732490317444,0.056666732490317444,53.17026833980542,0.6878264856338512,True,True,ok
T3_forw17,V_strength,P_highlat_minus_main,-10,765,45,1.0,-0.1327834928263321,-0.1327834928263321,0.1327834928263321,52.158140335908634,0.3490089782145085,True,True,ok
T3_forw17,V_strength,P_south_minus_main,-10,765,45,1.0,-0.08942717690913153,-0.08942717690913153,0.08942717690913153,44.04748277109093,0.5656433709762547,True,True,ok
T3_forw17,V_strength,P_south_plus_highlat_minus_main,-10,765,45,1.0,-0.08353337901385506,-0.08353337901385506,0.08353337901385506,43.755976265123834,0.5929776010384886,True,True,ok
T3_forw17,V_pos_centroid_lat,P_main_band_share,-10,765,45,1.0,0.06556046141414462,0.06556046141414462,0.06556046141414462,61.815279842680965,0.6146038188770038,True,True,ok
T3_forw17,V_pos_centroid_lat,P_south_band_share_18_24,-10,765,45,1.0,-0.039356679388305324,-0.039356679388305324,0.039356679388305324,62.4443748966083,0.7614345436615384,True,True,ok
T3_forw17,V_pos_centroid_lat,P_main_minus_south,-10,765,45,1.0,0.06179644698395532,0.06179644698395532,0.06179644698395532,61.62239097963559,0.6356783555928212,True,True,ok
T3_forw17,V_pos_centroid_lat,P_spread_lat,-10,765,45,1.0,-0.0192083950830867,-0.0192083950830867,0.0192083950830867,68.87997904388807,0.8760905898312603,True,True,ok
T3_forw17,V_pos_centroid_lat,P_north_band_share_35_45,-10,765,45,1.0,0.06313020526788608,0.06313020526788608,0.06313020526788608,71.93907571734253,0.5996768197507065,True,True,ok
T3_forw17,V_pos_centroid_lat,P_north_minus_main_35_45,-10,765,45,1.0,-0.014296345102836444,-0.014296345102836444,0.014296345102836444,69.4271810587822,0.9072346849439963,True,True,ok
T3_forw17,V_pos_centroid_lat,P_total_centroid_lat_10_50,-10,765,45,1.0,0.07239279136617778,0.07239279136617778,0.07239279136617778,64.42542847333029,0.5697849354150173,True,True,ok
T3_forw17,V_pos_centroid_lat,P_main_28_35_mean,-10,765,45,1.0,0.023902089734094918,0.023902089734094918,0.023902089734094918,67.93835336953366,0.8472330071259884,True,True,ok
T3_forw17,V_pos_centroid_lat,P_south_10_25_mean,-10,765,45,1.0,-0.09358114330663614,-0.09358114330663614,0.09358114330663614,59.39868650149326,0.4809048591194509,True,True,ok
T3_forw17,V_pos_centroid_lat,P_scs_10_20_mean,-10,765,45,1.0,-0.09741932129623473,-0.09741932129623473,0.09741932129623473,59.39868650149326,0.4629867343142662,True,True,ok
T3_forw17,V_pos_centroid_lat,P_highlat_40_60_mean,-10,765,45,1.0,-0.04801627947335136,-0.04801627947335136,0.04801627947335136,74.74092599942202,0.6839999459510535,True,True,ok
T3_forw17,V_pos_centroid_lat,P_highlat_35_60_mean,-10,765,45,1.0,-0.016862416031865075,-0.016862416031865075,0.016862416031865075,69.68396077936099,0.8904680662621927,True,True,ok
T3_forw17,V_pos_centroid_lat,P_highlat_minus_main,-10,765,45,1.0,-0.037565369042720564,-0.037565369042720564,0.037565369042720564,68.67532956633191,0.760690424880816,True,True,ok
T3_forw17,V_pos_centroid_lat,P_south_minus_main,-10,765,45,1.0,-0.07837462110953855,-0.07837462110953855,0.07837462110953855,60.59060212654177,0.5511783348099804,True,True,ok
T3_forw17,V_pos_centroid_lat,P_south_plus_highlat_minus_main,-10,765,45,1.0,-0.08371078838821039,-0.08371078838821039,0.08371078838821039,60.299958334453976,0.5253307656265902,True,True,ok
T3_forw17,V_NS_diff,P_main_band_share,-10,765,45,1.0,0.09923586474075279,0.09923586474075279,0.09923586474075279,42.52344341534951,0.5313589577825499,True,True,ok
T3_forw17,V_NS_diff,P_south_band_share_18_24,-10,765,45,1.0,-0.05407024203313635,-0.05407024203313635,0.05407024203313635,43.15472964475478,0.7316244136673067,True,True,ok
T3_forw17,V_NS_diff,P_main_minus_south,-10,765,45,1.0,0.090819195885705,0.090819195885705,0.090819195885705,42.329887988189355,0.5679094186846743,True,True,ok
T3_forw17,V_NS_diff,P_spread_lat,-10,765,45,1.0,-0.015824700777146414,-0.015824700777146414,0.015824700777146414,49.61426360928446,0.9139547658829992,True,True,ok
T3_forw17,V_NS_diff,P_north_band_share_35_45,-10,765,45,1.0,0.0008170339629831178,0.0008170339629831178,0.0008170339629831178,52.685702740842665,0.9954049146158568,True,True,ok
T3_forw17,V_NS_diff,P_north_minus_main_35_45,-10,765,45,1.0,-0.07058541238046025,-0.07058541238046025,0.07058541238046025,50.16362760199699,0.627280369116263,True,True,ok
T3_forw17,V_NS_diff,P_total_centroid_lat_10_50,-10,765,45,1.0,0.07249840833275281,0.07249840833275281,0.07249840833275281,45.14285553762462,0.637305902799217,True,True,ok
T3_forw17,V_NS_diff,P_main_28_35_mean,-10,765,45,1.0,0.12180797038055909,0.12180797038055909,0.12180797038055909,48.66896431272968,0.40808312444510175,True,True,ok
T3_forw17,V_NS_diff,P_south_10_25_mean,-10,765,45,1.0,-0.030335369897412708,-0.030335369897412708,0.030335369897412708,40.098677988806884,0.8533659420882578,True,True,ok
T3_forw17,V_NS_diff,P_scs_10_20_mean,-10,765,45,1.0,-0.027127633971604864,-0.027127633971604864,0.027127633971604864,40.098677988806884,0.868730370068046,True,True,ok
T3_forw17,V_NS_diff,P_highlat_40_60_mean,-10,765,45,1.0,0.011955956411356449,0.011955956411356449,0.011955956411356449,55.499404898278115,0.9309634159803455,True,True,ok
T3_forw17,V_NS_diff,P_highlat_35_60_mean,-10,765,45,1.0,0.05999946160908512,0.05999946160908512,0.05999946160908512,50.4214287301637,0.6791139845447864,True,True,ok
