window,year,variable,audit_surrogate_mode,year_n_finite,year_nan_fraction,year_mean,year_std,pooled_raw_phi_before_clip,pooled_phi_used,pooled_phi_clip_amount,pooled_phi_clip_severity,fallback_to_pooled_scale
T3_forw17,1979,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.07419985332422735,0.7821083721384288,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1980,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.3963023832596365,0.8309731301518083,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1981,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.21341189280180525,0.9450268633350406,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1982,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.3618772773056763,0.815521887718836,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1983,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.6162154150029518,1.2681351804975733,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1984,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.05182447286985899,0.7877628122763976,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1985,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.07499727559684893,0.8663216504419479,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1986,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.5225353462953255,1.6131554221601816,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1987,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.009177678163188683,1.7520247953385737,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1988,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.14179698989427955,0.8597865087441955,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1989,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.9215544855985325,1.555145037473859,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1990,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.13885846164828256,0.48665713064690774,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1991,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.6887958151922432,1.0638851212863343,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1992,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.1811566215969622,0.8386630343097258,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1993,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.5294427400220098,0.9241312196753795,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1994,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.08237822982060412,1.188807529290259,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1995,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,1.3045550666002943,1.027963078556066,0.9409590743874676,0.9409590743874676,0.0,none,False
T3_forw17,1996,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.17107120606817156,0.9570024645372397,0.9409590743874676,0.9409590743874676,0.0,none,False
