year,day,V_PC1,V_PC2,V_PC3,V_PC4,V_PC5
1980,175,146.65154,-41.605644,-257.89447,-76.24477,-7.846402
1980,176,197.06061,-17.282887,-193.32788,3.8994164,4.337322
1980,177,147.14279,-8.438308,-95.58216,11.003962,-0.7375085
1980,178,110.26279,-20.156334,-60.77552,-19.873844,-19.995415
1980,179,107.26384,-90.28684,-42.885666,-7.51746,-40.32307
1980,180,118.76558,-189.07088,-5.9804688,-16.710283,-57.276863
1980,181,132.66194,-266.12408,26.045254,-11.111293,-26.791965
1980,182,0.0,0.0,0.0,0.0,0.0
1980,183,0.0,0.0,0.0,0.0,0.0
1981,1,0.0,0.0,0.0,0.0,0.0
1981,2,0.0,0.0,0.0,0.0,0.0
1981,3,-98.10559,71.1964,-106.365005,101.71468,-68.121735
1981,4,-130.35646,18.280167,-67.65005,150.96732,-83.751205
1981,5,-194.6456,65.50962,-64.859764,172.29713,-83.052536
1981,6,-195.1498,98.26465,-41.50022,168.21786,-62.463306
1981,7,-156.56049,68.767845,-30.442743,126.09523,-50.441853
1981,8,-159.53104,14.288872,-43.07753,112.64762,-28.750063
1981,9,-143.6123,61.836884,-103.671364,46.81018,-2.1527193
1981,10,-2.313766,68.47563,-131.92703,-5.139608,-7.039358
1981,11,70.90536,-67.93925,-134.48271,25.652431,-9.043105
1981,12,1.5191444,-80.540565,-132.19147,131.83482,-8.368461
1981,13,-12.61226,-3.5943372,-99.472305,167.09482,-10.328921
1981,14,15.662222,-78.37762,-51.501385,163.54655,-24.320095
1981,15,-31.111597,-156.21086,-83.8861,156.28767,-1.658569
1981,16,24.448185,-59.970955,-131.72954,94.64867,-34.00497
1981,17,224.62733,-128.20569,-86.594444,34.701054,-81.8681
1981,18,268.74976,-268.14615,-37.258133,17.464136,-99.37619
1981,19,232.57248,-246.45995,-21.549051,30.631615,-96.16869
1981,20,173.89397,-190.77132,42.726093,3.7079592,-112.36773
1981,21,121.17059,-191.47598,-1.3302705,-61.402832,-85.38814
1981,22,106.88605,-126.80079,-56.14972,-81.74446,-48.53431
1981,23,109.51347,-100.270874,-95.82835,-112.90999,-19.335093
1981,24,124.82932,-68.58085,-153.85806,-104.269135,23.22753
1981,25,168.15115,-56.263718,-164.71803,-49.12287,43.336014
1981,26,164.15144,-37.658043,-78.17224,9.181778,36.58253
1981,27,92.21453,-9.995456,-55.970142,18.869154,44.401337
1981,28,6.699854,40.960064,-32.042366,91.114555,66.59124
1981,29,-65.41942,115.16301,-41.66531,-38.979702,56.94934
1981,30,17.931229,155.68752,-104.7879,-187.1652,-6.401712
1981,31,102.52752,114.41059,-126.08587,-260.89343,-29.485262
1981,32,77.86516,64.28408,-105.71714,-279.32352,-23.603819
1981,33,65.35905,146.99182,-80.017914,-365.45444,-44.897823
1981,34,65.10936,133.10559,5.717174,-298.9596,-54.62167
1981,35,-71.8597,94.40396,64.06276,-223.7643,5.028954
1981,36,-177.15529,95.74873,18.76937,-135.75664,65.6587
1981,37,-244.4172,120.84659,-47.10249,-127.44302,84.68656
1981,38,-188.10413,117.75351,-178.53403,-161.21301,27.296106
1981,39,-43.44654,113.735176,-245.74889,-125.633606,-64.18185
