year,day,P_PC1,P_PC2,P_PC3,P_PC4,P_PC5
1986,2,0.0,0.0,0.0,0.0,0.0
1986,3,6.1354704,120.28618,4.317345,-31.120056,-7.0281754
1986,4,-33.50214,178.37251,9.473289,-10.9536085,-10.290781
1986,5,-64.66426,231.02544,18.146723,-8.839864,-31.22933
1986,6,-76.83703,253.81808,20.723207,8.21924,-46.48389
1986,7,-43.536938,252.95546,-23.112343,57.430614,-67.609474
1986,8,32.638702,178.33142,-85.22368,162.79512,-41.511745
1986,9,54.7899,107.43234,-73.608864,133.81267,3.2982574
1986,10,99.6528,75.2642,-58.25559,124.314445,-2.7409666
1986,11,149.41322,59.96106,-63.72779,157.36504,-32.212334
1986,12,174.14688,14.213325,-61.826256,230.41592,-28.522783
1986,13,124.72392,23.443207,13.206831,132.59767,-26.733719
1986,14,166.24773,23.964495,11.580006,195.24118,-92.120834
1986,15,181.80525,-30.797522,-11.722041,259.80118,-70.03546
1986,16,157.88809,-75.00911,-3.2710574,241.04716,-0.5333848
1986,17,142.25478,-91.596466,40.603344,174.40204,7.180805
1986,18,149.28653,-138.53773,53.303673,191.98529,-1.374504
1986,19,108.59481,-176.45842,118.590126,190.6535,44.035233
1986,20,48.87225,-148.81996,190.76517,117.40752,89.8009
1986,21,17.656641,-132.05035,234.37445,48.427685,62.362965
1986,22,-7.320779,-97.624886,225.58281,-29.379713,77.99245
1986,23,21.497858,-12.018362,178.54927,-64.52049,23.911894
1986,24,86.05685,45.514626,52.172558,-68.165436,-31.123327
1986,25,149.5082,37.643833,-17.445011,-18.46226,-101.43279
1986,26,179.20168,48.17523,-48.828247,19.000074,-121.131516
1986,27,187.04272,74.53278,-39.554348,22.702414,-147.16208
1986,28,182.55214,75.03272,-29.417011,42.321526,-154.4922
1986,29,158.28165,65.22821,15.534193,71.04177,-151.69084
1986,30,121.30948,77.76206,48.780342,80.20613,-133.04823
1986,31,88.88925,72.64632,16.233234,102.1505,-85.35741
1986,32,58.192238,68.36478,-2.6758115,97.97761,-49.39735
1986,33,25.719036,51.142258,18.537378,85.5651,0.85624677
1986,34,-22.062716,46.086273,51.63189,-1.7334411,61.439274
1986,35,-45.373642,34.000443,50.40011,-102.00435,128.13327
1986,36,-53.02516,34.501938,83.01199,-194.69485,187.38443
1986,37,-61.25444,37.665,138.14627,-213.49637,223.04523
1986,38,-74.551216,-14.335616,220.07472,-184.03001,214.25066
1986,39,-57.43965,-103.673386,255.96385,-115.30242,155.27734
1986,40,-43.671986,-216.65787,290.0863,-86.92835,49.775837
1986,41,-43.500565,-353.213,257.16364,16.11462,-51.768135
1986,42,-155.56665,-453.91443,209.8525,28.589334,-92.216705
1986,43,-290.06857,-368.75754,118.71936,-32.730453,-37.373287
1986,44,-443.04465,-193.89859,37.13677,-98.424904,70.227875
1986,45,-573.6945,23.057348,-2.8489788,-101.427536,158.44283
1986,46,-664.5306,234.64961,92.60808,-142.54005,194.77412
1986,47,-523.4998,362.44592,131.5889,-35.37376,185.07455
1986,48,-359.2189,250.76912,194.84886,107.65439,176.45891
1986,49,-286.80457,60.31153,323.3641,156.48154,205.99603
1986,50,-253.78284,-97.280426,387.86996,144.07745,177.28134
1986,51,-260.32242,-216.89394,348.49606,84.24739,157.8188
1986,52,-369.81448,-294.7854,303.5096,-43.90667,174.23485
1986,53,-466.39508,-232.96321,236.56999,-198.69551,149.30211
1986,54,-441.14636,-112.16659,129.2394,-238.0794,50.28101
1986,55,-336.069,-18.19208,56.47877,-217.37259,12.587388
1986,56,-213.08357,34.744366,-16.664774,-93.165794,-52.911274
1986,57,-111.57119,22.399673,-61.825104,-24.630985,-95.827255
1986,58,-68.82996,-12.642862,-90.97946,-49.420387,-196.72327
1986,59,-29.808859,-41.783722,-136.15753,-69.57673,-265.8405
1986,60,-38.753536,-60.133335,-177.03989,-73.77402,-314.39432
1986,61,-48.434902,-85.32515,-127.03432,-153.11923,-314.16202
1986,62,-45.04483,-113.58016,-87.97098,-179.62457,-300.77286
1986,63,15.485318,-154.08496,-84.75103,-116.60521,-248.54689
1986,64,60.219994,-266.0867,-70.01925,-51.656868,-163.92168
1986,65,65.56724,-379.20688,9.542717,-69.84872,-88.29602
1986,66,54.881954,-441.52667,73.498436,-119.565285,-44.282246
1986,67,22.090929,-461.66748,120.0447,-208.19772,-48.95962
1986,68,-40.168076,-462.89386,157.49384,-281.66083,-39.817204
1986,69,-75.42528,-381.5311,221.43158,-364.88092,-105.45814
1986,70,-68.69021,-284.90527,234.76263,-367.60074,-150.5285
1986,71,-41.040928,-166.98721,226.9898,-313.3954,-178.93796
1986,72,-14.645772,-15.07462,206.72374,-226.6167,-181.67972
1986,73,42.026054,132.70232,185.19945,-240.10953,-215.56958
1986,74,128.32092,268.12244,97.38685,-245.24904,-284.4697
1986,75,203.36438,302.3706,-32.60406,-124.539276,-362.93686
1986,76,199.34637,280.2942,-82.38179,-67.37812,-332.9426
1986,77,174.20874,243.7621,-47.29472,-33.26885,-294.0575
1986,78,138.42259,218.20764,-10.887924,50.133575,-208.64919
1986,79,99.79682,165.74591,-0.24663173,141.05531,-102.62828
1986,80,45.067223,222.30028,25.763111,133.10811,-55.69182
1986,81,-6.104771,284.7176,-11.856087,141.63715,-135.0606
1986,82,-73.666374,222.17383,-28.380432,137.46696,-196.68073
1986,83,-113.620316,141.56306,6.380093,149.45734,-226.25908
1986,84,-142.93135,31.976456,129.62134,91.90806,-208.08401
1986,85,-104.02325,-89.8251,225.62016,-68.89515,-137.32967
1986,86,-14.075879,-158.84074,272.06903,-212.1133,-79.81288
1986,87,135.42273,-95.64126,213.35768,-265.50195,-81.10516
1986,88,217.5801,-35.626293,59.35511,-278.32812,-107.87769
1986,89,226.34836,20.916298,-109.8796,-262.18796,-90.98879
1986,90,174.66673,57.4883,-201.71924,-186.81265,-69.84328
1986,91,123.35227,41.869804,-244.81114,-108.80699,-24.265575
1986,92,82.7959,-1.940899,-228.57172,-49.91125,-27.446571
1986,93,145.34554,-40.74772,-147.94911,11.611294,-39.535603
1986,94,196.37483,-37.275555,-66.61104,56.319134,-67.541214
1986,95,187.03854,-45.175396,-88.338646,91.302414,-148.70518
1986,96,87.57816,-18.733715,-126.921776,157.68727,-273.03467
1986,97,-145.3413,13.339339,-168.13896,176.6676,-382.35287
1986,98,-523.6919,-11.13134,-116.42722,143.72537,-412.49753
1986,99,-798.665,-162.19284,51.40354,147.19801,-485.22476
1986,100,-854.56915,-306.99518,313.30466,269.60693,-518.68195
1986,101,-719.63257,-366.95618,456.62766,375.5465,-446.90018
1986,102,-457.06015,-347.25995,523.3866,391.8006,-303.20337
1986,103,-196.10321,-222.95644,421.43073,407.6464,-201.4966
1986,104,22.649235,-1.8221685,193.52893,349.98456,-117.42216
1986,105,114.46897,170.49265,-49.212364,182.3898,-42.92376
1986,106,74.30075,263.06265,-157.51123,29.50498,-28.949
1986,107,23.43149,265.83212,-148.24721,-13.250072,-5.30974
1986,108,33.677734,228.33125,-21.584517,-32.975048,10.076175
1986,109,10.780035,182.78458,168.5508,8.613657,42.94166
1986,110,29.935646,142.35971,324.13043,53.56022,59.196087
1986,111,128.21979,89.54522,403.03015,37.225937,81.88551
1986,112,222.89081,60.03833,402.15533,-5.110863,82.402534
1986,113,322.92212,38.774075,376.94235,-75.48556,59.92159
1986,114,424.8214,37.08351,292.05966,-172.91772,41.40771
1986,115,474.37894,75.33253,210.85423,-261.23993,62.732895
1986,116,486.56845,98.61251,177.69064,-307.3941,70.87703
1986,117,507.87274,104.8351,170.09267,-344.52896,71.575035
1986,118,511.0954,103.58331,140.00801,-364.52356,43.935963
1986,119,453.32874,137.73715,61.649708,-341.37704,1.3437843
1986,120,300.1605,164.16933,-47.499676,-282.79474,-61.644814
1986,121,91.6295,149.9925,-146.59866,-238.32022,-112.6386
1986,122,-96.44043,79.74285,-258.45453,-255.4396,-126.56188
1986,123,-140.41042,70.71952,-292.63916,-226.50278,-60.767555
1986,124,-126.44671,88.76056,-254.77065,-180.18277,-4.001254
1986,125,-36.53242,142.31496,-161.72655,-153.7349,42.137245
1986,126,90.98656,245.07645,-44.17317,-106.706825,121.81752
1986,127,166.57729,392.7424,88.37727,-15.529534,165.57008
1986,128,62.723564,466.7648,154.72809,42.556316,129.76482
1986,129,-49.343105,458.2093,224.896,31.119719,143.75772
1986,130,-164.03894,379.0629,372.5251,31.214571,193.71057
1986,131,-197.84189,301.59412,447.46176,42.707684,186.87
1986,132,-177.94838,261.12976,419.77005,34.168068,130.07352
1986,133,-115.38772,243.06586,326.85135,5.4084916,100.7695
1986,134,-106.902664,252.7519,180.9537,-19.558685,45.797173
1986,135,-189.68985,300.53998,-110.36833,-67.12543,-93.252594
1986,136,-380.02087,401.16168,-319.6326,-97.22517,-143.38359
1986,137,-430.1601,451.18375,-361.5166,-105.03668,-128.33739
1986,138,-412.64432,444.95306,-308.63025,-138.24069,-126.54078
1986,139,-324.71555,415.63242,-223.44502,-104.231964,-138.82162
1986,140,-130.7506,335.7755,-99.68949,-37.15789,-91.07372
1986,141,85.17128,66.38581,44.2042,-14.664657,-104.78784
1986,142,124.85952,-143.01424,102.64512,-8.709641,-94.52271
1986,143,116.23241,-231.65874,101.26126,22.511703,-80.67347
1986,144,23.355116,-272.79547,107.03262,21.860006,-10.321213
1986,145,-99.414635,-302.7774,103.25453,-29.723866,228.51994
1986,146,-132.73387,-256.23947,-9.866878,51.68983,448.0632
1986,147,-117.75576,-156.06645,-123.63302,148.94923,444.96817
1986,148,-144.7016,-119.50424,-194.29811,137.56883,395.45917
1986,149,-138.38957,-118.071815,-239.39093,119.50137,322.59225
1986,150,-94.66925,-142.09601,-231.79706,94.02377,76.71397
1986,151,-112.51487,-104.54183,-181.76888,-33.251705,-175.28113
1986,152,-235.84041,-180.4263,-98.756134,-139.24153,-314.1788
1986,153,-366.34113,-236.72264,4.267889,-112.20762,-346.919
1986,154,-480.3169,-229.07831,91.31056,-59.883873,-321.71085
1986,155,-580.4923,-132.42813,204.89185,27.849213,-239.50156
1986,156,-600.62775,-46.13119,352.0158,131.29543,-174.80399
1986,157,-478.913,78.2503,454.11914,163.26176,-25.865747
1986,158,-294.23166,190.60081,460.42178,138.06953,79.84332
1986,159,-67.394684,247.38657,414.5382,69.4619,87.59334
1986,160,156.59436,271.1187,314.5892,-13.948703,47.767113
1986,161,310.08426,273.69272,204.04472,-153.53185,49.2053
1986,162,401.9213,239.14557,101.54437,-197.24977,26.930521
1986,163,464.6127,203.54755,32.896805,-170.48436,-43.17007
1986,164,523.63135,167.20041,-27.961817,-85.94907,-86.01647
1986,165,498.94626,131.43536,-113.077034,-35.26187,-113.06002
1986,166,401.24637,47.1916,-253.5875,-83.84827,-115.89947
1986,167,254.18974,-27.450092,-337.97455,-117.49767,-168.73997
1986,168,70.16958,-145.91911,-396.13806,-164.73459,-206.44765
1986,169,-158.06885,-336.1682,-452.05173,-211.21744,-222.62045
1986,170,-201.10013,-474.79996,-469.05823,-123.42772,-191.91818
1986,171,-154.86105,-409.34122,-446.74896,5.2348824,-193.88344
1986,172,-87.93568,-314.8815,-381.08096,14.503132,-149.5126
1986,173,15.580481,-231.92976,-294.65,-0.35368308,-93.75251
1986,174,160.46576,-90.16017,-199.42021,-29.614677,-14.536285
1986,175,173.46292,4.8710165,-87.12784,-164.57826,15.087699
1986,176,188.49599,-10.398812,58.423885,-235.09348,26.442966
1986,177,224.87598,-16.907732,126.4905,-228.86452,45.698933
1986,178,280.41156,9.211729,145.15352,-213.1176,75.467125
1986,179,324.02454,37.56008,154.07391,-215.83119,47.170937
1986,180,348.12613,83.02329,163.46361,-204.32425,11.9214525
1986,181,329.66095,95.654015,161.08226,-179.50824,33.350353
1986,182,0.0,0.0,0.0,0.0,0.0
1986,183,0.0,0.0,0.0,0.0,0.0
1987,1,0.0,0.0,0.0,0.0,0.0
1987,2,0.0,0.0,0.0,0.0,0.0
1987,3,83.933304,-141.25859,6.892903,165.50217,-48.099873
1987,4,64.516884,-188.84006,51.602726,202.22182,-25.615154
1987,5,49.74329,-175.41994,83.73377,199.82625,-17.772127
1987,6,63.31529,-167.98811,91.601234,227.24522,-21.585005
1987,7,61.388615,-154.87941,75.86923,196.79846,42.781235
1987,8,70.9133,-91.81078,55.88796,145.13731,41.483643
1987,9,87.17987,-90.60309,29.41973,107.19275,43.582947
1987,10,92.58938,-96.35525,35.723595,49.304058,1.6237283
1987,11,64.30619,-147.86531,85.35061,82.110535,-26.474314
1987,12,12.196044,-174.06798,99.41878,62.176304,-37.920807
1987,13,-44.717487,-169.38715,104.55656,-15.203609,20.32092
1987,14,-75.47235,-112.24142,85.821075,-90.81326,53.523403
1987,15,-72.10736,-58.2576,49.88088,-134.58179,69.7021
1987,16,-55.859337,15.930509,12.144082,-218.4481,95.68983
1987,17,-19.683775,109.223885,33.955486,-274.33426,51.06213
1987,18,17.999334,155.0206,41.40883,-277.0818,-33.71026
1987,19,46.188316,145.67786,22.15337,-226.97867,-52.210503
1987,20,66.08888,111.991394,8.037213,-191.69759,-31.383812
1987,21,104.568596,115.00615,-6.0879583,-162.87433,-60.021923
1987,22,135.07814,101.743484,-37.36882,-111.84506,-81.925125
1987,23,181.01685,78.54188,-84.9593,-3.1769059,-68.18502
1987,24,161.17305,71.4628,-47.09145,-28.607185,-56.866615
1987,25,148.83385,93.30424,-28.114653,-45.914284,-84.714264
1987,26,124.41369,76.8911,-17.51126,-63.126682,-62.107956
1987,27,114.853745,59.09621,-3.8611832,-77.4482,-41.874084
1987,28,89.164474,50.049374,-16.209076,-114.81023,3.9776373
1987,29,131.34065,109.05346,-57.529076,-135.57562,-48.355892
1987,30,169.27167,88.19576,-90.83955,-62.88122,-69.778244
1987,31,165.47452,78.70012,-80.09504,-32.351986,-65.517105
1987,32,168.26028,41.313652,-41.83108,41.267746,-66.0823
1987,33,151.32414,-8.716698,33.91101,37.7108,-51.42735
1987,34,118.19646,-97.08852,74.5649,72.86395,21.432161
1987,35,95.99109,-111.662254,123.42788,39.96446,33.516674
1987,36,109.42706,-123.78744,127.99767,26.365313,20.619698
1987,37,111.15785,-101.87698,106.58645,-32.317196,27.124079
1987,38,124.45758,-65.36107,80.9351,-72.03893,-10.11035
1987,39,149.74315,-17.829184,44.60806,-115.39371,-62.708473
1987,40,210.45554,34.0848,-23.821402,-117.017624,-107.606384
1987,41,242.18132,14.893537,-45.991657,-29.028027,-79.83151
1987,42,237.76317,7.931412,-35.544296,-47.970135,-60.8018
1987,43,269.41727,-0.5721497,-26.853271,2.0618699,-97.8954
1987,44,279.87213,-102.61637,36.168453,128.61038,-114.49007
1987,45,185.76424,-229.45596,136.03027,132.42036,-55.34337
1987,46,128.98007,-240.49237,136.36867,42.129417,-75.035774
1987,47,146.07454,-254.85464,118.72248,91.8465,-130.5632
1987,48,112.57687,-286.84717,71.84951,87.341484,-110.35039
1987,49,129.59654,-226.42838,-15.650888,83.305336,-129.09302
1987,50,196.45226,-181.93678,-110.50431,158.64595,-169.605
1987,51,230.39626,-166.25574,-105.70581,149.62953,-193.1531
1987,52,219.96371,-145.54488,-105.389595,71.0078,-200.12604
1987,53,244.40437,-90.37036,-82.724075,10.406948,-258.89392
1987,54,241.11734,-58.86674,-52.79567,-19.812286,-267.9213
1987,55,217.97836,-40.52688,18.781626,-44.70217,-226.23207
1987,56,182.61555,-0.11679935,96.29662,-29.10543,-167.86374
1987,57,163.58188,4.773305,118.19731,1.3854809,-50.319695
1987,58,133.39697,14.858414,170.49768,-39.54353,65.573204
1987,59,142.15353,64.33705,203.42447,-119.18732,68.224106
1987,60,158.16415,118.703285,193.27907,-183.43666,2.0213735
1987,61,203.33878,96.49339,108.49939,-177.6426,3.7338152
1987,62,230.84229,108.45336,121.22483,-184.92264,-46.875404
1987,63,225.62624,114.119576,138.22441,-132.05342,-97.792984
1987,64,196.38554,85.20039,145.79402,-150.95308,-85.00172
1987,65,213.2394,77.21602,131.64655,-133.39107,-117.0961
1987,66,168.11092,40.982056,140.61328,-59.700993,-164.53943
1987,67,50.146126,-61.984505,32.241116,-14.826026,-137.29988
1987,68,-77.63502,-146.45734,-142.6096,-92.33596,-37.30033
1987,69,-250.43265,-118.19515,-266.28488,-174.90913,-13.044103
1987,70,-468.9282,-3.0612607,-372.04742,-230.17082,32.293938
1987,71,-575.8391,190.09503,-469.55597,-297.23978,-20.73235
1987,72,-620.1504,350.03427,-527.9635,-274.7272,-130.18626
1987,73,-647.32806,407.48892,-486.27225,-177.64975,-159.72647
1987,74,-693.81744,387.62927,-394.47028,-119.63057,-96.92808
1987,75,-712.9499,274.4539,-305.91208,-133.74367,-31.16024
1987,76,-752.81793,134.65468,-203.4482,-140.01646,122.65648
1987,77,-745.5054,56.13688,-60.944847,-134.67896,328.08405
1987,78,-631.0013,47.93118,59.94932,-89.67864,336.64917
1987,79,-418.11853,-17.460045,110.304955,-66.60306,348.8911
1987,80,-176.05548,-136.86177,93.62792,-101.69092,419.36713
1987,81,38.225567,-238.75368,-14.863602,-211.13872,354.11255
1987,82,209.53294,-374.5387,-195.10881,-297.03247,321.96786
1987,83,279.0717,-482.9712,-325.51157,-403.77582,382.7018
1987,84,269.73627,-504.13974,-406.3419,-487.08615,358.64127
1987,85,221.12172,-414.60583,-412.006,-487.0583,243.78079
1987,86,168.68698,-309.2399,-337.21597,-416.65082,183.98375
1987,87,105.907486,-170.03256,-200.28429,-344.07144,60.6232
1987,88,20.888432,-74.66705,-128.50385,-283.4278,-48.26031
1987,89,-67.350006,-11.813276,-119.10346,-125.15148,-53.86253
1987,90,-114.189766,73.63696,-100.66798,31.907856,5.106319
1987,91,-93.89074,134.13748,-86.36213,150.69298,48.5628
1987,92,-78.92598,213.83687,-42.616825,165.61504,68.13561
1987,93,-30.238554,301.00305,-7.1493144,157.9284,70.96914
1987,94,71.52194,353.74777,62.093876,67.3764,26.760973
1987,95,149.24196,331.438,111.30379,-15.809466,-5.0151086
1987,96,162.63298,300.18927,168.20801,-84.92032,3.7119982
1987,97,200.48395,244.88094,194.80234,-139.88652,3.8750677
1987,98,188.65898,242.95137,210.87784,-181.68867,-17.488909
1987,99,111.85792,265.34967,112.53408,-180.37799,-93.904205
1987,100,-36.19181,270.65427,-91.59109,-192.54996,-211.38448
1987,101,-209.37779,217.74799,-313.5447,-221.7616,-375.50467
1987,102,-367.27942,79.124794,-442.27066,-218.17592,-400.09305
1987,103,-404.17468,-98.34889,-555.0975,-82.57536,-265.60205
1987,104,-398.68967,-195.2969,-581.34937,77.29147,-155.44739
1987,105,-300.07596,-262.89075,-437.76013,181.62775,21.884003
1987,106,-188.887,-165.0625,-320.1579,318.6065,163.95436
1987,107,-136.15729,102.28353,-314.7355,431.50253,117.109436
1987,108,-174.73718,304.37357,-326.19012,374.4644,-74.58612
1987,109,-175.27606,307.92764,-281.03833,245.82466,-152.06294
1987,110,-106.60602,277.2999,-270.65646,202.74887,-285.49237
1987,111,-4.872237,160.66307,-208.26698,187.91537,-340.67996
1987,112,98.59115,1.7896942,-124.09301,209.99744,-288.26297
1987,113,154.83447,-62.23481,-76.876945,275.08514,-278.12704
1987,114,142.22528,-63.394543,-76.829994,316.13507,-323.60974
1987,115,67.69124,-134.8464,-39.553238,259.27274,-353.1736
1987,116,47.852802,-238.47612,2.0362525,196.41882,-352.1603
1987,117,98.2561,-354.81467,33.493244,106.657265,-385.4138
1987,118,202.21825,-481.83,160.61374,46.40074,-335.0783
1987,119,329.2112,-523.8916,319.0852,60.52801,-251.00154
1987,120,446.59616,-413.86362,340.1684,93.70563,-165.4786
1987,121,518.9379,-260.714,302.8776,38.09776,-107.12763
1987,122,527.1068,-100.4569,280.13333,-43.764618,-39.80148
1987,123,547.6414,34.748,223.50803,-177.94864,-29.563673
1987,124,581.11597,128.17616,105.04411,-277.60913,-29.742771
1987,125,589.675,177.97804,63.842648,-347.23703,-35.511055
1987,126,587.4714,215.42957,60.231834,-366.12146,-71.42146
1987,127,615.95624,193.86533,46.02435,-290.15808,-127.84161
1987,128,584.8679,176.29309,39.964634,-204.03223,-128.14726
1987,129,534.74634,165.37099,36.596905,-120.1626,-94.86445
1987,130,457.66022,167.20229,-3.9630983,-1.708616,-80.576
1987,131,347.6161,174.46255,-64.76346,104.14224,-61.093666
1987,132,209.94601,230.9501,-116.77379,119.68478,15.406913
1987,133,70.33168,307.9122,-179.96107,147.50136,73.79903
1987,134,-105.35693,391.1794,-161.56471,160.59607,123.15067
1987,135,-294.5484,432.31833,-53.125797,163.59464,170.58353
1987,136,-421.24277,436.9506,115.03791,182.33536,218.12689
1987,137,-416.40826,424.82358,216.22989,190.60202,177.3237
1987,138,-366.96924,381.10544,284.6102,167.69777,137.61281
1987,139,-302.27615,376.49576,283.87195,138.15771,111.928955
1987,140,-196.99864,439.55853,244.11768,125.79132,154.37761
1987,141,-187.98068,504.98273,229.85416,132.32133,288.06796
1987,142,-216.44693,505.57825,343.352,132.58475,422.93765
1987,143,-139.97131,521.6164,403.05972,120.44784,434.6041
1987,144,-46.552605,500.3718,348.3168,114.992516,344.8962
1987,145,-4.2446094,411.0976,202.17583,56.290844,178.92648
1987,146,93.21053,282.85736,-1.1150953,-151.52016,-37.711987
1987,147,127.249275,161.75523,-299.83926,-342.0872,-195.98961
1987,148,82.4065,17.74978,-525.8239,-437.48148,-275.87003
1987,149,83.85276,-193.76903,-562.1273,-414.86728,-174.32431
1987,150,108.49876,-221.16449,-549.22174,-203.85571,-114.821014
1987,151,59.39586,-136.86504,-445.16724,-2.31036,-76.41468
1987,152,-19.805729,17.705944,-314.0523,194.66347,-4.211852
1987,153,-81.09914,154.69028,-160.64769,259.6948,66.37729
1987,154,-152.27077,397.55795,-71.68034,210.71309,-29.923876
1987,155,-218.05768,508.0749,-9.232518,51.555637,-89.49321
1987,156,-275.4852,512.447,-103.25146,28.595821,-164.0841
1987,157,-364.19687,486.21677,-181.8216,-6.445387,-271.97482
1987,158,-488.54538,432.50226,-270.93524,17.933157,-336.61395
1987,159,-607.8981,193.77635,-341.90045,7.061929,-350.49005
1987,160,-649.838,-127.58619,-330.49042,-30.909006,-327.6092
1987,161,-532.681,-239.00356,-339.25082,10.923646,-219.68797
1987,162,-362.62225,-239.09796,-320.63177,38.15913,-144.49146
1987,163,-183.87082,-161.30515,-289.56662,109.0106,-77.89184
1987,164,-24.758615,34.46161,-245.90749,161.78693,-2.1966956
1987,165,92.8646,281.83804,-225.22295,166.33269,62.10307
1987,166,135.50417,352.7459,-121.0719,58.077766,50.117832
1987,167,170.0777,336.02625,-32.577522,-1.5774099,75.50206
1987,168,230.90573,273.87335,77.611015,-80.40083,75.678505
1987,169,295.8052,203.91272,156.6641,-111.79847,60.703224
1987,170,337.86557,119.74956,206.25688,-138.85207,51.145737
1987,171,344.7073,57.894066,267.41824,-127.2696,32.130634
1987,172,365.21573,-33.08758,297.59006,-112.58812,-2.3226395
1987,173,328.52475,-105.794205,269.04,-97.26871,24.063095
1987,174,313.8882,-148.16794,203.0078,-71.736015,70.62924
1987,175,350.34866,-161.99556,169.77272,15.730432,38.55703
1987,176,383.88693,-200.74028,189.5833,56.263477,31.04246
1987,177,378.2534,-189.87245,212.86197,35.042633,28.330769
1987,178,393.3289,-139.83154,232.53601,3.8884528,-22.572817
1987,179,368.32117,-88.76486,279.5782,-43.47757,-67.56411
1987,180,302.53192,-51.012123,287.43442,-151.46986,-22.960306
1987,181,262.83432,-3.5674322,210.01735,-209.54987,12.478887
1987,182,0.0,0.0,0.0,0.0,0.0
1987,183,0.0,0.0,0.0,0.0,0.0
1988,1,0.0,0.0,0.0,0.0,0.0
1988,2,0.0,0.0,0.0,0.0,0.0
1988,3,-66.032074,103.808075,-38.66143,1.4342407,77.97385
1988,4,-58.470013,57.78561,-28.956932,63.445065,66.0037
1988,5,-88.84133,34.86309,-1.0335027,73.16926,100.967896
1988,6,-111.965805,29.96517,24.119604,53.874287,85.68782
1988,7,-118.32393,32.38929,51.46829,21.603405,79.96088
1988,8,-146.35344,55.325756,78.05606,-10.429727,88.6504
1988,9,-150.9789,117.59725,107.65198,-22.35404,6.328477
1988,10,-150.52327,88.535576,73.54574,25.509481,9.936587
1988,11,-134.18648,56.124603,40.55836,0.27524585,44.020557
1988,12,-144.92097,34.13098,21.343224,-18.359118,66.082855
1988,13,-156.6717,37.444954,5.486051,-38.126778,88.35456
1988,14,-157.00354,33.110287,-18.509752,-93.571205,135.05983
1988,15,-97.96123,-31.722422,-57.480167,-57.698357,141.59198
1988,16,-66.1644,-43.261242,-60.767372,-58.544155,147.16916
1988,17,1.7699366,-59.199245,-50.846947,-38.370754,108.706696
1988,18,22.618387,-204.78839,-54.810272,3.5307853,138.774
1988,19,-1.0588119,-270.34018,-3.0910404,7.066949,138.05754
1988,20,-70.869194,-214.19658,117.8605,-96.69032,87.94732
1988,21,-92.76191,-196.61731,154.29543,-95.96988,67.104095
1988,22,-150.16664,-179.37009,160.7489,-112.50737,86.12713
1988,23,-168.06607,-23.232588,154.46384,-175.52695,37.640118
1988,24,-142.78888,38.493862,99.83685,-157.84776,11.804196
1988,25,-78.38237,37.18991,14.45117,-79.88746,-5.099352
1988,26,-18.61985,-60.750877,-62.69856,45.167614,67.344025
1988,27,8.369484,-105.57575,-68.16277,57.024254,105.7983
1988,28,10.168538,-167.62257,-46.33036,78.93647,174.41386
1988,29,-14.550327,-173.46594,-33.6404,4.4407454,281.886
1988,30,-32.724194,-86.76766,9.979783,-116.99053,283.03662
1988,31,-28.753391,38.86676,47.944286,-199.04758,155.49323
1988,32,48.34341,39.777657,-18.650991,-87.85303,123.78723
1988,33,83.69224,58.894436,-21.472755,-98.698456,68.732895
1988,34,129.97903,148.27286,-32.89028,-98.030945,-59.98346
1988,35,181.66252,140.24548,-105.13432,13.590843,-67.504814
1988,36,197.57922,128.68886,-109.8499,43.761044,-64.309074
1988,37,177.27643,124.99975,-55.82692,10.768918,-75.39569
1988,38,198.63402,137.78319,-71.2227,75.68654,-70.69818
1988,39,182.00603,54.782,-35.491535,146.19962,12.080811
1988,40,141.85448,28.844765,75.185295,67.31456,20.663294
1988,41,118.10513,-17.183357,188.02455,88.55557,6.3768816
1988,42,94.85157,-40.798683,222.03154,97.00331,37.601658
1988,43,54.991886,-58.49357,260.1397,33.723423,60.17812
1988,44,63.374386,-74.311424,268.91895,-2.3067687,34.38652
1988,45,89.59018,-86.57412,213.56227,7.941428,4.534625
1988,46,142.83871,-15.761801,104.219765,-23.076347,-21.353672
1988,47,211.44179,31.305914,-9.271303,10.543597,-65.39467
1988,48,316.91956,50.237137,-137.51167,107.38149,-71.14101
1988,49,376.46606,65.10403,-215.55113,240.63863,-99.54403
1988,50,333.95563,-3.7962453,-251.75334,285.49008,-25.830265
1988,51,231.42918,-31.912695,-274.78723,282.27515,18.529007
1988,52,151.06584,-99.487015,-251.70314,311.4004,50.891106
1988,53,23.697172,-166.23787,-177.69176,269.74786,94.24705
1988,54,-166.68118,-142.87244,-116.285645,121.55516,169.06856
1988,55,-251.98982,-75.267166,-69.70956,75.50409,88.49658
1988,56,-322.07693,-105.94698,-8.92144,64.354195,44.8692
1988,57,-467.52704,-55.02885,30.19131,-51.630154,-14.993158
1988,58,-637.8849,14.252521,35.87979,-68.07573,-125.537895
1988,59,-717.6337,-3.8371565,58.484905,-3.844304,-164.4468
1988,60,-796.1761,-89.382225,13.773552,130.49857,-74.26758
1988,61,-813.07806,-95.44165,-113.0732,208.77634,57.76941
1988,62,-814.854,34.54948,-206.57808,210.37639,62.198277
1988,63,-723.8884,115.73314,-272.23975,155.5132,71.43685
1988,64,-648.6809,183.0604,-355.1612,65.79676,81.76769
1988,65,-526.88306,330.2213,-342.60233,-107.68333,33.355965
1988,66,-408.32602,401.91107,-259.82236,-249.30322,-74.89205
