window,old_v1_vp_n_total,old_v1_vp_n_stable_lag,v1_1_old_indices_n_total,v1_1_old_indices_n_stable_lag,v1_1_newV_oldP_n_total,v1_1_newV_oldP_n_stable_lag,v1_1_oldV_newP_n_total,v1_1_oldV_newP_n_stable_lag,v1_1_newV_newP_n_total,v1_1_newV_newP_n_stable_lag,v1_1_any_new_index_n_stable_lag,recovery_gain_from_new_indices_vs_v1_1_old_only
T3_back17,0,0,21,8,56,3,24,3,64,5,11,3
