window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,lead_lag_label,lead_lag_group,failure_reason,risk_note,suggested_reverse_direction,sample_status
T3_back17,V_strength,P_main_band_share,V,P,2,0.16400325500731594,0.16400325500731594,-4,-0.09289425904824897,0.09289425904824897,0.09421888726965769,0.09421888726965769,0.18281718281718282,0.28457391664938836,0.28457391664938836,0.2339998092442716,-0.06999655423695567,0.7008691824877238,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_back17,V_strength,P_south_band_share_18_24,V,P,4,-0.3025851680453209,0.3025851680453209,-3,0.05842275022264275,0.05842275022264275,-0.08771427741524619,0.08771427741524619,0.014985014985014986,0.05886970172684459,0.05886970172684459,0.24106381897468246,0.061521349070638415,1.2552077260383054,supported,moderate_above_null,False,clear_X_leads_Y_strong,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_back17,V_strength,P_main_minus_south,V,P,3,0.23553924512963642,0.23553924512963642,-4,-0.08539431636907716,0.08539431636907716,0.10264206565175642,0.10264206565175642,0.04295704295704296,0.1073926073926074,0.1073926073926074,0.2302970733694213,0.005242171760215131,1.022762650360763,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
T3_back17,V_strength,P_spread_lat,V,P,4,0.29797102025180766,0.29797102025180766,-1,0.03262575304765752,0.03262575304765752,0.08787315811664399,0.08787315811664399,0.00999000999000999,0.04455004455004455,0.04455004455004455,0.22332195086442733,0.07464906938738033,1.3342666007458341,supported,strong_above_null,False,clear_X_leads_Y_strong,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_back17,V_strength,P_north_band_share_35_45,V,P,4,0.3090067598360268,0.3090067598360268,-1,0.057628677476181465,0.057628677476181465,0.1329559511487267,0.1329559511487267,0.008991008991008992,0.04455004455004455,0.04455004455004455,0.22739354769449296,0.08161321214153386,1.35890733474629,supported,strong_above_null,False,clear_X_leads_Y_strong,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_back17,V_strength,P_north_minus_main_35_45,V,P,5,0.09532935823410227,0.09532935823410227,-4,0.03951381979110987,0.03951381979110987,6.611650828900461e-05,6.611650828900461e-05,0.45554445554445555,0.5302389917774534,0.5302389917774534,0.21810335015918042,-0.12277399192507815,0.43708342015162605,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_back17,V_strength,P_total_centroid_lat_10_50,V,P,3,0.3274680690637931,0.3274680690637931,-4,-0.12898769142252092,0.12898769142252092,0.1298093607229967,0.1298093607229967,0.005994005994005994,0.03803888419273035,0.03803888419273035,0.23024127397961797,0.09722679508417514,1.4222822146683487,supported,strong_above_null,False,clear_X_leads_Y_moderate,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_back17,V_strength,P_main_28_35_mean,V,P,1,0.23088752402691126,0.23088752402691126,-1,0.15795879413961397,0.15795879413961397,0.2104793560770659,0.2104793560770659,0.05194805194805195,0.12605042016806722,0.12605042016806722,0.23103503375563417,-0.00014750972872290546,0.9993615265774847,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_back17,V_strength,P_south_10_25_mean,V,P,3,-0.33369948584195847,0.33369948584195847,-4,0.1605126129369315,0.1605126129369315,-0.13232025760337895,0.13232025760337895,0.003996003996003996,0.03470213996529786,0.03470213996529786,0.23900140174983903,0.09469808409211944,1.396223969394285,supported,strong_above_null,False,clear_X_leads_Y_moderate,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_back17,V_strength,P_scs_10_20_mean,V,P,3,-0.25648749451147224,0.25648749451147224,-4,0.1686406366528692,0.1686406366528692,-0.11614057681834859,0.11614057681834859,0.03896103896103896,0.1053864168618267,0.1053864168618267,0.24562904230623464,0.010858452205237595,1.0442067114836526,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
