window,source_variable,target_variable,source_family,target_family,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,evidence_tier,lead_lag_label,lead_lag_group,lag_vs_tau0_label,forward_vs_reverse_label,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_neg_used,same_day_coupling_detected,failure_reason,risk_note
T3_back17,V_strength,P_main_band_share,V,P,old_v1,old_v1,2,0.1640032550073159,0.1640032550073159,0.0942188872696576,0.0942188872696576,0.1828171828171828,0.2845739166493883,0.2845739166493883,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0628404649298691,0.0731406733353982,False,positive_lag_not_supported,
T3_back17,V_strength,P_south_band_share_18_24,V,P,old_v1,old_v1,4,-0.3025851680453209,0.3025851680453209,-0.0877142774152461,0.0877142774152461,0.0149850149850149,0.0588697017268445,0.0588697017268445,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1949047635833115,0.2337314131407765,False,,
T3_back17,V_strength,P_main_minus_south,V,P,old_v1,old_v1,3,0.2355392451296364,0.2355392451296364,0.1026420656517564,0.1026420656517564,0.0429570429570429,0.1073926073926074,0.1073926073926074,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1237653052160693,0.1471293723259103,False,marginal_statistical_support,marginal
T3_back17,V_strength,P_spread_lat,V,P,old_v1,old_v1,4,0.2979710202518076,0.2979710202518076,0.0878731581166439,0.0878731581166439,0.0099900099900099,0.0445500445500445,0.0445500445500445,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1988216800021791,0.2671244612096787,False,,
T3_back17,V_strength,P_north_band_share_35_45,V,P,old_v1,old_v1,4,0.3090067598360268,0.3090067598360268,0.1329559511487267,0.1329559511487267,0.0089910089910089,0.0445500445500445,0.0445500445500445,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1614312694757144,0.2599577534326615,False,,
T3_back17,V_strength,P_north_minus_main_35_45,V,P,old_v1,old_v1,5,0.0953293582341022,0.0953293582341022,6.611650828900461e-05,6.611650828900461e-05,0.4555444555444555,0.5302389917774534,0.5302389917774534,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.081898810323066,0.0572207786343207,False,positive_lag_not_supported,
T3_back17,V_strength,P_total_centroid_lat_10_50,V,P,old_v1,old_v1,3,0.3274680690637931,0.3274680690637931,0.1298093607229967,0.1298093607229967,0.0059940059940059,0.0380388841927303,0.0380388841927303,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1856892423580605,0.2016799366486892,False,,
T3_back17,V_strength,P_main_28_35_mean,V,P,old_v1,new_v1_1,1,0.2308875240269112,0.2308875240269112,0.2104793560770659,0.2104793560770659,0.0519480519480519,0.1260504201680672,0.1260504201680672,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-9.920537168828236e-05,0.0702784400752681,False,positive_lag_not_supported,
T3_back17,V_strength,P_south_10_25_mean,V,P,old_v1,new_v1_1,3,-0.3336994858419584,0.3336994858419584,-0.1323202576033789,0.1323202576033789,0.0039960039960039,0.0347021399652978,0.0347021399652978,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1955214950744357,0.1753708136460226,False,,
T3_back17,V_strength,P_scs_10_20_mean,V,P,old_v1,new_v1_1,3,-0.2564874945114722,0.2564874945114722,-0.1161405768183485,0.1161405768183485,0.0389610389610389,0.1053864168618267,0.1053864168618267,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1258999782098406,0.0868297824766402,False,marginal_statistical_support,marginal
